"Date Range: Aug 1, 2026 - Aug 4, 2026"
"Locations: All locations"
Type,"Part #",Description,Category,Vendor,Location,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,9813-11,"200AMP, ANL Fuse","HD-Lighting & Electrical","Baplains Solutions","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,982-11,"PICO ADD-A-CICUIT FUSE HOLDER","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,9863648,"HIAB COUPLING","HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,9863958,"HIAB ANGLE COUPLING","HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,9865594,"HIAB NIPPLE","HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"362 days",8.00,0.00,0,0
Inventory,988-BP,"Inline Fuse Holder",Uncategorized,—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"319 days",3.00,0.00,0,0
Inventory,99347,"Speedi-Sleeve, Namco 174-C Drop Box","HD-Transmission & Clutch","Mefield Supply","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,1,1
Inventory,9939-14,"PICO 2A LOWPRO FUSE LT GREY","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,9941-14,"PICO 3A LOWPRO FUSE VIOLET","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,9942-14,"PICO 4A LOWPRO FUSE PINK","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,9943-14,"PICO 5A LOWPRO FUSE TAN","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,9944-14,"PICO 7.5A LOWPRO FUSE BROWN","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,9945-14,"PICO 10A LOWPRO FUSE RED","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,7.00,0.00,0,0
Inventory,9946-14,"PICO 15A LOWPRO FUSE BLUE","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,9947-14,"PICO 20A LOWPRO FUSE YELLOW","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,9948-14,"PICO 25A LOWPRO FUSE CLEAR","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,9949-14,"PICO 30A LOWPRO FUSE GREEN","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,9950-11,"16GA 10A LP MIN FUSE ADD","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,9985379,"HIAB ANGLE COUPLING","HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,9990631,SCREW,HD-Fasteners,—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,9991638,"HIAB ANGLE COUPLING","HD-Equipment & Hydraulics","Iuboro Transport","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,9L3Z*19S426*A,"Bolt & Washer",HD-Fasteners,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,9M-2341,"Fuel Filter (P552341, 9M2341, FF234, 33941)",HD-Filters,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,9R9925,FILTER,HD-Filters,"Figrove Apparel","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,"A 681 322 05 25","STEER AXLE U BOLTS","HD-Steering & Suspension","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-401,"SHIM CAST WEDGE 4""X1DEG","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-402,"SHIM CAST WEDGE 4""X4DEG","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-403,"SHIM CAST WEDGE 4""X3DEG","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-404,"SHIM CAST WEDGE 4""X4DEG","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-415,"SHIM CAST 4""X1-1/2 DEGREE","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-425,"SHIM CAST 4""X2-1/2 DEGREE","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-435,WEDGE,"HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A-457,"5/8"" Y STEEL FTG","HD-Hose & Fittings","Xiburg Technology","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,9.00,0.00,0,3
Inventory,A-459,"3/4"" Y STEEL FTG","HD-Hose & Fittings","Xiburg Technology","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"61 days",1.00,0.00,1,3
Inventory,A-681-997-05-93,"SERPT BELT 3288634 OR 20-2384","HD-Belts, Pulleys & Tensioners","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A0000901551,"Fuel Filter Cartridge, MBE, OEM",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"174 days",2.00,0.00,0,1
Inventory,A0000905051,"Fuel/Water Separator Cartridge Kit, Freightliner/Western Star, OEM, 2019-Current ",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,1,3
Inventory,A0000905151,"Fuel Filter Cartridge Kit, Detroit DD13/15/16, OEM, 2008-2013",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"110 days",2.00,0.00,1,2
Inventory,A0001421089,"Urea (DEF) Filter Kit ",HD-Emissions,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"560 days",1.00,0.00,0,1
Inventory,A0001485007,"Fuel/Water Separator Cartridge Filter Kit, Freightliner/Western Star, OEM, Fuel Pro 485/487/488/499",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,1,2
Inventory,A0001802438,"Oil Filter Housing Cap, MBE4000","HD-Engine Comp","Xistone Consulting","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,A0001802909,"Engine Oil Filter, MBE4000",HD-Filters,—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A0004902241,"EXH CLAMP",HD-Exhaust,"Ruridge Mining","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,2
Inventory,A0009957702,"V-Band Clamp, Exhaust",HD-Exhaust,"Ruridge Mining","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A0019909200,"Heatshield Mounting Bolt",HD-Fasteners,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,3
Inventory,A0019959702,"One Box Inlet/Outlet Clamp and Gasket Kit",HD-Exhaust,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A0029900400,"Injector Hold Down Bolt, Detroit ","HD-Engine Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,1
Inventory,A0039904817,"drain plug","HD-Misc / Other","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A0159979846,"Joint Flange","HD-Drive Train","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A0179979545,O-Ring,"HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A04-27207-000,FILTER-DEF,HD-Emissions,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A06-71928-000,"Turn/Marker Lamp, Fender Mounted, LH","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A06-71928-005,"RH TURN/MARKER FENDER LAMP","HD-Lighting & Electrical",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A06-84160-001,"PDM- ELECTRONIC CONTROL UNIT","HD-Lighting & Electrical",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A06-93356-002,"UTILITY LIGHT/LAMP, LED, 12V","HD-Lighting & Electrical","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,A06-94214-000,"HARN-HVAC,JMPR","HD-Cooling & HVAC","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A07-22423-000,"OIL FILL/CHECK TUBE-WITH DIPST","HD-Engine Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A11205A2731,"SEAL OILSEAL","HD-Wheel Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A11205X2728," INPUT SEAL","HD-Drive Train","Bolake Consulting","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"524 days",1.00,0.00,0,0
Inventory,A12-16785-060,"DRAIN VALVE CABLE W/MOUNT","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"133 days",2.00,0.00,1,2
Inventory,A147202,"DOOSAN PRIMARY AIR FILTER (AF4838, 46749, P181191, PA2784)",HD-Filters,"Botown Retail","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A17-21050-000,"INNER GRILLE BUGSCREEN","HD-Equipment & Hydraulics",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A18-69707-000,"CAB LEVELING VALVE, M2 ","HD-Body Exterior",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A213938D,"INNER AIR FILTER (A213938, AF25497, 46490, P822769, RS3703)",HD-Filters,"Botown Retail","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A22-64009-001,"HOSE ASSEMBLY - A/C, H01 TO COMPRESSOR","HD-Cooling & HVAC","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A36/A572-50,"3""X2.25""X0.130"" I BEAM","HD-Body Exterior","Tuford Mining","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"69 days",13.00,0.00,0,0
Inventory,A3881KIT,"PIVOT PIN- GFL TARP","HD-Equipment & Hydraulics","Famill Excavating","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A39,V-Belt,"HD-Cooling & HVAC","Aiboro Rentals","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A41362SP,"WHEEL ALUM-41362SP 245 X 825 S","HD-Truck Accessories",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4570980380,"Intake Manifold Gasket, Mercedes","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,A4600700987,"Fuel Injector Reseal Kit, DD13/15/16, OEM","HD-Engine Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,A4700903151,"Fuel Filter Cartridge Kit, Detroit DD13/15/16, OEM, 2014-2020",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"52 days",2.00,0.00,2,2
Inventory,A4711800209,"Engine Oil Filter Cartridge Kit, Detroit DD13/15/16, OEM, 2019-Current",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"56 days",10.00,0.00,6,12
Inventory,A4711800209,"Engine Oil Filter Cartridge Kit, Detroit DD13/15/16, OEM, 2019-Current",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"52 days",3.00,0.00,2,4
Inventory,A4720150480,"Rear Gear Housing Gasket","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4720180180,"Crankcase Breather Seal","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4720921705,"Fuel Filter Kit, Detroit DD13/15/16, OEM, 2021-Current",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"131 days",3.00,0.00,1,3
Inventory,A4720921705,"Fuel Filter Kit",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"59 days",12.00,0.00,4,12
Inventory,A4721400548,"Connector Pipe, Water Manifold, DD13","HD-Engine Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,A4721400648,"Connecting Pipe EGR Cooler","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4721420853,"SLEEVE GUIDE HDEP EPA07/EPA10/GHG17","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,A4722030180,Gasket,"HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4729900217,"DRAIN PLUG","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A4729970245,O-Ring,"HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4729971045,"Turbo Sealing Ring","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4730140122,"Oil Pan Gasket","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A4731800909,"Engine Oil Filter Cartridge Kit, Detroit DD13/15/16, OEM 2010-Up",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"61 days",3.00,0.00,2,4
Inventory,A49,V-Belt,"HD-Belts, Pulleys & Tensioners","Aiboro Rentals","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A50,V-Belt,"HD-Belts, Pulleys & Tensioners","Aiboro Rentals","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A51,V-Belt,"HD-Belts, Pulleys & Tensioners","Aiboro Rentals","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A5902,"WHEEL SPACER/SAVER","HD-Heavy Duty Brake Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"138 days",6.00,0.00,0,0
Inventory,A5903,"WHEEL SPACER/SAVER","HD-Heavy Duty Brake Comp",—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"82 days",5.00,0.00,0,0
Inventory,A66-03712-001,"PNDB CONFIGURATION W/O CUTOFF","HD-Engine Comp",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A6803221225,"U-THREADED UBOLT ROD 3/4"" X 20","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,4,0
Inventory,A6803221225,"U-THREADED UBOLT ROD 3/4"" X 20","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A6809950202,"10.5"" V-Band Clamp, DPF Inlet, EPA10/GHG14",HD-Emissions,"Ruridge Mining","Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,2
Inventory,A6809950202,"10.5"" V-Band Clamp, DPF Inlet, EPA10/GHG14",HD-Emissions,"Enson Forestry","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A6809950302,"Detroit Diesel 10.50"" Gasketed Flat Clamp, DPF Outlet, DD13/15 EPA10/GHG14",HD-Emissions,—,"Staging Heavy Duty - 9919",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,2,2
Inventory,A6918,"Eaton 18 Speed Shift Knob/Valve","HD-Transmission & Clutch",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A83123,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A83124,"SHOCK ABSORBER 6886","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"403 days",9.00,0.00,0,0
Inventory,A83125,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A83128,"GABRIEL SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"161 days",5.00,0.00,2,4
Inventory,A83150,"SHOCK ABSORBER","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"125 days",4.00,0.00,0,0
Inventory,A83396,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A85000,"Shock Absorber, Hendrickson Trailer Suspension","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"307 days",3.00,0.00,1,0
Inventory,A85005,"SHOCK ABSORBER ","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,A85014,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"405 days",7.00,0.00,0,0
Inventory,A85029,"GABRIEL SHOCK","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"448 days",4.00,0.00,0,0
Inventory,A85030,"Shock Absorber","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"550 days",2.00,0.00,0,0
Inventory,A85045,"GABRIEL SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",1.00,0.00,2,4
Inventory,A85052,"SHOCK ABSORBER","HD-Steering & Suspension",—,"Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"278 days",2.00,0.00,0,0
Inventory,A85058,"SHOCK ABS","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"537 days",2.00,0.00,0,0
Inventory,A85064,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,A85065,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,A85067,"Shock Absorber","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A85084,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A85642,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,A85648,"SHOCK ABSORBER ","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A85724,"GABRIEL SHOCK ABSORBER ","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"105 days",2.00,0.00,0,0
Inventory,A85918,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A85929,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,A85979,"SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,A87195,"Chevrolet Filter Drier (83382)","AUTO-HVAC (Heating, Ventilation & Air Conditioning)","Zocrest Maintenance","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,A89414,"GABRIEL SHOCK ABSORBER","HD-Steering & Suspension","Iview Commercial","Staging Lethbridge - 4310",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
