Case ID,Section,Title,Status,Type,Expected,Actual,Reason,Logged_to_TestRail
26434,Timesheets Permissions,All Timesheets permissions OFF and Reports OFF: no timesheet navigation anywhere,Passed,,No top-nav/sidebar Timesheets entry; WO exposes no timesheet edit affordance; timesheet report not present,With all timesheets perms OFF and reports OFF: top nav shows only Work Orders + notifications (no Timesheets); avatar menu has Edit Profile/Change Location/Logout only (no My Timesheets); WO detail tabs are Lines/Parts/Notes/Stats with no timesheet section or edit affordance; no timesheet report reachable,No timesheet navigation or affordance anywhere as expected,Yes
27394,Timesheets Permissions,Clock-capable role without timesheetsView can see and open My Timesheets,Retest,,(case has no steps/expected populated) - clock-capable role lacking timesheetsView can still see/open My Timesheets,"No 'My Timesheets' entry appeared in the avatar menu or nav for the workOrdersView-only Tech; the mechanism that makes a role 'clock-capable' could not be configured via the role permission set, and the case has empty steps/expected",Cannot establish the clock-capable precondition via the harness and the case lacks acceptance criteria; needs manual verification,No
26435,Page Access Toggles,Reports ON grants Reports page access with all reports (no per-report granularity),Passed,,Reports top-nav item present; Reports page opens listing all reports with no per-report gating,"With reportsPageAccess ON, 'Reports' appears in top nav (link /reports). /reports opened showing full report list: Timesheet Activities, Sales, Technician Efficiency, Advisor Analysis, Shop Efficiency, Sales Tax Collected, IBS Batches, QB Unexported, Notes, Reminders — all present, none gated per-report",Reports page access granted with complete report list as specified,Yes
26436,Page Access Toggles,Reports OFF hides the top nav Reports item,Passed,,No Reports item in top nav when reportsPageAccess OFF,"With reportsPageAccess OFF (workOrdersView-only role), top nav shows only Work Orders + notifications; no Reports item, no /reports link",Reports nav hidden when permission off; confirmed against ON-state contrast,Yes
26437,Page Access Toggles,Customer portal ON enables managing the portal,Retest,,Customer portal management UI/navigation accessible,"With customerPortalPageAccess ON (also tried +settingsApp), no Customer Portal nav item or management entry point surfaced in top nav, /reports, /settings, or /administration/settings sidebar (App Settings shows Feature Flags/Settings/Staff/Roles/Locations/Departments only)",Could not locate the customer portal management entry point in the UI to verify the ON behavior; needs manual exploration,No
26438,Page Access Toggles,Customer portal OFF hides the portal navigation,Retest,,Customer portal navigation hidden when OFF,"With customerPortalPageAccess OFF no portal nav present — but the portal nav could not be located in any ON configuration either, so the toggle-gating could not be positively confirmed",Absent when OFF but ON-state entry point not found; cannot confirm the toggle actually gates it,No
26439,Page Access Toggles,Billing Portal ON enables managing the billing portal,Retest,,Billing portal management UI accessible,"With billingPortalPageAccess ON (also tried +settingsApp), no Billing Portal item appeared in top nav or the SETTINGS/App Settings sidebar (Feature Flags/Settings/Staff/Roles/Locations/Departments)",Could not locate the billing portal management entry point; needs manual exploration,No
26440,Page Access Toggles,Billing Portal OFF hides the SETTINGS sidebar Billing Portal item,Retest,,No Billing Portal item in SETTINGS sidebar when OFF,"No Billing Portal item present when OFF, but it also did not appear in any ON configuration tested, so toggle-gating could not be positively confirmed",Absent when OFF but ON-state item not found; cannot confirm the toggle gates it,No
26441,Settings Access,Settings ON reveals its indented sub-toggles,Passed,,"6 indented sub-toggles in order: App Settings, Service, Parts, Finance, Data Import, View/Manage Wages","Toggling Settings ON revealed exactly 6 indented sub-toggles in order: App Settings, Service, Parts, Finance, Data Import, View/Manage Wages. No 7th 'Integrations' sub-toggle (matches the case's noted build-vs-spec gap).",Matches expected (6 subs in order; Integrations absent as the case documents),Yes
26442,Settings Access,Settings parent OFF hides the 6 sub-toggles,Passed,,All 6 sub-toggle rows hidden/collapsed,With Settings ON there were 6 sub-toggles; toggling Settings OFF collapsed them to 0 (none visible).,Matches expected,Yes
26443,Settings Access,Saved role with Settings OFF: hides the SETTINGS sidebar group entirely,Passed,,SETTINGS sidebar group hidden - none of Company settings/Staff/Roles & Permissions/etc visible,Tech assigned a role with no settings sub-permissions. Navigating to /administration redirected to /workorders - the entire settings/administration area is inaccessible and no SETTINGS group appears.,Matches expected: Settings-off role has no SETTINGS group / admin area,Yes
26444,Settings Access,Toggling Settings parent OFF then ON PRESERVES the 6 sub-toggle selections,Passed,,"After OFF then ON: App Settings+Service+Wages still ON, Parts+Finance+Data Import still OFF","Set App Settings=ON, Service=ON, Wages=ON (Parts/Finance/Data Import OFF). Toggled Settings OFF (subs hidden), then ON: subs reappeared with App Settings=ON, Service=ON, View/Manage Wages=ON, Parts=OFF, Finance=OFF, Data Import=OFF - exactly preserved.",Matches expected: selections preserved across parent off/on,Yes
26445,Settings Access,App Settings sub-toggle ON enables Roles & Permissions / Staff,Passed,,"Company settings, Staff, Roles & Permissions visible in sidebar","With App Settings ON, the SETTINGS sidebar group showed Settings (Company settings), Staff, Roles & Permissions (plus Locations, Departments, Taxes).",Matches expected,Yes
26446,Settings Access,Service sub-toggle ON enables Service config sidebar items (Labor Rates / Canned Lines / Vehicle Types),Passed,,"SERVICE group visible with Labor Rates, Canned Lines, Vehicle Types","With Service ON (and all else off), the SERVICE group appeared with Labor Rates, Canned Lines, Asset Types, and Inspection Templates. Labor Rates and Canned Lines match; 'Vehicle Types' is now labeled 'Asset Types' in the current build.",Matches expected behavior (Service sub enables SERVICE config group). Note: 'Vehicle Types' item is now named 'Asset Types'.,Yes
26447,Settings Access,Parts sub-toggle ON enables Parts config sidebar items (Pricing / Categories),Passed,,PARTS group with Pricing and Categories visible,"PARTS sidebar group showed Pricing, Bin Locations, and Categories.",Matches expected (Pricing and Categories present),Yes
26448,Settings Access,Finance sub-toggle ON enables Finance items including QuickBooks (relocated from Integrations),Failed,real,FINANCE group with Payment Methods visible; QuickBooks entry present in Finance (not under Integrations),"FINANCE sidebar group showed only 'Payment Methods'. There was NO QuickBooks entry in Finance, nor anywhere else. The INTEGRATIONS group showed only 'IBS' (no QuickBooks).","Contradicts expected: QuickBooks is not present in the Finance group (nor anywhere). Payment Methods is present, but the required QuickBooks entry is missing.",No
26449,Settings Access,Data Import sub-toggle ON enables Imports sidebar items,Passed,,"IMPORTS group visible with Contacts, Assets, Vendors, Inventory, Invoices","IMPORTS sidebar group showed Contacts, Assets, Vendors, Inventory, Invoices - all five present.",Matches expected,Yes
26450,Settings Access,View/Manage Wages sub-toggle ON enables wage management,Passed,,Wage rate fields visible and editable,"With Wages ON, opening a staff member's 'Edit Staff Member' modal showed editable wage fields: 'Salary Type' (Hourly dropdown) and '$ Hourly Rate' input.",Matches expected: wage rate fields visible and editable,Yes
26451,Settings Access,"Sub-toggles operate independently (Service ON, Finance OFF)",Passed,,SERVICE items present; FINANCE items absent,"With only Service ON, sidebar showed the SERVICE group (Labor Rates, Canned Lines, Asset Types, Inspection Templates) and NO FINANCE group (and no other settings groups).",Matches expected: sub-toggles independent,Yes
27395,Settings Access,Turning off the last Settings sub auto-collapses the section,Passed,,Turning off the last enabled Settings sub-toggle auto-collapses the section,"With Settings parent ON and only App Settings ON, turning App Settings OFF (the last enabled sub) auto-set the Settings parent to OFF and collapsed all 6 sub-toggles (0 visible).",Matches the case title/expected: last-sub-off auto-collapses the section,Yes
26452,View Mode,Work orders card has 'Full View' and 'Tech view' pills,Passed,,"View mode section (subtitle 'Controls interface complexity, not access controls.') shows two pills: 'Full View' and 'Tech view'","Work orders card contains a 'View mode' section with subtitle 'Controls interface complexity, not access controls.' and two segmented pills: 'Full View' and 'Tech view'",Matches expected exactly,Yes
26453,View Mode,Full View info panel text,Passed,,"Info panel titled 'Full View': 'Complete interface with all fields visible and editable (subject to CRUD permissions). The estimate column shows the actual estimate value. Full parts request form with all fields. All workflow actions available (approve, review, split etc...).'","With Full View selected the info panel reads exactly: 'Full View - Complete interface with all fields visible and editable (subject to CRUD permissions). The estimate column shows the actual estimate value. Full parts request form with all fields. All workflow actions available (approve, review, split etc...).'",Info panel text matches expected verbatim,Yes
26454,View Mode,Tech view info panel text (pill disabled until a WO CRUD permission is enabled),Passed,,"Blank editor: Tech view pill DISABLED until a Work orders CRUD is enabled; after enabling Work orders View, Tech view panel shows 'Simplified interface focused on the technician workflow. Non-essential fields are hidden to reduce clutter, and only the actions a technician needs day-to-day are shown.'",In blank editor the Tech view pill is DISABLED (isDisabled=true). After clicking the Work orders 'View' checkbox the Tech view pill became enabled (isDisabled=false); selecting it surfaced the info panel containing 'Simplified interface focused on the technician workflow...',Disabled-until-CRUD gating and Tech view panel text both confirmed,Yes
26455,View Mode,Tech view restriction 1: Estimate column shows Tech Time value,Retest,,In Tech view the 'Estimate' column shows the Tech Time value (e.g. '2h') not the dollar estimate,"WO lines area shows a combined 'Actual/Estimate' column in both Tech and Full view; the available test WO line is a shop-supplies/part line, so a labor line with distinct Estimate=$ vs Tech Time=hours could not be staged to confirm the column renders hours vs dollars",Needs a WO with a labor line carrying distinct Estimate and Tech Time values to verify the swap; not stageable via harness,No
26456,View Mode,Tech view restriction 2: tech time input field is hidden on WO lines,Retest,,No tech time input field rendered on lines in Tech view,"The line editor is an inline (non-modal) panel; no field explicitly labelled 'tech time' was found, but an hours input placeholder ('#.## hours') is present, and the inline panel could not be cleanly isolated from surrounding WO fields to make a definitive determination",Inline line editor not cleanly isolable via harness; needs manual confirmation of the tech-time input's absence,No
26457,View Mode,Tech view restriction 3: cannot approve work orders (approve button hidden),Passed,,No Approve WO button present in Tech view,1:1 comparison on the same WO (047ffbc5): Full View shows an 'Approve' action button; Tech View shows no Approve button anywhere (only 'New Line' and an edit-shop-supplies affordance),"Approve WO button hidden in Tech view, confirmed against Full View on the same WO",Yes
26458,View Mode,Tech view restriction 4: cannot approve work order lines,Retest,,No approve-line action visible on individual lines,"No approve/authorize action appeared among visible Tech-view buttons, but the line-level more_vert action menu could not be opened via the automation harness (it did not open in Full view either), so the line-level approve action's absence could not be positively confirmed",Line-level action menu not drivable via harness; needs manual verification,No
26459,View Mode,Tech view restriction 6: labor rate columns and fields hidden on WO lines,Retest,,Labor rate columns/fields hidden in Tech view even with See Financial Data ON,"Tech view (SFD ON) shows a generic 'Rate' column which is SFD-gated (disappears when SFD OFF) — this appears to be the part rate, not a labor rate; the test WO line is not a labor line, so a labor-rate-specific column/field could not be isolated to confirm it is hidden by Tech view",Needs a WO with a labor line to isolate the labor-rate column/field; not stageable via harness,No
26460,View Mode,Tech view restriction 7: parts request form shows simplified subset of fields,Retest,,Parts request form shows fewer fields than Full View version,Could not reliably open/isolate the parts request form in both Tech and Full view via the harness to compare field counts,Parts request form flow not drivable via harness; needs manual side-by-side comparison,No
26461,View Mode,"Tech view restriction 8: cannot edit existing WO lines, only create new",Retest,,Existing line read-only; new line can be added,"Tech view exposes a functional 'New Line' create form (consistent with 'create new'), and no edit affordance was visible on the existing line row; however the line-level edit menu/row-click could not be driven via harness to positively confirm the existing line is read-only (vs a harness limitation)",Existing-line edit path not drivable via harness to confirm read-only; needs manual verification,No
26462,View Mode,Tech view restriction 9: line becomes read-only after authorization is approved,Retest,,"Pending line editable; after another user approves it, the Tech-view user cannot edit it (read-only)","Requires a multi-user authorization flow (create pending line as Tech, approve as a second user with approve rights, then re-check as Tech) which was not executed via the harness",Multi-user approval flow not executed; needs manual verification,No
26463,View Mode,"View mode is UX-only, not a security boundary",Retest,,"Add a new line, edit allowed fields, save; save persists (CRUD intact, only UI simplified)","Tech view exposes a fully functional New Line editor with editable fields (Title, description, hours, labor rate) and 'Save & Add Line'/'Save & Add Part' buttons, and the role retains workOrderLinesCreateAndEdit at the permission/data layer - consistent with view mode being UX-only. However the automated save could not be completed through the inline editor (field targeting timed out), so persistence was not directly confirmed",Save action could not be completed via harness to confirm persistence; CRUD affordances present but end-to-end save unverified,No
26464,View Mode,"Financial column visibility controlled by See Financial Data, not View mode",Passed,,"User A (Full, SFD OFF) sees NO financial data; User B (Tech, SFD ON) sees parts pricing/totals","Same WO 047ffbc5 line columns: Tech+SFD ON = [...,Rate, Margin, Total] (pricing visible); Full+SFD ON = same (pricing visible); Full+SFD OFF = [Name/Description, Actual/Estimate, Progress, Status, Action] with NO Rate/Margin/Total. So pricing columns follow See Financial Data regardless of view mode","Financial columns appear only when See Financial Data is ON, independent of Full/Tech view mode",Yes
26465,View Mode,Tech view restriction (new): 'Send to Portal' button is hidden,Passed,,'Send to Portal' not visible anywhere on the WO in Tech view,"1:1 comparison on the same WO (047ffbc5): Full View shows a 'Send to Portal' (how_to_reg) button; Tech View shows no 'Send to Portal' button in header, line-level, or action buttons","Send to Portal hidden in Tech view, confirmed against Full View on the same WO",Yes
26466,View Mode,Full View user who can approve a WOL: 'Send to Portal' button is visible,Passed,,'Send to Portal' button visible (Full View + ability to approve WOL); clicking initiates the Send to Portal flow,"On WO 047ffbc5 in Full View with WOL Create&Edit + Review Work Orders + Customer Portal ON, the 'Send to Portal' (how_to_reg) button is visible alongside 'Approve' and 'New Line'",Send to Portal button visible in Full View with approve-WOL ability (the gating behavior); actual click/send intentionally not executed to avoid customer-facing side effects on shared staging,Yes
26467,See Financial Data,See Financial Data toggle exists in Cross-Cutting Toggles card,Passed,,Cross-Cutting Toggles card visible; first toggle titled 'See Financial Data'; switch on the right (case's expected subtitle is a documented placeholder-bug),"Card visible; first toggle titled 'See Financial Data'; switch on right (switchX 1447 > labelX 341); subtitle now shows correct descriptive text 'Controls visibility of pricing, cost, and margin data...' (placeholder bug appears fixed)",Toggle exists in the card exactly as the case asserts; subtitle placeholder-bug resolved,Yes
26468,See Financial Data,"See Financial Data ON: pricing, costs, margins, labor rates visible app-wide",Passed,,"All financial fields (pricing, costs, margins, labor rates) visible across WO lines, Catalog/Inventory, Reports","WO detail S9-25052 shows Labor $232.43, Subtotal $256.84, Total $269.68 and line table Rate/Margin/Total columns; Parts>Inventory shows cost/price dollar values; Reports>Sales shows $139.02/$464.86/$513.67 etc.",Financial fields visible app-wide with SFD ON as expected,Yes
26469,See Financial Data,"See Financial Data OFF: dollar amounts, rates, costs, margins hidden everywhere",Failed,real,No financial data displayed on ANY page (incl. Reports per step 5); CRUD works but pricing hidden everywhere,"SFD OFF correctly hides ALL dollar amounts on Work Orders list, WO detail/lines (Rate/Margin/Total columns removed), Customers, Parts>Inventory, and Vendors (0 dollar values each). BUT Reports>Sales still displays financial figures (210 dollar values incl. $139.02, $464.86, $513.67)","Reports > Sales report still shows financial data with SFD OFF, contradicting 'no financial data on any page'. Note: SFD's own description scopes it to 'work orders, parts, and invoices' (excludes Reports), so this may be by-design with Reports gated only by reportsPageAccess",No
26470,See Financial Data,See Financial OFF makes Part sales and Invoicing and Payments inaccessible even with View+Edit+Delete,Passed,,Both Part sales and Invoicing & Payments inaccessible despite CRUD ON; SFD gate beats CRUD,fe-permissions confirmed all 6 CRUD perms present with seeFinancialData=false. As Tech: /parts redirects to /workorders (Part sales area not reachable; residual dead 'Parts' nav item also redirects); WO detail shows only Lines/Notes/Stats tabs with no Invoicing/Payments tab or invoice affordance,"SFD gate blocks both areas at runtime despite CRUD grants, as expected",Yes
26471,See Financial Data,Enabling Part Sales Create & Edit while See Financial Data OFF prompts to enable it,Passed,,Checking Part sales View/Create&Edit while SFD OFF fires a modal 'Enable See Financial Data?',"Checking Part sales View fires modal titled 'Enable See Financial Data?', body 'Part Sales requires See Financial Data. Enable it to grant this permission?', Cancel/Enable buttons; same for Create & Edit",Prompt fires as expected,Yes
26472,See Financial Data,Confirmation modal Confirm: auto-enables See Financial and applies the checkbox,Passed,,Modal closes; See Financial Data ON; Part sales View remains checked,"After clicking Enable: modal closed, SFD toggle aria-checked=true, Part sales View aria-checked=true",Matches expected,Yes
26473,See Financial Data,Confirmation modal Cancel: reverts the checkbox change,Passed,,Modal closes; Part sales View unchecked; See Financial Data remains OFF,"After clicking Cancel (cancel_financial_data_confirm): modal closed, Part sales View aria-checked=false, SFD aria-checked=false",Matches expected,Yes
26474,See Financial Data,Same confirmation modal fires for Invoicing & Payments while See Financial Data OFF,Passed,,"Modal 'Enable See Financial Data?', body names Invoicing & Payments, Cancel/Enable",Invoicing & payments Create & Edit fires modal 'Enable See Financial Data?' body 'Invoicing & Payments requires See Financial Data. Enable it to grant this permission?' Cancel/Enable; only resource name differs from Part Sales modal,Matches expected,Yes
26475,See Financial Data,"Turning See Financial OFF auto-clears Part sales, Invoicing and Payments CRUDs, and the Order Parts sub-toggle",Failed,real,Turning SFD OFF auto-unchecks all 6 Part sales + Invoicing CRUD checkboxes AND auto-clears the Order Parts sub-toggle (Order Parts requires SFD),"Set SFD ON + Part sales V/E/D + Invoicing V/E/D + WO View + Order Parts ON. Turning SFD OFF shows confirm 'Disabling See Financial Data will also disable Part Sales and Invoicing & Payments. Continue?'; after Disable the 6 Part sales/Invoicing CRUD checkboxes are cleared/removed, BUT the Order Parts sub-toggle remained ON (aria-checked=true) and is not mentioned in the dialog","Order Parts sub-toggle is NOT auto-cleared when SFD is turned off, contradicting expected point 2/3",No
27869,See Financial Data,Enabling Order Parts while See Financial Data is OFF prompts to also enable See Financial Data,Failed,real,Turning ON Order Parts while SFD OFF triggers a prompt to enable SFD; accepting turns SFD ON; cannot end with Order Parts ON while SFD OFF,"With SFD OFF and Work Orders View ON (required to enable Order Parts), toggling Order Parts ON produced NO prompt/modal; Order Parts ended ON (aria-checked=true) while SFD remained OFF (aria-checked=false)","No prompt appears and Order Parts can be enabled while SFD is OFF, directly contradicting expected",No
26476,Manage Accounts Payable and Receivable,AP/AR ON shows Unpaid Invoices / Payments / Credits tabs on Customer detail,Passed,,"Unpaid Invoices, Payments, Credits tabs visible on customer detail","Customer detail shows 3 AP/AR-gated financial tabs: Invoices, Payments, Deposits (disappear when AP/AR OFF). Labels differ from spec (Invoices/Payments/Deposits vs Unpaid Invoices/Payments/Credits) - cosmetic mismatch",3 AP/AR financial tabs present with AP/AR ON; gating confirmed by ON/OFF diff,Yes
26477,Manage Accounts Payable and Receivable,AP/AR ON shows the same 3 tabs on Vendor detail,Retest,,"Unpaid Invoices, Payments, Credits tabs visible on vendor detail","Vendor detail (00650021) shows Contacts, Unpaid Invoices, Payments - only 2 of the 3 AP/AR tabs; no Credits tab appeared on this vendor. Tabs are AP/AR-gated (vanish when OFF)",Only 2 of 3 tabs present; Credits tab not observed (likely vendor lacks credit records) - needs manual verify on a vendor with credits,No
26478,Manage Accounts Payable and Receivable,Reports ON: all 6 AP/AR aging reports listed (regardless of Manage AP/AR),Passed,,All 6 AP/AR aging reports listed under Reports,"Reports page lists all 6: A/R Aging Summary, A/R Aging Detail, A/R Aging Collection, A/P Aging Summary, A/P Aging Detail, A/P Unpaid Invoices",All 6 aging reports present with Reports ON,Yes
26479,Manage Accounts Payable and Receivable,AP/AR ON enables bulk payments from the Unpaid Invoices tab,Retest,,Bulk payment action available and succeeds,"Could not execute a real bulk payment: verifying requires a customer with multiple unpaid invoices and completing a live payment, which was not safely executable in this run",Functional bulk-payment execution not completed - needs manual verify,No
26480,Manage Accounts Payable and Receivable,AP/AR OFF hides the 3 tabs on Customer detail,Passed,,"Unpaid Invoices, Payments, Credits tabs NOT present","Customer detail shows only Work Orders, Part Sales, Contacts, Assets, Notes; the 3 financial tabs (Invoices/Payments/Deposits) are hidden",AP/AR financial tabs hidden with AP/AR OFF,Yes
26481,Manage Accounts Payable and Receivable,AP/AR OFF hides the 3 tabs on Vendor detail,Passed,,"Unpaid Invoices, Payments, Credits tabs NOT present",Vendor detail shows only Contacts tab; Unpaid Invoices and Payments tabs hidden,AP/AR vendor tabs hidden with AP/AR OFF,Yes
26482,Manage Accounts Payable and Receivable,AP/AR OFF + Reports ON: all 6 AP/AR aging reports are STILL visible (aging follows the Reports permission),Failed,real,All 6 AP/AR aging reports STILL listed/openable with AP/AR OFF (aging follows Reports permission),"With Reports ON and AP/AR OFF, the Reports page lists ONLY Sales and Sales Tax Collected; ALL 6 aging reports (A/R Aging Summary/Detail/Collection, A/P Aging Summary/Detail, A/P Unpaid Invoices) are hidden. They appear only when AP/AR is ON","Aging reports are STILL gated by Manage AP/AR, contradicting the updated spec that they follow the Reports permission",No
26483,Manage Accounts Payable and Receivable,AP/AR OFF hides the 7 sensitive customer fields on Edit Customer modal,Passed,,All 7 sensitive fields hidden; basic fields visible,"Edit Customer modal hides all 7 (Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min and Max, Taxes, PO is required); Name/Phone/Address/City visible",7 sensitive fields hidden with AP/AR OFF; confirmed by diff,Yes
26484,Manage Accounts Payable and Receivable,AP/AR OFF still allows invoice creation and payment processing if Invoicing and Payments perms allow,Retest,,Invoice creation + payment both succeed with AP/AR OFF; AP/AR-only views hidden,"With AP/AR OFF the invoicing area is fully available/unblocked (Finance tab + Create Invoice + Add Deposit present, same as AP/AR ON) and AP/AR-only views are hidden; however full end-to-end invoice creation + payment could not be executed on the test WO (estimate lacking invoice prerequisites)","Invoicing confirmed unblocked by AP/AR OFF, but functional create+payment not executed - needs manual verify",No
26485,Manage Accounts Payable and Receivable,AP/AR independent from See Financial Data,Passed,,Pricing visible on WO; AP/AR tabs hidden on customer,WO Finance tab shows pricing ($232.43/$256.84/$269.68 etc); customer detail has no AP/AR tabs,SFD and AP/AR toggles independent as expected,Yes
26486,Manage Accounts Payable and Receivable,AP/AR OFF does NOT block any CRUD area,Not Run,,,,,No
26488,View History Logs,View History Logs ON: WO-level and line-level history visible (plus part sales and parts orders),Blocked,,"With VHL ON: WO-level history, line-level history, part sale history, and PO history all visible","PARTIAL/CONFIRMED for WO-level: created a custom role with exactly [workOrdersView, woFullViewMode, viewHistoryLogs], assigned to throwaway Tech, logged in as Tech (fe-permissions confirmed those 3 keys incl. viewHistoryLogs). On the work order the WO-level history IS visible: a 'History (3)' control is present and the WO kebab menu shows an 'Audit Log' item. Line-level, part-sale, and parts-order (PO) history surfaces were NOT individually exercised within tool budget.","Blocked/partial: WO-level history visibility gated by View History Logs is confirmed (visible when VHL ON). Ran out of tool budget before verifying line-level, part-sale, and PO history surfaces. Tech restored to Time Clock and the custom role deleted.",No
26489,View History Logs,View History Logs OFF: WO-level and line-level history hidden everywhere,Blocked,,"With VHL OFF: WO-level, line-level, part-sale, and PO history all hidden","Not conclusively verified. Attempted to flip the custom role's View History Logs toggle OFF via the Edit Role UI, but the Save/Confirm did not persist (Tech still retained viewHistoryLogs). A second attempt to create a fresh no-VHL role (WO View only) did not complete (likely the identical-permissions 'Create Anyway' prompt timing). Ran out of tool budget before establishing the OFF state.",Blocked: could not reliably produce the VHL-OFF state within remaining tool budget (edit-save of the toggle-off did not persist; no-VHL role create did not complete). The ON state was confirmed (see 26488). Tech restored to Time Clock; all test roles deleted.,No
26490,Staff Page Role Assignment,Staff page role dropdown groups roles into System Roles and Custom Roles sections,Failed,stale,"Dropdown shows two grouped sections: 'System Roles' with all 12 built-in roles, and 'Custom Roles'","Role dropdown in Edit Staff Member modal DOES show two grouped sections with headers 'SYSTEM' and 'CUSTOM'. SYSTEM section lists 11 built-in roles: Admin, Foreman, Office, Parts Manager, Parts Tech, Sales Representative, Senior Service Advisor, Service Advisor, Service Manager, Technician, Time Clock. CUSTOM section lists all admin-created roles.","stale case — behavior OK: grouping into two sections is present and correct, but headers are 'SYSTEM'/'CUSTOM' (not 'System Roles'/'Custom Roles') and SYSTEM contains 11 built-in roles, not the 12 the case expects. Deviates from stated expected wording/count so not logged as pass.",No
26491,Staff Page Role Assignment,View Permissions button next to role selector opens the Permission Summary,Passed,,Read-only Permission Summary opens showing Parts Manager's full permission set,"In Edit Staff Member modal, selected 'Parts Manager' in Role select, clicked the eye (View Permissions) icon beside it. A read-only modal titled 'Parts Manager — Permissions' opened showing the full permission set (Work orders View/Create&Edit checkboxes, View mode Full View, Review work orders/Pick parts/Order parts toggles, Work order lines, Schedule, Customers, etc.). Toggles/checkboxes render display-only.",Behavior matches: View Permissions control opens read-only permission summary for the selected role (Parts Manager) showing its full permission set.,Yes
26492,Staff Page Role Assignment,Changing user's role triggers immediate forced logout,Passed,,Step 3: user forced to login immediately; Step 4: after re-login new-role perms in effect,"Held an authenticated Tech session (Time Clock, 3 perms, /api/auth/me/fe-permissions=200). As Admin changed Tech's role to Technician (201). The held session's very next request immediately returned HTTP 409 'Session has expired.' (at +0ms, +1.5s, +3s). A fresh Tech login then returned the new Technician perms (7, view_mode=tech). Restored Tech to Time Clock afterward.",Behavior matches: role change immediately invalidates the user's existing session (409 Session has expired) forcing re-login; after re-login the new role's permissions are in effect.,Yes
26493,Staff Page Role Assignment,Failed role change preserves the previous role,Passed,,Step 2: on failure an error toast appears; Step 3: previous role PRESERVED (change did not persist),"Tech on Time Clock (3 perms). As Admin, submitted a role change with an invalid role_id; server returned HTTP 500 error (error payload -> FE surfaces error toast). Re-checked Tech: still Time Clock (3 perms, view_mode null) — the failed change did NOT persist.",Behavior matches core assertion: a failed role-change save returns an error (5xx) and the previous role is preserved. Exact error-toast wording not visually captured (the case itself notes a genuine server-error string can't be triggered on demand); a real 5xx failure was produced and preservation confirmed via API.,Yes
26494,Staff Page Role Assignment,Logged-in user is immediately kicked when their role changes,Passed,,User's next action redirects to login page immediately,"With an active held Tech session, Admin changed Tech's role. The held session's immediate next request returned HTTP 409 'Session has expired.' with no delay, i.e. the user is kicked and the next action redirects to login.",Behavior matches: the active session is immediately invalidated on role change; next action forces login.,Yes
26495,Per-Role Verification,Administrator: full system access (now subsumes legacy Owner per spec 6/10),Passed,,"All CRUD full, all toggles ON, all settings subs ON, Wages ON, view=Full, Fin/AP-AR/History ON","GET /api/roles/{Admin} via admin session: 41 fe_permissions. All CRUD areas full V/E/D (WO,WOL,schedule,customers,partSales,catalogInventory,vendorOrderManagement,invoicingPayments V/E/D; timesheets V/E). All page toggles ON (reports, customerPortal, billingPortal). All 6 settings subs ON (App,Service,Parts,Finance,DataImport,Wages). WO subs ON (review,pick,order). view_mode=full. cross_toggles seeFinancialData/seeApArData/viewHistoryLogs all true. Matches Admin matrix; Customer Portal=ON matches spec body matrix and case 26506.",Live role permissions match the Administrator matrix column exactly.,Yes
26496,Per-Role Verification,"Service Manager: full ops, limited Settings (App + Wages only)",Failed,stale,"WO V/E/D, WOL E+D, Schedule V/E/D, Customer V/E/D, PartSales V/E/D, Catalog V/E/D, Vendor V/E/D, Invoicing V+E, Timesheets V/E; Reports ON, Customer portal OFF, Settings App+Wages only, view Full, Fin/AP-AR/History ON","GET role: 36 perms. All CRUD match (WO/schedule/customers/partSales/catalog/vendor V/E/D, WOL E+D, invoicing V+E no delete, timesheets V+E). Settings subs = App+Wages only. WO subs ON. view=full. cross all ON. Reports ON, Billing ON. BUT customerPortalPageAccess is ON (spec step 2 says Customer portal OFF).",Stale case - behavior OK: SM Customer Portal is ON per 6/10 change and dedicated case 26506 (SM=ON); spec step 2 'OFF' is outdated. All other perms match.,No
26497,Per-Role Verification,"Senior Service Advisor: expanded access including Customer portal, AP/AR, Reports",Passed,,"WO V/E/D, WOL E+D, Schedule V/E/D, Customer V+E, PartSales V/E/D, Catalog V+E, Vendor V/E/D, Invoicing V/E/D; Reports ON, Customer portal ON, Settings OFF, Billing OFF, view Full, Fin/AP-AR/History ON","GET role: 32 perms. WO V/E/D, WOL E+D, schedule V/E/D, customers V+E (no delete), partSales V/E/D, catalog V+E (no delete), vendor V/E/D, invoicing V/E/D, timesheets V+E. reportsPageAccess ON, customerPortalPageAccess ON, no settings subs, no billingPortal. view=full. cross Fin/AP-AR/History all true. Matches Sr SA column.",Live role permissions match the Senior Service Advisor matrix column exactly.,Yes
