Case ID,Title,Section/Area,Status,Expected (plain),Actual (plain),Notes/Reason
C993,Verify that payment amount is correct after checkin and unchecking credit,Test Cases / Customers / Unpaid invoices,Retest,The payment amount is correct after checking and unchecking a credit.,Retest: requires applying/removing a credit against an invoice; payment/credit submission fails this session (create-customer-payment intermittent 500). Retry when the payment endpoint is healthy.,Retest: requires applying/removing a credit against an invoice; payment/credit submission fails this session (create-customer-payment intermittent 500). Retry when the payment endpoint is healthy.
C18624,Invoice status changes to 'Partially Paid' after first partial payment,Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Multiple Payments – Different Methods / Partial Payments – Basic Flow,Blocked,"In the customer portal, a first partial card payment moves the invoice to Partially Paid with the remaining balance shown.","Blocked: this needs a real card payment made from the customer-facing billing portal (a separate customer login plus the card/ACH payment processor). That external payment gateway and portal customer session cannot be driven from the staff/testing harness, so the portal card charge could not be completed. Underlying partial-payment status behavior is covered by the in-app partial-payment case.","Blocked: this needs a real card payment made from the customer-facing billing portal (a separate customer login plus the card/ACH payment processor). That external payment gateway and portal customer session cannot be driven from the staff/testing harness, so the portal card charge could not be completed. Underlying partial-payment status behavior is covered by the in-app partial-payment case."
C18628,"First partial payment via Card, second payment via ACH completes the invoice",Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Multiple Payments – Different Methods,Blocked,"In the customer portal, a card partial payment then an ACH partial payment completes the invoice (Paid).","Blocked: requires the customer billing portal plus real Card and ACH payments through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires the customer billing portal plus real Card and ACH payments through the payment processor, which cannot be driven from the staff/testing harness."
C18653,Full payment flow works correctly with no regression,Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Regression,Blocked,"In the customer portal, paying the full pre-filled amount marks the invoice Paid with no partial-payment UI showing unexpectedly.","Blocked: requires a customer billing-portal login and a real Card/ACH payment through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires a customer billing-portal login and a real Card/ACH payment through the payment processor, which cannot be driven from the staff/testing harness."
C18681,Invoice status changes to 'Partially Paid' after first partial payment,Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Multiple Payments – Different Methods / Partial Payments – Basic Flow,Blocked,"In the customer portal, a first partial card payment moves the invoice to Partially Paid with the remaining balance shown.","Blocked: requires the customer billing portal plus a real card payment through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires the customer billing portal plus a real card payment through the payment processor, which cannot be driven from the staff/testing harness."
C18682,Invoice status changes to 'Paid' after final partial payment covers remaining balance,Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Multiple Payments – Different Methods / Partial Payments – Basic Flow,Blocked,"In the customer portal, a final partial payment covering the remaining balance moves the invoice from Partially Paid to Paid.","Blocked: requires the customer billing portal plus a real payment through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires the customer billing portal plus a real payment through the payment processor, which cannot be driven from the staff/testing harness."
C18685,"First partial payment via Card, second payment via ACH completes the invoice",Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Multiple Payments – Different Methods,Blocked,"In the customer portal, a card partial payment then an ACH partial payment completes the invoice (Paid).","Blocked: requires the customer billing portal plus real Card and ACH payments through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires the customer billing portal plus real Card and ACH payments through the payment processor, which cannot be driven from the staff/testing harness."
C18710,Full payment flow works correctly with no regression,Test Cases / Administration / Customer Portal / SV-5957 - Support Multiple / Partial Payments / Regression,Blocked,"In the customer portal, paying the full pre-filled amount marks the invoice Paid with no partial-payment UI showing unexpectedly.","Blocked: requires a customer billing-portal login and a real Card/ACH payment through the payment processor, which cannot be driven from the staff/testing harness.","Blocked: requires a customer billing-portal login and a real Card/ACH payment through the payment processor, which cannot be driven from the staff/testing harness."
C24547,IBS Settings - Edit workplace IBS Location ID,Test Cases / Administration / Integrations,Blocked,A workplace's IBS Location ID can be edited.,"Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org (the org feature list has no IBS flag), so the IBS Location ID field does not appear on the Edit Location form. Cannot be exercised until the IBS multi-tenancy feature is enabled.","Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org (the org feature list has no IBS flag), so the IBS Location ID field does not appear on the Edit Location form. Cannot be exercised until the IBS multi-tenancy feature is enabled."
C25189,IBS Settings - Create first Remit-To record from empty state,Test Cases / Administration / Integrations,Blocked,The first IBS Remit-To record can be created from the empty state.,"Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org, so the IBS Remit-To card is not available. Cannot be exercised until IBS multi-tenancy is enabled.","Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org, so the IBS Remit-To card is not available. Cannot be exercised until IBS multi-tenancy is enabled."
C25190,IBS Settings - Delete Remit-To record (cancel + confirm paths),Test Cases / Administration / Integrations,Blocked,An IBS Remit-To record can be deleted (cancel and confirm paths).,"Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org, so the IBS Remit-To card is not available. Cannot be exercised until IBS multi-tenancy is enabled.","Blocked: this needs the 'IBS - Enable Multi-Tenancy' feature, which is not enabled on this org, so the IBS Remit-To card is not available. Cannot be exercised until IBS multi-tenancy is enabled."
