internal_id,testrail_case_id,testrail_link,area,title,title_len,d1_useful,d1_tier,d1_merge_group,d1_merge_survivor,d1_reason,d1_source,d2_makes_sense,d2_reason,d3_genuine,d3_ticket,d3_layman_runnable
FLT-URL-05,C38879,https://shopview.testrail.io/index.php?/cases/view/38879,URL State and Shareable Links,Opening a shared link does not change your own saved filters,60,KEEP,T1,,,A link visit is view-only and never overwrites your saved filters (engineering G7) — losing saved state would be destructive; pending Branko spec ratification.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-R6;S11-R7;S11-R8 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 60 chars (<=80)
FLT-URL-06,C38896,https://shopview.testrail.io/index.php?/cases/view/38896,URL State and Shareable Links,'Back to my view' is not shown when you are on your own view,60,KEEP,T2,,,The S11-N3 NEGATIVE: 'Back to my view' must be ABSENT on your own view. No other case asserts the absence; a false-positive control is a real reportable bug.,DERIVED this pass (case authored after the previous audit),SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-N3;S11-R7 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 60 chars (<=80)
FLT-MOB-01,C29621,https://shopview.testrail.io/index.php?/cases/view/29621,Mobile Filters,"Mobile: chips sit in a scrollable row below the tabs, starting All Filters",74,KEEP,T2,,,"Mobile chip-row layout (All Filters first, horizontal scroll, edge affordance) — the mobile entry contract.",carried forward from the 2026-07-31 usefulness audit,FIX-WORDING (REPAIRED IN-PASS),Rules 7/9: expected 3 ended '(per the design variant)' — internal design jargon in a tester-facing line. Repaired to the plain hedge pattern used elsewhere in the suite.,YES — S12-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 74 chars (<=80)
FLT-MOB-02,C29622,https://shopview.testrail.io/index.php?/cases/view/29622,Mobile Filters,Mobile: All Filters opens a sheet of expandable rows with Apply filters,71,KEEP,T2,,,"All Filters bottom-sheet composition (drag handle, title, accordion rows, sticky 'Apply filters').",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 71 chars (<=80)
FLT-MOB-03,C29623,https://shopview.testrail.io/index.php?/cases/view/29623,Mobile Filters,Mobile: tapping Apply filters applies the statuses and updates the count,72,KEEP,T1,,,Mobile batch-apply contract + applied-count in the sheet title — mobile's key behavioural difference from desktop.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S12-R3;S2-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 72 chars (<=80)
FLT-MOB-04,C29624,https://shopview.testrail.io/index.php?/cases/view/29624,Mobile Filters,Mobile: tapping one chip opens its own sheet with an 'Apply filter' button,74,KEEP,T2,,,Individual-chip sheet with 'Apply filter' — carries the flagged design-vs-tech-plan conflict (D15 real-time) to resolve at VIU.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S12-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 74 chars (<=80)
FLT-MOB-05,C29625,https://shopview.testrail.io/index.php?/cases/view/29625,Mobile Filters,"Mobile Customer filter has search, multi-select and removable tags",66,KEEP,T1,MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,"Mobile sheet parity for the people/asset filters (search, tags, remove, apply); survivor of MG13 (gains the Technician/Advisor/Asset rows).",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S3-R2 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 66 chars (<=80)
FLT-MOB-06,C29626,https://shopview.testrail.io/index.php?/cases/view/29626,Mobile Filters,Mobile Lead Technician and Service Advisor filters offer their search lists,75,MERGE,T2,MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,Absorbed into FLT-MOB-05 (C29625): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S4-R1;S5-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 75 chars (<=80)
FLT-MOB-07,C29627,https://shopview.testrail.io/index.php?/cases/view/29627,Mobile Filters,The mobile Asset on site filter offers Yes/No with Clear selection in the sheet,79,MERGE,T2,MG13-MOBILE-SHEET-FILTERS,FLT-MOB-05,Absorbed into FLT-MOB-05 (C29625): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S6-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 79 chars (<=80)
FLT-MOB-08,C29628,https://shopview.testrail.io/index.php?/cases/view/29628,Mobile Filters,Active chips and Clear filters behave on mobile the same way as on desktop,74,KEEP,T1,,,Mobile active chips + 'Clear filters' parity — the clear-all contract on the second surface.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R2;S7-R1;S8-R1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 74 chars (<=80)
FLT-MOB-09,C29629,https://shopview.testrail.io/index.php?/cases/view/29629,Mobile Filters,Mobile has no collapse toggle: the filter chip row is always visible,68,WEAK-KEEP,T2,,,"Absence assertion (no collapse toggle on mobile) — spec'd (S12-R4) but a failure is cosmetic-severity; kept, flagged low-value.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-R4 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 68 chars (<=80)
FLT-MOB-10,C29630,https://shopview.testrail.io/index.php?/cases/view/29630,Mobile Filters,Filters matching no work orders on mobile show the same empty state as desktop,78,WEAK-KEEP,T2,,,"Mobile repeat of the filtered empty state — the mobile surface can genuinely render differently, but the yield beyond FLT-EMPTY-01 is low; kept, flagged.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S12-N1;S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 78 chars (<=80)
FLT-API-01,C29631,https://shopview.testrail.io/index.php?/cases/view/29631,API - Work Orders List Filtering,The work order list request carries the active filter selections,64,KEEP,T1,,,"The backend actually filters (parameters on the list request, filtered response) — not client-side hiding; the foundation of every filter case.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S2-R2;S3-R6 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 64 chars (<=80)
FLT-API-02,C29632,https://shopview.testrail.io/index.php?/cases/view/29632,API - Work Orders List Filtering,A combined multi-filter request returns only work orders matching all filters,77,KEEP,T1,,,"Combined request semantics at the backend (AND across filters, OR within one) — the server half of FLT-CHIP-06.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S2-R2;S3-R6;S8-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 77 chars (<=80)
FLT-API-03,C29633,https://shopview.testrail.io/index.php?/cases/view/29633,API - Work Orders List Filtering,A request with a deleted or unknown filter value gives no server error,70,KEEP,T1,,,Deleted/unknown filter value never produces a 5xx — backend hardening for the stale-saved-state paths.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-N1;S11-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 70 chars (<=80)
FLT-API-04,C29634,https://shopview.testrail.io/index.php?/cases/view/29634,API - Work Orders List Filtering,A list request with malformed filter parameters does not produce a server error,79,KEEP,T1,,,Malformed filter parameters handled gracefully (no 5xx/crash) — backend half of the malformed-URL requirement.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 79 chars (<=80)
FLT-API-05,C29635,https://shopview.testrail.io/index.php?/cases/view/29635,API - Work Orders List Filtering,"A filter combination matching nothing returns an empty list, not an error",73,WEAK-KEEP,T1,,,"Empty-match-returns-200 is thin — largely implied by FLT-API-02 (combination request) + FLT-EMPTY-01 (page renders the state); kept for the explicit no-error backend contract, flagged low-value.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S8-R3;S2-N3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 73 chars (<=80)
FLT-API-06,C38895,https://shopview.testrail.io/index.php?/cases/view/38895,API - Work Orders List Filtering,"Saved-filters service round-trip: save, reload, and per-user isolation",70,KEEP,T1,,,Saved-prefs service round-trip (PUT/GET) + per-user isolation — a cross-user leak here is a security bug (engineering 4-1.3 contract).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S10-R2;S10-R3 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 70 chars (<=80)
FLT-PARTS-01,C38904,https://shopview.testrail.io/index.php?/cases/view/38904,Parts Page Filters,Every Parts list page shows its designed filter buttons,55,KEEP,T2,MG14-PARTS-CHIP-MATRIX,FLT-PARTS-01,Parts chip-composition contract; survivor of MG14 — ONE Parts walk with the per-view filter-button checklist (8 views + shared toolbar icons).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 55 chars (<=80)
FLT-PARTS-09,C38905,https://shopview.testrail.io/index.php?/cases/view/38905,Parts Page Filters,Part Type filter opens a Core / Non Core list with Clear selection,66,KEEP,T2,,,Part Type menu contents (Core / Non Core + 'Clear selection') — the one Parts dropdown whose option list the design pins.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 66 chars (<=80)
FLT-PARTS-11,C38906,https://shopview.testrail.io/index.php?/cases/view/38906,Parts Page Filters,Choosing a Parts filter narrows the list on that page,53,KEEP,T1,,,"The Parts filtering behaviour contract (choose value -> list narrows, value shown) — the load-bearing case for the whole Parts rollout; pending Branko's PRD.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 53 chars (<=80)
FLT-PARTS-12,C38907,https://shopview.testrail.io/index.php?/cases/view/38907,Parts Page Filters,Parts filters support multiple choices and can be cleared,57,KEEP,T1,,,Parts multi-select + per-filter clear + clear-all parity with Work Orders — pending Branko's PRD.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 57 chars (<=80)
FLT-PARTS-13,C38908,https://shopview.testrail.io/index.php?/cases/view/38908,Parts Page Filters,Every filter a page had before is still available in the new filter bar,71,KEEP,T1,,,"Regression guard for Branko's Q3 parity ruling: nothing else in the suite checks that the redesign did not silently DROP a filter or a choice shops use today. One case for Parts AND Reports, not one per page.",DERIVED this pass (case authored after the previous audit),SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 71 chars (<=80)
FLT-RPTS-01,C38909,https://shopview.testrail.io/index.php?/cases/view/38909,Reports Page Filters,Every report page shows its designed filter buttons,51,KEEP,T2,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,Reports chip-composition contract; survivor of MG15 — ONE Reports walk with the per-report filter-button checklist (21 reports/tabs).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 51 chars (<=80)
FLT-RPTS-21,C38910,https://shopview.testrail.io/index.php?/cases/view/38910,Reports Page Filters,Choosing a Reports filter narrows the report results,52,KEEP,T1,,,The Reports filtering behaviour contract — the load-bearing case for the whole Reports rollout; pending Branko's PRD.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 52 chars (<=80)
FLT-RPTS-22,C38911,https://shopview.testrail.io/index.php?/cases/view/38911,Reports Page Filters,"New Reports filter types behave correctly (Location, Transaction Type, etc.)",76,KEEP,T1,,,"New filter types (Location, Transaction Type, Invoice Status, Type, User, Mention) open and filter — the net-new controls of the Reports rollout; pending Branko's PRD.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 76 chars (<=80)
FLT-RPTS-23,C38882,https://shopview.testrail.io/index.php?/cases/view/38882,Reports Page Filters,Date range filter: results update when both start and end dates are picked,74,KEEP,T1,,,"The new date-range chip type's whole contract (no presets, no default, applies on the second date, one range at a time) — used by nearly every report.",carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — (spec section / tech-plan only — see note) (n/a — no numbered anchor exists),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 74 chars (<=80)
FLT-PSRCH-01,C38883,https://shopview.testrail.io/index.php?/cases/view/38883,Page Search Toolbar,Page toolbar Search expands in place and narrows the list as you type,69,KEEP,T1,,,The new page-search component's states + as-you-type behaviour (blur rules deliberately merged in at authoring).,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S13-R1;S13-R9;S13-R12;S13-R15 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 69 chars (<=80)
FLT-PSRCH-02,C38884,https://shopview.testrail.io/index.php?/cases/view/38884,Page Search Toolbar,Page search combines with filters and is cleared separately,59,KEEP,T1,,,Search + filters AND-combination and independent clearing — the core interaction contract of the toolbar search.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S13-R10;S13-R13;S8-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 59 chars (<=80)
FLT-PSRCH-03,C38886,https://shopview.testrail.io/index.php?/cases/view/38886,Page Search Toolbar,Your typed search stays in this browser tab only and is never saved,67,KEEP,T1,,,Search-text persistence incl. the no-match-restore rule (S10-N2) — easy to regress.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S13-R14;S13-R25;S13-N4;S10-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 67 chars (<=80)
FLT-PSRCH-04,C38888,https://shopview.testrail.io/index.php?/cases/view/38888,Page Search Toolbar,The search term is part of the shareable page link,50,KEEP,T1,,,Search term in the shareable URL + malformed handling + the view-only rule — distinct subject from the filter URL cases.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S11-R4;S11-R5;S11-N2;S11-R8 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 50 chars (<=80)
FLT-PSRCH-05,C38889,https://shopview.testrail.io/index.php?/cases/view/38889,Page Search Toolbar,On mobile the search expands in the toolbar and buttons make room,65,KEEP,T2,,,Mobile inline search expansion + the D21 toolbar restructure (icon collapse into a 'more' menu) on named pages.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S13-R16;S13-R17;S13-R18;S13-R19;S13-R20;S12-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 65 chars (<=80)
FLT-PSRCH-06,C38891,https://shopview.testrail.io/index.php?/cases/view/38891,Page Search Toolbar,"Every list page keeps its own search box (Parts, Reports, detail tabs)",70,KEEP,T1,,,The Story-14 safety sweep: no list surface silently loses its text search (engineering risk 9).,carried forward from the 2026-07-31 usefulness audit,FIX-WORDING (REPAIRED IN-PASS),"Fail condition 6 (not actionable): steps 1-5 were bare LISTS of surfaces with no verb, the action only arriving in step 6. Repaired — every list step now starts with 'Visit ...'.",YES — S14-R6;S14-R5;S13-R22;S14-N1 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 70 chars (<=80)
FLT-PSRCH-07,C38893,https://shopview.testrail.io/index.php?/cases/view/38893,Page Search Toolbar,The top navigation search no longer filters page lists,54,KEEP,T1,,,The removal contract itself: the top navigation search must stop filtering page lists app-wide.,carried forward from the 2026-07-31 usefulness audit,SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S14-R1;S14-R2;S14-R4;S14-R5 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 54 chars (<=80)
FLT-PSRCH-08,C38898,https://shopview.testrail.io/index.php?/cases/view/38898,Page Search Toolbar,"The Search box changes look as you hover over it, open it and type",66,KEEP,T2,,,"Consolidates the six ratified component-state requirements (S13-R2..R8: default look, hover, expand-in-place at 180px, placeholder, typed state + clear icon, long-query scroll) into ONE case instead of six — the anti-slop shape.",DERIVED this pass (case authored after the previous audit),SENSIBLE,"Cold-read PASS (full body read this pass): preconditions reachable and seeding stated where needed, steps executable in the order given, expected follows from the steps, no internal contradiction, every control traceable to the v1.6 spec or the captured design (anything unpinned is explicitly hedged), and pass/fail is observable.",YES — S13-R2;S13-R3;S13-R4;S13-R5;S13-R6;S13-R8 (YES),no Jira ticket exists for Filters (stated - never invented),YES — plain wording; no internal ids / spec anchors / Jira keys / VIU jargon in any tester-facing field; numbered preconditions+steps+expected 1..n; title 66 chars (<=80)
