spec,line_no,class,section,story,requirement_id,raw_line
PV,114,REQ-DEF,Requirements,1,S1-R2,"- **S1-R2:** On a first visit (no saved view — S4-R6), the date range defaults to **This Year** and data is fetched automatically. On a return visit the saved date range is used instead."
PV,115,REQ-DEF,Requirements,1,S1-R3,"- **S1-R3:** While data is loading (initial load or any server-side filter change), the table displays a loading indicator; existing rows are replaced only when the new data returns."
PV,116,REQ-DEF,Requirements,1,S1-R4,- **S1-R4:** Both loading the report and exporting it require the **Inventory Reports → View** permission. A user without that permission is denied the report data and the export.
PV,118,LABEL,Requirements,1,,**Negative cases:**
PV,120,REQ-DEF,Requirements,1,S1-N1,- **S1-N1:** Users without the Manager or Office User role cannot reach the Reports section and will not see the Parts Velocity navigation entry (enforced by the Reports section's access control).
PV,121,REQ-DEF,Requirements,1,S1-N2,"- **S1-N2:** A user who has the Reports-section role but lacks the **Inventory Reports → View** permission (S1-R4) still sees the Parts Velocity navigation entry (the entry follows section access); on opening the report they are shown the standard access-denied state rather than data, and the export is likewise denied. *(Build-note: confirm the FE uses this shown-then-denied model rather than hiding the entry, aligning with how the platform's other Inventory-Reports-permissioned reports behave.)*"
PV,123,RULE,Requirements,1,,---
PV,125,HEADING,Requirements,2,,### Story 2: Filters & Search
PV,127,STORY-INTRO,Requirements,2,,The filters and search available on the report; each reloads data from the server.
PV,129,LABEL,Requirements,2,,**Design:** TBD   **Jira:** TBD
PV,131,LABEL,Requirements,2,,**Prerequisites:** Report data has loaded.
PV,133,LABEL,Requirements,2,,**Requirements:**
PV,135,REQ-DEF,Requirements,2,S2-R1,"- **S2-R1:** The toolbar provides a **Type** filter (single-select, first in the filter row) with options: **Both**, **Inventory**, **Special Order**. On a first visit (no saved view) the default is **Both**. Selecting a value immediately reloads the report data. **Both** is an explicit selection that returns inventory and special-order rows together — it is a deliberate filter value, not the absence of a filter."
PV,136,REQ-DEF,Requirements,2,S2-R2,"- **S2-R2:** The toolbar provides a **date range** selector offering exactly these options: **Today, Yesterday, This Week, Last Week, This Month, Last Month, This Year, Last Year, This Quarter, Last Quarter, Custom**. On a first visit the default is **This Year**; there is no ""All Time"" option (see §2 Out of Scope). Selecting any non-custom option immediately reloads the report data. The named ranges use the application's standard shared calendar boundaries (the same boundaries every report's date picker uses); this report does not define its own."
PV,137,REQ-DEF,Requirements,2,S2-R3,"- **S2-R3:** Custom date range opens a date picker requiring both a start and an end date, with the start on or before the end. The Custom range is capped at a **366-day maximum span** (inclusive of both the start and end dates); a wider selection is rejected. Data reloads once both valid dates are selected."
PV,138,REQ-DEF,Requirements,2,S2-R4,- **S2-R4:** The toolbar provides a **Category** multi-select filter. Selecting one or more categories limits the table to parts in those categories.
PV,139,REQ-DEF,Requirements,2,S2-R5,- **S2-R5:** The toolbar provides a **Vendor** multi-select filter. Selecting one or more vendors limits the table to parts supplied by those vendors.
PV,140,REQ-DEF,Requirements,2,S2-R6,"- **S2-R6:** A **search input in the report's own toolbar** (page-specific, not the application's global search bar) filters to rows where the part number **or** description contains the search string, case-insensitively."
PV,141,REQ-DEF,Requirements,2,S2-R7,- **S2-R7:** All active filters combine with AND logic — a part must satisfy every active filter to appear.
PV,142,REQ-DEF,Requirements,2,S2-R8,"- **S2-R8:** The toolbar provides a **Bin** multi-select filter. Selecting one or more bin locations reloads the data limited to inventory parts stocked in any of the selected bins. Because special-order parts have no bin location, **all special-order rows are excluded whenever any bin filter is active** — so Type = Special Order combined with any Bin filter yields an empty result, by design."
PV,143,REQ-DEF,Requirements,2,S2-R9,"- **S2-R9:** The toolbar provides a **Location** multi-select filter as the **rightmost** control in the filter row, listing the locations the signed-in user has access to plus an ""All Locations"" option. On a first visit it defaults to the user's **currently active location** (the location currently selected in the application's global location switcher). Selecting one, several, or all locations reloads the data scoped to that set. Scoping is always constrained to the user's accessible locations — ""All Locations"" means all locations the user can access, never beyond; a location the user cannot access is never included. The location filter cascades through every metric like the other filters (S2-R7)."
PV,144,REQ-DEF,Requirements,2,S2-R10,"- **S2-R10:** All filters and search apply **server-side**: Type, date range, Bin location, Location, Category, Vendor, and the toolbar search each trigger a fresh server-side data load, returning the first page of the new result set. There is no client-side-only narrowing — every filter or search change re-queries the server."
PV,145,REQ-DEF,Requirements,2,S2-R11,- **S2-R11:** The empty state (S2-N1) is shown whenever the server returns zero rows for the current filters and search.
PV,146,REQ-DEF,Requirements,2,S2-R12,"- **S2-R12:** When the Location filter (S2-R9) resolves to **more than one** location in scope, the table shows a per-row **Location** column identifying each row's location; when a single location is in scope the column is **hidden**. Per-row values follow S3-R10."
PV,148,LABEL,Requirements,2,,**Negative cases:**
PV,150,REQ-DEF,Requirements,2,S2-N1,"- **S2-N1:** If no parts match the combined filters, the table displays the empty state (§7)."
PV,152,LABEL,Requirements,2,,**Edge cases:**
PV,154,REQ-DEF,Requirements,2,S2-E1,- **S2-E1:** A part with no category assigned does not appear when any Category filter is active.
PV,155,REQ-DEF,Requirements,2,S2-E2,- **S2-E2:** A part with no vendor assigned does not appear when any Vendor filter is active.
PV,156,REQ-DEF,Requirements,2,S2-E3,- **S2-E3:** A part with no bin location assigned does not appear when any Bin filter is active.
PV,157,REQ-DEF,Requirements,2,S2-E4,- **S2-E4:** A user with access to only one location still sees the Location filter with a single selectable location; behavior is unchanged from single-location use.
PV,159,RULE,Requirements,2,,---
PV,161,HEADING,Requirements,3,,### Story 3: Data Table
PV,163,STORY-INTRO,Requirements,3,,"One row per part (per location for inventory): how rows rank and sort, and how each cell renders."
PV,165,LABEL,Requirements,3,,**Design:** TBD   **Jira:** TBD
PV,167,LABEL,Requirements,3,,**Prerequisites:** Report data has loaded.
PV,169,LABEL,Requirements,3,,**Requirements:**
PV,171,REQ-DEF,Requirements,3,S3-R1,"- **S3-R1:** The table displays one row per part, showing the columns currently enabled in the column picker (see Story 4). Calculation of each column's value is defined in Story 5."
PV,172,REQ-DEF,Requirements,3,S3-R1a,"- **S3-R1a:** **Row model across locations.** An **inventory** part is a per-location stock record: the same part number stocked at N of the selected locations produces N inventory rows, each carrying that one location's On Hand / Min / Max (never summed). A **special-order** part produces a single row, with its movement and profitability values **summed across** the selected locations. (Money columns being additive, the special-order merge reconciles cleanly.)"
PV,173,REQ-DEF,Requirements,3,S3-R2,"- **S3-R2:** Rows load ranked by **Demand**, descending (see Story 5 for the metric). Inventory and special-order rows are ranked together; rows with equal Demand keep inventory-before-special-order order. This initial Demand-descending order is the **active sort** — the Demand header shows the descending indicator (S3-R3), and it is what S4-R6 persists as the saved sort until the user clicks another header."
PV,174,REQ-DEF,Requirements,3,S3-R3,"- **S3-R3:** All columns are sortable by clicking the column header. The **first click** on a not-currently-sorted column sorts it **ascending**; clicking the active sort column again reverses the direction. The active sort column shows a direction indicator (an arrow that flips for descending). Sorting is resolved **server-side**: each header click re-fetches the data ordered by the chosen column and direction (returning the first page of the re-sorted result set). Ties keep a stable order — no explicit secondary key. As a **server sort semantic**, null/`—` values are placed **first on ascending, last on descending**. Because the sort is applied server-side, the export renders the exact same ordering — including null placement (S6-R4); there is no on-screen-vs-export null-sorting difference."
PV,175,REQ-DEF,Requirements,3,S3-R4,- **S3-R4:** The header row is sticky — it stays visible while the table body scrolls vertically.
PV,176,REQ-DEF,Requirements,3,S3-R5,- **S3-R5:** The **Type** column displays `Inventory` or `Special Order` as plain text.
PV,177,REQ-DEF,Requirements,3,S3-R6,"- **S3-R6:** Three columns — **Units Sold**, **Demand**, and **Turns / Yr** — carry a grey **â“˜** icon immediately to the right of the header label. The icon is always-on (not a hover-to-reveal affordance), shown whenever its column is visible; Units Sold and Demand are visible by default, while Turns / Yr is hidden by default (S4-R3), so its icon appears only once that column is enabled. Hovering the icon shows the description; the icon is also focusable and exposes the same text to assistive technology, and activating it does not trigger a column sort. The verbatim descriptions are:"
PV,179,REQ-CONT,Requirements,3,S3-R6,| Column | Description shown |
PV,180,REQ-CONT,Requirements,3,S3-R6,| --- | --- |
PV,181,REQ-CONT,Requirements,3,S3-R6,"| Units Sold | Units taken out of inventory stock on invoiced work orders in this date range. This is stock movement, so it can differ from the units billed behind Revenue and Sell Price. |"
PV,182,REQ-CONT,Requirements,3,S3-R6,"| Demand | Number of separate transactions (work orders or parts sales) this part appeared on in the selected date range. Each transaction counts once, no matter how many units were sold on it. |"
PV,183,REQ-CONT,Requirements,3,S3-R6,| Turns / Yr | How many times you sell through this part in a year. Higher is better. |
PV,185,REQ-CONT,Requirements,3,S3-R6,"These tooltip strings are deliberate plain-language summaries for the manager; the authoritative, exhaustive metric definitions are in S5-R4 / S5-R4a (which, e.g., also include Paid work orders and — for special-order rows — vendor requests)."
PV,187,REQ-DEF,Requirements,3,S3-R7,"- **S3-R7:** The Description, Category, and Vendor columns truncate long text with an ellipsis on screen; the full value is available on native hover (browser tooltip) and is written in full to the CSV export (S6). **Part # is never truncated** (on screen or in any export)."
PV,188,REQ-DEF,Requirements,3,S3-R8,"- **S3-R8:** All columns — header label and cell data, including numeric and money columns — are **left-aligned** on screen. (The PDF/CSV exports right-align the numeric and money columns; see S6-R10 — a deliberate export-only difference.)"
PV,189,REQ-DEF,Requirements,3,S3-R9,"- **S3-R9:** Wherever a value is null, it renders as `—` (em-dash) — in the table and all exports. The fields that can be null are **On Hand, Turns / Yr, Min, and Max** (always null for special-order rows), **Unit Cost** and **Sell Price** (null when billed units ≤ 0), **Margin %** (null when Revenue ≤ 0), and **Last Sale** (null when the row has no recorded sale). **Revenue, Margin, and the movement count metrics (Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Demand) are never null** — they render `$0.00` / `0.00` / `0` when there is no activity. Full per-column formatting is in S5-R5."
PV,190,REQ-DEF,Requirements,3,S3-R10,"- **S3-R10:** When the per-row **Location** column is shown (more than one location in scope, S2-R12), each row's value follows the row model (S3-R1a): an **inventory** row — a per-location stock record — shows **its own location's name**; a merged **special-order** row, which aggregates across the selected locations, shows the literal **Multiple**. A drill-down/detail row shows the exact single location it belongs to. The column is auto-managed by the location scope (it is **not** one of the 20 columns in the picker, S4-R1, and is not user-toggleable) and is hidden entirely when a single location is in scope."
PV,192,LABEL,Requirements,3,,**Negative cases:**
PV,194,REQ-DEF,Requirements,3,S3-N1,"- **S3-N1:** An inventory part is excluded from the report only when it has **zero net stock movement (Units Sold = 0) AND less than one unit on hand AND zero billed revenue in the window**. A part meeting all three carries neither a sales signal nor stock nor money to act on. A part with billed Revenue \> 0 is always kept even if it had no stock movement and no on-hand stock (e.g., a drop-ship sale). (Special Order is not subject to a separate rule: special-order rows come only from actual in-window vendor requests, so a never-sold special-order part simply produces no row.)"
PV,196,LABEL,Requirements,3,,**Edge cases:**
PV,198,REQ-DEF,Requirements,3,S3-E1,"- **S3-E1:** Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — **provided it still has on-hand stock or other billed revenue keeping it in the result set**; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion). The reversal does not decrement the Demand count (S5-R4)."
PV,200,RULE,Requirements,3,,---
PV,202,HEADING,Requirements,4,,### Story 4: Columns & Remembered View
PV,204,STORY-INTRO,Requirements,4,,"Which columns show by default, and how each user's filters, column choices, and sort are remembered and restored."
PV,206,LABEL,Requirements,4,,**Design:** TBD   **Jira:** TBD
PV,208,LABEL,Requirements,4,,**Prerequisites:** Report data has loaded.
PV,210,LABEL,Requirements,4,,**Requirements:**
PV,212,REQ-DEF,Requirements,4,S4-R1,"- **S4-R1:** A column picker is accessible via a toolbar button. It lists all **20** available columns, each with a toggle."
PV,213,REQ-DEF,Requirements,4,S4-R2,"- **S4-R2 (default shown columns):** On a first visit (no saved selection), the report shows exactly these **14** columns, in this on-screen left-to-right order: **Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand**. The other 6 columns start hidden."
PV,214,REQ-DEF,Requirements,4,S4-R3,"- **S4-R3:** The **6** columns hidden by default (available via the picker) are: **Units Returned, Sold (WO), Sold (Parts Sale), Turns / Yr, Min, Max**."
PV,215,REQ-DEF,Requirements,4,S4-R4,"- **S4-R4:** On-screen, columns always render in their fixed canonical left-to-right order regardless of the order in which they were toggled on. The canonical order is: **Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns / Yr, Min, Max**."
PV,216,REQ-DEF,Requirements,4,S4-R5,- **S4-R5:** Toggling a column takes effect immediately; the table re-renders without a page reload.
PV,217,REQ-DEF,Requirements,4,S4-R6,"- **S4-R6 (view remembered per browser):** The report saves, in this browser (not tied to the user account), the current **filters** (Type, date range incl. custom start/end, categories, vendors, bin locations, location), **column selection**, and **active sort** (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored **before** the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last **non-empty** selection rather than the 14-column default (the all-hidden case is the exception, S4-E1). Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server. Because storage is per-browser, a different user signing in on the same browser inherits the saved view (there is no per-account separation)."
PV,219,LABEL,Requirements,4,,**Negative cases:**
PV,221,REQ-DEF,Requirements,4,S4-N1,"- **S4-N1:** If a saved view predates the current version of the report's saved format (its stored schema version does not match the current one), the system ignores the stale view and loads the current defaults (This Year / Both / active location / 14-column set / Demand-desc)."
PV,223,LABEL,Requirements,4,,**Edge cases:**
PV,225,REQ-DEF,Requirements,4,S4-E1,"- **S4-E1:** The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session. An all-hidden (empty) selection is **not** retained as restorable: on the next visit the report falls back to the default 14-column set. An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns."
PV,227,RULE,Requirements,4,,---
PV,229,HEADING,Requirements,5,,### Story 5: Metric Calculations
PV,231,STORY-INTRO,Requirements,5,,"The authoritative source, formula, and on-screen format for every column — the single reference for the table, the exports, and the tests."
PV,233,LABEL,Requirements,5,,**Design:** N/A (reference section)   **Jira:** TBD
PV,235,NARRATIVE,Requirements,5,,**Definitions:**
PV,237,NARRATIVE,Requirements,5,,"- **Window** — the whole-day span of the selected range, inclusive of both the start and end dates, with a floor of 1 day (so a single-day range such as Today has Window = 1). This is the divisor used to annualize Turns / Yr."
PV,238,NARRATIVE,Requirements,5,,"- **Work-order date** — the work order's end date. Special Order sourcing, the Sold (WO) / Sold (Parts Sale) metrics, **and the profitability columns' billed-line window** are all anchored to this date. (Only Invoiced/Paid work orders count at all — see Assumptions; this defines *which* of their dates does the windowing.) Inventory **Units Sold and Demand** are windowed instead by the inventory-movement event date — so for an inventory part the movement anchor and the billed/work-order anchor can differ; that is intended (see S5-R7). **Last Sale is not windowed at all** — it is measured over all-time history (S5-R4), scoped to the selected location(s)."
PV,239,NARRATIVE,Requirements,5,,"- **Billed units** — the summed quantity of the part on the billed work-order part lines (and vendor requests) in the window, excluding reversed/voided sales (S5-R4a). This is the basis for the profitability columns and can differ from Units Sold for an inventory part (S5-R7)."
PV,240,NARRATIVE,Requirements,5,,- All metrics are scoped to the current selected location(s) (S2-R9).
PV,242,LABEL,Requirements,5,,**Requirements:**
PV,244,REQ-DEF,Requirements,5,S5-R1,"- **S5-R1: Inventory data source.** Inventory movement metrics are derived from the inventory-movement events generated when a work order is invoiced (which decrement stock) or when an invoice is reversed/voided (which add stock back), dated within the selected window. **Parts flagged as a core are excluded** from the inventory result set."
PV,245,REQ-DEF,Requirements,5,S5-R2,"- **S5-R2: Special-order data source.** Special-order metrics are derived from vendor-sourced part requests (carrying a catalogue part reference, and **not a core**) on work orders with status **Invoiced** or **Paid** whose work-order date falls within the window — grouped so each special-order part is one row (summed across the selected locations, S3-R1a)."
PV,246,REQ-DEF,Requirements,5,S5-R3,"- **S5-R3: Returns data source (Units Returned).** Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part."
PV,247,REQ-CONT,Requirements,5,S5-R3,"    - **Live state, not a snapshot:** the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again."
PV,248,REQ-CONT,Requirements,5,S5-R3,"    - **Date anchor:** returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order). Because each uses its own natural event date, a return and its originating sale can fall in different report windows. Units Returned for a part is independent of the work order's current invoice status."
PV,249,REQ-CONT,Requirements,5,S5-R3,"    - **Row existence:** a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns)."
PV,250,REQ-DEF,Requirements,5,S5-R4,- **S5-R4: Movement column calculations.**
PV,252,REQ-CONT,Requirements,5,S5-R4,| Column | Inventory part | Special Order part |
PV,253,REQ-CONT,Requirements,5,S5-R4,| --- | --- | --- |
PV,254,REQ-CONT,Requirements,5,S5-R4,"| **Units Sold** | The net quantity moved off the shelf across in-window invoicing events: invoicing a work order adds the units sold; reversing/voiding an invoice subtracts them — so Units Sold is **net of invoice reversals** (and can be `0.00` or negative). Part returns do NOT affect Units Sold. | Total quantity across the special-order part's in-window vendor requests (summed across selected locations), net of reversed/voided sales (S5-R4b). |"
PV,255,REQ-CONT,Requirements,5,S5-R4,| **Units Returned** | Total returned quantity from part-return records attributed to this inventory part (see S5-R3). | Total returned quantity from part-return records attributed to this special-order part (see S5-R3). |
PV,256,REQ-CONT,Requirements,5,S5-R4,"| **Sold (WO)** | Total part quantity on **Service**-type invoiced/paid work orders whose work-order date is in the window, net of reversed/voided sales (S5-R4b). | Same calc, on special-order requests. |"
PV,257,REQ-CONT,Requirements,5,S5-R4,"| **Sold (Parts Sale)** | Total part quantity on **Parts**-type invoiced/paid work orders whose work-order date is in the window, net of reversed/voided sales (S5-R4b). | Same calc, on special-order requests. |"
PV,258,REQ-CONT,Requirements,5,S5-R4,"| **Demand** | Count of in-window invoicing events that decremented stock; each counts once. A reversal event neither adds to nor subtracts from the count, so a fully-reversed in-window sale keeps Demand `1` while Units Sold nets to `0.00`. | Count of in-window vendor part requests. |"
PV,259,REQ-CONT,Requirements,5,S5-R4,"| **Last Sale** | Whole days from today to the part's most recent sale at the selected location(s), over **all-time** history — not limited to the window. | Whole days from today to the special-order part's most recent vendor-sourced invoiced/paid request at the selected location(s), over **all-time** history. |"
PV,260,REQ-CONT,Requirements,5,S5-R4,| **On Hand** | The part's current on-hand quantity **at that row's location** (per S3-R1a; never summed across locations). | `—` (not applicable). |
PV,261,REQ-CONT,Requirements,5,S5-R4,"| **Turns / Yr** | `(Units Sold ÷ Window days × 365) ÷ On Hand`; renders `0.00` when On Hand is 0. Because Units Sold can be negative, Turns / Yr can be negative. | `—` (not applicable). |"
PV,262,REQ-CONT,Requirements,5,S5-R4,| **Min** | The part's stored minimum reorder threshold at that row's location (read-only). | `—` (not applicable). |
PV,263,REQ-CONT,Requirements,5,S5-R4,| **Max** | The part's stored maximum reorder threshold at that row's location (read-only). | `—` (not applicable). |
PV,265,REQ-DEF,Requirements,5,S5-R4b,"- **S5-R4b: Reversal-netting across the billed-line columns.** **Sold (WO)**, **Sold (Parts Sale)**, and **special-order Units Sold** are billed-work-order-line quantities and — like the profitability columns (S5-R4a) — **exclude reversed/voided sales** (net of reversals). Inventory Units Sold already nets reversals via the stock add-back (S5-R1). Netting consistently across the whole billed-line family (Revenue, Margin, Unit Cost, Sell Price, billed units, Sold (WO), Sold (Parts Sale), and special-order Units Sold) is what makes the S5-R7 reconciliation identities hold and keeps a voided sale from inflating any column. *(Build-delta: the current billed-side queries do not net reversals; this applies to all the billed-line columns listed here, together.)*"
PV,266,REQ-DEF,Requirements,5,S5-R4a,"- **S5-R4a: Profitability column calculations.** All five are derived from the **billed part lines** in the window — for inventory, the part lines on invoiced/paid Service- and Parts-type work orders (windowed by work-order date); for special-order, the vendor part requests. **Reversed/voided sales are excluded** from these sums (netting reversals, consistent with Units Sold). Let **Revenue** = the summed billed sell amount (each line's stored sell price × quantity), **COGS** = the summed billed cost (each line's cost captured at billing time), and **billed units** = the summed billed quantity."
PV,268,REQ-CONT,Requirements,5,S5-R4a,| Column | Formula (both inventory and special-order) | Null rule |
PV,269,REQ-CONT,Requirements,5,S5-R4a,| --- | --- | --- |
PV,270,REQ-CONT,Requirements,5,S5-R4a,| **Revenue** | Revenue (summed billed sell amount in the window). | Never null (`$0.00` when none). |
PV,271,REQ-CONT,Requirements,5,S5-R4a,| **Margin** | Revenue − COGS. | Never null (`$0.00` when none). |
PV,272,REQ-CONT,Requirements,5,S5-R4a,| **Unit Cost** | COGS ÷ billed units. | `—` when billed units ≤ 0. |
PV,273,REQ-CONT,Requirements,5,S5-R4a,| **Sell Price** | Revenue ÷ billed units. | `—` when billed units ≤ 0. |
PV,274,REQ-CONT,Requirements,5,S5-R4a,"| **Margin %** | (Revenue − COGS) ÷ Revenue × 100, to one decimal. | `—` when Revenue ≤ 0. |"
PV,276,REQ-CONT,Requirements,5,S5-R4a,"- The three unit/ratio columns use **independent** null triggers (Unit Cost/Sell Price on billed units ≤ 0; Margin % on Revenue ≤ 0). Because the triggers differ, mixed rows are valid and correct (not defects): a row may show Revenue and Margin as dollar amounts with **Unit Cost / Sell Price** `—` (billed units = 0 while revenue is booked — e.g. a credit/adjustment with revenue but no billed quantity) while **Margin % is still computed** from Revenue; or show a Sell Price of `$0.00` with **Margin %** `—` (billed units \> 0 but Revenue 0); and all three of Unit Cost / Sell Price / Margin % show `—` together **only** when both billed units ≤ 0 **and** Revenue ≤ 0."
PV,277,REQ-CONT,Requirements,5,S5-R4a,- All five are computed from the **raw** (unrounded) Revenue / COGS / billed-units totals and rounded **once** at the end (S5-R7); they are not built from already-rounded intermediate values.
PV,278,REQ-DEF,Requirements,5,S5-R5,- **S5-R5: On-screen number formatting.**
PV,279,REQ-CONT,Requirements,5,S5-R5,"    - Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), On Hand, Turns / Yr → two decimals with thousands separators (e.g. `1,250.00`); a negative value uses a leading minus (e.g. `-3.00`). Of these, **On Hand and Turns / Yr** render `—` when null (special-order rows); the four count metrics (Units Sold, Units Returned, Sold (WO), Sold (Parts Sale)) are **never null** (they render `0.00`)."
PV,280,REQ-CONT,Requirements,5,S5-R5,"    - Unit Cost, Sell Price, Revenue, Margin → currency, two decimals with thousands separators and a `$` (e.g. `$1,250.00`); a negative value uses a leading minus, no parentheses (e.g. `-$45.00`); null → `—` (Unit Cost / Sell Price only; Revenue and Margin are never null)."
PV,281,REQ-CONT,Requirements,5,S5-R5,"    - Margin % → one decimal with a trailing `%` (e.g. `33.8%`); a negative uses a leading minus, no `+` on positives (e.g. `-8.4%`); null → `—`."
PV,282,REQ-CONT,Requirements,5,S5-R5,    - Demand → whole number (never null; `0` when none).
PV,283,REQ-CONT,Requirements,5,S5-R5,"    - Min, Max → whole number; null → `—`."
PV,284,REQ-CONT,Requirements,5,S5-R5,    - Last Sale → `N days` (e.g. `42 days`); null → `—`.
PV,285,REQ-DEF,Requirements,5,S5-R6,- **S5-R6:** An on-hand cost value is computed internally for the report but is **not** a selectable column and is never displayed to the user.
PV,286,REQ-DEF,Requirements,5,S5-R7,"- **S5-R7 (movement and profitability bases differ, not additive):** **Units Sold** (inventory stock movement) is computed from a different source than the profitability columns' **billed units** (billed work-order lines). For an inventory part the two can differ — e.g., Revenue ÷ Sell Price need not equal Units Sold — and this is correct behavior, surfaced to the user by the Units Sold tooltip (S3-R6). Likewise **Units Sold**, **Sold (WO)**, and **Sold (Parts Sale)** are computed over different event sets and are **not** expected to equal one another versus Units Sold. Because work orders are only Service- or Parts-type (Assumptions), **Sold (WO) + Sold (Parts Sale) together do equal the billed-units basis**, but neither equals the movement-based Units Sold. For special-order rows the movement quantity and billed units share one source (the vendor request quantity), so Units Sold, Sold (WO) + Sold (Parts Sale), and billed units all reconcile for special-order. **Rounding:** all money and one-decimal values round **half away from zero** (a tie rounds up in magnitude — e.g., `-8.45%` → `-8.5%`, `8.45%` → `8.5%`). *(Build note: a separate ""Units Billed"" column was considered to make each inventory row self-reconcile; it was deferred in favor of the Units Sold tooltip. Revisit only if users still trip on the cross-column math.)*"
PV,288,RULE,Requirements,5,,---
PV,290,HEADING,Requirements,6,,### Story 6: Exports (CSV & PDF)
PV,292,STORY-INTRO,Requirements,6,,What the CSV and PDF exports contain and how they are formatted.
PV,294,LABEL,Requirements,6,,**Design:** TBD   **Jira:** TBD
PV,296,LABEL,Requirements,6,,**Prerequisites:** Report data has loaded.
PV,298,LABEL,Requirements,6,,**Requirements:**
PV,300,REQ-DEF,Requirements,6,S6-R1,"- **S6-R1:** A **â‹¯** overflow button in the toolbar (leftmost in the toolbar's action cluster) opens an export menu with two items, in this order: **Download (PDF)** and **Download (CSV)**."
PV,301,REQ-DEF,Requirements,6,S6-R2,"- **S6-R2:** Both exports reflect the date range, type, category, vendor, bin location, location, and search active at the time of export."
PV,302,REQ-DEF,Requirements,6,S6-R3,"- **S6-R3:** Both exports include only the columns currently enabled, in the **canonical on-screen order** (S4-R4) — the export mirrors the visible grid. *(Build-delta: the current export builds its column order from the user's visible-columns array, which appends a re-enabled hidden column at the end rather than in its canonical slot; align it to the canonical order so the export column order matches the screen.)*"
PV,303,REQ-DEF,Requirements,6,S6-R4,"- **S6-R4:** Both exports reflect the active sort column and direction; rows appear in that order — for **every** column, including Min and Max. When the active sort is the default **Demand descending** (the user has not chosen another column), that order is exported. Because the sort is resolved server-side (S3-R3), the export renders rows in the exact server order — including null placement (nulls first on ascending, last on descending) — so the export and on-screen grid match."
PV,304,REQ-DEF,Requirements,6,S6-R5,- **S6-R5:** The CSV downloads as `velocity-report.csv`; the PDF as `velocity-report.pdf`.
PV,305,REQ-DEF,Requirements,6,S6-R6,"- **S6-R6:** The PDF is formatted for **A3 landscape**, titled **Parts Velocity**. In the PDF, Description, Category, and Vendor are truncated to 18 characters. **Part # is not truncated. The CSV carries the full, untruncated Description / Category / Vendor values.**"
PV,306,REQ-DEF,Requirements,6,S6-R7,"- **S6-R7:** A null value in any nullable field renders as `—` (em-dash) in both CSV and PDF: **Unit Cost, Sell Price, Margin %, On Hand, Turns / Yr, Last Sale, Min, Max**. (Revenue, Margin, and the count metrics are never null.)"
PV,307,REQ-DEF,Requirements,6,S6-R8,- **S6-R8:** Last Sale renders as `N days` (e.g. `42 days`) in the PDF; the CSV renders the raw integer.
PV,308,REQ-DEF,Requirements,6,S6-R9,"- **S6-R9:** On a successful download, a success toast reads **""Velocity report exported (CSV)""** or **""Velocity report exported (PDF)""**."
PV,309,REQ-DEF,Requirements,6,S6-R10,"- **S6-R10:** In the CSV and PDF, the **Type** column is centered, the text columns (Part #, Description, Category, Vendor) are left-aligned, and **every numeric and money column is right-aligned** — a deliberate export-only treatment that differs from the all-left-aligned on-screen table (S3-R8), because right-aligned numerics read better in a static printed/spreadsheet grid."
