internal_id,testrail_case_id,testrail_link,report,section,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,observed,evidence,recheck_obligation,build_marker,notes_addition
PV-EXP-06,C30380,https://shopview.testrail.io/index.php?/cases/view/30380,Parts Velocity,PV — Exports,CSV is named velocity-report.csv and holds full untruncated text values,DEVIATION,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The CSV carries the FULL untruncated Description/Category/Vendor values (confirmed against the PDF's 18-character truncation), but the browser-visible filename is ""parts-velocity-report.csv"" not ""velocity-report.csv"", and the CSV renders Last Sale as ""52 days"" rather than the raw integer. SPEC S6-R5 (verbatim): ""The CSV downloads as velocity-report.csv""; S6-R8 (verbatim): ""Last Sale renders as N days ... in the PDF; the CSV renders the raw integer."" Read as two build defects.",evidence/pv/exports/pv-csv-GREASE-multi.csv; pv-pdf-GREASE-multi.txt,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-07,C30381,https://shopview.testrail.io/index.php?/cases/view/30381,Parts Velocity,PV — Exports,"Em-dash in both exports; Last Sale reads ""N days"" in the PDF",DEVIATION,"OK — accurate, 60 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Em-dashes do appear in both files for every nullable field (Unit Cost, Sell Price, Margin %, On Hand, Turns/Yr, Last Sale, Min, Max - special-order rows show four em-dashes) and the PDF renders Last Sale as ""N days"". The CSV also renders ""N days"" where the spec wants the raw integer - the same single defect as PV-EXP-06.",evidence/pv/exports/,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-08,C30382,https://shopview.testrail.io/index.php?/cases/view/30382,Parts Velocity,PV — Exports,"PDF export alignment: Type centered, text left, numeric and money right",VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"In the PDF layout the Type value is centred in its column while Part #, Description, Category and Vendor sit left and every numeric/money column is flushed right (Units Sold 208.00, $4.04, $1,682.73 all terminate on a common right edge), which differs deliberately from the all-left on-screen grid.",evidence/pv/exports/pv-pdf-GREASE-multi.txt,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-10,C30384,https://shopview.testrail.io/index.php?/cases/view/30384,Parts Velocity,PV — Exports,Export toasts: exact success texts; server or fallback error text on failure,DEVIATION,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The FAILURE path matches the spec exactly - an over-cap export raises the server message verbatim as a warning toast: ""This report is too large to export. Narrow the date range or filters, then try again.""; an empty result raises ""Empty export / Export didn't yield any results"" with no request at all. But the SUCCESS toast reads ""Success / Data exported successfully."" for BOTH formats. SPEC S6-R9 (verbatim): 'a success toast reads ""Velocity report exported (CSV)"" or ""Velocity report exported (PDF)""'. Read as a build defect on the success wording (and it removes the documented uppercase/lowercase casing quirk).","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-EXP-11,C38885,https://shopview.testrail.io/index.php?/cases/view/38885,Parts Velocity,PV — Exports,An over-cap Parts Velocity export is refused with the too-large message,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The cap is real and exact: This Year across BOTH locations is 10,064 rows and every export of that scope returns HTTP 400 ""This report is too large to export. Narrow the date range or filters, then try again."", while one location (6,219 rows) exports fine - i.e. the 10,000-row cap.",evidence/pv/exports/exports-log.jsonl,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,Parts Velocity,PV — Visual Conformance,The report uses the standard two-tone layout,DEVIATION,"OK — accurate, 44 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The layout IS the standard edge-to-edge two-tone report grid, but the measured surfaces are #F9FAFB (rgb 249,250,251) for the toolbar, the table wrapper, the header cells and the body cells - not white - and the card computes a 4px border-radius. SPEC S7-R1 (verbatim): ""The page uses the two-tone theme: white card surfaces (toolbar + table cells) on the standard soft blue-grey page background. No card border-radius (edge-to-edge table)."" Read as a token-level build/design drift rather than a functional defect.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,Parts Velocity,PV — Visual Conformance,Toolbar and table detail styling matches the suite paddings and borders,DEVIATION,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Measured live: toolbar padding is 0px 0px 24px (spec: 32px top, 2rem right, 24px bottom, 2rem left); the header cell top border computes 0px (spec: 1px); first/last cell padding is 14.28px (spec: 2rem = 32px). Header and body cell backgrounds are #F9FAFB rather than white. SPEC S7-R2/R3/R5. Read as token-level drift on a shared report shell - a design decision for the PO, not a Parts-Velocity bug.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,Parts Velocity,PV — Visual Conformance,Dark mode is supported and the grey info icon keeps 3:1 contrast in both,VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Dark mode works (body--dark, page rgb(20,24,36), cells rgb(15,17,26), white text) and the grey info icon is rgb(97,97,97) on #F9FAFB in light mode and rgb(165,173,186) on rgb(15,17,26) in dark - both comfortably above a 3:1 contrast ratio by eye and by luminance.",evidence/final/final-ui.json; evidence/final/pv-dark.png,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-API-01,C30388,https://shopview.testrail.io/index.php?/cases/view/30388,Parts Velocity,PV — API,The report is server-paginated - the backend returns one page of rows at a time,VIU-Observed-PASS,"OK — accurate, 79 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"The data endpoint is genuinely server-paginated: it returns pagination {page, rowsPerPage, rowsNumber} with rowsNumber 10,064 while shipping 30 rows per page, and the page size is echoed from the request.","evidence/pv/calc-checks.json; evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-API-02,C30389,https://shopview.testrail.io/index.php?/cases/view/30389,Parts Velocity,PV — API,Each filter or search change re-queries the server and returns page one,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"Every filter and search change issues a fresh GET with pagination[page]=1 - observed for type, search, categories, vendors, bins and locations.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-API-03,C30390,https://shopview.testrail.io/index.php?/cases/view/30390,Parts Velocity,PV — API,Header-click sorting re-queries the server; nulls first asc and last desc,VIU-Observed-PASS,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"Each header click issues a fresh GET carrying pagination[sortBy] and pagination[descending]; the returned page-1 order changes accordingly, and the export of the same sort places nulls first ascending / last descending.","evidence/pv/ui/pv-ui-1.json, pv-ui-2.json, pv-ui-3.json, pv-ui-4.json; evidence/pv/exports/",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-API-04,C30391,https://shopview.testrail.io/index.php?/cases/view/30391,Parts Velocity,PV — API,The back end serves report data and export on ordinary reports access,VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"Back end confirmed: with reportsPageAccess the data endpoint and the export both return 200; without it both return 403 ""Access denied."". No per-report atom exists in the catalogue.","evidence/perms/permission-matrix.json, singleloc-and-noreports.json, singleloc-pv-tu.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
PV-PREC-02,C38925,https://shopview.testrail.io/index.php?/cases/view/38925,Parts Velocity,PV — API,QuickBooks amount for a part-of-a-unit sale is exact and never inflated,EXTERNAL-DEPENDENCY,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — API content is in an API-titled section,EDIT — add the non-final-build marker,"QuickBooks is NOT connected on this org, so a QuickBooks journal amount cannot be observed at all. Fully characterised: the QuickBooks feature flag IS enabled for the organisation but no company is linked, and the case's own references already record that no report spec covers QuickBooks (it cites the tech plan). This is a genuine external-integration dependency, not a data-seeding gap - it needs a QuickBooks-connected company and a human in QuickBooks.",evidence/perms/permission-matrix.json; ../ACCESS-PROOF-2026-08-03.md (flag catalogue),Re-run once a QuickBooks-connected company is available on the QA branch.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-01,C30392,https://shopview.testrail.io/index.php?/cases/view/30392,Technician Utilization,TU — Access & Display,"Technician Utilization sits under Performance, below existing report links",VIU-Observed-PASS,"OK — accurate, 74 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The reports side-nav PERFORMANCE group reads Sales, Technician Efficiency, Advisor Analysis, Shop Efficiency, Work In Progress, Technician Utilization, Sales By Representative - so ""Technician Utilization"" does sit under Performance BELOW the four pre-existing entries; the page title reads ""Technician Utilization"" and the tab title ""Technician Utilization - Report | ShopView"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; ../evidence/nav-map.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-02,C30393,https://shopview.testrail.io/index.php?/cases/view/30393,Technician Utilization,TU — Access & Display,One row per technician who clocked time in the range at those locations,VIU-Observed-PASS,"OK — accurate, 71 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"One row per technician with clocked time in scope: This Year across both locations returns 28 technician rows plus the Summary; seeding clocked time for three technicians made exactly three rows appear in the previously empty This-Month view, and each disappears again when its clock records are removed.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/cleanup2.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-03,C30394,https://shopview.testrail.io/index.php?/cases/view/30394,Technician Utilization,TU — Access & Display,First visit defaults to the This Month preset and the user's active location,DEVIATION,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A first visit (saved view cleared) does open on This Month - the request is range=custom&start_date=2026-08-01&end_date=2026-08-04, i.e. month-to-date - but the Location filter defaults to ALL locations, not to the user's currently active location. SPEC S9-R2 (verbatim): ""On a first visit (no saved selection ...), it defaults to the user's currently active location"". Read as a build defect on the location default; the This-Month half passes.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-04,C30395,https://shopview.testrail.io/index.php?/cases/view/30395,Technician Utilization,TU — Access & Display,Changing the date range reloads the rows; a Custom range is capped at 366 days,VIU-Observed-PASS,"OK — accurate, 78 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Changing the date range and the location each reload the rows from the server (one GET per change), and the shared picker enforces the 366-day cap - a 367-day difference is refused with ""Date range cannot exceed 366 days."" Honest limit: the cap was driven through the API; the calendar was not made to emit an over-cap span from the UI.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/pv/extra-checks.json",Re-drive the over-cap span from the calendar UI once the branch is final.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-05,C30396,https://shopview.testrail.io/index.php?/cases/view/30396,Technician Utilization,TU — Access & Display,The loading indicator shows on load and reload; rows swap only on data,VIU-Observed-PASS,"OK — accurate, 70 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"One spinner element is present in the data area during the initial load and on reload, the toolbar stays interactive, and the previous rows persist until the new data returns.",evidence/final/final-ui.json,Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-06,C30397,https://shopview.testrail.io/index.php?/cases/view/30397,Technician Utilization,TU — Access & Display,All clock records are day-grouped and windowed in one report-level time zone,VIU-Observed-PASS,"OK — accurate, 76 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Proven by seeding: a clock record created at 2026-08-04 01:24 UTC appears on the ""2026-08-03"" day row and, on the Timesheet Activities screen, as ""Aug 03 2026 07:25 PM"" - grouped in the active workplace's time zone (America/Edmonton), not UTC. The This-Month default boundary was likewise evaluated in shop time.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/final/final-ui.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-07,C30398,https://shopview.testrail.io/index.php?/cases/view/30398,Technician Utilization,TU — Access & Display,Without reports access Technician Utilization is hidden,VIU-Observed-PASS,"OK — accurate, 55 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"A Foreman with no reportsPageAccess sees no Reports navigation entry at all, /reports/technician-utilization bounces to /workorders, and the data and export endpoints both return 403 ""Access denied."".","evidence/perms/permission-matrix.json, singleloc-and-noreports.json, singleloc-pv-tu.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-NAV-08,C30399,https://shopview.testrail.io/index.php?/cases/view/30399,Technician Utilization,TU — Access & Display,Standard no-data message when no time in scope or all technicians cleared,VIU-Observed-PASS,"OK — accurate, 73 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The exact string ""Empty bays, endless possibilities. Get Going!"" is shown in the data area both when nothing is clocked in scope (the pre-seed This-Month view) and after clearing all technicians - and the Summary row is hidden in both states.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-HRS-02,C30401,https://shopview.testrail.io/index.php?/cases/view/30401,Technician Utilization,TU — Hours & Utilization,"Headers in fixed order; Total, WO and Internal Hours show clocked hours (2 dp)",DEVIATION,"OK — accurate, 78 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,EDIT,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The five data headers appear in the fixed order Total Hours, WO Hours, Internal Hours, Utilization %, Est. Lost Labor with hours to two decimals and no thousands separator (""15914.83"", ""0.01""), and toggling columns never reorders the rest. But the automatic Location column renders SECOND - after Technician - whereas the spec puts it leftmost, before Technician. SPEC S2-R1 (verbatim): ""When shown ..., the per-row Location column precedes them all as the leftmost column."" Note the EXPORTS do put Location first, so screen and file disagree. Read as a build defect on the on-screen placement.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/exports/",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-HRS-03,C30402,https://shopview.testrail.io/index.php?/cases/view/30402,Technician Utilization,TU — Hours & Utilization,Utilization % is WO hours over total hours from unrounded values,VIU-Observed-PASS,"OK — accurate, 64 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Utilization % is WO hours over total hours computed from the unrounded values and shown to one decimal: Monica Miller 532.27/577.59 renders 92.2%, Alyssa Randall 743.40/744.51 renders 99.9%, Colleen Guerrero 1020.17/1024.57 renders 99.6% - each matching a half-up rounding of the unrounded ratio.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-HRS-04,C30403,https://shopview.testrail.io/index.php?/cases/view/30403,Technician Utilization,TU — Hours & Utilization,A technician with only internal hours shows 0.0% utilization,VIU-Observed-PASS,"OK — accurate, 60 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Jasmine Keith (874.15 internal, 0.00 WO) and the three seeded internal-only technicians all render Utilization % as exactly ""0.0%"".","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-ELL-01,C30404,https://shopview.testrail.io/index.php?/cases/view/30404,Technician Utilization,TU — Est. Lost Labor,Est. Lost Labor values internal hours at each location's default rate,VIU-Observed-PASS,"OK — accurate, 69 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Proven per location by seeding: the same technician clocked internal time at BOTH locations shows Location ""Multiple"" and Est. Lost Labor $1.74, which is exactly the sum of the two per-location amounts ($0.81 at Heavy Duty + $0.93 at Lethbridge). A single-rate rollup would have produced $1.66 or $1.82. The Heavy Duty rate resolves to the workplace default Labour Type ""CP RAIL FLEET RATE"" at $145.00/h, matching the computed values. Values render as ""$1,234.50""-style dollars.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json; evidence/tu/unrated/unrated-location.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-ELL-02,C30405,https://shopview.testrail.io/index.php?/cases/view/30405,Technician Utilization,TU — Est. Lost Labor,"Est. Lost Labor, when shown, is pinned right and bold with the info icon",VIU-Observed-PASS,"OK — accurate, 72 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The Est. Lost Labor cells compute font-weight 700 against 400 elsewhere and position: sticky with right: 0 (pinned far right); its header carries the info icon whose aria-label and hover tooltip both read the verbatim ""Internal hours valued at each location's default labor rate""; no other header carries an info icon.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-run this observation when the branch is declared final or the app-version marker changes.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-ELL-03,C30406,https://shopview.testrail.io/index.php?/cases/view/30406,Technician Utilization,TU — Est. Lost Labor,"Zero internal hours - or a configured $0.00 rate - shows $0.00, never an em-dash",VIU-Observed-PASS,"OK — accurate, 80 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"Every technician with zero internal hours shows exactly ""$0.00"", never an em-dash - 18 of the 28 This-Year rows. Honest limit: the ""configured rate of exactly $0.00"" variant was not constructed, because the default Labour Type rate could not be set to zero and back within this run.","evidence/tu/ui/tu-ui-1.json, tu-ui-2.json, tu-ui-3.json, tu-coltoggle.json",Re-check the explicit $0.00-rate variant once the branch is final.,v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
TU-ELL-04,C30407,https://shopview.testrail.io/index.php?/cases/view/30407,Technician Utilization,TU — Est. Lost Labor,Internal hours with no default labor rate anywhere show an em-dash,EXTERNAL-DEPENDENCY,"OK — accurate, 66 chars, consistent with its own expected result",OK — reachable; every precondition was satisfiable on this estate,OK — executable in order against the build labels observed this run,OK,"OK — ticket + spec anchor, both still present in the current spec",OK — UI-only case in a functional section,EDIT — add the non-final-build marker,"The em-dash state requires a location with NO default labor rate, and BOTH locations on this organisation have one (Heavy Duty resolves to ""CP RAIL FLEET RATE"" $145.00/h, Lethbridge to approximately $159.95/h - both proven by dividing the reported Est. Lost Labor by the internal seconds). Fully characterised attempts: POST /api/labour-types/change accepts is_default:false and returns 201 but does NOT persist the change (re-read still true - a finding in its own right); POST /api/labour-types/set-default requires an existing type id and rejects null/empty/bogus (""Not found""), so the default cannot be cleared; POST /api/workplaces/create works but /api/workplaces/delete returns HTTP 500 for every id, so a rate-less third location cannot be created REVERSIBLY on a shared organisation and was deliberately not created. Every probe left the configuration byte-identical (verified: the one default is still CP RAIL FLEET RATE at 145).",evidence/tu/unrated/unrated-location.json,"Re-run once an administrator provides a location with no default labor rate, or once the default can be cleared.",v3.4.1-0ed4433,"Observed on QA branch build v3.4.1-0ed4433 on 2026-08-03/04; the branch was declared NOT FINAL, so this observation is PROVISIONAL and is queued for re-check."
