internal_id,testrail_case_id,testrail_link,section,title,verdict,reason,merge_group,merge_survivor,tier,sense_verdict,sense_reason,refs_ok,title_over_80
SCH-CAP-01,C30030,https://shopview.testrail.io/index.php?/cases/view/30030,Capacity Bars,"Day-column headers show a capacity bar - blue fill = aggregate booked vs total available, clamped at 100%, equal track widths",KEEP,"[HELD pending Branko D1 — events-in-capacity edit held; scored as authored] Capacity bar calculation contract: booked ÷ available, clamped, equal track widths — customer-facing math.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CAP-02,C30031,https://shopview.testrail.io/index.php?/cases/view/30031,Capacity Bars,"When aggregate hours exceed capacity, an amber spill extends past the track's right edge with a tick at the 100% line",KEEP,[HELD pending Branko D1 — events-in-capacity edit held; scored as authored] Over-capacity rendering (amber spill past the track + 100% tick) — the over-booking signal.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CAP-03,C30032,https://shopview.testrail.io/index.php?/cases/view/30032,Capacity Bars,The 'OT' text tag appears whenever any single technician exceeds their own daily hours - even when the day's aggregate is under capacity,KEEP,[HELD pending Branko D1 — events-in-capacity edit held; scored as authored] OT tag independence (per-tech overtime under an under-capacity aggregate) — a genuinely subtle calculation contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-CAP-04,C30033,https://shopview.testrail.io/index.php?/cases/view/30033,Capacity Bars,"Hovering a capacity bar shows a per-technician breakdown, with overtime technicians highlighted in amber",KEEP,[HELD pending Branko D1 — events-in-capacity edit held; scored as authored] Capacity hover breakdown per technician with amber OT highlighting — numbers must reconcile with the grid.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TIP-01,C30034,https://shopview.testrail.io/index.php?/cases/view/30034,Hover Tooltips,"Shift hover tooltip shows customer, unit/vehicle/VIN, date and time, technician, scope, up to 3 line names, and a progress bar",KEEP,"Shift tooltip contents as ONE packaged case (identity, VIN-always, times, scope, 3-line cap, progress bar) — anti-slop packaging credit.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TIP-02,C30035,https://shopview.testrail.io/index.php?/cases/view/30035,Hover Tooltips,A conflicted shift's tooltip shows the conflict icon and the conflict reason in amber,WEAK-KEEP,Conflict-variant of the shift tooltip (icon + amber reason) — one extra state on SCH-TIP-01's surface; kept because conflict visibility matters.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TIP-03,C30036,https://shopview.testrail.io/index.php?/cases/view/30036,Hover Tooltips,"Event hover tooltip shows the event name with its grey category dot, date and time range, and technician",KEEP,"Event tooltip contents (name + category dot, times, technician) — distinct entity, one case.",,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TIP-04,C30037,https://shopview.testrail.io/index.php?/cases/view/30037,Hover Tooltips,"Tooltips open after a short hover delay, dismiss on mouse-leave, and are read-only - clicking still opens the modal",KEEP,"Tooltip behaviour contract: hover delay, dismiss on leave, read-only, click still opens the modal.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TIP-05,C30038,https://shopview.testrail.io/index.php?/cases/view/30038,Hover Tooltips,The tooltip flips above the block or shifts horizontally to stay within the viewport - it is never clipped,WEAK-KEEP,Tooltip viewport flip/shift positioning — edge-case cosmetics; failure = a clipped tooltip.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TOOL-01,C30039,https://shopview.testrail.io/index.php?/cases/view/30039,Grid Toolbar,'Today' button jumps the grid to the current date,KEEP,'Today' jump — a distinct navigation action per view.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-TOOL-02,C30040,https://shopview.testrail.io/index.php?/cases/view/30040,Grid Toolbar,"Left/right arrows navigate by day, week, or month depending on the active range, and the date label shows the current range",KEEP,Arrow navigation stepping by the active range + the date-label contract — core toolbar navigation.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-TOOL-03,C30041,https://shopview.testrail.io/index.php?/cases/view/30041,Grid Toolbar,"Toolbar search fades non-matching blocks and highlights matching ones (customer, WO number, unit, technician, line name)",KEEP,"Toolbar search fade/highlight across all five fields (incl. WO number not printed on the block) — a distinct search model (visual, non-removing).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-VIEW-01,C30042,https://shopview.testrail.io/index.php?/cases/view/30042,Filter and Display and View Options,"'Filter & Display' dropdown combines department toggles, My Shifts, and VIN",KEEP,"'Filter & Display' contents + defaults (departments ON, My Shifts OFF, VIN OFF) — the control-surface contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-02,C30043,https://shopview.testrail.io/index.php?/cases/view/30043,Filter and Display and View Options,Department toggles show or hide individual department groups in the grid,KEEP,Department toggles show/hide whole groups — structural filtering with restore.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-03,C30044,https://shopview.testrail.io/index.php?/cases/view/30044,Filter and Display and View Options,"'My Shifts' filters the grid to only the current user's shifts, hiding all other technician rows",KEEP,'My Shifts' personal filter + hidden-without-staff-record rule (tech-plan pinned) — a real scoping behaviour.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-VIEW-04,C30045,https://shopview.testrail.io/index.php?/cases/view/30045,Filter and Display and View Options,The 'VIN Number' toggle adds the VIN to shift blocks (day/week) only; the hover tooltip and the detail modal always show the VIN,KEEP,"The VIN display matrix (block gated by the toggle, day/week only; tooltip + modal always) — survivor of G-VIN-TOGGLE.",G-VIN-TOGGLE,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-VIEW-05,C30046,https://shopview.testrail.io/index.php?/cases/view/30046,Filter and Display and View Options,"'View Options' popover offers Business Hours, Capacity Bars, Events, Tech Hours, Saturday, Sunday with the spec defaults",KEEP,View Options contents + the six spec defaults; survivor of G-VIEW-TOGGLES (gains the two show/hide flips).,G-VIEW-TOGGLES,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-VIEW-06,C30047,https://shopview.testrail.io/index.php?/cases/view/30047,Filter and Display and View Options,Business Hours toggle shades non-working hours in day view,KEEP,Business Hours shading of non-working hours in day view — distinct rendering with a data dependency.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-07,C30048,https://shopview.testrail.io/index.php?/cases/view/30048,Filter and Display and View Options,Capacity Bars toggle shows and hides the per-day capacity bars,MERGE,"Absorbed into SCH-VIEW-05 (C30046) — the two pure show/hide flips (Capacity Bars off/on, Events off/on) become steps after the six-toggle defaults read — one View-Options case",G-VIEW-TOGGLES,SCH-VIEW-05,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-08,C30049,https://shopview.testrail.io/index.php?/cases/view/30049,Filter and Display and View Options,Events toggle shows and hides event blocks on the grid,MERGE,"Absorbed into SCH-VIEW-05 (C30046) — the two pure show/hide flips (Capacity Bars off/on, Events off/on) become steps after the six-toggle defaults read — one View-Options case",G-VIEW-TOGGLES,SCH-VIEW-05,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-09,C30050,https://shopview.testrail.io/index.php?/cases/view/30050,Filter and Display and View Options,Tech Hours toggle displays each technician's working hours next to their name,KEEP,"Tech Hours display next to names matching configured hours — a data-match assertion, not just show/hide.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-VIEW-10,C30051,https://shopview.testrail.io/index.php?/cases/view/30051,Filter and Display and View Options,Saturday and Sunday toggles include or exclude the weekend columns,KEEP,Saturday/Sunday toggles restructure the week (7→6→5 columns) — structural view change.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REAS-01,C30052,https://shopview.testrail.io/index.php?/cases/view/30052,Reassignment and Context Menu,"Dragging a shift to another technician row reassigns it - target tech added to the line's roster, source removed, with a confirmation modal",KEEP,"Drag reassignment with confirmation + roster swap (B added, A removed) + undo — the load-bearing reassignment contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-REAS-03,C30054,https://shopview.testrail.io/index.php?/cases/view/30054,Reassignment and Context Menu,Right-click a grid cell opens a menu with Create Event and New Work Order,KEEP,The redesigned cell context menu ('Create Event' + 'New Work Order' ONLY); survivor of G-CELL-MENU (gains the two removed-item negatives).,G-CELL-MENU,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REAS-04,C30055,https://shopview.testrail.io/index.php?/cases/view/30055,Reassignment and Context Menu,'View Day' is no longer offered in the grid cell context menu,MERGE,Absorbed into SCH-REAS-03 (C30054) — the menu case asserts the menu contains ONLY 'Create Event' + 'New Work Order' — explicitly no 'View Day' and no 'New Shift' (two removed-item lines fold in),G-CELL-MENU,SCH-REAS-03,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-REAS-05,C30056,https://shopview.testrail.io/index.php?/cases/view/30056,Reassignment and Context Menu,'New Shift' is no longer offered in the grid cell context menu,MERGE,Absorbed into SCH-REAS-03 (C30054) — the menu case asserts the menu contains ONLY 'Create Event' + 'New Work Order' — explicitly no 'View Day' and no 'New Shift' (two removed-item lines fold in),G-CELL-MENU,SCH-REAS-03,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DEL-01,C30057,https://shopview.testrail.io/index.php?/cases/view/30057,"Deletion, Series Scopes and Undo","Deleting a middle shift of a series asks for scope with all three options, each stating the hours returned",KEEP,Series delete-scope prompt: three options each stating hours returned — the deletion surface contract.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DEL-02,C30058,https://shopview.testrail.io/index.php?/cases/view/30058,"Deletion, Series Scopes and Undo","'This shift only' removes that day, the series keeps the gap, and the hours return to the estimate's remaining",KEEP,'This shift only': gap kept (no shuffle) + hours returned — a real data-integrity behaviour.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DEL-03,C30059,https://shopview.testrail.io/index.php?/cases/view/30059,"Deletion, Series Scopes and Undo","'This and everything after' removes from the clicked shift onward, keeping earlier shifts",KEEP,'This and everything after': onward removal keeping earlier shifts — distinct scope semantics.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DEL-04,C30060,https://shopview.testrail.io/index.php?/cases/view/30060,"Deletion, Series Scopes and Undo",'The whole series' removes all of the series' shifts for that technician,KEEP,'The whole series' is PER TECHNICIAN (the other tech's series untouched) — a genuinely bug-prone boundary.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DEL-05,C30061,https://shopview.testrail.io/index.php?/cases/view/30061,"Deletion, Series Scopes and Undo",Scope options adapt to position: first and last shifts of a series each show only two options,KEEP,"Scope options adapt to position (first/last show two options) — a subtle, spec-pinned UI logic.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DEL-06,C30062,https://shopview.testrail.io/index.php?/cases/view/30062,"Deletion, Series Scopes and Undo",Deleting a standalone (non-series) shift does not ask for a series scope,WEAK-KEEP,Derived negative (standalone delete asks no series scope) — real but a tester deleting any standalone shift would notice a wrong prompt immediately.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DEL-07,C30063,https://shopview.testrail.io/index.php?/cases/view/30063,"Deletion, Series Scopes and Undo","Every create, delete, move, and reassign action produces a toast with an Undo option",MERGE,Absorbed into SCH-DEL-09 (C30065) — the toast-appears-with-Undo assertion per action type folds into the undo-restores case (each action already ends with the toast + Undo click),G-UNDO,SCH-DEL-09,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-DEL-08,C30064,https://shopview.testrail.io/index.php?/cases/view/30064,"Deletion, Series Scopes and Undo","Toast lasts ~7s with Undo (about 4s without); stays on hover, goes on leave",WEAK-KEEP,"Toast timing (~7s with Undo / ~4s without, hover holds) — stopwatch-level detail; kept because the 7s/4s values were an explicit 2026-07-27 user-directed edit.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-DEL-09,C30065,https://shopview.testrail.io/index.php?/cases/view/30065,"Deletion, Series Scopes and Undo","Undo restores the state before the action - for delete, move, and reassign",KEEP,Undo restores the pre-action state incl. the roster after reassign; survivor of G-UNDO — load-bearing lifecycle integrity.,G-UNDO,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-KEY-01,C30066,https://shopview.testrail.io/index.php?/cases/view/30066,Keyboard Interactions,"Escape closes the topmost open modal or popover, following the stacking order",KEEP,Escape closes the topmost layer per the stacking order; survivor of G-ESCAPE (gains the in-modal sub-picker steps).,G-ESCAPE,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-KEY-02,C30067,https://shopview.testrail.io/index.php?/cases/view/30067,Keyboard Interactions,"Within the shift modal, Escape first dismisses an open sub-picker before closing the modal itself",MERGE,"Absorbed into SCH-KEY-01 (C30066) — the in-modal sub-picker escapes (colour picker, time picker, note edit each close first; then the modal) become explicit steps of the stacking-order case",G-ESCAPE,SCH-KEY-01,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-KEY-03,C30068,https://shopview.testrail.io/index.php?/cases/view/30068,Keyboard Interactions,"Enter confirms the active confirmable dialog (delete scope, reassign, spread, event create/edit)",KEEP,Enter confirms the active dialog (spread/reassign/event/delete-scope); survivor of G-ENTER (gains the textarea exception).,G-ENTER,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-KEY-04,C30069,https://shopview.testrail.io/index.php?/cases/view/30069,Keyboard Interactions,Enter does not fire inside textareas - multiline note editing works normally,MERGE,"Absorbed into SCH-KEY-03 (C30068) — the Enter-inside-a-textarea exception (inserts a new line, never confirms) becomes the final step of the Enter-confirms case",G-ENTER,SCH-KEY-03,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-KEY-05,C30070,https://shopview.testrail.io/index.php?/cases/view/30070,Keyboard Interactions,Modals trap focus and all interactive elements are keyboard-reachable,KEEP,Focus trap + keyboard reachability — the accessibility contract for modals and page controls.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-COLOR-01,C30071,https://shopview.testrail.io/index.php?/cases/view/30071,Color System,"Blue is the default color for all shifts, including long and multi-week jobs",KEEP,Default blue for ALL shifts including multi-week series (no auto special colour) — the colour-system base rule.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-COLOR-02,C30072,https://shopview.testrail.io/index.php?/cases/view/30072,Color System,"Choosing a color from the shift modal's picker recolors the shift with matching background, text, and accent tones",KEEP,Recolouring via the picker with the three-tone rendering; survivor of G-SHIFT-COLOR (gains per-shift-not-per-WO).,G-SHIFT-COLOR,,T1,FIX-WORDING,"The case note still asks 'whether recoloring one shift recolors all blocks of the same work order (§4.4 ties color to the WO)' — contradicted by the reconciled per-SHIFT colour rule (SV-8690, applied in SCH-BLOCK-04 on 2026-07-27). Fix: drop the stale note; assert per-shift colour (the G-SHIFT-COLOR merge does exactly this).",yes,yes
SCH-COLOR-03,C30073,https://shopview.testrail.io/index.php?/cases/view/30073,Color System,Color labels are editable per shop,KEEP,"Colour labels editable per shop, shared across shifts and events — a real shop-level setting contract.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-PERM-01,C30074,https://shopview.testrail.io/index.php?/cases/view/30074,Permissions,"Schedule: View grants the full read experience - page, all three views, mini calendar, search, filter, tooltips, read-only modals",KEEP,Permission gating (allow side): Schedule View grants the full read experience — one case per real gate.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-02,C30075,https://shopview.testrail.io/index.php?/cases/view/30075,Permissions,View-only: every editing affordance is hidden or disabled,KEEP,Permission gating (block side): every editing affordance hidden/disabled for View-only — the Edit gate negative.,,,T1,FIX-WORDING,"Expected line 3 still names the OLD context-menu items — 'no New Shift / New Event / View Day creation entry points' — but the suite's own reconciled menu (SCH-REAS-03, DESIGN-RECONCILIATION #8-10) is 'Create Event' + 'New Work Order'. Fix: reword to 'no creation entries (no Create Event / New Work Order)'.",yes,
SCH-PERM-03,C30076,https://shopview.testrail.io/index.php?/cases/view/30076,Permissions,"With Schedule: View OFF, the Schedule top-level nav item is hidden entirely",KEEP,Permission gating: no View ⇒ the nav item is hidden entirely — the access gate.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,
SCH-PERM-04,C30077,https://shopview.testrail.io/index.php?/cases/view/30077,Permissions,Schedule: Edit unlocks all creation and modification interactions,KEEP,Permission gating (allow side): Edit unlocks every creation/modification interaction.,,,T1,FIX-WORDING,"Step 2 says create an event via right-click 'New Event' — the label was renamed 'Create Event' (DESIGN-RECONCILIATION #7, applied in SCH-EVT-01). Fix: update the label.",yes,
SCH-PERM-05,C30078,https://shopview.testrail.io/index.php?/cases/view/30078,Permissions,Edit without Delete: the user can create and modify but cannot remove - delete action and trash icon hidden,KEEP,Permission gating (block side): Edit-without-Delete hides every removal path — the Delete gate negative.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-06,C30079,https://shopview.testrail.io/index.php?/cases/view/30079,Permissions,"Schedule: Delete unlocks deleting shifts and events, including the three series-aware scopes",KEEP,Permission gating (allow side): Delete unlocks deletion incl. the series scopes.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-07,C30080,https://shopview.testrail.io/index.php?/cases/view/30080,Permissions,"The permission tiers depend on each other: Delete requires Edit, and Edit requires View",KEEP,Tier dependency in the roles admin (Delete⊇Edit⊇View) — the composition layer of the permission model.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-08,C30081,https://shopview.testrail.io/index.php?/cases/view/30081,Permissions,Schedule access without Work Orders: View - sidebar hides the WO list and drill-down; mini calendar stays; grid shifts remain usable,KEEP,"Cross-permission dependency: Schedule without Work Orders View hides the WO list/drill-down, keeps the grid usable.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-09,C30082,https://shopview.testrail.io/index.php?/cases/view/30082,Permissions,No own-only restriction: every Schedule: View user sees ALL technicians' shifts and events,KEEP,"No 'own-only' restriction — every View user sees ALL technicians; 'My Shifts' is convenience, not security.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
SCH-PERM-10,C30083,https://shopview.testrail.io/index.php?/cases/view/30083,Permissions,"Grid rows are department-based: any staff member in a visible department appears as a row, regardless of role",KEEP,"Row presence is department-based, not role-based (+ the department-less contrapositive, honestly flagged as derived).",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec/design/tech-plan-traceable, domain logic sound, pass/fail observable. (Spec-only suite: VIU-confirm flags are honest, not nonsense.)",yes,yes
