internal_id,testrail_case_id,testrail_link,report,section,title,title_len,d1_useful,d1_reason,d2a_sense,d2a_reason,d3_genuine_layman,d3_traceable,d3_jargon_in_tester_text,d3_internal_id_in_tester_text,refs
SBR-DEACT-09,C30260,https://shopview.testrail.io/index.php?/cases/view/30260,SBR,SBR — Staff Deactivation,"If the assignment pre-check fails, the warning dialog still opens",65,KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8630 (specs/sbr-sales-by-representative.md Story 13 S13-N4)
SBR-EXP-01,C30276,https://shopview.testrail.io/index.php?/cases/view/30276,SBR,SBR — Exports,The ⋯ overflow menu lists exactly four download actions,55,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R1; Story 17 S17-R3 (position))
SBR-EXP-02,C30277,https://shopview.testrail.io/index.php?/cases/view/30277,SBR,SBR — Exports,"All four downloads respect filters, full result set, and active order",69,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (SBR spec Story 14 S14-R2; S14-R2a; Story 21 S21-R6; Story 22 S22-R4 + Locations: line in every export per Chris Ward msg 2026-07-29 [newest-wins])
SBR-EXP-03,C30278,https://shopview.testrail.io/index.php?/cases/view/30278,SBR,SBR — Exports,Summary PDF: one rolled-up row per rep with a recomputed grand totals row,73,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R3; S14-R5; Story 2 S2-R5; §3 Margin % definition)
SBR-EXP-04,C30279,https://shopview.testrail.io/index.php?/cases/view/30279,SBR,SBR — Exports,Expanded View PDF: one page-block per rep with its own totals; no grand,71,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R6; S14-R8; Story 6 S6-R9)
SBR-EXP-05,C30280,https://shopview.testrail.io/index.php?/cases/view/30280,SBR,SBR — Exports,Expanded View PDF truncates invoice numbers longer than 18 characters,69,WEAK-KEEP,18-char PDF truncation detail; testable but low value.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R7)
SBR-EXP-06,C30281,https://shopview.testrail.io/index.php?/cases/view/30281,SBR,SBR — Exports,"PDF footer on every page, default-logo fallback, and deterministic PDF filenames",80,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R4; S14-R3a; S14-R11)
SBR-EXP-07,C30282,https://shopview.testrail.io/index.php?/cases/view/30282,SBR,SBR — Exports,"PDFs render negative dollars in accounting parentheses, keep the (Inactive) tag",79,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R9; S14-R10)
SBR-EXP-08,C30283,https://shopview.testrail.io/index.php?/cases/view/30283,SBR,SBR — Exports,PDF body font steps down as the longest dollar value grows; no overflow,71,WEAK-KEEP,PDF body font px by longest-dollar-string tier table; barely verifiable manually (kept only as the base rule; the edge rules case is CUT).,SENSIBLE,"was FIX-WORDING in the 2026-07-28 audit; repaired and pushed the same day (see reconciliation-2026-07-28/testrail-execution-log-2026-07-28.md) - original finding: The tier table (11/10/9/8px by longest-dollar-string) is not verifiable by eye; the case's own note concedes only ""the relative step-downs and the no-",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R12; S14-R13)
SBR-EXP-10,C30285,https://shopview.testrail.io/index.php?/cases/view/30285,SBR,SBR — Exports,"Summary CSV: file name, UTF-8 BOM, verbatim headers, one row per rep",68,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R15; S14-R18)
SBR-EXP-11,C30286,https://shopview.testrail.io/index.php?/cases/view/30286,SBR,SBR — Exports,"Expanded CSV: file name, verbatim headers, one row per invoice",62,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R16)
SBR-EXP-12,C30287,https://shopview.testrail.io/index.php?/cases/view/30287,SBR,SBR — Exports,"CSV cells: plain numbers, signed Inv. Hrs, empty Margin %, (Inactive)",69,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R17; §3 Key Decisions (CSVs monochrome / plain signed numbers))
SBR-EXP-13,C30288,https://shopview.testrail.io/index.php?/cases/view/30288,SBR,SBR — Exports,The Unassigned row appears in all four downloads only when the toggle is on,75,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-R19; Story 22 S22-R2; S22-R4)
SBR-EXP-14,C30289,https://shopview.testrail.io/index.php?/cases/view/30289,SBR,SBR — Exports,A failed download shows the canonical error toast,49,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-N1; S14-N2; S14-E1; §7)
SBR-EXP-15,C30290,https://shopview.testrail.io/index.php?/cases/view/30290,SBR,SBR — Exports,Over-cap Expanded View PDF is refused with the too-large message,64,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-E2; §7)
SBR-EXP-16,C30291,https://shopview.testrail.io/index.php?/cases/view/30291,SBR,SBR — Exports,An empty-data export still generates with zeroed Summary PDF totals,67,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8631 (specs/sbr-sales-by-representative.md Story 14 S14-E3)
SBR-LINK-01,C30247,https://shopview.testrail.io/index.php?/cases/view/30247,SBR,SBR — Links & Navigation,Detail-row invoice number and customer name links navigate in the current tab,77,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8629 (specs/sbr-sales-by-representative.md Story 12 S12-R1; S12-R2; S12-R3)
SBR-LINK-03,C30249,https://shopview.testrail.io/index.php?/cases/view/30249,SBR,SBR — Links & Navigation,Browser back from a drilldown restores expansion and scroll; no reload,70,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8629 (specs/sbr-sales-by-representative.md Story 12 S12-R3a; Story 23 S23-R2)
SBR-LINK-04,C30250,https://shopview.testrail.io/index.php?/cases/view/30250,SBR,SBR — Links & Navigation,Invoice links use theme-primary; customer links use the body color,66,WEAK-KEEP,Link styling/hover/focus/never-purple; cosmetic.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8629 (specs/sbr-sales-by-representative.md Story 12 S12-R4; S12-R5; S12-R6; S12-N3)
SBR-LINK-05,C30251,https://shopview.testrail.io/index.php?/cases/view/30251,SBR,SBR — Links & Navigation,An unavailable link destination shows the standard not-found state,66,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8629 (specs/sbr-sales-by-representative.md Story 12 S12-N1; S12-N2)
SBR-LOC-01,C30213,https://shopview.testrail.io/index.php?/cases/view/30213,SBR,SBR — Location Filter,Location filter is the rightmost control with an All Locations option,69,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8638 (specs/sbr-sales-by-representative.md Story 21 S21-R1; Story 18 S18-R7.2)
SBR-LOC-03,C30215,https://shopview.testrail.io/index.php?/cases/view/30215,SBR,SBR — Location Filter,Location selection cascades; an inaccessible location's data is never included,78,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable. [NOTE: this case was video-edited concurrently (commit 3bd08a7) — this sense verdict applies to the PRE-EDIT text; re-check after the video edits land.]",PASS,yes,,,SV-8638 (SBR spec Story 21 S21-R3; S21-R4; S21-R5; §3 — per-row location identifier in All-Locations view ADDED per kickoff video P10 [ruling 2026-07-28 video-overrides-spec]) + on-screen location-scope indicator per Chris Ward 2026-07-29
SBR-LOC-04,C30216,https://shopview.testrail.io/index.php?/cases/view/30216,SBR,SBR — Location Filter,Sales By Representative: Location filter hidden for a one-location user,71,WEAK-KEEP,Single-location-still-sees-filter: directly contradicted by pending video P33 (hide when <=1 location) — likely to be inverted by the spec update.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable. [NOTE: this case was video-edited concurrently (commit 3bd08a7) — this sense verdict applies to the PRE-EDIT text; re-check after the video edits land.]",PASS,yes,,,"SV-8638 (SBR spec S21-N1 — RULED HIDDEN by Chris Ward answer 2026-07-31 Q1=A ""classic spec drift""; the S21-N1 ""still sees the filter"" note is stale; spec edit pending)"
SBR-LOC-05,C38913,https://shopview.testrail.io/index.php?/cases/view/38913,SBR,SBR — Location Filter,The Location column shows only with more than one location; rep rows Multiple,77,KEEP,"Per-row Location column for SBR: after Status before Inv. Hrs, 'Multiple' on a rep summary row - distinct roll-up level.",SENSIBLE,"Cold-read PASS 2026-07-31: preconditions reachable (seeding named where needed), steps executable in order, expected follows from the steps, no internal contradiction, every control traceable to the spec or the driving story, domain logic sound, pass/fail observable by a non-technical tester.",PASS,yes,,,"SV-8638 (SBR spec v15 2026-07-29 S21-R7; S21-R8; S18-R13 — per-row Location column; ""Multiple"" verbatim on a rep row spanning locations; position after Status; constant-width filter)"
SBR-MOB-01,C30302,https://shopview.testrail.io/index.php?/cases/view/30302,SBR,SBR — Mobile,On a phone every toolbar control works on touch,47,KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8634 (specs/sbr-sales-by-representative.md Story 17 S17-R1; S17-R2; S17-R3)
SBR-MOB-02,C30303,https://shopview.testrail.io/index.php?/cases/view/30303,SBR,SBR — Mobile,On a phone the table scrolls sideways with Subtotal pinned outside it,69,KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8634 (specs/sbr-sales-by-representative.md Story 17 S17-R4; S17-R5; Story 10 S10-R5 (mobile))
SBR-MOB-03,C30304,https://shopview.testrail.io/index.php?/cases/view/30304,SBR,SBR — Mobile,Touch targets are at least 44×44 px and touch users get no hover-only tooltips,78,WEAK-KEEP,44x44px touch targets need measurement tooling; keep as a one-time design check.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8634 (specs/sbr-sales-by-representative.md Story 17 S17-R6; S17-N1; Story 18 S18-R9)
SBR-NAV-01,C30195,https://shopview.testrail.io/index.php?/cases/view/30195,SBR,SBR — Access & Navigation,"Sales By Representative under Performance, below existing links; titles correct",79,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,SENSIBLE,"was FIX-WORDING in the 2026-07-28 audit; repaired and pushed the same day (see reconciliation-2026-07-28/testrail-execution-log-2026-07-28.md) - original finding: Precondition/steps require comparing the nav order against ""before this report was added"" — a state a cold tester cannot observe on a build where the ",PASS,yes,,,SV-8619 (SBR spec Story 1 S1-R1; S1-R2; S1-R3; S1-R4; S1-R5; S1-R6 — 'at the bottom' = below the named anchors [Sales; Technician Efficiency; Advisor Analysis; Shop Efficiency] per PRD video 2026-07-30 01:18-02:05; order among the four not important)
SBR-NAV-03,C30197,https://shopview.testrail.io/index.php?/cases/view/30197,SBR,SBR — Access & Navigation,The nav entry fits the full Sales By Representative label; no truncation,72,WEAK-KEEP,"Real known issue (video: ""Representative"" squishes) but the FIX is undecided (padding vs other); asserting the padding solution is premature.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8619 (specs/sbr-sales-by-representative.md Story 1 S1-R7; §1 naming note)
SBR-PERM-01,C30198,https://shopview.testrail.io/index.php?/cases/view/30198,SBR,SBR — Permissions,Sales By Representative is visible to anyone who sees another Performance report,80,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8619 (specs/sbr-sales-by-representative.md Story 1 S1-R1)
SBR-PERM-02,C30199,https://shopview.testrail.io/index.php?/cases/view/30199,SBR,SBR — Permissions,"Without Reports access: no navigation, no export menu, no Export dialog",71,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8619 (specs/sbr-sales-by-representative.md Story 1 S1-N1; Story 14 S14-N3; Story 15 S15-N1)
SBR-PERM-03,C30200,https://shopview.testrail.io/index.php?/cases/view/30200,SBR,SBR — Permissions,Without staff-administration access the deactivation flow is unreachable,72,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8630 (specs/sbr-sales-by-representative.md Story 13 S13-N1)
SBR-PERS-01,C30271,https://shopview.testrail.io/index.php?/cases/view/30271,SBR,SBR — Persistence,All filter and view settings are restored before the first data fetch,69,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8640 (specs/sbr-sales-by-representative.md Story 23 S23-R1; Story 20 S20-R5)
SBR-PERS-02,C30272,https://shopview.testrail.io/index.php?/cases/view/30272,SBR,SBR — Persistence,Expansion state and scroll position are not remembered and reset on reload,74,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,SBR-LINK-03,SV-8640 (specs/sbr-sales-by-representative.md Story 23 S23-R2; §2 Out of Scope)
SBR-PERS-03,C30273,https://shopview.testrail.io/index.php?/cases/view/30273,SBR,SBR — Persistence,A stale saved value falls back to its default and never errors,62,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8640 (specs/sbr-sales-by-representative.md Story 23 S23-R3)
SBR-PERS-04,C30274,https://shopview.testrail.io/index.php?/cases/view/30274,SBR,SBR — Persistence,First visit or cleared storage yields all defaults; no server-side profile,74,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8640 (specs/sbr-sales-by-representative.md Story 23 S23-R4; S23-N1; Story 2 S2-R4; Story 21 S21-R2)
SBR-PERS-05,C30275,https://shopview.testrail.io/index.php?/cases/view/30275,SBR,SBR — Persistence,The A to Z default is its own saved value,41,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8640 (specs/sbr-sales-by-representative.md Story 23 S23-R5; Story 11 S11-R4)
SBR-ROW-01,C30217,https://shopview.testrail.io/index.php?/cases/view/30217,SBR,SBR — Rep Rows & Tree,A rep row appears only when the rep has a matching non-reversed invoice,71,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8623 (specs/sbr-sales-by-representative.md Story 5 S5-R1; S5-R4; S5-N1; §3 Key Decisions)
SBR-ROW-02,C30218,https://shopview.testrail.io/index.php?/cases/view/30218,SBR,SBR — Rep Rows & Tree,"Row layout: 12 columns in order, blanks in position, bold summary rows",70,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8623 (specs/sbr-sales-by-representative.md Story 5 S5-R2; S5-R3; S5-R6; S5-R8; S5-R10; S5-N2; Story 6 S6-R4; Story 18 S18-R4; S18-R6a)
SBR-ROW-03,C30219,https://shopview.testrail.io/index.php?/cases/view/30219,SBR,SBR — Rep Rows & Tree,A toggled-off or deleted contributor still appears; tagged (Inactive),69,KEEP,Deactivated/deleted rep keeps historical credit with (Inactive) tag — protects historical data integrity.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8623 (specs/sbr-sales-by-representative.md Story 5 S5-R9; §3 Key Decisions; §4 Snapshot)
SBR-SORT-01,C30241,https://shopview.testrail.io/index.php?/cases/view/30241,SBR,SBR — Sorting,All eight financial columns are sortable,40,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8628 (specs/sbr-sales-by-representative.md Story 11 S11-R1; S11-R6)
SBR-SORT-02,C30242,https://shopview.testrail.io/index.php?/cases/view/30242,SBR,SBR — Sorting,"Default order is plain A to Z by display name, case-insensitive",63,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8628 (specs/sbr-sales-by-representative.md Story 11 S11-R4; §3 Key Decisions)
SBR-SORT-03,C30243,https://shopview.testrail.io/index.php?/cases/view/30243,SBR,SBR — Sorting,First header click sorts ascending; second descending; no third state,69,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8628 (specs/sbr-sales-by-representative.md Story 11 S11-R5; Story 23 S23-R5)
SBR-SORT-04,C30244,https://shopview.testrail.io/index.php?/cases/view/30244,SBR,SBR — Sorting,Sorting reorders rep rows only; Unassigned stays pinned on top,62,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8628 (specs/sbr-sales-by-representative.md Story 11 S11-R2; Story 22 S22-R4)
SBR-SORT-05,C30245,https://shopview.testrail.io/index.php?/cases/view/30245,SBR,SBR — Sorting,Ties keep the A to Z order and an em-dash Margin % sorts as zero,64,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8628 (specs/sbr-sales-by-representative.md Story 11 S11-R7)
SBR-STAT-01,C30208,https://shopview.testrail.io/index.php?/cases/view/30208,SBR,SBR — Invoice Status Filter,Invoice Status offers exactly four options; All Statuses is the default,71,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8622 (specs/sbr-sales-by-representative.md Story 4 S4-R1; S4-R2; S4-R3; S4-R5)
SBR-STAT-02,C30209,https://shopview.testrail.io/index.php?/cases/view/30209,SBR,SBR — Invoice Status Filter,Status filtering matches on the mapped display value,52,KEEP,5 system payment states -> 3 display values mapping — the spec change-log calls this the single source of truth.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8622 (specs/sbr-sales-by-representative.md Story 4 S4-R4; §3 payment-status mapping)
SBR-STAT-04,C30211,https://shopview.testrail.io/index.php?/cases/view/30211,SBR,SBR — Invoice Status Filter,Filters compose: a rep appears only with an invoice matching ALL active filters,79,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8622 (specs/sbr-sales-by-representative.md Story 4 S4-R7; S4-R6; S4-N1; Story 3 S3-R8; S3-N1)
SBR-STAT-05,C30212,https://shopview.testrail.io/index.php?/cases/view/30212,SBR,SBR — Invoice Status Filter,"Money columns always show invoiced amounts, never the outstanding balance",73,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8622 (specs/sbr-sales-by-representative.md Story 4 S4-R8)
SBR-STATE-01,C30298,https://shopview.testrail.io/index.php?/cases/view/30298,SBR,"SBR — Loading, Empty & Error States","Empty state: verbatim message, no grand Totals, toolbar stays interactive",73,KEEP,Loading/empty/error state contract with exact recovery behavior.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8633 (specs/sbr-sales-by-representative.md Story 16 S16-R1; S16-R2; S16-R3; S16-N1; §7)
SBR-STATE-03,C30300,https://shopview.testrail.io/index.php?/cases/view/30300,SBR,"SBR — Loading, Empty & Error States",Loading shows a centered spinner over the data area and hides the Totals,72,KEEP,Loading/empty/error state contract with exact recovery behavior.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8633 (specs/sbr-sales-by-representative.md Story 16 S16-R4)
SBR-STATE-04,C30301,https://shopview.testrail.io/index.php?/cases/view/30301,SBR,"SBR — Loading, Empty & Error States",A load failure shows the inline could-not-load message with a Retry,67,KEEP,Loading/empty/error state contract with exact recovery behavior.,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, every control spec-traceable, domain logic sound, pass/fail observable.",PASS,yes,,,SV-8633 (specs/sbr-sales-by-representative.md Story 16 S16-R5; §7)
