case_id,url,section_id,section,title,title_len,verdict,reasons
C30494,https://shopview.testrail.io/index.php?/cases/view/30494,4357,WIP — Totals Row,"Each tab has a Totals row pinned to the bottom, labeled ""Totals""",64,PASS,
C30495,https://shopview.testrail.io/index.php?/cases/view/30495,4357,WIP — Totals Row,The Totals row sums each visible money column and the Labor Delta column,72,PASS,
C30498,https://shopview.testrail.io/index.php?/cases/view/30498,4358,WIP — Filters,The Advisor filter lists the advisors in the loaded jobs; screen only,69,PASS,
C30499,https://shopview.testrail.io/index.php?/cases/view/30499,4358,WIP — Filters,"Customer filter is a type-ahead multi-select reading ""All customers""",68,PASS,
C30500,https://shopview.testrail.io/index.php?/cases/view/30500,4358,WIP — Filters,Asset filter shows Unit # and VIN and matches text against either one,69,PASS,
C30501,https://shopview.testrail.io/index.php?/cases/view/30501,4358,WIP — Filters,"The ""as of"" date is a single day: defaults to today, capped at today, no range",78,PASS,
C30502,https://shopview.testrail.io/index.php?/cases/view/30502,4358,WIP — Filters,"The ""as of"" date shows the end-of-day position and reloads when changed",71,PASS,
C30503,https://shopview.testrail.io/index.php?/cases/view/30503,4358,WIP — Filters,"Location filter: rightmost multi-select with All locations, reloads on change",77,PASS,
C30504,https://shopview.testrail.io/index.php?/cases/view/30504,4358,WIP — Filters,The location scope never includes an inaccessible location,58,PASS,
C30505,https://shopview.testrail.io/index.php?/cases/view/30505,4358,WIP — Filters,"Advisor, customer and asset filters AND together and recompute strip and Totals",79,PASS,
C30506,https://shopview.testrail.io/index.php?/cases/view/30506,4359,WIP — Column Selection & Persistence,Column Selection toggles columns; Total is not offered at all,61,PASS,
C30507,https://shopview.testrail.io/index.php?/cases/view/30507,4359,WIP — Column Selection & Persistence,Toggling columns never reorders them (Total always last),56,PASS,
C30508,https://shopview.testrail.io/index.php?/cases/view/30508,4359,WIP — Column Selection & Persistence,"Remembers the ""as of"" date, filter selections, location, columns",64,FAIL,3 no-automation-marker
C30509,https://shopview.testrail.io/index.php?/cases/view/30509,4359,WIP — Column Selection & Persistence,A saved setting that is no longer valid falls back to its default,65,PASS,
C30510,https://shopview.testrail.io/index.php?/cases/view/30510,4360,WIP — Exports,Work In Progress: a three-dot menu holds Download (PDF) and Download (CSV),74,PASS,
C30511,https://shopview.testrail.io/index.php?/cases/view/30511,4360,WIP — Exports,"Downloads keep shown columns, honor filters, include the tab's Totals row",73,PASS,
C30512,https://shopview.testrail.io/index.php?/cases/view/30512,4360,WIP — Exports,Downloaded money and Labor Delta values keep the on-screen formats,66,PASS,
C30513,https://shopview.testrail.io/index.php?/cases/view/30513,4360,WIP — Exports,Labor Delta green/red coloring appears on screen and in the PDF; not the CSV,76,PASS,
C30514,https://shopview.testrail.io/index.php?/cases/view/30514,4360,WIP — Exports,Days Open in a download is frozen at the moment the file is generated,69,PASS,
C30515,https://shopview.testrail.io/index.php?/cases/view/30515,4360,WIP — Exports,"The downloaded files are named ""wip-2-report.pdf"" and ""wip-2-report.csv""",72,PASS,
C30516,https://shopview.testrail.io/index.php?/cases/view/30516,4360,WIP — Exports,"Export headers read ""Unit"" and ""Branch"" — documented limitation, do not file",76,PASS,
C30517,https://shopview.testrail.io/index.php?/cases/view/30517,4360,WIP — Exports,The PDF shows the shop logo at the top when one is set,54,PASS,
C30518,https://shopview.testrail.io/index.php?/cases/view/30518,4360,WIP — Exports,"Export notifications: success caption, ""Empty export"" warning",61,FAIL,3 no-automation-marker
C30519,https://shopview.testrail.io/index.php?/cases/view/30519,4361,WIP — Visual & Accessibility,Each tab uses an all-white table with no alternating row shading,64,PASS,
C30520,https://shopview.testrail.io/index.php?/cases/view/30520,4361,WIP — Visual & Accessibility,"The summary strip shows two grouped equations above the tabs, Estimates apart",77,PASS,
C30521,https://shopview.testrail.io/index.php?/cases/view/30521,4361,WIP — Visual & Accessibility,The Total column is bold and stays pinned right on sideways scroll,66,PASS,
C30522,https://shopview.testrail.io/index.php?/cases/view/30522,4361,WIP — Visual & Accessibility,The Totals row stays visible while only the active tab's body scrolls,69,PASS,
C30523,https://shopview.testrail.io/index.php?/cases/view/30523,4361,WIP — Visual & Accessibility,The WO # link is keyboard-focusable and opens the work order,60,PASS,
C30524,https://shopview.testrail.io/index.php?/cases/view/30524,4361,WIP — Visual & Accessibility,Each summary figure's info icon is keyboard-reachable and screen-read,69,PASS,
C30525,https://shopview.testrail.io/index.php?/cases/view/30525,4361,WIP — Visual & Accessibility,In dark mode every table; strip; link and coloring stays legible,64,PASS,
C30526,https://shopview.testrail.io/index.php?/cases/view/30526,4362,WIP — Permissions,Ordinary reports access covers opening and downloading Work In Progress,71,PASS,
C30527,https://shopview.testrail.io/index.php?/cases/view/30527,4362,WIP — Permissions,Without reports access Work In Progress is absent from the navigation,69,PASS,
C30528,https://shopview.testrail.io/index.php?/cases/view/30528,4363,WIP — API,Nightly snapshot records one row per then-open job per tab per calendar date,76,PASS,
C30530,https://shopview.testrail.io/index.php?/cases/view/30530,4363,WIP — API,Captured Earned and Remaining use the same maths as the on-screen report,72,PASS,
C30531,https://shopview.testrail.io/index.php?/cases/view/30531,4363,WIP — API,Nightly snapshot spans every location with no user location filter,66,PASS,
C30533,https://shopview.testrail.io/index.php?/cases/view/30533,4363,WIP — API,Nightly snapshot: a job with nothing approved is captured at $0.00; not skipped,79,PASS,
C30534,https://shopview.testrail.io/index.php?/cases/view/30534,4364,IV — Access & Display,Inventory Value appears in the reports navigation under the Parts group,71,PASS,
C30535,https://shopview.testrail.io/index.php?/cases/view/30535,4364,IV — Access & Display,One row per in-stock part at the selected locations valued at the resolved date,79,FAIL,3 no-automation-marker
C30536,https://shopview.testrail.io/index.php?/cases/view/30536,4364,IV — Access & Display,First visit defaults to today and the active location,53,PASS,
C30538,https://shopview.testrail.io/index.php?/cases/view/30538,4364,IV — Access & Display,The report is server-paginated: one page of rows at a time,58,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30539,https://shopview.testrail.io/index.php?/cases/view/30539,4364,IV — Access & Display,"No qualifying parts, day or location: the no-data message shows and no totals",77,PASS,
C30540,https://shopview.testrail.io/index.php?/cases/view/30540,4365,IV — Row Scope,A part appears only if not a core charge and on-hand quantity is above zero,75,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30541,https://shopview.testrail.io/index.php?/cases/view/30541,4365,IV — Row Scope,A part stocked at two selected locations shows as two rows; never merged,72,PASS,
C30545,https://shopview.testrail.io/index.php?/cases/view/30545,4366,IV — Valuation & Columns,Unit Sell uses the part's fixed sell price when one is set,58,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30546,https://shopview.testrail.io/index.php?/cases/view/30546,4366,IV — Valuation & Columns,With no fixed sell price Unit Sell is the category's pricing-matrix markup,74,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30547,https://shopview.testrail.io/index.php?/cases/view/30547,4366,IV — Valuation & Columns,"With no fixed sell price and no category, Unit Sell equals Unit Cost",68,PASS,
C30548,https://shopview.testrail.io/index.php?/cases/view/30548,4366,IV — Valuation & Columns,Total Sell is quantity × Unit Sell and Total Cost is quantity × Unit Cost,73,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30549,https://shopview.testrail.io/index.php?/cases/view/30549,4366,IV — Valuation & Columns,Margin is Total Sell minus Total Cost for the whole on-hand quantity,68,PASS,
C30550,https://shopview.testrail.io/index.php?/cases/view/30550,4366,IV — Valuation & Columns,Margin % is Margin over Total Sell to one decimal; em-dash when Sell <= 0,73,PASS,
C30551,https://shopview.testrail.io/index.php?/cases/view/30551,4366,IV — Valuation & Columns,With every column on they appear in the fixed order with the set alignment,74,PASS,
C30552,https://shopview.testrail.io/index.php?/cases/view/30552,4366,IV — Valuation & Columns,Value formats: Qty to two decimals; money as US-dollar currency,63,PASS,
C30553,https://shopview.testrail.io/index.php?/cases/view/30553,4366,IV — Valuation & Columns,Total Cost is bold and pinned far right; it stays put on sideways scroll,72,PASS,
C30554,https://shopview.testrail.io/index.php?/cases/view/30554,4366,IV — Valuation & Columns,On a first visit the default columns show and the rest stay available,69,PASS,
C30555,https://shopview.testrail.io/index.php?/cases/view/30555,4366,IV — Valuation & Columns,"Category and Vendor show their names; an em dash (""—"") when the part has none",77,PASS,
C30556,https://shopview.testrail.io/index.php?/cases/view/30556,4367,IV — Totals Row,"Totals row: Total label, blank identity/per-unit cells, pinned bold Total Cost",78,PASS,
C30557,https://shopview.testrail.io/index.php?/cases/view/30557,4367,IV — Totals Row,"Totals row sums the FULL filtered set on the server, not just the visible page",78,PASS,
C30558,https://shopview.testrail.io/index.php?/cases/view/30558,4367,IV — Totals Row,Totals-row Margin % is recomputed from the totals; not an average of rows,73,PASS,
C30561,https://shopview.testrail.io/index.php?/cases/view/30561,4368,IV — As-of Date & Snapshots,"""As of"" date control: a single day, defaults to today, capped at today",70,PASS,
C30562,https://shopview.testrail.io/index.php?/cases/view/30562,4368,IV — As-of Date & Snapshots,The report values inventory as of the END of the selected range,63,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30563,https://shopview.testrail.io/index.php?/cases/view/30563,4368,IV — As-of Date & Snapshots,"The ""as of"" date today, with today not yet recorded, values live stock",70,FAIL,3 no-automation-marker
C30564,https://shopview.testrail.io/index.php?/cases/view/30564,4368,IV — As-of Date & Snapshots,For a past date the report replays the closest recorded day on or before it,75,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30565,https://shopview.testrail.io/index.php?/cases/view/30565,4368,IV — As-of Date & Snapshots,"The date control names the resolved day; no separate ""As of"" indicator",70,PASS,
C30566,https://shopview.testrail.io/index.php?/cases/view/30566,4368,IV — As-of Date & Snapshots,"The ""as of"" date values stock as of that day; capped at today",61,PASS,
C30568,https://shopview.testrail.io/index.php?/cases/view/30568,4368,IV — As-of Date & Snapshots,History accrues forward only; a pre-first-recording date is not shown,69,PASS,
C30569,https://shopview.testrail.io/index.php?/cases/view/30569,4369,IV — Filters & Part Search,Category and Vendor multi-selects reload the report to matching parts only,74,PASS,
C30570,https://shopview.testrail.io/index.php?/cases/view/30570,4369,IV — Filters & Part Search,"Category, Vendor and part search are server-side; each change returns page 1",76,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30571,https://shopview.testrail.io/index.php?/cases/view/30571,4369,IV — Filters & Part Search,With no category or vendor selected all parts show,50,PASS,
C30572,https://shopview.testrail.io/index.php?/cases/view/30572,4369,IV — Filters & Part Search,Part search matches part number or description on the server; case-insensitive,78,PASS,
C30573,https://shopview.testrail.io/index.php?/cases/view/30573,4369,IV — Filters & Part Search,"""As of"" date, Location, Category, Vendor and part search combine with AND",73,PASS,
C30574,https://shopview.testrail.io/index.php?/cases/view/30574,4370,IV — Location Filter,The Location filter is a rightmost multi-select with an All locations toggle,76,PASS,
C30575,https://shopview.testrail.io/index.php?/cases/view/30575,4370,IV — Location Filter,"Selecting one, several, or all locations reloads the report scoped to that set",78,PASS,
C30576,https://shopview.testrail.io/index.php?/cases/view/30576,4370,IV — Location Filter,Scoping never includes an inaccessible location,47,PASS,
C30577,https://shopview.testrail.io/index.php?/cases/view/30577,4370,IV — Location Filter,Inventory Value: the Location filter is hidden for a one-location user,70,PASS,
C30579,https://shopview.testrail.io/index.php?/cases/view/30579,4371,IV — Column Selection & Persistence,Column Selection toggles columns; Total Cost cannot be turned off,65,PASS,
C30580,https://shopview.testrail.io/index.php?/cases/view/30580,4371,IV — Column Selection & Persistence,Toggling columns never reorders them,36,PASS,
C30581,https://shopview.testrail.io/index.php?/cases/view/30581,4371,IV — Column Selection & Persistence,The report remembers all filters; columns and sort per browser,62,PASS,
C30582,https://shopview.testrail.io/index.php?/cases/view/30582,4371,IV — Column Selection & Persistence,Defensive restore: a stale saved category or vendor is dropped on load,70,PASS,
C30583,https://shopview.testrail.io/index.php?/cases/view/30583,4372,IV — Sorting,Rows are sorted by Total Cost highest first on load and after any reload,72,PASS,
C30584,https://shopview.testrail.io/index.php?/cases/view/30584,4372,IV — Sorting,Header clicks sort ascending then descending; no third state; page 1 returns,76,PASS,
C30585,https://shopview.testrail.io/index.php?/cases/view/30585,4372,IV — Sorting,Money and numeric columns sort by value; text columns sort as text,66,PASS,
C30587,https://shopview.testrail.io/index.php?/cases/view/30587,4373,IV — Exports,Inventory Value: a three-dot menu holds Download (PDF) and Download (CSV),73,PASS,
C30588,https://shopview.testrail.io/index.php?/cases/view/30588,4373,IV — Exports,"Downloads keep shown columns and order, honor filters, and include Totals",73,PASS,
C30589,https://shopview.testrail.io/index.php?/cases/view/30589,4373,IV — Exports,Export number formats: money to 2 decimals; Margin % to 1 with em-dash,70,PASS,
C30590,https://shopview.testrail.io/index.php?/cases/view/30590,4373,IV — Exports,PDF header shows report name; org; period and an as-of line; logo if set,72,PASS,
C30591,https://shopview.testrail.io/index.php?/cases/view/30591,4373,IV — Exports,Downloaded files are named inventory-value-report.pdf and .csv,62,PASS,
C30592,https://shopview.testrail.io/index.php?/cases/view/30592,4373,IV — Exports,Exports are generated server-side over the full filtered set,60,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C30593,https://shopview.testrail.io/index.php?/cases/view/30593,4373,IV — Exports,An over-cap set produces no file and shows the too-large-to-export message,74,PASS,
C30595,https://shopview.testrail.io/index.php?/cases/view/30595,4373,IV — Exports,Download notifications: verbatim success and failure texts per format,69,PASS,
C30596,https://shopview.testrail.io/index.php?/cases/view/30596,4374,IV — Visual & Accessibility,All-white table with no row shading on the standard report backdrop,67,PASS,
C30597,https://shopview.testrail.io/index.php?/cases/view/30597,4374,IV — Visual & Accessibility,Toolbar layout: menu leftmost then Column Selection; then the 5 filters,71,PASS,
C30599,https://shopview.testrail.io/index.php?/cases/view/30599,4374,IV — Visual & Accessibility,Long Description; Category and Vendor truncate on hover; Part # never does,74,PASS,
C30600,https://shopview.testrail.io/index.php?/cases/view/30600,4374,IV — Visual & Accessibility,"In dark mode the page background, toolbar, cells; the ""—"" glyph remain legible",78,PASS,
C30601,https://shopview.testrail.io/index.php?/cases/view/30601,4374,IV — Visual & Accessibility,Each sortable header exposes its sort state and shows the direction,67,PASS,
C30602,https://shopview.testrail.io/index.php?/cases/view/30602,4374,IV — Visual & Accessibility,The icon-only download and Column Selection buttons carry accessible names,74,PASS,
C30603,https://shopview.testrail.io/index.php?/cases/view/30603,4375,IV — Permissions,A user with ordinary reports access can open Inventory Value,60,PASS,
C30604,https://shopview.testrail.io/index.php?/cases/view/30604,4375,IV — Permissions,Without reports access Inventory Value is absent from the navigation,68,PASS,
C30605,https://shopview.testrail.io/index.php?/cases/view/30605,4376,IV — API,Nightly snapshot records one row per in-stock non-core part per location,72,PASS,
C30606,https://shopview.testrail.io/index.php?/cases/view/30606,4376,IV — API,A recorded snapshot day equals what the live report showed that day,67,PASS,
C30607,https://shopview.testrail.io/index.php?/cases/view/30607,4376,IV — API,Nightly snapshot: re-running the capture for a date replaces that date's rows,77,PASS,
C30609,https://shopview.testrail.io/index.php?/cases/view/30609,4376,IV — API,Snapshot retention: daily captures are kept for 0–13 months,59,PASS,
C30610,https://shopview.testrail.io/index.php?/cases/view/30610,4376,IV — API,Thinned history still served by the closest-recorded-day rule,61,PASS,
C38856,https://shopview.testrail.io/index.php?/cases/view/38856,4300,SBC — Exports,Summary and Expanded View downloads exist for both PDF and CSV,62,PASS,
C38859,https://shopview.testrail.io/index.php?/cases/view/38859,4348,TU — Visual & Accessibility,"Column Selection: Technician always on, the other five toggleable, remembered",77,PASS,
C38885,https://shopview.testrail.io/index.php?/cases/view/38885,4335,PV — Exports,An over-cap Parts Velocity export is refused with the too-large message,71,PASS,
C38887,https://shopview.testrail.io/index.php?/cases/view/38887,4346,TU — Exports,An over-cap Technician Utilization export is refused with the too-large message,79,PASS,
C38890,https://shopview.testrail.io/index.php?/cases/view/38890,4354,WIP — Earned & Remaining,"A technician still clocked in counts toward Labor Earned, capped at the quote",77,PASS,
C38892,https://shopview.testrail.io/index.php?/cases/view/38892,4368,IV — As-of Date & Snapshots,A recorded day keeps its category and vendor names after a rename or delete,75,PASS,
C38894,https://shopview.testrail.io/index.php?/cases/view/38894,4314,SBR — Inv. Hrs & Calculations,A clock-record edit after invoicing updates Labor Delta; billed money stays put,79,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C38912,https://shopview.testrail.io/index.php?/cases/view/38912,4292,SBC — Location Filter,"Location column: shown to any multi-location user, Multiple on aggregating rows",79,PASS,
C38913,https://shopview.testrail.io/index.php?/cases/view/38913,4311,SBR — Location Filter,Location column: shown to any multi-location user; toggleable; rep rows Multiple,80,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C38914,https://shopview.testrail.io/index.php?/cases/view/38914,4331,PV — Filters,Location column: leftmost before Type; own location per row; Multiple on merged,79,PASS,
C38915,https://shopview.testrail.io/index.php?/cases/view/38915,4347,TU — Location Filter,Location column: leftmost for a multi-location user; Summary row blank,70,PASS,
C38916,https://shopview.testrail.io/index.php?/cases/view/38916,4358,WIP — Filters,Location column names each work order's location and never reads Multiple,73,PASS,
C38917,https://shopview.testrail.io/index.php?/cases/view/38917,4370,IV — Location Filter,Location column: shown to any multi-location user; toggleable; never Multiple,77,FAIL,2 raw-list-markup (preconditions); 2 raw-list-markup (steps); 2 raw-list-markup (expected); 3 no-blank-line-before-marker
C38918,https://shopview.testrail.io/index.php?/cases/view/38918,4360,WIP — Exports,An over-cap Work In Progress download is refused with the too-large message,75,PASS,
C38924,https://shopview.testrail.io/index.php?/cases/view/38924,4334,PV — Columns & Calculations,Units Sold keeps an exact part-of-a-unit quantity and is never rounded off,74,PASS,
C38925,https://shopview.testrail.io/index.php?/cases/view/38925,4337,PV — API,QuickBooks amount for a part-of-a-unit sale is exact and never inflated,71,PASS,
C39447,https://shopview.testrail.io/index.php?/cases/view/39447,4289,SBC — Permissions,No Sales By Customer permission is offered in the role permission editor,72,PASS,
C43546,https://shopview.testrail.io/index.php?/cases/view/43546,4305,SBC — API,The back end serves SBC report data and export on ordinary reports access,73,FAIL,7 jargon:http_status (expected)
C43547,https://shopview.testrail.io/index.php?/cases/view/43547,4335,PV — Exports,A large PDF download fails outright while the CSV of the same view works,72,PASS,
C43548,https://shopview.testrail.io/index.php?/cases/view/43548,4373,IV — Exports,A large Inventory Value PDF fails instead of being refused politely,67,PASS,
C43550,https://shopview.testrail.io/index.php?/cases/view/43550,4299,SBC — Column Selector,A one-location user never sees Location in the column-selection list,68,PASS,
C43551,https://shopview.testrail.io/index.php?/cases/view/43551,4359,WIP — Column Selection & Persistence,A hand-made Location column choice is remembered like any other column,70,PASS,
C43552,https://shopview.testrail.io/index.php?/cases/view/43552,4346,TU — Exports,Both spreadsheet downloads hold the summary rows and no per-day rows,68,PASS,
C43553,https://shopview.testrail.io/index.php?/cases/view/43553,4300,SBC — Exports,A logo that is set but will not load falls back to the ShopView logo,68,PASS,
C43557,https://shopview.testrail.io/index.php?/cases/view/43557,4353,WIP — Columns & Rows,"The WO # is plain text, not a link, without Work Order permission",65,PASS,
C43558,https://shopview.testrail.io/index.php?/cases/view/43558,4296,SBC — Invoice Links & Navigation,You cannot reach an invoice you have no permission to open,58,PASS,
C43559,https://shopview.testrail.io/index.php?/cases/view/43559,4317,SBR — Links & Navigation,Invoice # and customer name when you cannot open what they point at,67,PASS,
C43591,https://shopview.testrail.io/index.php?/cases/view/43591,4291,SBC — Product Type Filter,Clear all leaves neither Product Type toggle on and shows the empty state,73,PASS,
C43592,https://shopview.testrail.io/index.php?/cases/view/43592,4354,WIP — Earned & Remaining,"A fixed-price line is valued at its fixed amount, not at picked parts or hours",78,PASS,
C43593,https://shopview.testrail.io/index.php?/cases/view/43593,4354,WIP — Earned & Remaining,A fixed-price line with no invoiced hours earns all at once when it is completed,80,PASS,
C43594,https://shopview.testrail.io/index.php?/cases/view/43594,4354,WIP — Earned & Remaining,Core charges count in parts value and a core decision never moves the figures,77,PASS,
C43814,https://shopview.testrail.io/index.php?/cases/view/43814,4353,WIP — Columns & Rows,Adjustments column appears in the fixed column order and in the first-visit set,79,PASS,
C43815,https://shopview.testrail.io/index.php?/cases/view/43815,4354,WIP — Earned & Remaining,Adjustments is the signed net of work-order-level fees and discounts,68,PASS,
C43816,https://shopview.testrail.io/index.php?/cases/view/43816,4354,WIP — Earned & Remaining,A work-order fee or discount moves only Adjustments and Total,61,PASS,
C43817,https://shopview.testrail.io/index.php?/cases/view/43817,4354,WIP — Earned & Remaining,A row's Total is Earned plus Remaining plus Adjustments,55,PASS,
C43818,https://shopview.testrail.io/index.php?/cases/view/43818,4356,WIP — Summary Strip,The summary strip shows seven figures and no Adjustments figure,63,PASS,
C43819,https://shopview.testrail.io/index.php?/cases/view/43819,4357,WIP — Totals Row,The Totals row sums the Adjustments column across the tab's visible jobs,72,PASS,
C43820,https://shopview.testrail.io/index.php?/cases/view/43820,4363,WIP — API,Earlier as-of days show no Adjustments value because history is not backfilled,78,PASS,
C43821,https://shopview.testrail.io/index.php?/cases/view/43821,4354,WIP — Earned & Remaining,"Completed tab: Earned equals Total minus Adjustments, Remaining $0.00",69,PASS,
C43822,https://shopview.testrail.io/index.php?/cases/view/43822,4298,SBC — Totals & Calculations,Adjustments column appears between Shop Supplies and Margin,59,PASS,
C43823,https://shopview.testrail.io/index.php?/cases/view/43823,4298,SBC — Totals & Calculations,Adjustments is the signed net of invoice-level fees and discounts,65,PASS,
C43824,https://shopview.testrail.io/index.php?/cases/view/43824,4298,SBC — Totals & Calculations,Every row ties out once Adjustments is included,47,PASS,
C43825,https://shopview.testrail.io/index.php?/cases/view/43825,4299,SBC — Column Selector,The column selector lists ten toggleable columns including Adjustments,70,PASS,
C43826,https://shopview.testrail.io/index.php?/cases/view/43826,4300,SBC — Exports,Both CSV exports include the Adjustments column in the specified position,73,PASS,
C43827,https://shopview.testrail.io/index.php?/cases/view/43827,4294,SBC — Tree & Rows,Each invoice detail row shows a per-invoice Adjustments value,61,PASS,
C43828,https://shopview.testrail.io/index.php?/cases/view/43828,4312,SBR — Rep Rows & Tree,Adjustments column appears between Parts Margin and Margin,58,PASS,
C43829,https://shopview.testrail.io/index.php?/cases/view/43829,4314,SBR — Inv. Hrs & Calculations,Adjustments is the signed net of invoice-level fees and discounts,65,PASS,
C43830,https://shopview.testrail.io/index.php?/cases/view/43830,4315,SBR — Subtotal & Totals,Every row ties out once Adjustments is included,47,PASS,
C43831,https://shopview.testrail.io/index.php?/cases/view/43831,4320,SBR — Column Selector,The eight toggleable metric columns include Adjustments,55,PASS,
C43832,https://shopview.testrail.io/index.php?/cases/view/43832,4300,SBC — Exports,CSV export repeats the PDF header's Product Type and Locations filter lines,75,PASS,
C43833,https://shopview.testrail.io/index.php?/cases/view/43833,4322,SBR — Exports,"CSV export repeats the PDF header's Product Type, status and Locations lines",76,PASS,
C43834,https://shopview.testrail.io/index.php?/cases/view/43834,4335,PV — Exports,CSV export repeats the PDF header's date range and Locations filter lines,73,PASS,
C43835,https://shopview.testrail.io/index.php?/cases/view/43835,4346,TU — Exports,CSV export repeats the PDF header's technician and Locations filter lines,73,PASS,
C43836,https://shopview.testrail.io/index.php?/cases/view/43836,4360,WIP — Exports,CSV export repeats the PDF header's as-of date and Locations lines,66,PASS,
C43837,https://shopview.testrail.io/index.php?/cases/view/43837,4373,IV — Exports,CSV export shows the PDF header's as-of date and Locations filter lines,71,PASS,
C43838,https://shopview.testrail.io/index.php?/cases/view/43838,4361,WIP — Visual & Accessibility,Selecting a bucket tab glows its composing summary widgets (amber),66,PASS,
C43839,https://shopview.testrail.io/index.php?/cases/view/43839,4326,SBR — Visual Conformance & Accessibility,Long column header labels wrap to two lines instead of being truncated,70,PASS,
C43840,https://shopview.testrail.io/index.php?/cases/view/43840,4303,SBC — Visual Conformance,A group/summary row presents its rolled-up totals as an inline math strip,73,PASS,
C43979,https://shopview.testrail.io/index.php?/cases/view/43979,4352,WIP — Tab Placement,A work order with lines in several states appears in each matching tab,70,PASS,
C43984,https://shopview.testrail.io/index.php?/cases/view/43984,4361,WIP — Visual & Accessibility,"Long summary-figure and column labels wrap to a second row, no truncation",73,PASS,
