internal_id,testrail_case_id,testrail_link,file,section,title,verdict,reason,merge_group,merge_survivor,tier,sense_verdict,sense_reason,refs_ok,title_len
FLT-RPTS-08,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Sales Follow Up report shows Customer, Date and Contact filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,63
FLT-RPTS-09,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Sales Tax Collected tab shows Date, Invoice Status and Customer filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' (the trailing design-placeholder note reuses the number) — renumber the expected list.,yes,71
FLT-RPTS-10,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Sales Tax All Tax Rates tab shows only an Invoice Status filter,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,63
FLT-RPTS-11,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,A/R Aging Summary report shows Customer and Date filters,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' — renumber the expected list.,yes,56
FLT-RPTS-12,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"A/R Aging Detail shows Customer, Date, Location, Transaction Type filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,"Expected list numbering runs 1, 2, 3, then '2.' again — renumber the expected list.",yes,73
FLT-RPTS-13,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"A/R Aging Collection shows Customer, Date, Location, Transaction Type",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' — renumber the expected list.,yes,69
FLT-RPTS-14,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,A/P Aging Summary report shows Vendor and Date filters,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' — renumber the expected list.,yes,54
FLT-RPTS-15,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"A/P Aging Detail shows Vendor, Date, Location, Transaction Type filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' — renumber the expected list.,yes,71
FLT-RPTS-16,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"A/P Unpaid Invoices shows Vendor, Date, Location, Transaction Type filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,Expected list numbering repeats '2.' — renumber the expected list.,yes,74
FLT-RPTS-17,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"Notes report shows Author, Date and Mention filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,51
FLT-RPTS-18,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Reminders report shows only a Date filter,MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,41
FLT-RPTS-19,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"IBS Batch Transactions report shows Customer, Date and Status filters",MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,69
FLT-RPTS-20,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,QB Unexported report filters change per tab (Customer / Vendor / User),MERGE,Absorbed into FLT-RPTS-01 (no C-ID yet): same behaviour/component re-authored per entity — runs in one sitting on the same screen; the survivor gains this case's checks.,MG15-REPORTS-CHIP-MATRIX,FLT-RPTS-01,T2,FIX-WORDING,"Expected describes the chips on all three tabs but no step switches tabs — add 'switch between the Customers, Vendors and Journal Entries tabs'.",yes,70
FLT-RPTS-21,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,Choosing a Reports filter narrows the report results,KEEP,The Reports filtering behaviour contract — the load-bearing case for the whole Reports rollout; pending Branko's PRD.,,,T1,FIX-WORDING,Expected 1 says 'the report updates to show only the rows matching the chosen filter value' but the steps never choose a value (they only look at the buttons) — insert a select-a-value step (mirror FLT-PARTS-11 step 2) and fix the grammar 'go to the any (for example Sales) report'.,yes,52
FLT-RPTS-22,,"new, no C-ID yet",cases-F-reports-filters.json,Reports Page Filters,"New Reports filter types behave correctly (Location, Transaction Type, etc.)",KEEP,"New filter types (Location, Transaction Type, Invoice Status, Type, User, Mention) open and filter — the net-new controls of the Reports rollout; pending Branko's PRD.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,76
FLT-RPTS-23,C38882,https://shopview.testrail.io/index.php?/cases/view/38882,cases-F-reports-filters.json,Reports Page Filters,Date range filter: results update when both start and end dates are picked,KEEP,"The new date-range chip type's whole contract (no presets, no default, applies on the second date, one range at a time) — used by nearly every report.",,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,74
FLT-SRCH-01,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Page search opens with the 'Search or ask a question' box,CUT,Duplicate across projects: the spotlight/Command-K component is covered by the Global Search project's authored suite (86 cases); engineering (tech plan headline 5) says it is the wrong component for the Filters programme — transfer/retire pending Branko Q6 (PO decides).,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,57
FLT-SRCH-02,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),"Page search shows entity tabs All, Work Orders, Customers, Assets, Parts...",CUT,Duplicate across projects (Global Search suite covers entity tabs); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,75
FLT-SRCH-03,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Typing a term shows grouped results with counts and highlighting,CUT,Duplicate across projects (Global Search suite covers grouped results/highlighting); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,64
FLT-SRCH-04,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),"Recent searches are shown grouped by Today, Yesterday, Past week...",CUT,Duplicate across projects (Global Search suite covers recent searches); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,67
FLT-SRCH-05,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Re-opening page search keeps the last typed text and its results,CUT,Duplicate across projects (Global Search suite covers persisting search); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,64
FLT-SRCH-06,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Hovering a search result shows quick-action buttons,CUT,Duplicate across projects (Global Search suite covers hover quick-actions); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,51
FLT-SRCH-07,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Page search shows keyboard hints and supports keyboard navigation,CUT,Duplicate across projects (Global Search suite covers keyboard navigation); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,65
FLT-SRCH-08,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Page search results include a Refresh action,CUT,Duplicate across projects (Global Search suite covers the results panel incl. Refresh); wrong component for Filters per engineering — pending Branko Q6.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,44
FLT-SRCH-09,,"new, no C-ID yet",cases-G-page-search.json,Page Search (Command-K),Page search scope belongs to Filters or Global Search (to decide),CUT,"Not a test case — a QA/PO scope decision ('which project owns page search') dressed as a case; the decision already lives in the Branko question sheet (Q6), not in TestRail.",,,T2,NONSENSE,"NONSENSE (F6 not actionable / F1 not executable): step 1 reads 'Review where the page search / Command-K component is owned for testing' and expected 1 reads 'The page-search component is agreed to belong to either the Filters test suite or the Global Search test suite, not both' — a manual tester cannot execute an ownership agreement; this is a QA/PO scope decision (Branko Q6), not a test. Recommend CUT (decision tracked in the PO question sheet).",yes,65
FLT-PSRCH-01,C38883,https://shopview.testrail.io/index.php?/cases/view/38883,cases-H-page-search-toolbar.json,Page Search Toolbar,Page toolbar Search expands in place and narrows the list as you type,KEEP,The new page-search component's states + as-you-type behaviour (blur rules deliberately merged in at authoring).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,69
FLT-PSRCH-02,C38884,https://shopview.testrail.io/index.php?/cases/view/38884,cases-H-page-search-toolbar.json,Page Search Toolbar,Page search combines with filters and is cleared separately,KEEP,Search + filters AND-combination and independent clearing — the core interaction contract of the toolbar search.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,59
FLT-PSRCH-03,C38886,https://shopview.testrail.io/index.php?/cases/view/38886,cases-H-page-search-toolbar.json,Page Search Toolbar,The page search text is remembered and restored like filters,KEEP,Search-text persistence incl. the no-match-restore rule (S10-N2) — easy to regress.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,60
FLT-PSRCH-04,C38888,https://shopview.testrail.io/index.php?/cases/view/38888,cases-H-page-search-toolbar.json,Page Search Toolbar,The search term is part of the shareable page link,KEEP,Search term in the shareable URL + malformed handling + the view-only rule — distinct subject from the filter URL cases.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,50
FLT-PSRCH-05,C38889,https://shopview.testrail.io/index.php?/cases/view/38889,cases-H-page-search-toolbar.json,Page Search Toolbar,On mobile the search expands in the toolbar and buttons make room,KEEP,Mobile inline search expansion + the D21 toolbar restructure (icon collapse into a 'more' menu) on named pages.,,,T2,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,65
FLT-PSRCH-06,C38891,https://shopview.testrail.io/index.php?/cases/view/38891,cases-H-page-search-toolbar.json,Page Search Toolbar,"Every list page keeps its own search box (Parts, Reports, detail tabs)",KEEP,The Story-14 safety sweep: no list surface silently loses its text search (engineering risk 9).,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,70
FLT-PSRCH-07,C38893,https://shopview.testrail.io/index.php?/cases/view/38893,cases-H-page-search-toolbar.json,Page Search Toolbar,The top navigation search no longer filters page lists,KEEP,The removal contract itself: the top navigation search must stop filtering page lists app-wide.,,,T1,SENSIBLE,"Cold-read PASS: preconditions reachable (seeding stated where needed), steps executable in order, expected follows, no contradiction, controls spec/design-traceable (unpinned behaviour explicitly hedged — the honest pattern), pass/fail observable.",yes,54
