internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,sense_verdict,sense_reason,contradiction_group,contradiction_counterparts,contradiction_resolution,genuine_refs_ok,layman_runnable,layman_note,status_ledger,status_note,type,api_related
SBR-ASGN-02,C30293,https://shopview.testrail.io/index.php?/cases/view/30293,SBR,SBR — Sales Rep Assignments Export,"Sales Representative Assignments CSV: file name, headers, success toast",KEEP,"Assignments CSV file name, toast, UTF-8 BOM and its three closed headers.",,,FIX-WORDING,"Expected 1 puts the hedge INSIDE the quoted file name: 'downloads as ""sales-representative-assignments.csv (the short form ""rep"" is gone from the file name - confirm the exact final file name in the build)""'. A cold tester cannot tell what the file name is meant to be. Move the parenthetical out of the quotes.",,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-ASGN-03,C30294,https://shopview.testrail.io/index.php?/cases/view/30294,SBR,SBR — Sales Rep Assignments Export,"Assignments CSV: one row per assigned customer, sorted customer then rep",KEEP,"One row per assigned customer, no-rep customers excluded, and the two-key sort.",,,SENSIBLE,Four steps.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-ASGN-04,C30295,https://shopview.testrail.io/index.php?/cases/view/30295,SBR,SBR — Sales Rep Assignments Export,"""Rep is active?"" tracks the staff-active status, not the toggle",KEEP,"""Rep is active?"" tracks staff-active status and NOT the sales-rep toggle - two independent flags, a genuine bug magnet.",,,SENSIBLE,The precondition arranges both crossed states explicitly and says to restore them.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-ASGN-05,C30296,https://shopview.testrail.io/index.php?/cases/view/30296,SBR,SBR — Sales Rep Assignments Export,"A deleted rep record still exports one row from the stored name, marked No",KEEP,"A deleted rep still exports from the stored name, plus the name-drift integrity rule.",,,SENSIBLE,Three steps.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-ASGN-06,C30297,https://shopview.testrail.io/index.php?/cases/view/30297,SBR,SBR — Sales Rep Assignments Export,Assignments export failure and nothing-to-export use the dialog's messages,KEEP,"Empty-export and generation-failure messages for this dialog, which deliberately differ from the suite's standard toasts.",,,SENSIBLE,The failure step is hedged with what to do if it is not forceable.,,,,Y,OK,,NOT-BUILT,,Negative,False
SBR-BADGE-01,C30226,https://shopview.testrail.io/index.php?/cases/view/30226,SBR,SBR — Payment Status Badge,Status badge between Customer and Inv. Hrs; every detail row shows mapped text,KEEP,"Badge position, unconditional rendering on detail rows, the full six-state mapping, and the never-colour-alone accessibility rule.",,,CONTRADICTION,"Expected 1 says ""The Status column sits between the Customer column and the Inv. Hrs column"", but SBR-EXP-04 (C30279) and SBR-COL-01 (C30265) both place the automatic Location column immediately AFTER Status (spec S21-R7, Chris Ward 2026-07-29) - so with more than one location in scope Status is NOT adjacent to Inv. Hrs. Group CG-SBR-STATUS-POSITION. Winner: S21-R7 (newest authoritative source). Repair: make expected 1 scope-conditional exactly as the sibling cases are. The VIU pass noticed the mismatch and rationalised it (""still true in the sense that Status precedes the metric block"") rather than repairing it.",CG-SBR-STATUS-POSITION,see sense_reason,aligned to the precedence winner (see sense_reason),Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-BADGE-02,C30227,https://shopview.testrail.io/index.php?/cases/view/30227,SBR,SBR — Payment Status Badge,Badge colors use the canonical payment-status tokens in light and dark,WEAK-KEEP,Badge colour tokens and their consistency with the invoice list; cosmetic.,,,SENSIBLE,"Both modes compared against an existing app surface, which is a fair by-eye reference.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-CALC-01,C30229,https://shopview.testrail.io/index.php?/cases/view/30229,SBR,SBR — Inv. Hrs & Calculations,Inv. Hrs is hours invoiced minus hours worked; half-up to one decimal,KEEP,Inv. Hrs verbatim heading plus the billed-minus-worked formula and its rounding.,,,SENSIBLE,Two steps with a hand recalculation.,,,,Y,OK,Needs clocked time; every value is 0.0 on this org.,DEVIATION,"DEVIATION confirmed live 2026-08-04 on v3.4.1-0ed4433: heading 'Inv. Hrs' is verbatim and the zero value renders '0.0', but hours_invoiced stays 0 for an invoice that billed 1.5 h of hourly labour, so the +/- legs cannot be produced. No longer blocked by SV-8821.",Functional,False
SBR-CALC-02,C30230,https://shopview.testrail.io/index.php?/cases/view/30230,SBR,SBR — Inv. Hrs & Calculations,"Inv. Hrs: +green, -red, 0.0 default on every row; rollups from unrounded deltas",KEEP,The three colour states plus the round-the-unrounded-sum rollup rule - a real aggregation contract.,,,SENSIBLE,Four steps including the tiny-delta edge.,,,,Y,OK,,DEVIATION,"DEVIATION confirmed live 2026-08-04 on v3.4.1-0ed4433: heading 'Inv. Hrs' is verbatim and the zero value renders '0.0', but hours_invoiced stays 0 for an invoice that billed 1.5 h of hourly labour, so the +/- legs cannot be produced. No longer blocked by SV-8821.",Functional,False
SBR-CALC-03,C30231,https://shopview.testrail.io/index.php?/cases/view/30231,SBR,SBR — Inv. Hrs & Calculations,No-labor-no-time invoices show 0.0; clocked-unbilled work shows negative,KEEP,The worked-but-unbilled negative must not be suppressed to zero - the single most useful assertion in this area.,,,SENSIBLE,"Two rows, two reads.",,,,Y,OK,,DEVIATION,"DEVIATION confirmed live 2026-08-04 on v3.4.1-0ed4433: heading 'Inv. Hrs' is verbatim and the zero value renders '0.0', but hours_invoiced stays 0 for an invoice that billed 1.5 h of hourly labour, so the +/- legs cannot be produced. No longer blocked by SV-8821.",Negative,False
SBR-CALC-05,C30233,https://shopview.testrail.io/index.php?/cases/view/30233,SBR,SBR — Inv. Hrs & Calculations,Margin % to one decimal; em dash when Subtotal <= 0; recomputed on rollups,KEEP,"Margin % formula, the undefined branch, and recomputation on every rollup rather than averaging children.",,,SENSIBLE,Step 1 makes the tester recompute the summary value.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-CALC-06,C30234,https://shopview.testrail.io/index.php?/cases/view/30234,SBR,SBR — Inv. Hrs & Calculations,Money columns use the standardized labels and definitions,KEEP,"Money labels and definitions, including that SBR's Subtotal deliberately excludes shop supplies unlike SBC.",,,SENSIBLE,Closed label list version-pinned to SBR v15 S5-R2 with Location excluded as a non-money column - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-CALC-07,C30235,https://shopview.testrail.io/index.php?/cases/view/30235,SBR,SBR — Inv. Hrs & Calculations,Negative dollar values render in accounting parentheses; money columns only,KEEP,"Accounting parentheses on money columns only, with Inv. Hrs and Margin % explicitly excluded - a formatter contract that is easy to over-apply.",,,SENSIBLE,Step 2 provides the contrast cells.,,,,Y,OK,No negative money value exists on this org.,NOT-BUILT,,Functional,False
SBR-CALC-08,C30236,https://shopview.testrail.io/index.php?/cases/view/30236,SBR,SBR — Inv. Hrs & Calculations,Half-up rounding at each precision; totals may differ by one last-decimal unit,KEEP,Half-up rounding and the deliberately-expected one-unit totals discrepancy - it prevents a false money-bug report.,,,SENSIBLE,The 2026-07-28 repair replaced an untypeable seeding hint with a workable one (sub-cent amounts from hours x rate).,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-CALC-09,C38894,https://shopview.testrail.io/index.php?/cases/view/38894,SBR,SBR — Inv. Hrs & Calculations,A clock-record edit after invoicing updates Inv. Hrs; billed money stays put,KEEP,"A clock edit after invoicing moves the worked-hours side while the billed sell values stay put - high-value integrity, and it guards SBC too.",,,SENSIBLE,Three steps with a before/after read.,,,,Y,OK,Needs rights to edit clock records.,DEVIATION,"DEVIATION confirmed live 2026-08-04 on v3.4.1-0ed4433: heading 'Inv. Hrs' is verbatim and the zero value renders '0.0', but hours_invoiced stays 0 for an invoice that billed 1.5 h of hourly labour, so the +/- legs cannot be produced. No longer blocked by SV-8821.",Functional,False
SBR-COL-01,C30265,https://shopview.testrail.io/index.php?/cases/view/30265,SBR,SBR — Column Selector,Column selector: seven metric toggles; five always-on columns cannot be hidden,KEEP,"Seven toggles, five always-on columns, the all-hidden boundary, and the Location carve-out.",,,SENSIBLE,Closed lists version-pinned to SBR v15 S20-R2/R3 and expected 5 pre-empts the Location confusion - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-COL-03,C30267,https://shopview.testrail.io/index.php?/cases/view/30267,SBR,SBR — Column Selector,Toggling a column applies at once to summary; detail and Totals rows,WEAK-KEEP,"That a toggle applies to summary, detail and totals rows at once; largely implied by SBR-COL-01.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-COL-04,C30268,https://shopview.testrail.io/index.php?/cases/view/30268,SBR,SBR — Column Selector,Column visibility never affects the exports,KEEP,Column visibility never affects the exports - a genuinely easy contract to break and a real customer-facing surprise if it does.,,,SENSIBLE,Two steps across all four files.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-COL-05,C30269,https://shopview.testrail.io/index.php?/cases/view/30269,SBR,SBR — Column Selector,Hiding the active sort column keeps the sort,WEAK-KEEP,"Hiding the active sort column keeps the sort; a narrow edge, though a plausible crash site.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-DATE-01,C30201,https://shopview.testrail.io/index.php?/cases/view/30201,SBR,SBR — Date Range Filter,Date range picker is in the toolbar and offers the standard presets plus Custom,KEEP,The preset list; the build offers a different set so the case is load-bearing.,,,SENSIBLE,"The note honestly flags that SBR's spec list omits ""Last Week"" where SBC's includes it - an intra-suite spec inconsistency, stated rather than silently reconciled.",,,,Y,OK,,DEVIATION,,Functional,False
SBR-DATE-02,C30202,https://shopview.testrail.io/index.php?/cases/view/30202,SBR,SBR — Date Range Filter,A Custom range uses the date-picker and holds a 366-day maximum span,KEEP,Custom-range picking plus the 366-day span cap.,,,SENSIBLE,Step 1 already describes the inline calendar.,,,,Y,OK,,DEVIATION,,Functional,False
SBR-DATE-04,C30204,https://shopview.testrail.io/index.php?/cases/view/30204,SBR,SBR — Date Range Filter,An invoice sits in the range by its own invoice date; endpoints included,KEEP,"Inclusive range endpoints against the invoice's own date, and the range reflected in both PDFs.",,,SENSIBLE,Three steps; the on-the-boundary invoices are the point.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-DEACT-02,C30253,https://shopview.testrail.io/index.php?/cases/view/30253,SBR,SBR — Staff Deactivation,"Deactivate dialog: counted pluralized headline, reassurance, focus trap",KEEP,"The destructive-action confirmation dialog: pre-commit, counted and pluralized headline, reassurance line, focus trap.",,,SENSIBLE,Three steps across two differently-shaped reps.,,,,Y,OK,"Blocked by the invoices/create HTTP 500 defect, not an external dependency.",DEVIATION,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Functional,False
SBR-DEACT-03,C30254,https://shopview.testrail.io/index.php?/cases/view/30254,SBR,SBR — Staff Deactivation,Type-YES gate: auto-focus; case-insensitive match; Enter submits,KEEP,The type-YES gate including whitespace and case tolerance and the disabled-button tooltip - a real guard against accidental deactivation.,,,SENSIBLE,Step 3 walks four separate inputs.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,DEVIATION,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Functional,False
SBR-DEACT-04,C30255,https://shopview.testrail.io/index.php?/cases/view/30255,SBR,SBR — Staff Deactivation,Cancel and X dismiss the Deactivate dialog; Escape and clicking outside do not,WEAK-KEEP,"Dismissal controls; largely house-rule behaviour, and expected 1's ""red outline"" is cosmetic. Kept because the PO ruled the Esc behaviour explicitly.",,,SENSIBLE,"Five steps, each with a status check.",,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,VIU-Observed-PASS,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Functional,False
SBR-DEACT-05,C30256,https://shopview.testrail.io/index.php?/cases/view/30256,SBR,SBR — Staff Deactivation,"Valid submit locks the dialog, then deactivates keeping assignments",KEEP,In-flight lock plus the assignments-are-never-modified guarantee - the data-integrity heart of this flow.,,,SENSIBLE,Two steps; the note says to reactivate afterwards.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,VIU-Observed-PASS,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Functional,False
SBR-DEACT-06,C30257,https://shopview.testrail.io/index.php?/cases/view/30257,SBR,SBR — Staff Deactivation,"After deactivation: toggle unchanged, CSV shows No, report credit intact",KEEP,"Post-deactivation state across three surfaces, and the two independent flags that drive different indicators.",,,SENSIBLE,Three steps.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,DEVIATION,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Functional,False
SBR-DEACT-07,C30258,https://shopview.testrail.io/index.php?/cases/view/30258,SBR,SBR — Staff Deactivation,"No dialog: toggle off, no assignments, already inactive, or reactivation",KEEP,The four no-dialog branches - without this case the guard could fire on every toggle and nobody would notice.,,,SENSIBLE,Three steps over three deliberately-shaped staff members.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,DEVIATION,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Negative,False
SBR-DEACT-08,C30259,https://shopview.testrail.io/index.php?/cases/view/30259,SBR,SBR — Staff Deactivation,A deactivation failure shows the error toast and leaves the status alone,KEEP,Failure toast with its verbatim shipped wording and the unchanged-status guarantee.,,,SENSIBLE,The known shipped typo is explicitly marked do-not-file.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,VIU-Observed-PASS,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Negative,False
SBR-DEACT-09,C30260,https://shopview.testrail.io/index.php?/cases/view/30260,SBR,SBR — Staff Deactivation,"If the assignment pre-check fails, the warning dialog still opens",KEEP,"Pre-check failure must still open the dialog - the never-silently-deactivate fallback, the highest-risk branch in the flow.",,,SENSIBLE,Two steps; the precondition says to mark Blocked with a reason if the failure is not forceable.,,,,Y,OK,Blocked by the invoices/create HTTP 500 defect.,DEVIATION,"Re-driven LIVE 2026-08-04 on v3.4.1-0ed4433 after the QA lead closed SV-8821 as not reproducible; the invoicing seed works once a CONTACT is set, so this case was never blocked. See rulings-2026-08-04/RULING-1-THE-15-CASES.md.",Negative,False
SBR-EXP-01,C30276,https://shopview.testrail.io/index.php?/cases/view/30276,SBR,SBR — Exports,The ⋯ overflow menu lists exactly four download actions,KEEP,Closed four-action export menu and its position.,,,SENSIBLE,Closed list version-pinned to SBR v15 S14-R1 - Rule 42 satisfied.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-02,C30277,https://shopview.testrail.io/index.php?/cases/view/30277,SBR,SBR — Exports,"All four downloads respect filters, full result set, and active order",KEEP,"All four downloads honour every filter, the full result set regardless of expansion, the active order, the pinned Unassigned row, and the Locations line.",,,SENSIBLE,"Precondition 4 deliberately leaves a rep collapsed, which is what makes expected 2 a real test.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-03,C30278,https://shopview.testrail.io/index.php?/cases/view/30278,SBR,SBR — Exports,Summary PDF: one rolled-up row per rep with a recomputed grand totals row,KEEP,Summary PDF anatomy plus the recomputed grand totals row - a money contract in the file.,,,SENSIBLE,Scope-conditioned for Location and honest that the position needs build confirmation.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-04,C30279,https://shopview.testrail.io/index.php?/cases/view/30279,SBR,SBR — Exports,Expanded View PDF: one page-block per rep with its own totals; no grand,KEEP,"Expanded PDF page-block-per-rep structure, per-rep totals, and the explicit absence of a grand totals row.",,,SENSIBLE,Four steps; expected 6 is a negative that would otherwise never be checked.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-05,C30280,https://shopview.testrail.io/index.php?/cases/view/30280,SBR,SBR — Exports,Expanded View PDF truncates invoice numbers longer than 18 characters,WEAK-KEEP,"An 18-character invoice-number truncation rule; narrow, cosmetic and unproducible on real data shaped S-15826.",,,SENSIBLE,The note tells the tester to record it as Blocked with a reason rather than infer.,,,,Y,OK,,NOT-BUILT,,Functional,False
SBR-EXP-06,C30281,https://shopview.testrail.io/index.php?/cases/view/30281,SBR,SBR — Exports,"PDF footer on every page, default-logo fallback, and deterministic PDF filenames",KEEP,"Footer on every page, the default-logo fallback and the two deterministic PDF filenames.",,,SENSIBLE,"Closed filenames and footer string version-pinned to SBR v15 S14-R11/S14-R4 - Rule 42 satisfied. LEDGER FLAG: the VIU recorded PASS while its own observation reads ""sales-by-representative-<variant>-<range>.pdf"" - a range token the case's ""named exactly"" forbids. That is a DEVIATION, not a pass.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-07,C30282,https://shopview.testrail.io/index.php?/cases/view/30282,SBR,SBR — Exports,"PDFs render negative dollars in accounting parentheses, keep the (Inactive) tag",KEEP,Accounting parentheses in the PDF surface plus the no-(N)-count and the (Inactive) tag - the export half of a formatter contract (Rule 40).,,,SENSIBLE,Three steps.,,,,Y,OK,No negative money value and no inactive rep exist on this org.,NOT-BUILT,,Functional,False
SBR-EXP-08,C30283,https://shopview.testrail.io/index.php?/cases/view/30283,SBR,SBR — Exports,PDF body font steps down as the longest dollar value grows; no overflow,WEAK-KEEP,"PDF font step-down tiers; cosmetic and inspector-dependent, though the no-overflow guarantee is worth something.",,,SENSIBLE,The 2026-07-28 repair made the relative step-down the pass criterion and moved the px tiers into the notes.,,,,Y,TOOL,Exact sizes need a PDF inspector; the case says so.,VIU-Observed-PASS,,Functional,False
SBR-EXP-10,C30285,https://shopview.testrail.io/index.php?/cases/view/30285,SBR,SBR — Exports,"Summary CSV: file name, UTF-8 BOM, verbatim headers, one row per rep",KEEP,"Summary CSV file name, BOM, closed header list, row model and the distinct-customer de-duplication rule.",,,SENSIBLE,"Scope-conditioned and version-pinned, and the refs disclose that the spec's own header list lags S14-R20 - Rule 42 satisfied.",,,,Y,OK,,DEVIATION,,Functional,False
SBR-EXP-11,C30286,https://shopview.testrail.io/index.php?/cases/view/30286,SBR,SBR — Exports,"Expanded CSV: file name, verbatim headers, one row per invoice",KEEP,"Expanded CSV file name, BOM, closed header list and the one-row-per-invoice model, with the three-hours-columns build-delta flagged.",,,SENSIBLE,Scope-conditioned and version-pinned.,,,,Y,OK,,DEVIATION,,Functional,False
SBR-EXP-12,C30287,https://shopview.testrail.io/index.php?/cases/view/30287,SBR,SBR — Exports,"CSV cells: plain numbers, signed Inv. Hrs, empty Margin %, (Inactive)",KEEP,"CSV cell formatting: plain re-pivotable numbers, signed hours, empty undefined percentage, and the (Inactive) tag in the name.",,,SENSIBLE,"Step 1 insists on a text editor rather than a spreadsheet, which is what makes the check valid.",,,,Y,OK,,DEVIATION,,Functional,False
SBR-EXP-13,C30288,https://shopview.testrail.io/index.php?/cases/view/30288,SBR,SBR — Exports,The Unassigned row appears in all four downloads only when the toggle is on,KEEP,"The Unassigned row in all four downloads, in both toggle states - eight observations that would otherwise need eight cases.",,,SENSIBLE,Four steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-EXP-14,C30289,https://shopview.testrail.io/index.php?/cases/view/30289,SBR,SBR — Exports,A failed download shows the canonical error toast,KEEP,Download-failure toast with its verbatim shipped wording plus the never-a-malformed-file guarantee.,,,SENSIBLE,The known typo is marked do-not-correct.,,,,Y,TOOL,Needs a way to cut the network mid-download.,VIU-Observed-PASS,,Negative,False
SBR-EXP-15,C30290,https://shopview.testrail.io/index.php?/cases/view/30290,SBR,SBR — Exports,Over-cap Expanded View PDF is refused with the too-large message,KEEP,"Over-cap pre-generation refusal with the PO-ruled single message; the build returns HTTP 500 instead, so this case is load-bearing.",,,SENSIBLE,"The refs explicitly record that the asserted string deliberately differs from the SBR spec's own stale wording, citing Chris Ward's Q2 ruling - exactly the provenance Rule 25 wants.",,,,Y,OK,,DEVIATION,,Negative,False
SBR-EXP-16,C30291,https://shopview.testrail.io/index.php?/cases/view/30291,SBR,SBR — Exports,An empty-data export still generates with zeroed Summary PDF totals,KEEP,"Empty-data exports still generate, with the zeroed Summary totals row; the build omits the totals row, so this case is doing real work.",,,SENSIBLE,Two steps across four files.,,,,Y,OK,,DEVIATION,,Functional,False
SBR-LINK-01,C30247,https://shopview.testrail.io/index.php?/cases/view/30247,SBR,SBR — Links & Navigation,Detail-row invoice number and customer name links navigate in the current tab,KEEP,"Both link kinds navigate in the current tab to the right destination - and the customer name IS a link here, deliberately unlike SBC.",,,SENSIBLE,Three steps; the note names the deliberate cross-report difference.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-LINK-03,C30249,https://shopview.testrail.io/index.php?/cases/view/30249,SBR,SBR — Links & Navigation,Browser back from a drilldown restores expansion and scroll; no reload,KEEP,"Back from a drilldown restores expansion and scroll without a reload - deliberately different from a page reload, which does not.",,,SENSIBLE,Three steps; expected 3 states the contrast explicitly.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-LINK-04,C30250,https://shopview.testrail.io/index.php?/cases/view/30250,SBR,SBR — Links & Navigation,Invoice links use theme-primary; customer links use the body color,WEAK-KEEP,"Link colour, underline and focus treatment; cosmetic, though the visible focus indicator is an accessibility point.",,,SENSIBLE,Three steps across both modes.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-LINK-05,C30251,https://shopview.testrail.io/index.php?/cases/view/30251,SBR,SBR — Links & Navigation,An unavailable link destination shows the standard not-found state,WEAK-KEEP,"Unavailable destination degrades to the app's standard not-found state; a near-duplicate of SBC-LINK-04 (C30141) across reports, and largely framework behaviour.",,,SENSIBLE,"Two steps, the second hedged.",,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBR-LOC-01,C30213,https://shopview.testrail.io/index.php?/cases/view/30213,SBR,SBR — Location Filter,Location filter is the rightmost control with an All Locations option,WEAK-KEEP,Location filter anatomy; largely subsumed by SBR-LOC-03 and SBR-LOC-05.,,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-LOC-03,C30215,https://shopview.testrail.io/index.php?/cases/view/30215,SBR,SBR — Location Filter,Location selection cascades; an inaccessible location's data is never included,KEEP,Location cascade through every metric plus the inaccessible-location exclusion - a tenant-safety contract.,,,SENSIBLE,Four steps over a deliberately-shaped three-location setup.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-LOC-04,C30216,https://shopview.testrail.io/index.php?/cases/view/30216,SBR,SBR — Location Filter,Sales By Representative: Location filter hidden for a one-location user,KEEP,PO-ruled hidden Location filter for a one-location user; the build refutes it.,,,SENSIBLE,Two steps.,,,,Y,OK,,DEVIATION,,Negative,False
SBR-LOC-05,C38913,https://shopview.testrail.io/index.php?/cases/view/38913,SBR,SBR — Location Filter,The Location column shows only with more than one location; rep rows Multiple,KEEP,"Location column position, Multiple on spanning rep rows, exact on invoice rows, the Unassigned row rule, Subtotal still rightmost, and all four exports.",,,FIX-WORDING,"Expected 8 is the FOURTH copy of the same cosmetic filter-width assertion (with IV-LOC-06 exp 6, PV-FILT-14 exp 6, SBC-LOC-04 exp 7). Consolidate into one styling case or drop from all four.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-MOB-01,C30302,https://shopview.testrail.io/index.php?/cases/view/30302,SBR,SBR — Mobile,On a phone every toolbar control works on touch,KEEP,Mobile toolbar operability and the stacking behaviour at the breakpoint.,,,SENSIBLE,Three steps with a concrete width.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-MOB-02,C30303,https://shopview.testrail.io/index.php?/cases/view/30303,SBR,SBR — Mobile,On a phone the table scrolls sideways with Subtotal pinned outside it,KEEP,Mobile horizontal scroll with the pinned Subtotal plus the external totals bar outside the scroll container.,,,SENSIBLE,Three steps. The VIU note misread expected 1 as claiming Subtotal sits outside the table - it does not; expected 2 is about the totals bar.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-MOB-03,C30304,https://shopview.testrail.io/index.php?/cases/view/30304,SBR,SBR — Mobile,Touch targets are at least 44×44 px and touch users get no hover-only tooltips,KEEP,Minimum touch-target size and no hover-only tooltips on touch - it found a real accessibility gap (8 of 10 controls undersized).,,,SENSIBLE,Step 1 names the measuring tool.,,,,Y,TOOL,"Inherently needs a ruler/inspector to measure 44x44 - not layman-runnable, but unavoidable for this requirement.",DEVIATION,,Accessibility,False
SBR-NAV-01,C30195,https://shopview.testrail.io/index.php?/cases/view/30195,SBR,SBR — Access & Navigation,"Sales By Representative under Performance, below existing links; titles correct",KEEP,"Navigation placement, the full-word label, additive placement, and both titles.",,,SENSIBLE,"The 2026-07-28 repair points the additive check at production or a prior build, which is the only way a cold tester can make it.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-NAV-03,C30197,https://shopview.testrail.io/index.php?/cases/view/30197,SBR,SBR — Access & Navigation,The nav entry fits the full Sales By Representative label; no truncation,WEAK-KEEP,"The long label must not truncate; cosmetic, though it is the specified fix for a known layout problem.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-PERM-01,C30198,https://shopview.testrail.io/index.php?/cases/view/30198,SBR,SBR — Permissions,Sales By Representative is visible to anyone who sees another Performance report,KEEP,Group-level visibility of the entry.,,,SENSIBLE,"One step. METADATA CONTRADICTION: the note says ""Unlike SBC (dedicated per-report permission), SBR is gated at the Performance-group level"" - stale against Chris Ward's Q1/Q2 one-permission ruling, which SBC-PERM-01/SBC-PERM-05 now assert. Notes are not pushed to TestRail, so no tester sees it, but the internal record contradicts the ruling and should be corrected.",,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-PERM-02,C30199,https://shopview.testrail.io/index.php?/cases/view/30199,SBR,SBR — Permissions,"Without Reports access: no navigation, no export menu, no Export dialog",KEEP,"No reports access blocks navigation, the report, its export menu AND the Export dialog - three surfaces in one negative.",,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBR-PERM-03,C30200,https://shopview.testrail.io/index.php?/cases/view/30200,SBR,SBR — Permissions,Without staff-administration access the deactivation flow is unreachable,WEAK-KEEP,Staff-administration gating; this is the app's own staff-admin permission rather than anything this report owns - close to testing the framework.,,,SENSIBLE,One step.,,,,Y,OK,,VIU-Observed-PASS,,Negative,False
SBR-PERS-01,C30271,https://shopview.testrail.io/index.php?/cases/view/30271,SBR,SBR — Persistence,All filter and view settings are restored before the first data fetch,KEEP,Seven settings restored BEFORE the first fetch - the no-double-fetch contract.,,,SENSIBLE,Three steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
SBR-PERS-02,C30272,https://shopview.testrail.io/index.php?/cases/view/30272,SBR,SBR — Persistence,Expansion state and scroll position are not remembered and reset on reload,KEEP,"Expansion and scroll deliberately not remembered on reload - prevents a false bug report, and pairs with SBR-LINK-03's opposite behaviour on back.",,,SENSIBLE,Two steps.,,,,Y,OK,,VIU-Observed-PASS,,Functional,False
