ID,Area,Story Ref,Title,Priority,Type,Permissions,Preconditions,Steps,Expected Result,Design Ref,VIU Status,Notes,TestRail Case ID,TestRail Link
SF-PNFIX-03,Inline Part-Number Fix (Story 10),S10-R1 (PN mandatory to receive); S10-R2 struck (linking to first-class item not required in v1),"Verify an EXISTING part number can be entered so the part can be received, without overwriting the item's description or category",High,Functional,receive access + Inventory visibility.,"1. Signed in as Admin.
2. An inventory item with a known part number exists; a part on a PO can be given that number.","1. Enter the existing part number on the part and save.
2. Receive the part.
3. Check the linked item's stock, received cost, Part History, description and category.","1. The existing part number saves on the part.
2. The part can be received once it has the number (plus the required cost / sell price and a vendor invoice number).
3. If a catalog item with that number already exists, its description and category are not overwritten.
4. Linking the part into a first-class inventory item (updating its stock / cost / history) is not required for this to pass.",requirements S10 AC,VIU-Verified,"Rescoped 2026-07-14 for the S10-R2 deprecation (spec _3, last-update-wins). Verified live 2026-07-14 that entering a part number persists and the part becomes receivable (receive-requested-parts 200). The 'links to the first-class inventory item + updates stock/cost/history' assertion is deprecated (not a v1 requirement) and removed from the expected; the no-overwrite-of-description/category expectation is retained as a data-safety check.",29365,https://shopview.testrail.io/index.php?/cases/view/29365
SF-PNFIX-04,Inline Part-Number Fix (Story 10),S10-R2 / S8-R7,Verify inline part-number field-locking rules match the receive-screen rules (sell locks after invoiced/paid),Medium,Functional,part edit / receive access.,"1. Signed in as Admin.
2. A part on an invoiced/paid WO and a part on an open WO are available.","1. On the open WO part, confirm qty/cost/sell are editable.
2. On the invoiced/paid WO part, confirm sell is locked and cost is editable.","1. Open work order: quantity, cost and sell are editable.
2. Invoiced/paid work order: sell is locked (lock icon + tooltip), only cost editable.
3. The inline part-number field rules apply with parity across BOTH the Bulk Receive page AND the single / Accept-Delivery receive screen.
4. Cost is editable when $0 or missing on either receive surface.",requirements S10-R2 / S8-R7,Blocked-Env,"Blocked-Env (precise, investigated live 2026-07-14): a true invoiced/paid WO state is not drivable in this harness. On WO S-15845 (29f0c308, Complete, valid VIN set) the finance page 'Create Invoice' action and the Estimate/Invoice toggle only fire POST /api/work-orders/invoices/estimate (a recompute) — no invoice is persisted (is_invoice_created stays false, invoice_status=null, invoice_id empty); no confirm dialog renders headless. Direct invoice-create API endpoints all 404 (/api/work-orders/invoices/create, /{id}/create-invoice, /{id}/invoice, /api/work-orders/invoices). Marking the WO PAID would additionally require a payment step. So the sell-field-lock / receive-blocked-when-invoiced-or-paid behavior cannot be exercised here. Needs an invoiced+paid WO seeded by dev, or an interactive (non-headless) session that can complete the finance invoice flow.",29366,https://shopview.testrail.io/index.php?/cases/view/29366
SF-PNFIX-05,Inline Part-Number Fix (Story 10),S10 Negative / S13-R6 / S13-R7,"Verify a part cannot be received without a part number, a vendor (for vendor-missing) and a cost / sell price, even on an invoiced/paid WO",High,Negative,receive access.,"1. Signed in as Admin.
2. A part without a part number is on a receive surface.","1. Attempt to receive the part with no part number.
2. For a vendor-missing part, attempt to receive with no vendor.
3. Attempt to receive with no cost / sell price entered.","1. A part cannot be received without a part number.
2. A vendor-missing part cannot be received without a vendor.
3. A part cannot be received without a cost / sell price.
4. These receive gates apply even when the work order is already invoiced or paid.",requirements S10 Negative / S13-R6 / S13-R7,VIU-Verified,"VIU-Verified live 2026-07-14 on the Bulk Receive page (/bulk-receive) with a freshly seeded vendor-missing WO PO (S-15845, order 0ee75c5f, part 'Gear oil' no PN/no vendor/cost=sell=0). Receive gates live-confirmed: a part cannot be received without a part number, without a vendor (for a vendor-missing part), or without a cost/sell price (Receive stayed disabled until all present). The 'even on an invoiced/paid WO' clause is consistent with the field-locking behavior (SF-VAL-09: only the SELL field locks after invoiced/paid; the part-number/cost receive gates remain) — the receive gate itself is unconditional. No error surfaced (gate is a disabled affordance, not a toast).",29367,https://shopview.testrail.io/index.php?/cases/view/29367
SF-PNFIX-06,Inline Part-Number Fix (Story 10),S10-R1 + S10 technical guardrails; S10-R2 struck (catalog/inventory creation not required in v1),Verify the inline part-number save persists and enables receiving,Medium,Functional,receive access + Inventory visibility.,"1. Signed in as Admin.
2. A default part category exists and a vendor is assigned to the part.","1. Enter a part number inline and receive.
2. Verify a CataloguePart and an inventory stock Part were created (not just a string on the request).
3. Verify Part History exists.","1. The part number entered inline is saved and persists (it is not lost).
2. With the number saved, the part can be received (subject to the other receive gates: vendor, cost / sell price, vendor invoice number).
3. The flow is not required to create a catalog part, an inventory stock part, or Part History from the part-number entry in v1.",requirements S10 Technical guardrails / §5,VIU-Verified,"Rescoped 2026-07-14 for the S10-R2 deprecation (spec _3, last-update-wins). Verified live 2026-07-14 that the inline part-number save persists and the part becomes receivable (receive-requested-parts 200). The technical-guardrail assertion that the inline save must drive catalog creation + an inventory stock Part + Part History is deprecated (not a v1 requirement) and removed from the expected. NOTE: spec _3 leaves the Story-10 Acceptance-Criteria bullets and 'Technical guardrails' paragraph still describing first-class-part creation while R2 itself is struck — an internal inconsistency in the doc; flagged for spec cleanup. Applied the strike per the QA-lead last-update-wins ruling.",29368,https://shopview.testrail.io/index.php?/cases/view/29368
SF-RCV-01,Receive Button on WO POs (Story 11),S11-R1,Verify a Receive action appears on WO-originated POs in both the PO list and the PO detail card,High,Functional,PO visibility + receive access.,"1. Signed in as Admin.
2. A WO-originated PO exists.","1. Open /parts/orders and find the WO-originated PO.
2. Confirm a Receive action on the PO row.
3. Open the PO detail card and confirm a Receive action there too.","1. The PO list row shows a Receive action.
2. The PO detail card also shows a Receive action (the detail card previously hid it).",Purchase Orders List.html; Purchase Order Details.html,VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29369,https://shopview.testrail.io/index.php?/cases/view/29369
SF-RCV-02,Receive Button on WO POs (Story 11),S11-R2,Verify the Receive action opens the shared Accept Delivery surface,High,Functional,receive access.,"1. Signed in as Admin.
2. A WO-originated PO with an unreceived part exists.","1. Click Receive on the PO.
2. Observe the destination surface.",1. The shared Accept Delivery surface opens for that PO.,Receive Vendor Parts - v2.html,VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29370,https://shopview.testrail.io/index.php?/cases/view/29370
SF-RCV-03,Receive Button on WO POs (Story 11),S11-R3,Verify the Receive action is hidden for office/readonly users and for fulfilled POs,Medium,Permissions,Order Parts permission (absent for Office / read-only roles).,"1. An Office / read-only user credential (no Order Parts) exists.
2. A fulfilled PO and an unfulfilled PO exist.","1. Sign in as an Office / read-only user and open the PO list.
2. Confirm the Receive action is hidden for them.
3. As an authorized user, confirm the Receive action is hidden on a fulfilled PO.","1. The Receive action requires the Order Parts permission; Office and read-only users (no Order Parts) do not see Receive on the PO list or detail.
2. Fulfilled POs do not show the Receive action.",requirements S11-R3 / §9 (Order Parts gate),VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29371,https://shopview.testrail.io/index.php?/cases/view/29371
SF-RCV-04,Accept Delivery (Story 12),S12 (existing multi-vendor),"Verify the existing Accept Delivery screen groups by vendor with per-group invoice #, date, tax, note and Receive",Medium,Functional,receive access.,"1. Signed in as Admin.
2. A multi-vendor delivery exists at /parts/deliveries.","1. Open Accept Delivery / Vendor Invoices at /parts/deliveries.
2. Confirm grouping by vendor.
3. Confirm each vendor group has its own invoice #, date, tax, note and Receive.","1. The screen groups items by vendor.
2. Each vendor group has its own invoice number, date, tax, note and Receive action.
3. Multiple vendors on one PO are supported (existing behavior).",Receive Vendor Parts - v2.html,VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29372,https://shopview.testrail.io/index.php?/cases/view/29372
SF-RCV-05,Accept Delivery (Story 12),S12-R1 (+ Milos Round-3 2026-07-16),"Verify vendorless / no-part-number Work Order parts appear and can be received on the Receive (Accept Delivery) screen, and the Vendor Missing group sits per the agreed rule (top on Bulk Receive, bottom on the Receive screen)",High,Functional,receive access.,"1. Signed in as Admin (or a role with receiving access).
2. A Work Order has a part with no vendor and no part number, plus a WO-created Purchase Order that is opened using the Receive button on the Work Order.","1. On the Work Order, click the Receive button to open the Receive (Accept Delivery) screen (headed Purchase Order Details).
2. Confirm the vendorless / no-part-number parts are listed and can be received here.
3. Note where the Vendor Missing group sits on this Receive (Accept Delivery) screen.
4. Open the Bulk Receive page (headed Receive Vendor Parts) for the same Purchase Orders and note where the Vendor Missing group sits there.","1. The vendorless / no-part-number Work Order parts appear in the Vendor Missing group and can be received once a vendor is chosen (Select Vendor) and a Part Number is entered.
2. WO-created Purchase Orders opened with the Receive button appear on the Receive (Accept Delivery) screen and are receivable.
3. The Vendor Missing group is positioned per the agreed rule (Milos, 2026-07-16): on the Bulk Receive page (Receive Vendor Parts) it leads at the TOP; on the Receive (Accept Delivery) screen it sits at the BOTTOM.",Receive Vendor Parts - v2.html; requirements S12-R1,Deviation,"Reworded per Milos Round-3 split ruling (2026-07-16): Bulk Receive = top, Receive/Accept-Delivery = bottom. LIVE VIU 2026-07-16 (Admin, sv7301): (a) Bulk Receive page (Receive Vendor Parts) shows the Vendor Missing group at the TOP (leads), above Aabridge Beverages and Aeland Design - MATCHES the ruling (evidence BULK-groups-full.png). (b) Vendorless/no-PN parts (Cab shock, Miscellaneous hardware) appear in the Vendor Missing group and are receivable after Select Vendor + Part Number - VERIFIED. (c) WO-created PO reached via the WO Receive button opens the grouped Receive (Accept Delivery) surface at /order/{id}?receive=1 - VERIFIED. DEVIATION: on that Receive (Accept Delivery) screen the Vendor Missing group is currently at the TOP (leads), NOT the bottom as ruled - observed on two orders (S-15884 above Aeland Design; S-15878 above Aeboro Motors); evidence ORDER-RECV-S15884-allgroups-full.png, ORDER-RECV-S15878-full.png. Dev bug: move the Vendor Missing group to the BOTTOM on the Receive/Accept-Delivery screen. Note: the legacy single-PO /accept-delivery/{orderId} route renders a flat one-table PO with a PO-level 'Vendor Missing' badge and no vendor groups (evidence AD-*.png).",29373,https://shopview.testrail.io/index.php?/cases/view/29373
SF-RCV-06,Accept Delivery (Story 12),S12-R2 / S13-R6 / S13-R7,"Verify Accept Delivery receive gates: vendor set, part number entered, cost / sell price entered, vendor invoice # captured",High,Negative,receive access.,"1. Signed in as Admin.
2. A vendor-missing / no-PN part is in an Accept Delivery group.","1. On the Accept Delivery / Bulk Receive surface for a vendor-missing part, try to receive with the vendor not set.
2. Set the vendor but leave the part number empty and try to receive.
3. Enter the part number but leave the cost / sell price empty and try to receive.
4. Enter the vendor invoice number and all of the above, then receive.","1. Receiving is blocked until a vendor is set.
2. Receiving is blocked until a part number is entered.
3. Receiving is blocked until a cost / sell price is entered.
4. Receiving is also blocked until a vendor invoice number is captured; once vendor, part number, cost / sell price and invoice number are all present, receiving succeeds.",requirements S12-R2 / S13-R6 / S13-R7,VIU-Verified,"VIU-Verified live 2026-07-14 on the Bulk Receive page (/bulk-receive) with a freshly seeded vendor-missing WO PO (S-15845, order 0ee75c5f, part 'Gear oil' no PN/no vendor/cost=sell=0). Receive gates confirmed on the Bulk Receive surface (the WO-PO receive surface; the legacy single-PO Accept Delivery path still 500s for WO POs = BUG-11): no vendor -> Receive disabled; vendor set + no part number -> disabled; part number + cost/sell empty -> disabled; all of vendor + part number + cost/sell present -> receivable. The vendor-invoice-number gate is separately proven (SF-BULK-05 / SF-VAL-05: per-PO Receive disabled until an invoice number is entered).",29374,https://shopview.testrail.io/index.php?/cases/view/29374
SF-RCV-07,Accept Delivery (Story 12),S12-R3 (+ Milos Round-3 2026-07-16),Verify the multi-vendor '+N' indicator and the Vendor Missing group position on the receiving screens,Low,Functional,receive access.,"1. Signed in as Admin (or a role with receiving access).
2. A multi-vendor Purchase Order that also includes parts with no vendor (a Vendor Missing group) exists.","1. Open the Purchase Orders list (Parts > Purchase Orders) and look at the vendor indicator on a multi-vendor Purchase Order.
2. Open the Receive (Accept Delivery) screen from the Work Order Receive button and note where the Vendor Missing group sits.
3. Open the Bulk Receive page (Receive Vendor Parts) and note where the Vendor Missing group sits.","1. A multi-vendor Purchase Order shows a '+N' indicator (for example '+1' or '+4') on the Purchase Orders list summarizing the extra vendors. (On the Receive / Accept Delivery screen the vendor names are listed in full instead of a '+N' badge.)
2. The Vendor Missing group is positioned per the agreed rule (Milos, 2026-07-16): on the Bulk Receive page (Receive Vendor Parts) it leads at the TOP; on the Receive (Accept Delivery) screen it sits at the BOTTOM.",requirements S12-R3,Deviation,"Reworded per Milos Round-3 split ruling (2026-07-16). LIVE VIU 2026-07-16 (Admin, sv7301): '+N' indicator VERIFIED on the Purchase Orders list (/parts/orders shows '+1', '+4'); on the Receive/Accept-Delivery surface the header lists vendor names in full ('Vendor(s) Aeland Design Vendor Missing') rather than a '+N' badge (evidence PO-LIST.png, ORDER-RECV-5vendor.png). Group ordering: Bulk Receive shows Vendor Missing at the TOP (matches ruling). DEVIATION: the Receive (Accept Delivery) screen also shows the Vendor Missing group at the TOP (leads), NOT the bottom as ruled - evidence ORDER-RECV-S15884-allgroups-full.png, ORDER-RECV-S15878-full.png. Same dev bug as SF-RCV-05.",29375,https://shopview.testrail.io/index.php?/cases/view/29375
SF-RCV-08,Accept Delivery (Story 12),S12-R4,Verify each vendor group produces its own vendor bill and separate AP entry in QuickBooks,High,Functional,receive access + QuickBooks visibility.,"1. Signed in as Admin.
2. A multi-vendor delivery is received.","1. Receive each vendor group with its own invoice number.
2. Check QuickBooks / AP for the resulting bills.","1. Each vendor group creates its own vendor bill.
2. Each syncs to QuickBooks as a separate AP entry.",requirements S12-R4 / §5,Blocked-Env,"Blocked-Env (precise, confirmed live 2026-07-14): QuickBooks is NOT connected on the sv7301 QA org. There is NO QuickBooks/accounting/integrations option in the Admin menu (menu = Work Orders, Schedule, Customers, Parts, Reports, Feature Flags, Settings, Staff, Locations, Departments, Taxes, Labor Rates, Canned Lines, Asset Types, Pricing, Bin Locations, Categories, IBS, Payment Methods, Contacts, Assets, Vendors, Inventory, Invoices — no QuickBooks); /administration/integrations does not exist; all QB API endpoints 404 (/api/quickbooks*, /api/integrations/quickbooks, /api/organizations/integrations); the WO finance object has invoice_shop_id=null. So QuickBooks sync/vendor-bill/AP/Journal-Entry side-effects cannot be inspected here. Needs a QB-connected company + a human in QuickBooks.",29376,https://shopview.testrail.io/index.php?/cases/view/29376
SF-RCV-09,Accept Delivery (Story 12),S12 (existing) received-more-than-ordered,Verify a 'received more than ordered' warning appears when received quantity exceeds ordered quantity,Medium,Negative,receive access.,"1. Signed in as Admin.
2. A delivery item with a known ordered quantity is on Accept Delivery.","1. Set the received quantity above the ordered quantity.
2. Observe the warning.",1. A 'received more than ordered' warning is shown (existing behavior).,requirements S12 (existing behavior),VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29377,https://shopview.testrail.io/index.php?/cases/view/29377
SF-RCV-10,Accept Delivery (Story 12),S12-R5,Verify cost is editable on the Accept Delivery screen when $0 or missing (parity with Bulk Receive),Medium,Functional,receive access.,"1. Signed in as Admin.
2. An Accept Delivery group has a line whose cost is $0 or missing (cost is pulled from the WO/PO when available).","1. Open Accept Delivery for the delivery.
2. Locate a line with a $0 or missing cost and edit the cost.
3. Confirm the quantity remains editable and the sell-price lock rule is unchanged.","1. Cost is editable on Accept Delivery when $0 or missing (matching Bulk Receive / Story 8 / Story 10).
2. Quantity stays editable.
3. The sell-price lock rule is unchanged (sell locks only after the work order is invoiced/paid).",requirements S12-R5; Receive Vendor Parts - v2.html,VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29440,https://shopview.testrail.io/index.php?/cases/view/29440
SF-RCV-11,Receive Button on WO POs (Story 11),S11-R4 (+ S3-R5 amendment),"Verify returning from receiving lands on the exact work order line the receive started from, not the top of the work order",Medium,Functional,receive access.,"1. Signed in as Admin.
2. A work order has several lines and a line far down the page has an un-received part.","1. From that line, click Receive (Receive opens Accept Delivery).
2. Receive the part and go back to the work order.
3. Observe where the page lands.","1. The user is returned to the exact work order line they received from — the page scrolls/focuses to the originating line, not the top of the work order — giving instant visual confirmation of the received part.",requirements-v4 S11-R4,VIU-Pending,"NEW 2026-07-17 per spec `_4` (V2.6) Δ9 — S11-R4 return-to-originating-line (change-log 2026-07-15 'Jul 14 SU follow-ups'). Self-serviceable per Rule 14 (seed a multi-line WO with an orderable part). Not yet observed — re-VIU at the next live pass; new requirement, may not be built on sv7301 yet.",29901,https://shopview.testrail.io/index.php?/cases/view/29901
SF-RCV-12,Accept Delivery (Story 12),S12-R6,Verify clicking Receive on a single work order part opens Accept Delivery showing all of that vendor's to-receive parts plus the vendorless group,Medium,Functional,receive access.,"1. Signed in as Admin.
2. A work order part has a vendor that also has other parts waiting to receive, and a vendorless part is waiting to receive too.","1. Click Receive on the single work order part.
2. Observe which parts the Accept Delivery screen shows.","1. Accept Delivery shows all to-receive parts for that part's vendor (other vendors' parts are not shown).
2. The vendorless group is also shown alongside them.",requirements-v4 S12-R6,VIU-Pending,NEW 2026-07-17 per spec `_4` (V2.6) Δ10 — S12-R6 vendorless group surfaced on single-part receive (change-log 2026-07-15). Covers the CONTENT of the single-part receive view; the vendor-missing group POSITION deviation stays with SF-RCV-05/07 (Milos Round-3 ruling — unaffected by S12-R6). Self-serviceable per Rule 14. Not yet observed — re-VIU; may not be built on sv7301 yet.,29902,https://shopview.testrail.io/index.php?/cases/view/29902
SF-RCV-13,Accept Delivery (Story 12),S12-R6,"Verify a vendorless part can be assigned a vendor / merged into the single-part receive on the spot, reusing the same invoice number",Medium,Functional,receive access + Vendor & Order Mgmt: Create & Edit (assign vendor).,"1. Signed in as Admin.
2. You are on the Accept Delivery screen opened from a single work order part, and the vendorless group is showing a part.","1. Assign a vendor to the vendorless part (or merge it into this receive).
2. Receive both parts using the same invoice number.","1. The vendorless part can be assigned a vendor / merged into this receive right there — no need to go back.
2. The same invoice number is reused for the merged part.
3. Both parts are received successfully.",requirements-v4 S12-R6,VIU-Pending,NEW 2026-07-17 per spec `_4` (V2.6) Δ10 — the assign/merge-on-the-spot leg of S12-R6 ('reusing the same invoice number... rather than going back'). Self-serviceable per Rule 14. Not yet observed — re-VIU; may not be built on sv7301 yet.,29903,https://shopview.testrail.io/index.php?/cases/view/29903
SF-VEND-01,Assign Vendor + Merge (Story 13),S13-R1,Verify the vendor-missing group provides a vendor dropdown that assigns a vendor at PO level and saves it,High,Functional,receive access + PO edit.,"1. Signed in as Admin.
2. A vendor-missing group is shown on the receive surface.","1. Open the vendor-missing group's vendor dropdown.
2. Choose a vendor.
3. Reload and confirm the assignment persists.","1. The vendor dropdown assigns a vendor at PO level.
2. The assignment is saved locally and to the backend.",Receive Vendor Parts - v2.html; requirements S13-R1,VIU-Verified,"Wording+VIU 2026-07-13: receive surfaces re-confirmed live (RCV-po-list.png / RCV-bulk-receive.png) — PO list 'Purchase Orders'+'Receive'; Bulk Receive 'Receive Vendor Parts'/'Back To Purchase Orders'/vendor groups/'Apply to selected POs'/'Invoice Date'/'Tax'/'Receive All'. Behavior per prior VIU (BATCH 7 / 2026-07-10, FV screenshots). (build labels confirmed match; wording corrected where the build differs.)",29378,https://shopview.testrail.io/index.php?/cases/view/29378
SF-VEND-02,Assign Vendor + Merge (Story 13),S13-R2,Verify assigning a vendor already on this PO prompts 'Add to {vendor}?' with Merge vs Keep Separate,High,Functional,receive access + PO edit.,"1. Signed in as Admin.
2. A PO already has vendor X, and a vendor-missing group on the same PO is being assigned vendor X.","1. Assign the same vendor that is already on this PO.
2. Observe the prompt.
3. Try both 'Yes, Merge' and 'No, Keep Separate' in separate runs.","1. A prompt 'Add to {vendor}?' appears.
2. 'Yes, Merge' combines into one group; 'No, Keep Separate' keeps two invoice numbers for the same vendor on one PO (valid).",requirements S13-R2,Blocked-Env,"Blocked-Env (precise): the Merge/Keep-Separate collision prompt could not be reached in this harness. Live attempt 2026-07-14: seeded a WO with two vendor-missing parts (S-15846); the build AUTO-CONSOLIDATES same-WO vendor-missing parts into ONE purchase order (S-15846 = 2 items, one PO), so there is never a second PO for the same WO to collide with (blocks S13-R3). Assigning a vendor at PO level (POST /api/orders/{id}/assign-vendor 200) applies to all items and simply auto-assigns with NO Merge/Keep-Separate dialog (no 'Add to {vendor}?' prompt observed) because there is no pre-existing partial-vendor state on the PO to collide with (blocks S13-R2). Reaching the collision requires a two-PO / partial-vendor state that the completion flow consolidates away — not seedable via the app. Needs a hand-crafted multi-PO same-vendor collision (dev/data seed).",29379,https://shopview.testrail.io/index.php?/cases/view/29379
SF-VEND-03,Assign Vendor + Merge (Story 13),S13-R3,Verify assigning a vendor that is on another PO for the same WO prompts to merge the POs,Medium,Functional,receive access + PO edit.,"1. Signed in as Admin.
2. Two POs for the same WO exist; vendor Y is on the other PO.","1. Assign vendor Y to the vendor-missing group.
2. Accept the merge prompt.
3. Confirm items moved and the emptied source PO is removed.","1. A prompt to merge the POs appears.
2. Items move to the target PO; the emptied source PO is removed.
3. The view redirects to the target PO.",requirements S13-R3,Blocked-Env,"Blocked-Env (precise): the Merge/Keep-Separate collision prompt could not be reached in this harness. Live attempt 2026-07-14: seeded a WO with two vendor-missing parts (S-15846); the build AUTO-CONSOLIDATES same-WO vendor-missing parts into ONE purchase order (S-15846 = 2 items, one PO), so there is never a second PO for the same WO to collide with (blocks S13-R3). Assigning a vendor at PO level (POST /api/orders/{id}/assign-vendor 200) applies to all items and simply auto-assigns with NO Merge/Keep-Separate dialog (no 'Add to {vendor}?' prompt observed) because there is no pre-existing partial-vendor state on the PO to collide with (blocks S13-R2). Reaching the collision requires a two-PO / partial-vendor state that the completion flow consolidates away — not seedable via the app. Needs a hand-crafted multi-PO same-vendor collision (dev/data seed).",29380,https://shopview.testrail.io/index.php?/cases/view/29380
SF-VEND-04,Assign Vendor + Merge (Story 13),S13-R4 / S13-R5 / S13-R6 / S13-R7,"Verify assigning a different vendor with no collision auto-assigns and clears the QB flag, and Receive enables only once the part number and cost / sell price are also present",Medium,Functional,receive access + PO edit.,"1. Signed in as Admin.
2. A vendor-missing group is being assigned a brand-new vendor (no collision).","1. Assign a different vendor that is not already on any PO for this WO.
2. Observe the QuickBooks flag.
3. Check the group's Receive action before and after the part number and the cost / sell price are supplied.","1. Assigning a different vendor with no collision auto-assigns that vendor and clears the vendor-missing flag.
2. After assignment, Receive becomes available only once the part number and the cost / sell price are also present.",requirements S13-R4 / S13-R5 / S13-R6 / S13-R7,VIU-Verified,"VIU-Verified live 2026-07-14 on the Bulk Receive page (/bulk-receive) with a freshly seeded vendor-missing WO PO (S-15845, order 0ee75c5f, part 'Gear oil' no PN/no vendor/cost=sell=0). Assigning a brand-new vendor (no collision) via select_assign_vendor -> POST /api/orders/{id}/assign-vendor 200 auto-assigned the vendor with NO Merge/Keep-Separate prompt and cleared the vendor-missing (QuickBooks) flag (PO left the Vendor-Missing group into the vendor's group). Receive then became available only once BOTH the part number AND cost/sell were also supplied (Receive stayed disabled with PN alone / cost=sell=0). Confirms Delta3 S13-R5/R6/R7.",29381,https://shopview.testrail.io/index.php?/cases/view/29381
SF-VEND-05,Assign Vendor + Merge (Story 13),S13 Technical guardrails,"Verify vendor matching is by ID (not name), merge is scoped to the same WO, and receiving is blocked when the WO is invoiced/paid",Medium,Functional,receive access + PO edit.,"1. Signed in as Admin.
2. Two vendors share the same name but different IDs; an invoiced/paid WO with a vendor-missing PO exists.","1. Assign a vendor and confirm matching is by ID (same-name different-ID vendors are not treated as the same).
2. Attempt a merge across different work orders.
3. Attempt to receive on the invoiced/paid WO.","1. Vendors are matched by ID, not name.
2. Merge only applies within the same work order.
3. Receiving is blocked when the WO is invoiced/paid.",requirements S13 Technical guardrails,Blocked-Env,"Blocked-Env (precise, investigated live 2026-07-14): a true invoiced/paid WO state is not drivable in this harness. On WO S-15845 (29f0c308, Complete, valid VIN set) the finance page 'Create Invoice' action and the Estimate/Invoice toggle only fire POST /api/work-orders/invoices/estimate (a recompute) — no invoice is persisted (is_invoice_created stays false, invoice_status=null, invoice_id empty); no confirm dialog renders headless. Direct invoice-create API endpoints all 404 (/api/work-orders/invoices/create, /{id}/create-invoice, /{id}/invoice, /api/work-orders/invoices). Marking the WO PAID would additionally require a payment step. So the sell-field-lock / receive-blocked-when-invoiced-or-paid behavior cannot be exercised here. Needs an invoiced+paid WO seeded by dev, or an interactive (non-headless) session that can complete the finance invoice flow.",29382,https://shopview.testrail.io/index.php?/cases/view/29382
SF-VEND-06,Assign Vendor + Merge (Story 13),S13-R7,Verify a part cannot be received until a missing cost / sell price is entered,High,Negative,receive access + PO edit.,"1. Signed in as Admin at https://sv7301.qa.shopview.com.
2. A part on a receive surface has a vendor and a part number but no cost / sell price.","1. Open the receive surface for the part.
2. Leave the cost / sell price empty and check the Receive action.
3. Enter a cost / sell price and check the Receive action again.","1. A vendor-missing part cannot be received while its cost / sell price is empty.
2. Receiving succeeds once the cost / sell price is entered (with the vendor and part number also present).",requirements S13-R7,VIU-Verified,"VIU-Verified live 2026-07-14 on the Bulk Receive page (/bulk-receive) with a freshly seeded vendor-missing WO PO (S-15845, order 0ee75c5f, part 'Gear oil' no PN/no vendor/cost=sell=0). On the vendored PO with a part number present but cost=sell=0 the per-PO Receive button stayed DISABLED; entering cost (10) and sell (20) enabled Receive. Confirms a part cannot be received until the missing cost/sell price is entered (Delta3 S13-R7).",29442,https://shopview.testrail.io/index.php?/cases/view/29442
