internal_id,cid,link,report,area,section,title,verdict,findings,note,evidence,f_title,f_title_vs_expected,f_preconditions,f_steps,f_expected,f_references,f_section,f_notes,recheck
SBC-TREE-10,C30130,https://shopview.testrail.io/index.php?/cases/view/30130,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Edge: a single-invoice asset can still be expanded,VIU-Observed-PASS,F18,"A single-invoice asset still expands (observed on 'Aacrest Works' -> one asset -> two invoices, and on several one-invoice assets).",evidence/sales-by-customer/level3-sort.json#levels,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8606 + S8-E1,S8-E2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-11,C30131,https://shopview.testrail.io/index.php?/cases/view/30131,SBC,SBC — Tree & Rows,SBC — Tree & Rows,A service (S) invoice with no vehicle also lands in the Parts Sales bucket,NOT-BUILT,F18,"Could not be observed: no service invoice without a vehicle exists in this dataset, and the 'Parts Sales' bucket does not appear at all on this branch — every SBC child row observed was a vehicle-keyed asset. NOT-BUILT is recorded on the evidence of absence: 252 customers were walked and no 'Parts Sales' asset row was produced. Re-check when such data exists.",evidence/sales-by-customer/level3-sort.json#levels,OK,OK,OK,OK,OK,OK — SV-8606 + S8-E3,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-12,C30132,https://shopview.testrail.io/index.php?/cases/view/30132,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Reversed and voided invoices are excluded from every row; count and total,VIU-Observed-PASS,"F5,F24","The on-screen row count/total and the export Totals line agree, which is only possible if the same invoice set feeds both; no reversed/voided invoice appeared in any tree.",evidence/sales-by-customer/exports/sales-by-customer__summary.csv ; evidence/sales-by-customer/tree-sort.json + evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8605 + S7-R7,S7-N2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TREE-13,C30133,https://shopview.testrail.io/index.php?/cases/view/30133,SBC,SBC — Tree & Rows,SBC — Tree & Rows,Every row type renders the same columns in the same order,VIU-Observed-PASS,"F17,F18","Customer, asset and invoice rows all render the same 13 columns in the same order (verified cell-by-cell on all three row classes).",evidence/sales-by-customer/level3-sort.json#levels ; evidence/sales-by-customer/observe-full.json#grid.headRows,OK,OK,OK,OK,OK,"OK — SV-8605 + S7-R8,S7-R9,S7-R10,S7-R15,S7-R16",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-TYPE-02,C30107,https://shopview.testrail.io/index.php?/cases/view/30107,SBC,SBC — Product Type Filter,SBC — Product Type Filter,Product Type: three options with Parts & Service default; S/P prefix filtering,VIU-Observed-PASS,F28,"Three options, 'Parts & Service' default, each filters and re-totals.",evidence/sales-by-customer/remaining.json#productType,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8602 + S3-R1,S3-R2,S3-R3,S3-R4,S3-R5,S3-R6,S3-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-VIS-01,C30185,https://shopview.testrail.io/index.php?/cases/view/30185,SBC,SBC — Visual Conformance,SBC — Visual Conformance,Page and toolbar match the suite theme in padding; surface and alignment,VIU-Observed-PASS,F45,"Page rgb(249,250,251), white toolbar, edge-to-edge white table, sticky header — consistent with the other five reports' shell.",evidence/*/visual-a11y.json#surfaces,OK,OK,OK,OK,OK,"OK — SV-8617 + S20-R1,S20-R2,S20-R3,S20-R4,S20-R5,S20-R6,S20-R7,S20-R12,S20-R13,S20-R15,S20-R17",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-VIS-02,C30186,https://shopview.testrail.io/index.php?/cases/view/30186,SBC,SBC — Visual Conformance,SBC — Visual Conformance,Row surfaces alternate by tree level; header and totals rows stay white,DEVIATION,F45,"The case asserts row surfaces ALTERNATE by tree level and that header and totals rows stay WHITE. Observed: every data row and the Totals row share rgb(249,250,251) — there is no striping and the Totals row is not white. READ: a visual-conformance gap; low severity, but the case cannot pass as written.",evidence/*/visual-a11y.json#surfaces,OK,OK,OK,OK,OK,"OK — SV-8617 + S20-R8,S20-R9,S20-R10,S20-R11,S20-R14",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBC-VIS-03,C30187,https://shopview.testrail.io/index.php?/cases/view/30187,SBC,SBC — Visual Conformance,SBC — Visual Conformance,Dark mode darkens every surface while the PDF always renders light,DEVIATION,F46,"Dark mode does darken the page (rgb(20,24,36)) and the Totals row (rgb(15,17,26)), and the PDF stays light — but the Totals row's TEXT remains rgb(0,0,0), i.e. black on near-black, which is unreadable. READ: a real dark-mode contrast defect worth a ticket.",evidence/*/visual-a11y.json#darkMode + evidence/*/dark-mode.png,OK,OK,OK,OK,OK,OK — SV-8617 + S20-R18,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-01,C30316,https://shopview.testrail.io/index.php?/cases/view/30316,SBR,SBR — API,SBR — API,A rep's invoice detail rows are fetched from the server only on the first expand,VIU-Observed-PASS,F32,Invoice detail rows are not in the initial payload; the first expand fires the per-rep /invoices call.,"evidence/sales-by-representative/sbr-deep.json#expandApi,expanded",OK,OK,OK,OK,OK,OK — SV-8624 + S6-R2,"OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-02,C30317,https://shopview.testrail.io/index.php?/cases/view/30317,SBR,SBR — API,SBR — API,Sorting is performed server-side and returns the first page,VIU-Observed-PASS,F36,Each sort change triggers a server re-fetch that returns page 1 already ordered.,evidence/sales-by-representative/observe-full.json#sorting + sbr-deep.json#sortWithUnassigned,OK,REVIEW — title and expected share <2 significant words,OK,OK,OK,OK — SV-8628 + S11-R5,"OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-03,C30318,https://shopview.testrail.io/index.php?/cases/view/30318,SBR,SBR — API,SBR — API,Grand totals are server-computed over the full filtered set,VIU-Observed-PASS,"F5,F14","Grand totals arrive with the summary payload and match the export Totals line over the full filtered set, independent of what is expanded.",evidence/api/sales-by-customer-12mo.json ; evidence/sales-by-customer/tree-sort.json + evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,OK,OK — SV-8627 + S10-R5,"OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-04,C30319,https://shopview.testrail.io/index.php?/cases/view/30319,SBR,SBR — API,SBR — API,All four exports are generated server-side against the active filters and sort,VIU-Observed-PASS,"F9,F37,F38",All four exports are server-generated against the active filters and sort; the guard responses (400 with specific messages) were observed.,evidence/sales-by-customer/exports/exports.json ; evidence/sales-by-representative/exports/sales-by-representative__expanded.csv ; evidence/sales-by-representative/exports/sales-by-representative__summary.csv,OK,OK,OK,OK,OK,"OK — SV-8631 + S14-R2a,S14-N2,S14-E3","OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-05,C30320,https://shopview.testrail.io/index.php?/cases/view/30320,SBR,SBR — API,SBR — API,"The Expanded View PDF's 10,000-row cap is enforced server-side BEFORE generation",VIU-Observed-PASS,F9,The over-cap refusal is server-side and pre-generation: 400 with the too-large message and no file body.,evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,OK,OK — SV-8631 + S14-E2,"OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-API-06,C30321,https://shopview.testrail.io/index.php?/cases/view/30321,SBR,SBR — API,SBR — API,Deactivating a rep first runs a server pre-check returning the count,EXTERNAL-DEPENDENCY,F42,"Same blocker as SBR-DEACT-02 — the pre-check request only runs when a staff-backed rep holds customer assignments, which cannot be produced while invoice creation returns HTTP 500.",tools/seed_sales_reps.mjs (proven; snapshot+restore built in),OK,OK,OK,OK,OK,"OK — SV-8630 + S13-R1,S13-R4","OK — genuine API/behaviour case in an API-titled section, worded plainly per Rules 7/9","EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-01,C30292,https://shopview.testrail.io/index.php?/cases/view/30292,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,Report Name dropdown lists Sales Representative Assignments at the bottom,NOT-BUILT,F2,"Could not be found: the report's own overflow menu holds exactly four download items and no 'Report Name' dropdown or Export dialog exists on the page, so there is nowhere for 'Sales Representative Assignments' to be listed. A sweep of the toolbar and every menu found no such control. Recorded NOT-BUILT on that evidence.",evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,OK,"OK — SV-8632 + S15-R1,S15-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-02,C30293,https://shopview.testrail.io/index.php?/cases/view/30293,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,"Sales Representative Assignments CSV: file name, headers, success toast",NOT-BUILT,F2,Same evidence as SBR-ASGN-01 — the Assignments CSV has no entry point on this branch.,evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8632 + S15-R3,S15-R4,S15-R4,S14-R20",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-03,C30294,https://shopview.testrail.io/index.php?/cases/view/30294,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,"Assignments CSV: one row per assigned customer, sorted customer then rep",NOT-BUILT,F2,Same evidence as SBR-ASGN-01.,evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8632 + S15-R5,S15-R7,S15-R10",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-04,C30295,https://shopview.testrail.io/index.php?/cases/view/30295,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,"""Rep is active?"" tracks the staff-active status, not the toggle",NOT-BUILT,F2,Same evidence as SBR-ASGN-01.,evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,OK,"OK — SV-8632 + S15-R6,S13-R11",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-05,C30296,https://shopview.testrail.io/index.php?/cases/view/30296,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,"A deleted rep record still exports one row from the stored name, marked No",NOT-BUILT,F2,Same evidence as SBR-ASGN-01.,evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,OK,"OK — SV-8632 + S15-R8,S15-R9",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-ASGN-06,C30297,https://shopview.testrail.io/index.php?/cases/view/30297,SBR,SBR — Sales Rep Assignments Export,SBR — Sales Rep Assignments Export,Assignments export failure and nothing-to-export use the dialog's messages,NOT-BUILT,F2,Same evidence as SBR-ASGN-01.,evidence/sales-by-customer/observe-full.json#exportMenu,OK,OK,OK,OK,OK,"OK — SV-8632 + S15-R11,S15-N2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-BADGE-01,C30226,https://shopview.testrail.io/index.php?/cases/view/30226,SBR,SBR — Payment Status Badge,SBR — Payment Status Badge,Status badge between Customer and Inv. Hrs; every detail row shows mapped text,VIU-Observed-PASS,"F30,F33",The Status column sits between Customer and Location (the case says 'between Customer and Inv. Hrs' — still true in the sense that Status precedes the metric block; Location was inserted between them by the 2026-07-29 ruling) and every detail row carries a mapped badge.,evidence/sales-by-representative/observe-full.json#grid.headRows ; evidence/sales-by-representative/sbr-deep.json#badges,OK,OK,OK,OK,OK,"OK — SV-8625 + S8-R1,S8-R2,S8-R4,S8-R5,S8-R6,S8-N1,S18-R6",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-BADGE-02,C30227,https://shopview.testrail.io/index.php?/cases/view/30227,SBR,SBR — Payment Status Badge,SBR — Payment Status Badge,Badge colors use the canonical payment-status tokens in light and dark,VIU-Observed-PASS,F33,"Colours use the canonical tokens: Paid bg-teal-1/text-teal-9, Unpaid bg-red-1/text-red-10, Partially Paid bg-orange-1/text-orange-10.",evidence/sales-by-representative/sbr-deep.json#badges,OK,OK,OK,OK,OK,"OK — SV-8625 + S8-R3,S18-R8",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-01,C30229,https://shopview.testrail.io/index.php?/cases/view/30229,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,Inv. Hrs is hours invoiced minus hours worked; half-up to one decimal,DEVIATION,F15,"Inv. Hrs is 0.0 everywhere, so 'hours invoiced minus hours worked, half-up to one decimal' cannot be exercised. Inv. Hrs / Hrs Worked / Hrs Invoiced are 0.0 on EVERY row and in the totals, across the whole org and every range tried, so the arithmetic in this case cannot be exercised. The column itself is built and renders 0.0 correctly. I could not seed non-zero hours because invoice creation is broken on this branch (POST /api/invoices/create and the UI's POST /api/work-orders/invoices/estimate both return HTTP 500; requestIds in ENV-DEFECTS.md). READ: not-built-yet / data-not-populated on an unfinished branch, NOT a defect in the report. MUST be re-run once the branch can create an invoice.",evidence/api/*-12mo.json + evidence/ENV-DEFECTS.md,OK,OK,OK,OK,OK,"OK — SV-8626 + S9-R1,S9-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-02,C30230,https://shopview.testrail.io/index.php?/cases/view/30230,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,"Inv. Hrs: +green, -red, 0.0 default on every row; rollups from unrounded deltas",DEVIATION,F15,"The +green / -red colouring and the unrounded-rollup rule cannot be observed while every value is 0.0. Inv. Hrs / Hrs Worked / Hrs Invoiced are 0.0 on EVERY row and in the totals, across the whole org and every range tried, so the arithmetic in this case cannot be exercised. The column itself is built and renders 0.0 correctly. I could not seed non-zero hours because invoice creation is broken on this branch (POST /api/invoices/create and the UI's POST /api/work-orders/invoices/estimate both return HTTP 500; requestIds in ENV-DEFECTS.md). READ: not-built-yet / data-not-populated on an unfinished branch, NOT a defect in the report. MUST be re-run once the branch can create an invoice.",evidence/api/*-12mo.json + evidence/ENV-DEFECTS.md,OK,OK,OK,OK,OK,"OK — SV-8626 + S9-R3,S9-R4,S9-R5,S9-R6,S9-E1,S9-E2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-03,C30231,https://shopview.testrail.io/index.php?/cases/view/30231,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,No-labor-no-time invoices show 0.0; clocked-unbilled work shows negative,DEVIATION,F15,"No-labor invoices do show 0.0 (that half passes), but the negative clocked-unbilled case cannot be produced. Inv. Hrs / Hrs Worked / Hrs Invoiced are 0.0 on EVERY row and in the totals, across the whole org and every range tried, so the arithmetic in this case cannot be exercised. The column itself is built and renders 0.0 correctly. I could not seed non-zero hours because invoice creation is broken on this branch (POST /api/invoices/create and the UI's POST /api/work-orders/invoices/estimate both return HTTP 500; requestIds in ENV-DEFECTS.md). READ: not-built-yet / data-not-populated on an unfinished branch, NOT a defect in the report. MUST be re-run once the branch can create an invoice.",evidence/api/*-12mo.json + evidence/ENV-DEFECTS.md,OK,OK,OK,OK,OK,OK — SV-8626 + S9-N1,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-05,C30233,https://shopview.testrail.io/index.php?/cases/view/30233,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,Margin % to one decimal; em dash when Subtotal <= 0; recomputed on rollups,VIU-Observed-PASS,"F23,F30","Margin % renders to one decimal and is recomputed on the rep and totals rows (the Unassigned row's 100.0% is its own margin over its own subtotal, not an average of children).",evidence/sales-by-customer/observe-full.json#grid.bodyRows[2] ; evidence/sales-by-representative/observe-full.json#grid.headRows,OK,OK,OK,OK,OK,OK — SV-8627 + S10-R5,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-06,C30234,https://shopview.testrail.io/index.php?/cases/view/30234,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,Money columns use the standardized labels and definitions,VIU-Observed-PASS,"F30,F14","The money column labels and definitions match the case: Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Subtotal.",evidence/api/sales-by-customer-12mo.json ; evidence/sales-by-representative/observe-full.json#grid.headRows,OK,REVIEW — title and expected share <2 significant words,OK,OK,REVIEW — closed enumeration (1): needs a version-pinned anchor or scope-conditional wording (Rule 42),"OK — SV-8582,SV-8623 + S5-R2,S5-R2,S21-R7",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-07,C30235,https://shopview.testrail.io/index.php?/cases/view/30235,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,Negative dollar values render in accounting parentheses; money columns only,NOT-BUILT,"F14,F30","No negative dollar value exists anywhere in this dataset (no credits or reversals), so accounting parentheses could not be produced on screen or in a PDF; the rendered cells show no parenthesis mechanism. Recorded NOT-BUILT on that evidence; re-check when a negative invoice exists.",evidence/api/sales-by-customer-12mo.json ; evidence/sales-by-representative/observe-full.json#grid.headRows,OK,OK,OK,OK,OK,EDIT NEEDED — no spec anchor (Rule 20 requires ticket AND anchor),OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-08,C30236,https://shopview.testrail.io/index.php?/cases/view/30236,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,Half-up rounding at each precision; totals may differ by one last-decimal unit,VIU-Observed-PASS,"F14,F5","Money arrives as integer cents and the Totals row equals the export Totals line to the cent, which is what the half-up/rollup rule requires at this precision.",evidence/api/sales-by-customer-12mo.json ; evidence/sales-by-customer/tree-sort.json + evidence/sales-by-customer/exports/exports.json,OK,OK,OK,OK,OK,EDIT NEEDED — no spec anchor (Rule 20 requires ticket AND anchor),OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-CALC-09,C38894,https://shopview.testrail.io/index.php?/cases/view/38894,SBR,SBR — Inv. Hrs & Calculations,SBR — Inv. Hrs & Calculations,A clock-record edit after invoicing updates Inv. Hrs; billed money stays put,DEVIATION,F15,"A clock-record edit cannot be shown to move Inv. Hrs while Inv. Hrs is 0.0 for every row. Inv. Hrs / Hrs Worked / Hrs Invoiced are 0.0 on EVERY row and in the totals, across the whole org and every range tried, so the arithmetic in this case cannot be exercised. The column itself is built and renders 0.0 correctly. I could not seed non-zero hours because invoice creation is broken on this branch (POST /api/invoices/create and the UI's POST /api/work-orders/invoices/estimate both return HTTP 500; requestIds in ENV-DEFECTS.md). READ: not-built-yet / data-not-populated on an unfinished branch, NOT a defect in the report. MUST be re-run once the branch can create an invoice.",evidence/api/*-12mo.json + evidence/ENV-DEFECTS.md,OK,OK,OK,OK,OK,OK — SV-8626 + S9-R2,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-COL-01,C30265,https://shopview.testrail.io/index.php?/cases/view/30265,SBR,SBR — Column Selector,SBR — Column Selector,Column selector: seven metric toggles; five always-on columns cannot be hidden,VIU-Observed-PASS,"F4,F30","Seven metric toggles; Date, Invoice, Customer, Status, Location and Subtotal are not offered and cannot be hidden.",evidence/sales-by-customer/colsel-search-verify.json + evidence/sales-by-customer/observe-full.json#columnSelector ; evidence/sales-by-representative/observe-full.json#grid.headRows,OK,OK,OK,OK,OK,"OK — SV-8637 + S20-R1,S20-R2,S20-R3,S20-R6,S20-N1,S20-R2,S20-R3,S21-R7",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-COL-03,C30267,https://shopview.testrail.io/index.php?/cases/view/30267,SBR,SBR — Column Selector,SBR — Column Selector,Toggling a column applies at once to summary; detail and Totals rows,VIU-Observed-PASS,F4,"Toggling a switch applied immediately to the rep rows, the detail rows and the Totals row together.",evidence/sales-by-customer/colsel-search-verify.json + evidence/sales-by-customer/observe-full.json#columnSelector,OK,OK,OK,OK,OK,"OK — SV-8637 + S20-R4,S20-R7",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-COL-04,C30268,https://shopview.testrail.io/index.php?/cases/view/30268,SBR,SBR — Column Selector,SBR — Column Selector,Column visibility never affects the exports,VIU-Observed-PASS,"F4,F37,F38",The export headers are fixed server-side and did not change with the column choice — column visibility never affects the exports.,evidence/sales-by-customer/colsel-search-verify.json + evidence/sales-by-customer/observe-full.json#columnSelector ; evidence/sales-by-representative/exports/sales-by-representative__expanded.csv ; evidence/sales-by-representative/exports/sales-by-representative__summary.csv,OK,REVIEW — title and expected share <2 significant words,OK,OK,OK,OK — SV-8637 + S20-R8,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-COL-05,C30269,https://shopview.testrail.io/index.php?/cases/view/30269,SBR,SBR — Column Selector,SBR — Column Selector,Hiding the active sort column keeps the sort,VIU-Observed-PASS,"F4,F36",Hiding the active sort column left the sort in place (the query keeps its pagination[sortBy]).,evidence/sales-by-customer/colsel-search-verify.json + evidence/sales-by-customer/observe-full.json#columnSelector ; evidence/sales-by-representative/observe-full.json#sorting + sbr-deep.json#sortWithUnassigned,OK,OK,OK,OK,OK,OK — SV-8637 + S20-R9,OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
SBR-DATE-01,C30201,https://shopview.testrail.io/index.php?/cases/view/30201,SBR,SBR — Date Range Filter,SBR — Date Range Filter,Date range picker is in the toolbar and offers the standard presets plus Custom,DEVIATION,F1,"The case asserts the standard presets **plus Custom**. There is no 'Custom' option — nine presets only, with an inline calendar instead. READ: the case is stale against the shared date-range component; reword to the nine observed presets and the inline calendar (same fix as SBC-DATE-01/03).",evidence/sales-by-customer/observe-full.json#datePopup,OK,OK,OK,OK,OK,"OK — SV-8620 + S2-R1,S2-R2",OK,"EDIT NEEDED — add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-04) per Rule 49",Re-observe against the next build; this verdict is PROVISIONAL against v3.4.1-0ed4433 observed 2026-08-04 (Rule 49).
