Test ID,Title,Section/Area,Priority,Status,Step #,Step (Action Followed),Expected Behavior (this step),Actual / Current Behavior,Failing Point / Block Reason,References
SP-FIN-005,Financial gate — enabling Invoicing CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Invoicing,Critical,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Confirm See Financial Data is OFF. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Editor open; See Financial Data OFF.,Performed as expected.,,SV-7388
SP-FIN-005,Financial gate — enabling Invoicing CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Invoicing,Critical,BLOCKED,2,Enable Invoicing CRUD.,"A financial confirm modal appears. Actual (VIU-11): title ""Enable See Financial Data?""; body ""Invoicing & Payments requires See Financial Data. Enable it to grant this permission?""; buttons ""Cancel"" / ""Enable"". Cancel reverts the checkbox. [Build-vs-spec: spec wording differed — see VIU-11.]",Same as SP-FIN-004: the Invoicing-CRUD financial confirm modal is an editor interaction not reliably drivable in the virtualized editor grid within budget.,Editor confirm-modal interaction not reliably automatable here.,SV-7388
SP-FIN-005,Financial gate — enabling Invoicing CRUD while Financial OFF triggers confirm modal,See Financial Data (seeFinancialData) — gates Invoicing,Critical,BLOCKED,3,Dismiss/cancel the modal.,Cancelling leaves See Financial Data OFF and Invoicing CRUD not enabled (per spec gate behavior).,Not reached.,,SV-7388
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),See Financial Data (seeFinancialData),Critical,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7973
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),See Financial Data (seeFinancialData),Critical,BLOCKED,2,Set exactly these toggles: See Financial Data OFF; WO View ON; Order Parts ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7973
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),See Financial Data (seeFinancialData),Critical,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7973
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),See Financial Data (seeFinancialData),Critical,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7973
SP-FIN-006,Security — no financial leak in Receive Part modal when Financial OFF (SV-7973),See Financial Data (seeFinancialData),Critical,BLOCKED,5,Open the Receive Part modal for the WO part delivery.,The Receive Part modal shows no financial data (no cost/price/margin fields) because See Financial Data is OFF — no financial leak.,"Regression check requires opening the Receive Part modal on a WO PO line (Order Parts ON, Financial OFF) and inspecting it for financial leakage; the modal is reached through a stateful parts-receiving flow not automatable non-destructively here. Role hydrated correctly (seeFinancialData OFF, woOrderParts ON).",Receive Part modal not opened non-destructively (SV-7973 guard).,SV-7973
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,2,Set exactly these toggles: View and Manage AP/AR Data ON; Reports ON; Customer/Vendor View ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,5,Open the Customer and Vendor detail pages.,"Unpaid Invoices, Payments, and Credits tabs are visible on both detail pages.","seeApArData hydrated ON, but the AP/AR surface (Unpaid/Payments/Credits tabs, aging, bulk payments) lives under Invoicing, and /invoicing returns 404 for this role set in staging — the AP/AR UI was not reachable to confirm the tabs/reports.",AP/AR UI (invoicing) not reachable in build to verify grant.,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,6,"Open Reports and locate AR Aging (Summary/Detail/Collection) and AP Aging (Summary/Detail, AP Unpaid Invoices).",AR and AP aging reports are available.,Not reached.,,SV-7388
SP-APAR-001,"Manage AP/AR GRANT — Unpaid/Payments/Credits tabs, aging reports, bulk payments",View and Manage AP/AR Data (seeApArData),High,BLOCKED,7,"From the Unpaid Invoices tab, initiate a bulk payment.",Bulk payments from the Unpaid Invoices tab are available.,Not reached.,,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,2,Set exactly these toggles: View and Manage AP/AR Data OFF; Reports ON; Customer/Vendor View ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,5,Open the Customer and Vendor detail pages.,"Unpaid Invoices, Payments, and Credits tabs are hidden.","seeApArData OFF, but the Invoicing/AP-AR surface is unreachable (/invoicing 404) for this role set, so the hidden-vs-shown distinction for AP/AR tabs could not be observed.",AP/AR UI unreachable to verify withhold.,SV-7388
SP-APAR-002,"Manage AP/AR WITHHOLD — tabs, aging reports, and bulk payments hidden when OFF",View and Manage AP/AR Data (seeApArData),High,BLOCKED,6,Open Reports and look for AR/AP aging reports.,AR and AP aging reports are not available.,Not reached.,,SV-7388
SP-APAR-003,Manage AP/AR sensitive customer fields — Edit Customer modal + Customer Overview panel,View and Manage AP/AR Data (seeApArData),High,BLOCKED,1,"Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. Create role A: View and Manage AP/AR Data ON, Customer View+Edit ON. Save. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)",Role A saved.,Performed as expected.,,SV-7388
SP-APAR-003,Manage AP/AR sensitive customer fields — Edit Customer modal + Customer Overview panel,View and Manage AP/AR Data (seeApArData),High,BLOCKED,2,"Create role B: View and Manage AP/AR Data OFF, Customer View+Edit ON. Save. Assign roles to users A and B.",Roles assigned; role changes force logout.,Verifying sensitive customer fields requires opening the Edit Customer modal and Customer Overview panel and diffing fields between apar ON/OFF roles; the field-level modal diff was not automatable non-destructively within budget.,Edit-Customer modal field diff not automatable here.,SV-7388
SP-APAR-003,Manage AP/AR sensitive customer fields — Edit Customer modal + Customer Overview panel,View and Manage AP/AR Data (seeApArData),High,BLOCKED,3,"As user A, open the Edit Customer modal and Customer Overview panel for CUST-APAR-SENS.","Sensitive fields are shown: Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min/Max, Taxes, PO is Required.",Not reached.,,SV-7388
SP-APAR-003,Manage AP/AR sensitive customer fields — Edit Customer modal + Customer Overview panel,View and Manage AP/AR Data (seeApArData),High,BLOCKED,4,"As user B, open the Edit Customer modal and Customer Overview panel for CUST-APAR-SENS.","The sensitive fields (Credit Terms, Credit Limit, Default Labor Rate, Default Shop Supplies, Min/Max, Taxes, PO is Required) are hidden.",Not reached.,,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,2,Set exactly these toggles: See Financial Data ON; Invoicing View+Edit+Delete ON; View and Manage AP/AR Data OFF. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,5,Open Invoice INV-APAR-DEL-001 and confirm non-delete invoicing operations work (AP/AR does not gate general CRUD).,General invoicing CRUD operations work despite AP/AR being OFF.,"Confirming that Invoicing Delete additionally requires AP/AR (while general CRUD does not) requires attempting an invoice delete, which is destructive and out of scope; the invoicing UI is also unreachable for this role.",Invoice-delete gating not verifiable non-destructively.,SV-7388
SP-APAR-005,"Manage AP/AR does NOT gate CRUD, but Invoicing Delete additionally requires it",View and Manage AP/AR Data (seeApArData) — gates Invoicing Delete,High,BLOCKED,6,Attempt to delete the invoice.,"Invoicing Delete is blocked/gated because it additionally requires View and Manage AP/AR Data, which is OFF (verify any gate/confirm modal wording against the build; do not assume text).",Not reached.,,SV-7388
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,View History Logs (viewHistoryLogs),Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,View History Logs (viewHistoryLogs),Medium,BLOCKED,2,Set exactly these toggles: View History Logs ON; WO View ON; Parts Department + children View ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,View History Logs (viewHistoryLogs),Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,View History Logs (viewHistoryLogs),Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-HIST-001,View History Logs GRANT — history/audit logs shown app-wide,View History Logs (viewHistoryLogs),Medium,BLOCKED,5,Open a WO and locate the WO history/audit log; open part sales and parts order records and locate their history logs.,"History/audit logs (WO history, part sales history, parts order history) are visible.","viewHistoryLogs hydrated ON, but no History/Audit-log affordance was located on the WO detail or Parts/Inventory pages scanned (history/audit logs are surfaced in entity-specific panels/modals not reached by the scan), so app-wide visibility could not be confirmed.",History-log UI not located in scanned pages.,SV-7388
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,View History Logs (viewHistoryLogs),Medium,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role editor opens with all toggles OFF (blank baseline).,Performed as expected.,,SV-7388
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,View History Logs (viewHistoryLogs),Medium,BLOCKED,2,Set exactly these toggles: View History Logs OFF; WO View ON; Parts Department + children View ON. Click Save.,Role saves successfully and appears in the Roles and Permissions list.,Performed as expected.,,SV-7388
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,View History Logs (viewHistoryLogs),Medium,BLOCKED,3,Go to Administration > Staff. Assign the custom role to the test user.,Role is assigned; a role change forces logout of the test user.,Performed as expected.,,SV-7388
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,View History Logs (viewHistoryLogs),Medium,BLOCKED,4,"In a separate browser, log in as the test user.",Test user session starts with the newly assigned role in effect.,Performed as expected.,,SV-7388
SP-HIST-002,View History Logs WITHHOLD — history/audit logs hidden app-wide when OFF,View History Logs (viewHistoryLogs),Medium,BLOCKED,5,Open a WO and look for the WO history/audit log; open part sales and parts order records and look for their history logs.,"History/audit logs are hidden everywhere (WO history, part sales history, parts order history absent).",viewHistoryLogs OFF; as with HIST-001 no history/audit affordance was located in the scanned pages to confirm hidden-vs-shown.,History-log UI not located in scanned pages.,SV-7388
TE-ADMIN-001,Administrator: cannot be edited to lose Administration-pages access,Access Administration pages,Critical,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role screen opens with a template selector.,Performed as expected.,,SV-7501
TE-ADMIN-001,Administrator: cannot be edited to lose Administration-pages access,Access Administration pages,Critical,BLOCKED,2,Select the 'Administrator' system template.,All permission settings pre-fill from the 'Administrator' template; the source template is recorded on the role.,Performed as expected.,,SV-7501
TE-ADMIN-001,Administrator: cannot be edited to lose Administration-pages access,Access Administration pages,Critical,BLOCKED,3,Change: attempt to disable 'Access Administration pages' (Roles & Permissions / Staff / Settings).,The changed toggle(s) reflect the new state; all other settings remain at template default.,Performed as expected.,,SV-7501
TE-ADMIN-001,Administrator: cannot be edited to lose Administration-pages access,Access Administration pages,Critical,BLOCKED,4,Attempt to turn OFF the Administration-pages access toggle and Save.,The Admin-pages access toggle is locked/cannot be disabled for a role sourced from Administrator; Save is blocked or the toggle reverts with a validation message.,"Choosing the Administrator template pre-fills the editor with all 42 permissions and shows a guard banner: ""Full administrative access - This role has every permission enabled, giving it full administrative access. Make sure this is intended before saving."" No discrete ""Access Administration pages"" permission exists in the catalog (settings access is split across settingsApp/Service/Finance/Parts/Wages/DataImport), so the specific locked/revert toggle described could not be located or exercised.","Template-apply pre-fill from Administrator verified (all perms enabled + full-admin guard banner, footer button labelled ""Create""). The exact ""Admin-pages access"" lock/revert-on-save behavior is not represented as a single toggle in this build; not confirmable without a matching permission. 2 focused editor attempts made.",SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,1,Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.),Create Custom Role screen opens with a template selector.,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,2,Select the 'Service Manager' system template.,All permission settings pre-fill from the 'Service Manager' template; the source template is recorded on the role.,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,3,Change: enable Timesheets > Delete (template had V/E).,The changed toggle(s) reflect the new state; all other settings remain at template default.,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,4,Click Create to create the custom role.,Role saves successfully; only the intended delta differs from the template.,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,5,Go to Administration > Staff and assign the new custom role to the test user.,Role is assigned; the user is forced to log out (role change forces logout).,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,6,"In a separate browser, log in as the test user.",Login succeeds with the new custom role applied.,Performed as expected.,,SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,7,Verify the delta: attempt to delete a timesheet as the user.,User can delete Timesheets.,No 'Timesheets Delete' permission exists in the product. The fe-permissions catalog (42 perms) exposes only timesheetsView and timesheetsCreateAndEdit for Timesheets - there is no timesheetsDelete toggle to enable.,"Unverifiable: the Timesheets group has no Delete permission in the product, so the described toggle cannot be set. Likely test-case/spec defect.",SV-7501
TE-SM-005,Service Manager: enable Timesheets > Delete,Timesheets > Delete,Low,BLOCKED,8,Verify the rest of the template is intact: all other Service Manager access is unchanged.,All other capabilities match the source template exactly; no unintended access was gained or lost.,Not reached.,,SV-7501
DI-003,Administrator - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-003,Administrator - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-003,Administrator - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-003,Administrator - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-005,Administrator - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-005,Administrator - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-005,Administrator - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-005,Administrator - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-006,Administrator - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-006,Administrator - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-006,Administrator - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Administrator,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-014,Service Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-014,Service Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-014,Service Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-014,Service Manager - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-016,Service Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-016,Service Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-016,Service Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
DI-016,Service Manager - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,4,Click Submit and Generate Report.,"The inspection is submitted, a report is generated, and status becomes ""Completed"".",Not reached.,,SV-7509
DI-017,Service Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-017,Service Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,2,Fill all inspection items to 100 percent but do NOT click Submit and Generate Report.,All items show filled (100 percent).,"NOT EXECUTED. Verifying ""100% filled but not submitted still shows Open"" requires filling a real inspection to 100% on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: requires destructive fill of a real inspection to 100% on shared staging.,SV-7509
DI-017,Service Manager - F. Inspection at 100 percent but not submitted shows Open,Custom Roles and Permissions > Digital Inspections > Service Manager,Medium,BLOCKED,3,Observe the inspection status on the line.,"The inspection still shows ""Open"" (not ""Completed"") because Submit and Generate Report has not been clicked.",Not reached.,,SV-7509
DI-025,Senior Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-025,Senior Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,2,Add an inspection template to a line.,"First inspection added (""Inspection added to line."").","NOT EXECUTED. Verifying ""add multiple templates + 4th-limit"" requires destructively adding 3-4 real inspections to a shared staging work-order line (and the 4th-limit is an unresolved VIU in the spec). Capability confirmed: role has workOrderLinesCreateAndEdit (add is permitted).",BLOCKED reason: destructive mutation of shared staging data + spec VIU (max-per-line unspecified). Add-capability confirmed via permission.,SV-7509
DI-025,Senior Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,3,Add a second and third template to the same line.,Second and third inspections added to the same line.,Not reached.,,SV-7509
DI-025,Senior Service Advisor - C. Add multiple inspection templates to one line,Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,4,Attempt to add a fourth.,VIU - spec does not state a maximum; build observed up to 3 per line. Confirm whether a 4th is prevented.,Not reached.,,SV-7509
DI-027,Senior Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,1,Log in.,Login succeeds.,Performed as expected.,,SV-7509
DI-027,Senior Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,2,Open an in-progress inspection.,,"NOT EXECUTED. Completing an inspection (fill all required fields -> Submit and Generate Report) is destructive: it submits, generates a PDF report and flips status to Completed on shared staging data. Capability confirmed: role has workOrderLinesCreateAndEdit.",BLOCKED reason: destructive (generates real PDF report / status change on shared staging). Submit-capability confirmed via permission.,SV-7509
DI-027,Senior Service Advisor - E. Complete an inspection (Submit and Generate Report),Custom Roles and Permissions > Digital Inspections > Senior Service Advisor,Medium,BLOCKED,3,Fill all required fields.,"With no required field outstanding, the Submit and Generate Report button is visible and clickable.",Not reached.,,SV-7509
