Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
TE-FORE-004,"Foreman: ADD Catalog Delete, rest intact",Template Edit > Foreman,Low,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Foreman' system template.
3. Change: enable Catalog > Delete (template had V/E).
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to delete a Catalog item as the user.
8. Verify the rest of the template is intact: all other Foreman access is unchanged.",User gains Catalog Delete only; rest of Foreman template preserved.,Tech effective perms match target (24 perms). Added: Catalog Delete.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Catalog > Delete
TE-OFFICE-001,Office template is not editable - opens read-only summary,Template Edit > Office,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the Office system template and attempt to edit its toggles.
3. Attempt to Save an edited Office-based role.",Office is a non-editable system template and opens read-only.,"Office role detail returns editable=false, deletable=false (default=true). Role editor opens Office read-only; no save/edit affordance.",Actual behavior matched the expected result (actual == expected). Confirmed via GET /api/roles/{office} editable flag.,Passed,SV-7526,SV-7526 · N/A (read-only template)
TE-PM-001,"Parts Manager: REMOVE Part Sales Edit (reverse cascade removes Delete), rest intact",Template Edit > Parts Manager,Critical,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Manager' system template.
3. Change: disable Part Sales > Edit (expect reverse cascade removing Delete).
5. Turn OFF Part Sales > Edit.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: open Part Sales and attempt to edit and delete a part sale as the user.
10. Verify the rest of the template is intact: all other Parts Manager access unchanged (WO/WOL, Customers, Catalog, Vendor, Invoicing, Reports, Settings, Financial, AP/AR).",Part Sales Edit and cascaded Delete removed; View retained; rest of template intact.,"Tech effective perms match target (29 perms). Removed: Part Sales Edit, Part Sales Delete.","Actual behavior matched the expected result (actual == expected). Cascade case: resulting role set to Edit+Part Sales Delete both OFF, View retained; Tech access matches expected. Editor enforces cascade (unchecking Edit auto-clears Part Sales Delete). Note: a direct API PUT sending Part Sales Delete without its Edit parent is accepted by the backend (no server-side cascade) - UI-only guard.",Passed,SV-7501,SV-7501 · Part Sales > Edit
TE-PM-002,"Parts Manager: REMOVE Settings, rest intact",Template Edit > Parts Manager,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Manager' system template.
3. Change: disable Settings (Parts, Finance, Data Import).
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to open Settings (Parts / Finance / Data Import) as the user.
8. Verify the rest of the template is intact: all other Parts Manager access is unchanged.",Only Settings removed; rest of Parts Manager template preserved.,"Tech effective perms match target (28 perms). Removed: Settings DataImport, Settings Finance, Settings Parts.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,"SV-7501 · Settings (Parts, Finance, Data Import)"
TE-PM-003,"Parts Manager: ADD Timesheets View, rest intact",Template Edit > Parts Manager,Low,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Manager' system template.
3. Change: enable Timesheets > View (template had none).
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: open Timesheets as the user.
8. Verify the rest of the template is intact: all other Parts Manager access is unchanged.",User gains Timesheets View only; rest of template preserved.,Tech effective perms match target (32 perms). Added: Timesheets View.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Timesheets > View
TE-PM-004,"Parts Manager: MULTI-toggle remove Financial + AP/AR (both gates), rest intact",Template Edit > Parts Manager,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Manager' system template.
3. Change: disable Financial AND disable AP/AR (expect both confirm modals).
5. Turn OFF Financial and turn OFF AP/AR.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: check for financial figures and attempt to reach AP/AR screens as the user.
10. Verify the rest of the template is intact: all non-financial Parts Manager access is unchanged.",Financial and AP/AR removed after confirming both modals; rest intact.,"Tech effective perms match target (29 perms). Removed: AP/AR, Financial.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,"SV-7501 · Financial; AP/AR · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
TE-PT-001,"Parts Technician: ADD Part Sales Delete, rest intact",Template Edit > Parts Technician,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Technician' system template.
3. Change: enable Part Sales > Delete.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to delete a part sale as the user.
8. Verify the rest of the template is intact: all other Parts Technician access unchanged (WO View, Schedule View, Customers V/E, Catalog V/E, Vendor V/E/D, Invoicing V/E, Timesheets V, Financial, History).",User gains Part Sales Delete only; rest of template preserved.,Tech effective perms match target (20 perms). Added: Part Sales Delete.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Part Sales > Delete
TE-PT-002,"Parts Technician: REMOVE Financial access (financial confirm modal), rest intact",Template Edit > Parts Technician,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Technician' system template.
3. Change: disable Financial access (expect financial confirm modal).
5. Turn OFF the Financial access toggle.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: look for financial figures on parts/invoices as the user.
10. Verify the rest of the template is intact: non-financial Parts Technician access is unchanged.",Financial removed after confirming; rest of template intact.,Tech effective perms match target (18 perms). Removed: Financial.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,"SV-7501 · Financial · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
TE-PT-003,"Parts Technician: MULTI-toggle add Review Parts + Customers Delete, rest intact",Template Edit > Parts Technician,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Technician' system template.
3. Change: enable Review Parts AND enable Customers > Delete together.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to review parts and to delete a customer as the user.
8. Verify the rest of the template is intact: all other Parts Technician access is unchanged (Pick/Order still ON).",Exactly Review Parts and Customers Delete added; everything else preserved.,"Tech effective perms match target (21 perms). Added: Customers Delete, Review Work Orders.","Actual behavior matched the expected result (actual == expected). ""Review Parts"" mapped to woReviewWorkOrders (only review permission in catalog).",Passed,SV-7501,SV-7501 · Review Parts; Customers > Delete
TE-PT-004,"Parts Technician: REMOVE Vendor Edit (reverse cascade removes Delete), rest intact",Template Edit > Parts Technician,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Parts Technician' system template.
3. Change: disable Vendor > Edit (expect reverse cascade removing Delete).
5. Turn OFF Vendor > Edit.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: open a Vendor and attempt to edit and delete it as the user.
10. Verify the rest of the template is intact: all other Parts Technician access is unchanged.",Vendor Edit and cascaded Delete removed; View retained; rest of template intact.,"Tech effective perms match target (17 perms). Removed: Vendor Edit, Vendor Delete.","Actual behavior matched the expected result (actual == expected). Cascade case: resulting role set to Edit+Vendor Delete both OFF, View retained; Tech access matches expected. Editor enforces cascade (unchecking Edit auto-clears Vendor Delete). Note: a direct API PUT sending Vendor Delete without its Edit parent is accepted by the backend (no server-side cascade) - UI-only guard.",Passed,SV-7501,SV-7501 · Vendor > Edit
TE-SADV-001,"Service Advisor: ADD Work Orders Delete (cascade), rest intact",Template Edit > Service Advisor,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Advisor' system template.
3. Change: enable Work Orders > Delete (template had V/E only).
5. Turn ON Work Orders > Delete.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: attempt to delete a Work Order as the user.
10. Verify the rest of the template is intact: all other Service Advisor access unchanged.",User gains WO Delete only; rest of Service Advisor template preserved.,Tech effective perms match target (27 perms). Added: WO Delete.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Work Orders > Delete
TE-SADV-002,"Service Advisor: ADD AP/AR access, rest intact",Template Edit > Service Advisor,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Advisor' system template.
3. Change: enable AP/AR access (template had it OFF).
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: navigate to AP/AR (payables/receivables) screens as the user.
8. Verify the rest of the template is intact: all other Service Advisor access unchanged (Financial already ON, CRUD, portals, History).",User gains AP/AR access only; rest of the template preserved.,Tech effective perms match target (27 perms). Added: AP/AR.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · AP/AR
TE-SADV-003,"Service Advisor: REMOVE Part Sales Edit (view-only), rest intact",Template Edit > Service Advisor,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Advisor' system template.
3. Change: disable Part Sales > Edit.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: open Part Sales and attempt to create/edit a part sale as the user.
8. Verify the rest of the template is intact: all other Service Advisor access is unchanged.",Only Part Sales Edit removed; the rest of the template is intact.,Tech effective perms match target (25 perms). Removed: Part Sales Edit.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Part Sales > Edit
TE-SADV-004,"Service Advisor: MULTI-toggle add Timesheets Edit + AP/AR, rest intact",Template Edit > Service Advisor,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Advisor' system template.
3. Change: enable Timesheets > Edit AND enable AP/AR together.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to edit a timesheet and open AP/AR screens as the user.
8. Verify the rest of the template is intact: all other Service Advisor access is unchanged.",Exactly Timesheets Edit and AP/AR added; everything else preserved.,"Tech effective perms match target (28 perms). Added: AP/AR, Timesheets Edit.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Timesheets > Edit; AP/AR
TE-SADV-005,"Service Advisor: REMOVE WOL Edit (reverse cascade removes Delete), rest intact",Template Edit > Service Advisor,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Advisor' system template.
3. Change: disable WOL > Edit (expect reverse cascade removing Delete).
5. Turn OFF Work Order Lines (WOL) > Edit.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: open a Work Order line and attempt to edit and delete it as the user.
10. Verify the rest of the template is intact: all other Service Advisor access is unchanged.",WOL Edit and cascaded Delete removed; View retained; rest of template intact.,"Tech effective perms match target (24 perms). Removed: WO Lines Edit, WO Lines Delete.","Actual behavior matched the expected result (actual == expected). Cascade case: resulting role set to Edit+WO Lines Delete both OFF, View retained; Tech access matches expected. Editor enforces cascade (unchecking Edit auto-clears WO Lines Delete). Note: a direct API PUT sending WO Lines Delete without its Edit parent is accepted by the backend (no server-side cascade) - UI-only guard.",Passed,SV-7501,SV-7501 · Work Order Lines > Edit
TE-SALES-001,"Sales Representative: ADD Customers View/Edit (cascade), rest intact",Template Edit > Sales Representative,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Sales Representative' system template.
3. Change: enable Customers > View and Edit (template had CRUD OFF).
5. Turn ON Customers > View then Customers > Edit.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: open Customers and attempt to view and edit a customer as the user.
10. Verify the rest of the template is intact: all other Sales Representative access unchanged (Reports, Full view, Financial, AP/AR, History; other CRUD still OFF).",User gains Customers View/Edit only; rest of Sales template preserved.,"Tech effective perms match target (6 perms). Added: Customers Edit, Customers View.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Customers > View/Edit
TE-SALES-002,"Sales Representative: REMOVE Reports, rest intact",Template Edit > Sales Representative,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Sales Representative' system template.
3. Change: disable Reports.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to open Reports as the user.
8. Verify the rest of the template is intact: all other Sales Representative access is unchanged.",Only Reports removed; rest of Sales template preserved.,Tech effective perms match target (3 perms). Removed: Reports.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Reports
TE-SALES-003,"Sales Representative: REMOVE Financial (financial confirm modal), rest intact",Template Edit > Sales Representative,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Sales Representative' system template.
3. Change: disable Financial access (expect financial confirm modal).
5. Turn OFF the Financial access toggle.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: look for financial figures as the user.
10. Verify the rest of the template is intact: non-financial Sales Representative access is unchanged.",Financial removed after confirming; rest of template intact.,Tech effective perms match target (3 perms). Removed: Financial.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,"SV-7501 · Financial · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
TE-SALES-004,"Sales Representative: MULTI-toggle add Part Sales V/E + Catalog View, rest intact",Template Edit > Sales Representative,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Sales Representative' system template.
3. Change: enable Part Sales > View/Edit AND enable Catalog > View together.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to view/create a part sale and to view the Catalog as the user.
8. Verify the rest of the template is intact: all other Sales Representative access is unchanged.",Exactly Part Sales V/E and Catalog View added; everything else preserved.,"Tech effective perms match target (7 perms). Added: Catalog View, Part Sales Edit, Part Sales View.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Part Sales > View/Edit; Catalog > View
TE-SM-001,"Service Manager: ADD Invoicing Delete (template lacked it), rest intact",Template Edit > Service Manager,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Manager' system template.
3. Change: enable Invoicing > Delete.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to delete an Invoice as the user.
8. Verify the rest of the template is intact: all other Service Manager access (WO/WOL/Schedule/Customers/Parts CRUD, Reports, portals, Financial, AP/AR) unchanged.",User gains Invoicing Delete only; all other Service Manager capabilities remain.,Tech effective perms match target (37 perms). Added: Invoicing Delete.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Invoicing > Delete
TE-SM-002,"Service Manager: REMOVE Financial access (financial confirm modal), rest intact",Template Edit > Service Manager,Critical,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Manager' system template.
3. Change: disable Financial access (expect financial confirm modal).
5. Turn OFF the Financial access toggle.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: open a Work Order / Invoice and look for financial figures (costs, margins, totals).
10. Verify the rest of the template is intact: non-financial Service Manager access (CRUD, schedule, portals, history) is unchanged.",Financial access removed after confirming the modal; all non-financial access preserved.,Tech effective perms match target (35 perms). Removed: Financial.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,"SV-7501 · Financial · VIU-11: Trigger on enabling Part Sales/Invoicing CRUD while See Financial Data OFF; text '[Area] requires ""See Financial Data"" to be enabled. Enable it?';…"
TE-SM-003,"Service Manager: REMOVE AP/AR access (AP/AR confirm modal), rest intact",Template Edit > Service Manager,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Manager' system template.
3. Change: disable AP/AR access (expect AP/AR confirm modal).
5. Turn OFF the AP/AR access toggle.
6. Click Create to create the custom role.
7. Go to Administration > Staff and assign the new custom role to the test user.
8. In a separate browser, log in as the test user.
9. Verify the delta: attempt to reach AP/AR (payables/receivables) screens.
10. Verify the rest of the template is intact: all other Service Manager access, including Financial, is unchanged.",AP/AR access removed after confirming the modal; the rest of the template is intact.,Tech effective perms match target (35 perms). Removed: AP/AR.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · AP/AR
TE-SM-004,"Service Manager: MULTI-toggle remove Reports + Settings, rest intact",Template Edit > Service Manager,Medium,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Manager' system template.
3. Change: disable Reports AND disable Settings (App Settings + Wages) together.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to open Reports and open Settings (App Settings / Wages) as the user.
8. Verify the rest of the template is intact: all other Service Manager CRUD/portals/Financial/AP/AR access is unchanged.","Exactly two capabilities (Reports, Settings) removed; everything else preserved.","Tech effective perms match target (33 perms). Removed: Reports, Settings App, Settings Wages.",Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Reports; Settings (App Settings + Wages)
TE-SSA-001,"Senior Service Advisor: ADD Customers Delete, rest intact",Template Edit > Senior Service Advisor,High,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Senior Service Advisor' system template.
3. Change: enable Customers > Delete.
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to delete a Customer record as the user.
8. Verify the rest of the template is intact: all other SSA access unchanged (WO/WOL/Schedule/Parts CRUD, Invoicing, Reports, portals, Financial, AP/AR, History).",User gains Customers Delete only; rest of SSA template preserved.,Tech effective perms match target (33 perms). Added: Customers Delete.,Actual behavior matched the expected result (actual == expected).,Passed,SV-7501,SV-7501 · Customers > Delete
