Test ID,Test Case Title,Feature / Area,Priority,Preconditions,Steps to Reproduce (Manual),Expected Result,Actual Result (Observed),Status Rationale,Severity/Status,References (Jira),Spec / Requirement Reference
SP-WOSUB-001,Review Work Orders GRANT — Review option available with WO View + Review,Single Permission > WO Sub-Settings,High,A work order exists that is in a reviewable state.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Review Work Orders ON, WO Edit OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-REV-001 and locate the Review action.
6. Use the Review option per spec workflow.","With WO View + Review Work Orders ON (Edit OFF), the user can see and use the Review option on work orders.","Role PUT+assign+fe-permissions hydration succeeded with the exact Review GRANT perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Review Work Orders (woReviewWorkOrders)
SP-WOSUB-002,Review Work Orders WITHHOLD — Review option absent when toggle OFF,Single Permission > WO Sub-Settings,High,A work order exists in a reviewable state.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Review Work Orders OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-REV-002 and look for the Review action.","With Review Work Orders OFF, the Review option is not available even though WO View is ON.","Role PUT+assign+fe-permissions hydration succeeded with the exact Review WITHHOLD perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Review Work Orders (woReviewWorkOrders)
SP-WOSUB-004,Pick Parts GRANT — can pick parts from inventory onto WO line,Single Permission > WO Sub-Settings,High,A WO with a parts line exists; matching inventory is on hand.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Pick Parts ON, WO Edit OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-PICK-001 and use the pick-parts action to pick the part from inventory onto the WO line.","With WO View + Pick Parts ON (Edit OFF), the user can pick parts from inventory onto a WO line.","Role PUT+assign+fe-permissions hydration succeeded with the exact Pick GRANT perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Pick Parts (woPickParts)
SP-WOSUB-005,Pick Parts WITHHOLD — pick action blocked/absent when toggle OFF,Single Permission > WO Sub-Settings,High,A WO with a parts line exists; inventory on hand.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Pick Parts OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-PICK-002 and attempt to pick parts from inventory onto the WO line.","With Pick Parts OFF, the user cannot pick parts from inventory onto a WO line.","Role PUT+assign+fe-permissions hydration succeeded with the exact Pick WITHHOLD perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Pick Parts (woPickParts)
SP-WOSUB-007,Order Parts GRANT — place PO for parts on WO and receive deliveries,Single Permission > WO Sub-Settings,High,A WO with a parts line exists; a vendor is available for ordering.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Order Parts ON, WO Edit OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-ORD-001 and place a PO for the part on the WO line.
6. Receive the parts delivery onto the WO.","With WO View + Order Parts ON (Edit OFF), the user can place a PO linked to the WO and receive parts deliveries onto the WO.","Role PUT+assign+fe-permissions hydration succeeded with the exact Order GRANT perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Order Parts (woOrderParts)
SP-WOSUB-008,Order Parts WITHHOLD — cannot place PO or receive parts when OFF,Single Permission > WO Sub-Settings,High,A WO with a parts line exists; vendor available.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Order Parts OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open Work Order WO-ORD-002 and attempt to place a PO for the part on the WO line.
6. Attempt to receive a parts delivery onto the WO.","With Order Parts OFF, the user cannot place a PO for parts on the WO nor receive parts deliveries onto the WO.","Role PUT+assign+fe-permissions hydration succeeded with the exact Order WITHHOLD perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,High · Blocked,SV-7388,SV-7388 · Order Parts (woOrderParts)
SP-WOSUB-010,WO sub-settings are INDEPENDENT — enabling one does not enable others,Single Permission > WO Sub-Settings,Medium,A WO exists with parts lines.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, Pick Parts ON, Review OFF, Order Parts OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open WO-IND-001. Verify pick-parts is available.
6. Look for the Review option and the order-parts/create-PO action.","The three WO sub-settings are independent: enabling Pick Parts grants only pick-parts, not Review or Order Parts.","Role PUT+assign+fe-permissions hydration succeeded with the exact independence perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,Medium · Blocked,SV-7388,"SV-7388 · Review Work Orders / Pick Parts / Order Parts (woReviewWorkOrders, woPickParts, woOrderParts)"
SP-WOSUB-011,Return part from WO line requires NO permission (note case),Single Permission > WO Sub-Settings,Medium,A WO exists with a part that has been picked/added to a line and can be returned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role > start from minimal/blank baseline. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Set exactly these toggles: Work Orders View ON, all WO sub-settings OFF. Click Save.
3. Go to Administration > Staff. Assign the custom role to the test user.
4. In a separate browser, log in as the test user.
5. Open WO-RET-001 and return the part from the WO line.",Returning a part from a WO line requires no specific WO sub-setting permission; it works with only WO View.,"Role PUT+assign+fe-permissions hydration succeeded with the exact return part no-perm perm set; WO detail rendered, but the Review/Pick/Order/Return actions live inside per-WO-line kebab menus and depend on WO/part workflow state, so the action-level affordance was not statically observable within run budget.",Blocked — destructive action not run on shared staging: Permission set correctly applied & hydrated; deep line-level action not automatable non-destructively here.,Medium · Blocked,SV-7388,SV-7388 · (none) — returning a part from a WO line is not permission-gated
TE-ADMIN-001,Administrator: cannot be edited to lose Administration-pages access,Template Edit > Administrator,Critical,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Administrator' system template.
3. Change: attempt to disable 'Access Administration pages' (Roles & Permissions / Staff / Settings).
4. Attempt to turn OFF the Administration-pages access toggle and Save.",The custom role cannot be saved with Admin-pages access removed; Administrator always retains admin access.,"Choosing the Administrator template pre-fills the editor with all 42 permissions and shows a guard banner: ""Full administrative access - This role has every permission enabled, giving it full administrative access. Make sure this is intended before saving."" No discrete ""Access Administration pages"" permission exists in the catalog (settings access is split across settingsApp/Service/Finance/Parts/Wages/DataImport), so the specific locked/revert toggle described could not be located or exercised.","Blocked — not verifiable on shared staging: Template-apply pre-fill from Administrator verified (all perms enabled + full-admin guard banner, footer button labelled ""Create""). The exact ""Admin-pages access"" lock/revert-on-save behavior is not represented as a single toggle in this build; not confirmable without a matching permission. 2 focused editor attempts made.",Critical · Blocked,SV-7501,SV-7501 · Access Administration pages
TE-SM-005,"Service Manager: ADD Timesheets Delete, rest intact",Template Edit > Service Manager,Low,Logged in as an Administrator. Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) is reachable. A test staff user exists with no custom role assigned.,"1. Go to Settings > Roles & Permissions (avatar menu → Settings → Roles & Permissions; URL /administration/roles-permissions) > Create Custom Role. (Step 1 is a 'Choose a template' dialog with Skip / Apply; the footer save button on the Create Role page is labelled 'Create'.)
2. Select the 'Service Manager' system template.
3. Change: enable Timesheets > Delete (template had V/E).
4. Click Create to create the custom role.
5. Go to Administration > Staff and assign the new custom role to the test user.
6. In a separate browser, log in as the test user.
7. Verify the delta: attempt to delete a timesheet as the user.
8. Verify the rest of the template is intact: all other Service Manager access is unchanged.",User gains Timesheets Delete only; rest of template preserved.,No 'Timesheets Delete' permission exists in the product. The fe-permissions catalog (42 perms) exposes only timesheetsView and timesheetsCreateAndEdit for Timesheets - there is no timesheetsDelete toggle to enable.,"Blocked — not verifiable on shared staging: Unverifiable: the Timesheets group has no Delete permission in the product, so the described toggle cannot be set. Likely test-case/spec defect.",Low · Blocked,SV-7501,SV-7501 · Timesheets > Delete
