report,spec_prefix,story,story_title,requirement_id,kind,assertion_index,assertion_count,requirement_text_verbatim,assertion_text_verbatim,surfaces,verdict,verdict_reason,evidence_basis,covering_internal_ids,covering_c_ids,covering_links,quote_from_c_id,quote_from_internal_id,covering_expected_quote_verbatim,overlap_score,anchor_mapping
Parts Velocity,PV,3,Data Table,S3-E1,edge,1,4,"S3-E1: Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — provided it still has on-hand stock or other billed revenue keeping it in the result set; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion). The reversal does not decrement the Demand count (S5-R4).","Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,C30350,PV-ROW-10,"A fully-reversed part with zero net movement, no on-hand stock, and no residual revenue would be excluded altogether (a Demand count alone does not keep a row).",0.278,DIRECT
Parts Velocity,PV,3,Data Table,S3-E1,edge,2,4,"S3-E1: Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — provided it still has on-hand stock or other billed revenue keeping it in the result set; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion). The reversal does not decrement the Demand count (S5-R4).",Negative movement renders with a leading minus (S5-R5); it is not floored to zero.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.857; not individually read,machine-substantiated,PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,C30350,PV-ROW-10,Part D shows a NEGATIVE Units Sold with a leading minus (e.g. -3.00) - negative movement is not floored to zero.,0.857,DIRECT
Parts Velocity,PV,3,Data Table,S3-E1,edge,3,4,"S3-E1: Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — provided it still has on-hand stock or other billed revenue keeping it in the result set; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion). The reversal does not decrement the Demand count (S5-R4).","A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — **provided it still has on-hand stock or other billed revenue keeping it in the result set**; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.423; not individually read,machine-substantiated,PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,C30350,PV-ROW-10,"A fully-reversed part with zero net movement, no on-hand stock, and no residual revenue would be excluded altogether (a Demand count alone does not keep a row).",0.423,DIRECT
Parts Velocity,PV,3,Data Table,S3-E1,edge,4,4,"S3-E1: Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — provided it still has on-hand stock or other billed revenue keeping it in the result set; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3-N1 (Demand is not itself a keep-criterion). The reversal does not decrement the Demand count (S5-R4).",The reversal does not decrement the Demand count (S5-R4).,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 1.0; not individually read,machine-substantiated,PV-ROW-10,C30350,https://shopview.testrail.io/index.php?/cases/view/30350,C30350,PV-ROW-10,Part C shows Demand 1 (the reversal does not decrement the Demand count) with Units Sold 0.00 (the reversal nets the movement to zero).,1.0,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R1,requirement,1,2,"S4-R1: A column picker is accessible via a toolbar button. It lists all 20 available columns, each with a toggle.",A column picker is accessible via a toolbar button.,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,C30351,PV-COL-01,"The picker lists all 20 available columns, each with a toggle:",0.2,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R1,requirement,2,2,"S4-R1: A column picker is accessible via a toolbar button. It lists all 20 available columns, each with a toggle.","It lists all **20** available columns, each with a toggle.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.8; not individually read,machine-substantiated,PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,C30351,PV-COL-01,"The picker lists all 20 available columns, each with a toggle:",0.8,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R2,requirement,1,2,"S4-R2 (default shown columns): On a first visit (no saved selection), the report shows exactly these 14 columns, in this on-screen left-to-right order: Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand. The other 6 columns start hidden.","On a first visit (no saved selection), the report shows exactly these **14** columns, in this on-screen left-to-right order: **Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand**.",On screen,COVERED-HUMAN-READ,"flagged by the polarity sweep and read by hand; the covering case asserts the same thing, not its opposite",hand-read this run (polarity-flag set),PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,C30352,PV-COL-02,"With a single location in scope exactly these 14 columns show, in this left-to-right order: Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand.",0.778,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R2,requirement,2,2,"S4-R2 (default shown columns): On a first visit (no saved selection), the report shows exactly these 14 columns, in this on-screen left-to-right order: Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand. The other 6 columns start hidden.",The other 6 columns start hidden.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.667; not individually read,machine-substantiated,PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,C30352,PV-COL-02,The other 6 columns start hidden:,0.667,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R3,requirement,1,1,"S4-R3: The 6 columns hidden by default (available via the picker) are: Units Returned, Sold (WO), Sold (Parts Sale), Turns / Yr, Min, Max.","The **6** columns hidden by default (available via the picker) are: **Units Returned, Sold (WO), Sold (Parts Sale), Turns / Yr, Min, Max**.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.733; not individually read,machine-substantiated,PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,C30352,PV-COL-02,"The other 6 columns start hidden: Units Returned, Sold (WO), Sold (Parts Sale), Turns / Yr, Min, Max.",0.733,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R4,requirement,1,2,"S4-R4: On-screen, columns always render in their fixed canonical left-to-right order regardless of the order in which they were toggled on. The canonical order is: Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns / Yr, Min, Max.","On-screen, columns always render in their fixed canonical left-to-right order regardless of the order in which they were toggled on.",On screen,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.833; not individually read,machine-substantiated,PV-COL-01 PV-COL-03 PV-EXP-03,C30351 C30353 C30377,https://shopview.testrail.io/index.php?/cases/view/30351 https://shopview.testrail.io/index.php?/cases/view/30353 https://shopview.testrail.io/index.php?/cases/view/30377,C30353,PV-COL-03,"Columns always render in the fixed canonical left-to-right order regardless of the order they were toggled on (with the automatic Location column, when shown, sitting leftmost before Type):",0.833,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R4,requirement,2,2,"S4-R4: On-screen, columns always render in their fixed canonical left-to-right order regardless of the order in which they were toggled on. The canonical order is: Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns / Yr, Min, Max.","The canonical order is: **Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns / Yr, Min, Max**.",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.885; not individually read,machine-substantiated,PV-COL-01 PV-COL-03 PV-EXP-03,C30351 C30353 C30377,https://shopview.testrail.io/index.php?/cases/view/30351 https://shopview.testrail.io/index.php?/cases/view/30353 https://shopview.testrail.io/index.php?/cases/view/30377,C30353,PV-COL-03,"Columns always render in the fixed canonical left-to-right order regardless of the order they were toggled on (with the automatic Location column, when shown, sitting leftmost before Type): Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns/Yr, Min, Max.",0.885,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R5,requirement,1,1,S4-R5: Toggling a column takes effect immediately; the table re-renders without a page reload.,Toggling a column takes effect immediately; the table re-renders without a page reload.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.8; not individually read,machine-substantiated,PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,C30353,PV-COL-03,Each toggle takes effect immediately - the table re-renders without a page reload.,0.8,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R6,requirement,1,4,"S4-R6 (view remembered per browser): The report saves, in this browser (not tied to the user account), the current filters (Type, date range incl. custom start/end, categories, vendors, bin locations, location), column selection, and active sort (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored before the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last non-empty selection rather than the 14-column default (the all-hidden case is the exception, S4-E1). Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server. Because storage is per-browser, a different user signing in on the same browser inherits the saved view (there is no per-account separation).","The report saves, in this browser (not tied to the user account), the current **filters** (Type, date range incl. custom start/end, categories, vendors, bin locations, location), **column selection**, and **active sort** (column + direction).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-NAV-02 PV-COL-04 PV-COL-05 PV-COL-06 PV-COL-08,C30323 C30354 C30355 C30356 C30358,https://shopview.testrail.io/index.php?/cases/view/30323 https://shopview.testrail.io/index.php?/cases/view/30354 https://shopview.testrail.io/index.php?/cases/view/30355 https://shopview.testrail.io/index.php?/cases/view/30356 https://shopview.testrail.io/index.php?/cases/view/30358,C30356,PV-COL-06,"storage is per browser, not tied to the account - there is no per-account separation.",0.136,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R6,requirement,2,4,"S4-R6 (view remembered per browser): The report saves, in this browser (not tied to the user account), the current filters (Type, date range incl. custom start/end, categories, vendors, bin locations, location), column selection, and active sort (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored before the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last non-empty selection rather than the 14-column default (the all-hidden case is the exception, S4-E1). Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server. Because storage is per-browser, a different user signing in on the same browser inherits the saved view (there is no per-account separation).","On the next visit — including after leaving and returning, or a page reload — these saved values are restored **before** the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-NAV-02 PV-COL-04 PV-COL-05 PV-COL-06 PV-COL-08,C30323 C30354 C30355 C30356 C30358,https://shopview.testrail.io/index.php?/cases/view/30323 https://shopview.testrail.io/index.php?/cases/view/30354 https://shopview.testrail.io/index.php?/cases/view/30355 https://shopview.testrail.io/index.php?/cases/view/30356 https://shopview.testrail.io/index.php?/cases/view/30358,C30354,PV-COL-04,The saved values are applied BEFORE the first data fetch - the report does not flash the defaults and then re-query.,0.286,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R6,requirement,3,4,"S4-R6 (view remembered per browser): The report saves, in this browser (not tied to the user account), the current filters (Type, date range incl. custom start/end, categories, vendors, bin locations, location), column selection, and active sort (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored before the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last non-empty selection rather than the 14-column default (the all-hidden case is the exception, S4-E1). Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server. Because storage is per-browser, a different user signing in on the same browser inherits the saved view (there is no per-account separation).","The column selection returns to the user's last **non-empty** selection rather than the 14-column default (the all-hidden case is the exception, S4-E1).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.818; not individually read,machine-substantiated,PV-NAV-02 PV-COL-04 PV-COL-05 PV-COL-06 PV-COL-08,C30323 C30354 C30355 C30356 C30358,https://shopview.testrail.io/index.php?/cases/view/30323 https://shopview.testrail.io/index.php?/cases/view/30354 https://shopview.testrail.io/index.php?/cases/view/30355 https://shopview.testrail.io/index.php?/cases/view/30356 https://shopview.testrail.io/index.php?/cases/view/30358,C30358,PV-COL-08,On the next visit the all-hidden selection is NOT restored - the report falls back to the default 14-column set (the saved column selection returns to the last NON-EMPTY selection; all-hidden is the exception).,0.818,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-R6,requirement,4,4,"S4-R6 (view remembered per browser): The report saves, in this browser (not tied to the user account), the current filters (Type, date range incl. custom start/end, categories, vendors, bin locations, location), column selection, and active sort (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored before the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last non-empty selection rather than the 14-column default (the all-hidden case is the exception, S4-E1). Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server. Because storage is per-browser, a different user signing in on the same browser inherits the saved view (there is no per-account separation).","Restoration is defensive: a saved value that is no longer valid (e.g., a location no longer accessible, or a custom range that is now malformed) falls back to that setting's default rather than being sent to the server.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-NAV-02 PV-COL-04 PV-COL-05 PV-COL-06 PV-COL-08,C30323 C30354 C30355 C30356 C30358,https://shopview.testrail.io/index.php?/cases/view/30323 https://shopview.testrail.io/index.php?/cases/view/30354 https://shopview.testrail.io/index.php?/cases/view/30355 https://shopview.testrail.io/index.php?/cases/view/30356 https://shopview.testrail.io/index.php?/cases/view/30358,C30355,PV-COL-05,That one setting falls back to its default (e.g. the location falls back to the active location);,0.333,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-N1,negative,1,1,"S4-N1: If a saved view predates the current version of the report's saved format (its stored schema version does not match the current one), the system ignores the stale view and loads the current defaults (This Year / Both / active location / 14-column set / Demand-desc).","If a saved view predates the current version of the report's saved format (its stored schema version does not match the current one), the system ignores the stale view and loads the current defaults (This Year / Both / active location / 14-column set / Demand-desc).",,UNCOVERED-DELIBERATE-CUT,"Covered by PV-COL-07, CUT 2026-07-28 as 'stale-schema seeding not executable manually' — a tester cannot write a mismatched stored schema version.",hand-adjudicated this run,,,,,,,0.0,NONE
Parts Velocity,PV,4,Columns & Remembered View,S4-E1,edge,1,3,"S4-E1: The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session. An all-hidden (empty) selection is not retained as restorable: on the next visit the report falls back to the default 14-column set. An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns.","The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session.",Empty / zero state,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.909; not individually read,machine-substantiated,PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,C30358,PV-COL-08,"The picker enforces no minimum - all 20 columns can be switched off, leaving a grid with no data columns for the rest of the session.",0.909,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-E1,edge,2,3,"S4-E1: The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session. An all-hidden (empty) selection is not retained as restorable: on the next visit the report falls back to the default 14-column set. An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns.",An all-hidden (empty) selection is **not** retained as restorable: on the next visit the report falls back to the default 14-column set.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.667; not individually read,machine-substantiated,PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,C30358,PV-COL-08,On the next visit the all-hidden selection is NOT restored - the report falls back to the default 14-column set (the saved column selection returns to the last NON-EMPTY selection;,0.667,DIRECT
Parts Velocity,PV,4,Columns & Remembered View,S4-E1,edge,3,3,"S4-E1: The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session. An all-hidden (empty) selection is not retained as restorable: on the next visit the report falls back to the default 14-column set. An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns.",An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns.,Export (unspecified format) | Empty / zero state,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.636; not individually read,machine-substantiated,PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,C30358,PV-COL-08,The export produces a file containing only the header/metadata rows and no data columns.,0.636,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R1,requirement,1,2,"S5-R1: Inventory data source. Inventory movement metrics are derived from the inventory-movement events generated when a work order is invoiced (which decrement stock) or when an invoice is reversed/voided (which add stock back), dated within the selected window. Parts flagged as a core are excluded from the inventory result set.","Inventory movement metrics are derived from the inventory-movement events generated when a work order is invoiced (which decrement stock) or when an invoice is reversed/voided (which add stock back), dated within the selected window.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-CALC-01 PV-CALC-14 PV-PREC-01,C30359 C30372 C38924,https://shopview.testrail.io/index.php?/cases/view/30359 https://shopview.testrail.io/index.php?/cases/view/30372 https://shopview.testrail.io/index.php?/cases/view/38924,C30359,PV-CALC-01,"After step 2, Units Sold decreases by 2.00 (reversing/voiding an invoice adds stock back and is subtracted - Units Sold is net of invoice reversals).",0.15,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R1,requirement,2,2,"S5-R1: Inventory data source. Inventory movement metrics are derived from the inventory-movement events generated when a work order is invoiced (which decrement stock) or when an invoice is reversed/voided (which add stock back), dated within the selected window. Parts flagged as a core are excluded from the inventory result set.",**Parts flagged as a core are excluded** from the inventory result set.,,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.714; not individually read,machine-substantiated,PV-CALC-01 PV-CALC-14 PV-PREC-01,C30359 C30372 C38924,https://shopview.testrail.io/index.php?/cases/view/30359 https://shopview.testrail.io/index.php?/cases/view/30372 https://shopview.testrail.io/index.php?/cases/view/38924,C30372,PV-CALC-14,Parts flagged as a core are excluded from both result sets by design.,0.714,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R2,requirement,1,1,"S5-R2: Special-order data source. Special-order metrics are derived from vendor-sourced part requests (carrying a catalogue part reference, and not a core) on work orders with status Invoiced or Paid whose work-order date falls within the window — grouped so each special-order part is one row (summed across the selected locations, S3-R1a).","Special-order metrics are derived from vendor-sourced part requests (carrying a catalogue part reference, and **not a core**) on work orders with status **Invoiced** or **Paid** whose work-order date falls within the window — grouped so each special-order part is one row (summed across the selected locations, S3-R1a).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-CALC-02 PV-CALC-14,C30360 C30372,https://shopview.testrail.io/index.php?/cases/view/30360 https://shopview.testrail.io/index.php?/cases/view/30372,C30360,PV-CALC-02,Only requests on work orders at status Invoiced or Paid count; the window is anchored to the work-order date.,0.32,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R3,requirement,1,4,"S5-R3: Returns data source (Units Returned). Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. - Live state, not a snapshot: the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again. - Date anchor: returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order). Because each uses its own natural event date, a return and its originating sale can fall in different report windows. Units Returned for a part is independent of the work order's current invoice status. - Row existence: a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns).","Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals.",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-CALC-03 PV-CALC-04,C30361 C30362,https://shopview.testrail.io/index.php?/cases/view/30361 https://shopview.testrail.io/index.php?/cases/view/30362,C30361,PV-CALC-03,"After step 1, Units Returned increases by 2.00 (the return record is counted when the return is initiated).",0.294,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R3,requirement,2,4,"S5-R3: Returns data source (Units Returned). Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. - Live state, not a snapshot: the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again. - Date anchor: returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order). Because each uses its own natural event date, a return and its originating sale can fall in different report windows. Units Returned for a part is independent of the work order's current invoice status. - Row existence: a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns).",Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window.,,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-CALC-03 PV-CALC-04,C30361 C30362,https://shopview.testrail.io/index.php?/cases/view/30361 https://shopview.testrail.io/index.php?/cases/view/30362,C30361,PV-CALC-03,"After step 3, it decreases by 2.00 - the column reflects the CURRENT state of return records (cancelled returns are excluded), not a snapshot.",0.308,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R3,requirement,3,4,"S5-R3: Returns data source (Units Returned). Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. - Live state, not a snapshot: the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again. - Date anchor: returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order). Because each uses its own natural event date, a return and its originating sale can fall in different report windows. Units Returned for a part is independent of the work order's current invoice status. - Row existence: a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns).","Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. - **Live state, not a snapshot:** the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again. - **Date anchor:** returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order).",,COVERED-HUMAN-READ,read end to end this run against the current spec; the overlap score is low only because the assertion is short or cross-reference-heavy,hand-read this run (weak/unsubstantiated set),PV-CALC-03 PV-CALC-04,C30361 C30362,https://shopview.testrail.io/index.php?/cases/view/30361 https://shopview.testrail.io/index.php?/cases/view/30362,C30361,PV-CALC-03,"After step 3, it decreases by 2.00 - the column reflects the CURRENT state of return records (cancelled returns are excluded), not a snapshot.",0.233,DIRECT
Parts Velocity,PV,5,Metric Calculations,S5-R3,requirement,4,4,"S5-R3: Returns data source (Units Returned). Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. - Live state, not a snapshot: the column always reflects the current state of return records — initiating a return adds its quantity; cancelling it removes the quantity again. - Date anchor: returns are dated by their initiation date, while sales are dated by their own sale event date (per S5-R1 for inventory and S5-R2 for special-order). Because each uses its own natural event date, a return and its originating sale can fall in different report windows. Units Returned for a part is independent of the work order's current invoice status. - Row existence: a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns).","Units Returned for a part is independent of the work order's current invoice status. - **Row existence:** a part whose only in-window event is a return (no sale, no on-hand stock, no billed revenue) is excluded per S3-N1, so its return would not surface; this is accepted (the report's row axis is sales/stock activity, not returns).",,COVERED-MACHINE,anchor cited and a quoted expected sentence overlaps the assertion at 0.4; not individually read,machine-substantiated,PV-CALC-03 PV-CALC-04,C30361 C30362,https://shopview.testrail.io/index.php?/cases/view/30361 https://shopview.testrail.io/index.php?/cases/view/30362,C30362,PV-CALC-04,"A part whose ONLY in-window event is a return (no sale, no stock, no revenue) produces no row at all - accepted behavior, the row axis is sales/stock activity.",0.4,DIRECT
