case_id,class_full,severity,project,section,field,history_evidence,damaged_by,damaged_on,field_format,title,url
C19284,SUSPECT-LOW,LOW,Other / unlisted,View Active Timesheets > Permissions,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-06-03,markdown,"""Clock Out"" button is NOT visible without edit permission (Office User)",https://shopview.testrail.io/index.php?/cases/view/19284
C19286,SUSPECT-LOW,LOW,Other / unlisted,View Active Timesheets > Permissions,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-06-03,markdown,"""Clock Out"" button IS visible for Service Manager on Work Order Timesheets tab",https://shopview.testrail.io/index.php?/cases/view/19286
C29293,SUSPECT-LOW,LOW,Simple Flow,Completion — No-PO / Skip (Story 2),Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-24,markdown,Verify Go to Invoice from the Success screen opens the Finance step where the invoice number is shown,https://shopview.testrail.io/index.php?/cases/view/29293
C29411,SUSPECT-LOW,LOW,Simple Flow,Permissions,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-10,markdown,Verify review sign-off is governed by the Review Work Orders custom-role permission (not open to all),https://shopview.testrail.io/index.php?/cases/view/29411
C26323,SUSPECT-LOW,LOW,Custom Roles,Roles List Page,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,"The three-dot menu is hidden on the non-editable system roles (Office User, Time Clock User)",https://shopview.testrail.io/index.php?/cases/view/26323
C26323,SUSPECT-LOW,LOW,Custom Roles,Roles List Page,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,"The three-dot menu is hidden on the non-editable system roles (Office User, Time Clock User)",https://shopview.testrail.io/index.php?/cases/view/26323
C26354,SUSPECT-LOW,LOW,Custom Roles,Delete Role,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-06,markdown,The assigned-user count is correct when a delete is blocked,https://shopview.testrail.io/index.php?/cases/view/26354
C26387,SUSPECT-LOW,LOW,Custom Roles,Work Orders Permissions,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-09,markdown,The 'Add Customer' button in the New Work Order flow when Customers Create & Edit is OFF,https://shopview.testrail.io/index.php?/cases/view/26387
C27870,SUSPECT-LOW,LOW,Custom Roles,Work Order Lines Permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Work order: View allows the user mark a core OK/Not-OK. WO Line: View Allows see the Line Story history,https://shopview.testrail.io/index.php?/cases/view/27870
C26419,SUSPECT-LOW,LOW,Custom Roles,Parts Department Permissions,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-05,markdown,Returning a part to inventory (restocking) is controlled by Vendor and order management,https://shopview.testrail.io/index.php?/cases/view/26419
C26419,SUSPECT-LOW,LOW,Custom Roles,Parts Department Permissions,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-05,markdown,Returning a part to inventory (restocking) is controlled by Vendor and order management,https://shopview.testrail.io/index.php?/cases/view/26419
C26422,SUSPECT-LOW,LOW,Custom Roles,Invoicing and Payments Permissions,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-04,markdown,Invoicing & payments Delete lets the user delete payments and void transactions (but not reverse invoices),https://shopview.testrail.io/index.php?/cases/view/26422
C26422,SUSPECT-LOW,LOW,Custom Roles,Invoicing and Payments Permissions,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-04,markdown,Invoicing & payments Delete lets the user delete payments and void transactions (but not reverse invoices),https://shopview.testrail.io/index.php?/cases/view/26422
C26427,ESCAPED-TAG,,Custom Roles,Invoicing and Payments Permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,The Send to Terminal action needs Invoicing & payments Create & Edit + Customer Portal Enabled,https://shopview.testrail.io/index.php?/cases/view/26427
C26431,SUSPECT-LOW,LOW,Custom Roles,Timesheets Permissions,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Timesheets Create & Edit lets the user edit entries,https://shopview.testrail.io/index.php?/cases/view/26431
C26431,SUSPECT-LOW,LOW,Custom Roles,Timesheets Permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Timesheets Create & Edit lets the user edit entries,https://shopview.testrail.io/index.php?/cases/view/26431
C26459,SUSPECT-LOW,LOW,Custom Roles,View Mode,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Tech view: labor rate columns and fields are hidden on work order lines,https://shopview.testrail.io/index.php?/cases/view/26459
C26471,SUSPECT-LOW,LOW,Custom Roles,See Financial Data,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-23,markdown,Ticking Part sales while See Financial Data is OFF asks you to turn See Financial Data on,https://shopview.testrail.io/index.php?/cases/view/26471
C26471,SUSPECT-LOW,LOW,Custom Roles,See Financial Data,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-23,markdown,Ticking Part sales while See Financial Data is OFF asks you to turn See Financial Data on,https://shopview.testrail.io/index.php?/cases/view/26471
C26488,SUSPECT-LOW,LOW,Custom Roles,View History Logs,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,View History Logs ON: work order history and line history are visible (work orders only),https://shopview.testrail.io/index.php?/cases/view/26488
C26489,ESCAPED-TAG,,Custom Roles,View History Logs,Expected,ESCAPED-INTRODUCED-BY-EDIT,Bilal Muzamil (US),2026-07-20,markdown,View History Logs OFF: work order history and line history are hidden (work orders only),https://shopview.testrail.io/index.php?/cases/view/26489
C26493,SUSPECT-LOW,LOW,Custom Roles,Staff Page Role Assignment,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-07-06,markdown,"If a role change fails, the user keeps their previous role",https://shopview.testrail.io/index.php?/cases/view/26493
C26496,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Service Manager: role permissions match the expected set,https://shopview.testrail.io/index.php?/cases/view/26496
C26496,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Service Manager: role permissions match the expected set,https://shopview.testrail.io/index.php?/cases/view/26496
C26497,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Senior Service Advisor: role permissions match the expected set,https://shopview.testrail.io/index.php?/cases/view/26497
C26498,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Service Advisor: role permissions match the expected set,https://shopview.testrail.io/index.php?/cases/view/26498
C26498,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Service Advisor: role permissions match the expected set,https://shopview.testrail.io/index.php?/cases/view/26498
C26506,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,"Customer portal is on by default only for Service Advisor, Senior Service Advisor, Service Manager and Parts Manager (and Administrator)",https://shopview.testrail.io/index.php?/cases/view/26506
C26506,SUSPECT-LOW,LOW,Custom Roles,Per-Role Verification,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,"Customer portal is on by default only for Service Advisor, Senior Service Advisor, Service Manager and Parts Manager (and Administrator)",https://shopview.testrail.io/index.php?/cases/view/26506
C26550,SUSPECT-LOW,LOW,Custom Roles,Cross-Permission Combinations,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,The last Administrator cannot be left with zero users,https://shopview.testrail.io/index.php?/cases/view/26550
C26550,SUSPECT-LOW,LOW,Custom Roles,Cross-Permission Combinations,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,The last Administrator cannot be left with zero users,https://shopview.testrail.io/index.php?/cases/view/26550
C26551,SUSPECT-LOW,LOW,Custom Roles,Cross-Permission Combinations,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,Universal clock in/out works even for a user whose role has (almost) no permissions,https://shopview.testrail.io/index.php?/cases/view/26551
C26551,SUSPECT-LOW,LOW,Custom Roles,Cross-Permission Combinations,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-06,markdown,Universal clock in/out works even for a user whose role has (almost) no permissions,https://shopview.testrail.io/index.php?/cases/view/26551
C27764,SUSPECT-LOW,LOW,Custom Roles,Administrator,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Administrator can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27764
C27764,SUSPECT-LOW,LOW,Custom Roles,Administrator,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Administrator can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27764
C27777,SUSPECT-LOW,LOW,Custom Roles,Service Manager,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Manager can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27777
C27777,SUSPECT-LOW,LOW,Custom Roles,Service Manager,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Manager can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27777
C27778,SUSPECT-LOW,LOW,Custom Roles,Service Manager,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Manager can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27778
C27778,SUSPECT-LOW,LOW,Custom Roles,Service Manager,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Manager can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27778
C27790,SUSPECT-LOW,LOW,Custom Roles,Senior Service Advisor,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Senior Service Advisor can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27790
C27790,SUSPECT-LOW,LOW,Custom Roles,Senior Service Advisor,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Senior Service Advisor can edit and delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27790
C27802,SUSPECT-LOW,LOW,Custom Roles,Service Advisor,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Advisor can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27802
C27802,SUSPECT-LOW,LOW,Custom Roles,Service Advisor,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Advisor can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27802
C27803,SUSPECT-LOW,LOW,Custom Roles,Service Advisor,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Advisor can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27803
C27803,SUSPECT-LOW,LOW,Custom Roles,Service Advisor,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Service Advisor can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27803
C27827,SUSPECT-LOW,LOW,Custom Roles,Technician,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Technician can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27827
C27827,SUSPECT-LOW,LOW,Custom Roles,Technician,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Technician can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27827
C27828,SUSPECT-LOW,LOW,Custom Roles,Technician,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Technician can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27828
C27828,SUSPECT-LOW,LOW,Custom Roles,Technician,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Technician can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27828
C27853,SUSPECT-LOW,LOW,Custom Roles,Office,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Office can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27853
C27853,SUSPECT-LOW,LOW,Custom Roles,Office,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Office can create and edit any work order note,https://shopview.testrail.io/index.php?/cases/view/27853
C27854,SUSPECT-LOW,LOW,Custom Roles,Office,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Office can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27854
C27854,SUSPECT-LOW,LOW,Custom Roles,Office,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-05,markdown,Verify Office can edit but cannot delete another user's work order note,https://shopview.testrail.io/index.php?/cases/view/27854
C29458,SUSPECT-LOW,LOW,Custom Roles,API — Time Clock Role Enforcement (SV-7388),Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,BUG: Time Clock user CAN read Taxes / Finance data via API,https://shopview.testrail.io/index.php?/cases/view/29458
C29460,SUSPECT-LOW,LOW,Custom Roles,API — Time Clock Role Enforcement (SV-7388),Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-20,markdown,Time Clock user Work Order create via API is not gated with 403 (backend does not enforce — accepted by PO),https://shopview.testrail.io/index.php?/cases/view/29460
C28436,SUSPECT-LOW,LOW,Fees & Discounts,Work Order — Whole-WO Fee/Discount,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-23,markdown,Verify the whole-work-order 'Add Work Order Fee / Discount' option is hidden without Work Orders: Create & Edit,https://shopview.testrail.io/index.php?/cases/view/28436
C28437,SUSPECT-LOW,LOW,Fees & Discounts,Work Order — Whole-WO Fee/Discount,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-23,markdown,Verify the preview shows the empty-amount prompt before an amount is entered,https://shopview.testrail.io/index.php?/cases/view/28437
C28493,SUSPECT-LOW,LOW,Fees & Discounts,Customer defaults → new work order,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify a customer default is added as its own fee/discount on every new work order,https://shopview.testrail.io/index.php?/cases/view/28493
C28496,SUSPECT-LOW,LOW,Fees & Discounts,Customer defaults lifecycle,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify deleting a template that is a customer default drops the default link but keeps existing work-order fees/discounts,https://shopview.testrail.io/index.php?/cases/view/28496
C28497,SUSPECT-LOW,LOW,Fees & Discounts,Customer defaults lifecycle,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify deleting a customer removes that customer's default links,https://shopview.testrail.io/index.php?/cases/view/28497
C28502,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — location,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the fee/discount template library is at Administration → Service → Fees & Discounts (below Canned Lines),https://shopview.testrail.io/index.php?/cases/view/28502
C28503,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — list,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the template list columns and the edit/delete actions,https://shopview.testrail.io/index.php?/cases/view/28503
C28513,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — list,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the template list empty-state message,https://shopview.testrail.io/index.php?/cases/view/28513
C28513,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — list,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the template list empty-state message,https://shopview.testrail.io/index.php?/cases/view/28513
C28504,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — create,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify creating a Fee template (dialog fields and the Create button),https://shopview.testrail.io/index.php?/cases/view/28504
C28505,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — create,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify creating a Discount template,https://shopview.testrail.io/index.php?/cases/view/28505
C28506,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — auto-apply,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the 'Auto-apply to all new work orders at this location' checkbox adds the template to every new work order at that location,https://shopview.testrail.io/index.php?/cases/view/28506
C28510,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — delete,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify deleting a template leaves work-order fees/discounts made from it unchanged,https://shopview.testrail.io/index.php?/cases/view/28510
C28512,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — dialog fields,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-14,markdown,Verify Max Amount shows only for percentage methods and how 0 behaves,https://shopview.testrail.io/index.php?/cases/view/28512
C28517,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — permissions,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the admin Fees & Discounts page needs the Settings → Service permission,https://shopview.testrail.io/index.php?/cases/view/28517
C28517,SUSPECT-LOW,LOW,Fees & Discounts,Template admin — permissions,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify the admin Fees & Discounts page needs the Settings → Service permission,https://shopview.testrail.io/index.php?/cases/view/28517
C28522,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — taxable + jurisdiction note,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-17,markdown,Verify the Processing Fee Taxable defaults to Yes and shows the tax-jurisdiction note,https://shopview.testrail.io/index.php?/cases/view/28522
C28524,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — auto-apply,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify a Processing Fee reaches a new work order via location auto-apply,https://shopview.testrail.io/index.php?/cases/view/28524
C28525,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — customer default,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify a Processing Fee reaches a new work order via a customer default,https://shopview.testrail.io/index.php?/cases/view/28525
C28526,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — WO behavior,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify a Processing Fee on a work order can be removed but not edited,https://shopview.testrail.io/index.php?/cases/view/28526
C28532,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — negative,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-14,markdown,Verify the system rejects a Processing Fee that carries a minimum amount,https://shopview.testrail.io/index.php?/cases/view/28532
C28532,SUSPECT-LOW,LOW,Fees & Discounts,Processing Fee — negative,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-14,markdown,Verify the system rejects a Processing Fee that carries a minimum amount,https://shopview.testrail.io/index.php?/cases/view/28532
C28542,SUSPECT-LOW,LOW,Fees & Discounts,Customer document — line-level $0 target,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-09,markdown,Verify a line-level adjustment on a not-billable (declined) line resolves to $0.00 but still shows,https://shopview.testrail.io/index.php?/cases/view/28542
C28557,SUSPECT-LOW,LOW,Fees & Discounts,QuickBooks — negative totals,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-14,markdown,Verify a mandatory warning/confirmation before saving when discounts are bigger than the net subtotal,https://shopview.testrail.io/index.php?/cases/view/28557
C28560,SUSPECT-LOW,LOW,Fees & Discounts,Audit log,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-17,markdown,Verify one audit-log entry per add/edit/remove with the correct bold event labels,https://shopview.testrail.io/index.php?/cases/view/28560
C28561,SUSPECT-LOW,LOW,Fees & Discounts,Audit log,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-17,markdown,"Verify the audit-log Details show Name, Amount (the set rate) and what it was applied to",https://shopview.testrail.io/index.php?/cases/view/28561
C28562,SUSPECT-LOW,LOW,Fees & Discounts,Audit log,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-17,markdown,Verify the Line column and saved-state icon on a fee/discount audit-log entry,https://shopview.testrail.io/index.php?/cases/view/28562
C28591,SUSPECT-LOW,LOW,Fees & Discounts,Permissions (Story 13),Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-21,markdown,Verify create/edit/delete of a fee/discount template needs Settings → Service,https://shopview.testrail.io/index.php?/cases/view/28591
C28501,SUSPECT-LOW,LOW,Fees & Discounts,API — Customer Fees & Discounts tab — negative,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-09,markdown,Verify an add/remove/load failure on customer defaults shows the standard error notification,https://shopview.testrail.io/index.php?/cases/view/28501
C28528,SUSPECT-LOW,LOW,Fees & Discounts,API — Processing Fee — negative,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-09,markdown,Verify a Processing Fee with a Max Amount or a disallowed method is rejected,https://shopview.testrail.io/index.php?/cases/view/28528
C29558,SUSPECT-LOW,LOW,Filters,Filter Bar Layout and Visibility,Expected,SEPARATORS-LOST,Ahtasham Amjad (FOREIGN),2026-08-06,markdown,"Work Orders shows three filter chips: Status, Assigned to me, Asset on Site",https://shopview.testrail.io/index.php?/cases/view/29558
C29560,SUSPECT-LOW,LOW,Filters,Status Filter,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-06,markdown,Status chip opens a checkbox list of all nine statuses plus Clear selection,https://shopview.testrail.io/index.php?/cases/view/29560
C29600,SUSPECT-LOW,LOW,Filters,Active Filter Chips and Clear Filters,Preconditions,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-08,markdown,Status and Asset on Site together show only work orders matching both,https://shopview.testrail.io/index.php?/cases/view/29600
C29600,SUSPECT-LOW,LOW,Filters,Active Filter Chips and Clear Filters,Expected,SEPARATORS-LOST,Vladimir Tomovic (FOREIGN),2026-08-08,markdown,Status and Asset on Site together show only work orders matching both,https://shopview.testrail.io/index.php?/cases/view/29600
C29603,SUSPECT-LOW,LOW,Filters,Collapse and Expand,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-17,markdown,"There is no collapsed-state indicator, because the chips are always shown",https://shopview.testrail.io/index.php?/cases/view/29603
C43590,SUSPECT-LOW,LOW,Filters,Collapse and Expand,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-17,markdown,No collapse control exists even on a page that has only one filter,https://shopview.testrail.io/index.php?/cases/view/43590
C43845,SUSPECT-LOW,LOW,Filters,Tab Behaviour,Preconditions,SEPARATORS-LOST,Ahtasham Amjad (FOREIGN),2026-08-24,markdown,"The Work Orders tab pre-filters to Approved, In Progress and Review",https://shopview.testrail.io/index.php?/cases/view/43845
C43845,SUSPECT-LOW,LOW,Filters,Tab Behaviour,Steps,SEPARATORS-LOST,Ahtasham Amjad (FOREIGN),2026-08-24,markdown,"The Work Orders tab pre-filters to Approved, In Progress and Review",https://shopview.testrail.io/index.php?/cases/view/43845
C38881,SUSPECT-LOW,LOW,Filters,Persistence,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-05,markdown,Filters saved before the redesign carry over after the update,https://shopview.testrail.io/index.php?/cases/view/38881
C30102,SUSPECT-LOW,LOW,Report Suite,SBC — Date Range Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,"Date range picker offers nine periods in the specified order, no All Time",https://shopview.testrail.io/index.php?/cases/view/30102
C30104,SUSPECT-LOW,LOW,Report Suite,SBC — Date Range Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Building a custom range on the calendar cannot exceed a 366-day span,https://shopview.testrail.io/index.php?/cases/view/30104
C30109,SUSPECT-LOW,LOW,Report Suite,SBC — Location Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,"Location filter: rightmost, lists accessible locations, All locations on top",https://shopview.testrail.io/index.php?/cases/view/30109
C30112,SUSPECT-LOW,LOW,Report Suite,SBC — Customer Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-30,markdown,"Customer filter sits between Product Type and Location, carries a search icon",https://shopview.testrail.io/index.php?/cases/view/30112
C30117,SUSPECT-LOW,LOW,Report Suite,SBC — Customer Filter,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-18,markdown,Changing the customer selection narrows the table and refreshes the totals,https://shopview.testrail.io/index.php?/cases/view/30117
C30125,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Invoices group into one asset row per vehicle record,https://shopview.testrail.io/index.php?/cases/view/30125
C30126,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Asset rows order A to Z with the Parts Sales bucket always last,https://shopview.testrail.io/index.php?/cases/view/30126
C30128,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,Header-row chevron expands or collapses every customer on the current page,https://shopview.testrail.io/index.php?/cases/view/30128
C30130,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-18,markdown,Edge: a single-invoice asset can still be expanded,https://shopview.testrail.io/index.php?/cases/view/30130
C30131,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-20,markdown,A service (S) invoice with no vehicle also lands in the Parts Sales bucket,https://shopview.testrail.io/index.php?/cases/view/30131
C30132,SUSPECT-LOW,LOW,Report Suite,SBC — Tree & Rows,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-19,markdown,Reversed and voided invoices are excluded from every row; count and total,https://shopview.testrail.io/index.php?/cases/view/30132
C30133,SUSPECT-HIGH,HIGH,Report Suite,SBC — Tree & Rows,Expected,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-19,markdown,Every row type renders the same columns in the same order,https://shopview.testrail.io/index.php?/cases/view/30133
C30134,SUSPECT-LOW,LOW,Report Suite,SBC — Asset Labels,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-29,markdown,"Asset identified by VIN, falling back to Unit #, then plate",https://shopview.testrail.io/index.php?/cases/view/30134
C30134,SUSPECT-LOW,LOW,Report Suite,SBC — Asset Labels,Steps,SEPARATORS-LOST,Bilal Muzamil (US),2026-07-29,markdown,"Asset identified by VIN, falling back to Unit #, then plate",https://shopview.testrail.io/index.php?/cases/view/30134
C30137,SUSPECT-LOW,LOW,Report Suite,SBC — Asset Labels,Preconditions,SEPARATORS-LOST,Bilal Muzamil (US),2026-08-19,markdown,Duplicate asset labels get stable (#1)/(#2) suffixes that survive reloads,https://shopview.testrail.io/index.php?/cases/view/30137
