FD ID,TestRail Case ID,TestRail Link,Area,Title,Priority,Fresh Status (2026-07-10),Fresh Evidence / Note
FD-WO-002,C28425,https://shopview.testrail.io/index.php?/cases/view/28425,Work Order — Whole-WO Fee/Discount,Verify adding a whole-work-order flat-amount fee saves and shows a success message,Critical,VIU-Verified,"whole-WO flat fee add 201 + visible in WO view (flat 7.77 resolved exactly) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Sidebar card is 'WO Fees & Discounts' (was 'Work Order Fee / Discount'). Exact success-toast text not re-captured this pass (worded as 'a success message')."
FD-WO-003,C28426,https://shopview.testrail.io/index.php?/cases/view/28426,Work Order — Whole-WO Fee/Discount,Verify the live preview shows a whole-work-order percentage discount before you save,High,VIU-Verified,"dialog live preview re-driven ($5 flat -> '+$5.00 / New work-order subtotal $187.76'); pct preview math not re-driven, API pct resolution re-proven (10%->17.08) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Calc type corrected from generic 'Percentage' to the real whole-WO option '% of Subtotal'. Exact preview row labels not re-captured this pass (behavior verified 2026-07-10)."
FD-WO-004,C28427,https://shopview.testrail.io/index.php?/cases/view/28427,Work Order — Whole-WO Fee/Discount,Verify 'Apply From Template' fills the dialog with a template's values,High,VIU-Verified,"not re-driven today (Apply-From-Template combobox present in dialog); templateId add path re-proven via API (FD-STACK-003) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Dropdown label is exactly 'Apply From Template' (was 'Apply from template (optional)')."
FD-WO-006,C28429,https://shopview.testrail.io/index.php?/cases/view/28429,Work Order — Whole-WO Fee/Discount,Verify Max Amount caps a percentage fee (20% on a $100 base with Max Amount $15 → +$15.00),Medium,VIU-Verified,"20% of 170.76 (=34.15) capped at Max 15 -> resolved exactly 15 | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). The '$ Max Amount (Optional)' field appears only after a percentage method is chosen (confirmed live)."
FD-WO-007,C28430,https://shopview.testrail.io/index.php?/cases/view/28430,Work Order — Whole-WO Fee/Discount,Verify the confirm button label follows the Type (Add Fee vs Add Discount),Medium,VIU-Verified,"confirm label 'Add Fee' observed; Type-flip re-observed in batch-1 (not re-driven) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05)."
FD-WO-008,C28431,https://shopview.testrail.io/index.php?/cases/view/28431,Work Order — Whole-WO Fee/Discount,Verify an empty Name blocks saving a whole-work-order fee/discount,Medium,VIU-Verified,"UI BLOCKS empty name (inline 'Name' required, dialog stays open, nothing saved). NOTE NEW FDBUG-16: the RAW API now ACCEPTS an empty-name adjustment (201; was 400 in batch-3) — BE validation regression, FE still guards | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). (Note: the raw back-end will accept an empty name — FDBUG-16 — but the on-screen dialog blocks it, which is what a manual tester sees.)"
FD-WO-009,C28432,https://shopview.testrail.io/index.php?/cases/view/28432,Work Order — Whole-WO Fee/Discount,Verify an empty or zero amount blocks saving a whole-work-order fee/discount,Medium,VIU-Verified,"amount 0 -> 400 at API; UI validates on submit | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05)."
FD-WO-010,C28433,https://shopview.testrail.io/index.php?/cases/view/28433,Work Order — Whole-WO Fee/Discount,Verify a percentage discount over 100% is rejected while a percentage fee has no upper limit,Medium,VIU-Verified,"discount 150% -> 400 'A percentage discount cannot exceed 100%.'; fee 150% -> 201 | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05)."
FD-WO-011,C28434,https://shopview.testrail.io/index.php?/cases/view/28434,Work Order — Whole-WO Fee/Discount,Verify a whole-work-order percentage method uses the correct base (% of Subtotal example),High,VIU-Verified,"pct_subtotal resolves on the WO subtotal EXCLUDING whole-WO adjustments (10% of 182.76-sub -> 17.08 = 10% of 170.76 line total) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Calculation Type options confirmed live (exactly the 4 listed; no '% of Grand Total')."
FD-WO-012,C28435,https://shopview.testrail.io/index.php?/cases/view/28435,Work Order — Whole-WO Fee/Discount,Verify Add Fee/Discount is hidden and blocked on an Invoiced or Paid work order,High,VIU-Verified,"add on Invoiced WO -> 409 'Adjustments cannot be changed on an invoiced or paid work order.'; edit also 409 | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05)."
FD-WO-014,C28437,https://shopview.testrail.io/index.php?/cases/view/28437,Work Order — Whole-WO Fee/Discount,Verify the preview shows the empty-amount prompt before an amount is entered,Medium,VIU-Verified,"'Enter an amount to see the impact.' prompt present in the re-driven dialog | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Exact prompt text 'Enter an amount to see the impact.' confirmed live (shot wo-03)."
FD-WO-015,C28438,https://shopview.testrail.io/index.php?/cases/view/28438,Work Order — Whole-WO Fee/Discount,Verify the preview amount is signed for a fee (+) vs a discount (−),Medium,VIU-Verified,"preview row '+$5.00' with new-subtotal line re-observed; color/sign convention from batch-1 (not re-checked) | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). Kept to sign only; the exact fee/discount colours were not re-captured this pass."
FD-CALC-013,C28580,https://shopview.testrail.io/index.php?/cases/view/28580,Calculation contract,Verify a Processing Fee works out last on the tax-included grand total (3% of $324 → +$9.72),High,VIU-Deviation,FDBUG-2 CONFIRMED AGAIN (clean discriminator): pfee base INCLUDES whole-WO adjustments + their tax (3% -> 0.63 where spec expects 0.00). Structural defect is tax-model independent | WORDING+VIU 2026-07-13: DEVIATION carried (FDBUG-2): the Processing Fee base wrongly includes whole-work-order fees/discounts (should exclude them). Build labels applied.
FD-CUST-005,C28489,https://shopview.testrail.io/index.php?/cases/view/28489,Customer Fees & Discounts tab,Verify the picker lists only not-yet-added templates and shows a Processing Fee template as type 'Fee',Medium,VIU-Deviation,accepted deviation (PO Q6=A); list assertions hold; case-update pending | WORDING+VIU 2026-07-13: DEVIATION carried: a Processing Fee template appears in the customer picker with its Type shown as 'Fee' (display quirk). Picker label 'Fee / Discount Templates' confirmed live; the Processing-Fee-as-Fee display not re-captured this run.
FD-CUST-006,C28490,https://shopview.testrail.io/index.php?/cases/view/28490,Customer Fees & Discounts tab,Verify the picker message when there are no templates left to add,Low,VIU-Deviation,'No results' empty picker message per batch-1 (spec wording differs); case-update pending; not re-driven | WORDING+VIU 2026-07-13: Empty-picker state carried from prior VIU (not re-captured — the shared env has templates available).
FD-INLINE-003,C28456,https://shopview.testrail.io/index.php?/cases/view/28456,Work Order — Inline display (Lines tab),Verify a line/part with 2 or more fees/discounts shows only the first plus a 'Show N more' toggle,High,VIU-Deviation,CONFIRMED AGAIN: 2 adjustments on one part render with NO 'Show N more' collapse — PO Q5=B defect persists | WORDING+VIU 2026-07-13: DEVIATION carried (BUG-FD-5): no 'Show N more' collapse — a line/part with 2+ fees/discounts shows all of them. Not re-driven with a 3-adjustment line this run.
FD-PERM-002,C28586,https://shopview.testrail.io/index.php?/cases/view/28586,Permissions (Story 13),Verify whole-work-order add/edit/remove requires Work Orders: Create and Edit,High,VIU-Deviation,"BUG-FD-3 stands on batch evidence; NOT re-testable today — Technician role drifted on the shared env (now HAS workOrdersCreateAndEdit, so its 201 is legitimate); enforcement-depth question unchanged (dev decision) | WORDING+VIU 2026-07-13: DEVIATION (BUG-FD-3): the whole-work-order add/edit/remove hide is front-end only — the back-end does not block the write. NOT re-testable this run: Technician drifted to HAVE Work Orders: Create & Edit, and only admin/tech can log in."
FD-PROC-008,C28526,https://shopview.testrail.io/index.php?/cases/view/28526,Processing Fee — WO behavior,Verify a Processing Fee on a work order can be removed but not edited,High,VIU-Deviation,"BE re-proven: pfee change -> 409 'cannot be edited through this endpoint', remove -> 204; card still offers Edit per batch-1 (S8-N5 UI drift) | WORDING+VIU 2026-07-13: DEVIATION carried: the ⋮ menu still shows 'Edit' for a Processing Fee but it is inert (cannot edit a pfee on the WO); 'Remove' works. Build labels ('Remove Fee / Discount' confirm)."
FD-PROC-009,C28527,https://shopview.testrail.io/index.php?/cases/view/28527,Processing Fee — calculation,Verify a % of Grand Total Processing Fee works out last on the tax-included grand total (3% of $324 → +$9.72),High,VIU-Deviation,"FDBUG-2 CONFIRMED AGAIN with a clean discriminator: on a WO whose ONLY money is a whole-WO $20 taxable fee, 3% pfee resolved 0.63 (=3% of 21.00 incl the whole-WO fee + its tax); spec base must EXCLUDE whole-WO adjustments -> expected 0.00 | WORDING+VIU 2026-07-13: DEVIATION carried (FDBUG-2): the Processing Fee base wrongly includes whole-WO fees/discounts + their tax (should exclude them)."
FD-STATS-001,C28459,https://shopview.testrail.io/index.php?/cases/view/28459,Work Order — Statistics tab,Verify the Stats tab shows a 'Fees & Discounts (N)' breakdown with a value/% and an amount for each row,High,VIU-Deviation,"CONFIRMED AGAIN: Stats shows aggregate 'Fees & Discounts (5) $25.00' style block, NOT the per-row Value/%+Amount table — PO Q1=B design regression persists (shot 07-stats) | WORDING+VIU 2026-07-13: DEVIATION (BUG-FD-2): the Stats 'Fees & Discounts (N)' section lists rows (name, a value/% for percentages, and an amount) but has NO 'Value'/'Amount' column headers like the other Stats sections. Confirmed live (shot fin-01)."
FD-STATS-002,C28460,https://shopview.testrail.io/index.php?/cases/view/28460,Work Order — Statistics tab,Verify each Stats fee/discount row names its target,Medium,VIU-Deviation,"per-row scope hyperlink impossible while the layout is aggregate (dep. FD-STATS-001) | WORDING+VIU 2026-07-13: DEVIATION carried: Stats F&D rows show the name only — no scope hyperlink to the target. Confirmed live (rows read plain names, shot fin-01)."
FD-STATS-004,C28462,https://shopview.testrail.io/index.php?/cases/view/28462,Work Order — Statistics tab,Verify the Stats fees/discounts are listed in the order they were created (oldest first),Medium,VIU-Deviation,creation-order rows blocked by aggregate layout (dep. FD-STATS-001) | WORDING+VIU 2026-07-13: DEVIATION carried: creation-order ruling pending (BUG-FD-2 group). Labels cleaned.
FD-TMPL-010,C28511,https://shopview.testrail.io/index.php?/cases/view/28511,Template admin — scoping,"Verify template scoping — labour-method templates only show in labour pickers, parts-method only in parts pickers",High,VIU-Deviation,FDBUG-13 (line-scope Add dialog has no template picker) per batch-1/4; not re-driven today | WORDING+VIU 2026-07-13: DEVIATION carried: template scoping in the line 'Apply From Template' picker + the compatibility hint not re-captured this run (needs the line-level picker). Labels cleaned.
FD-VAL-001,C28599,https://shopview.testrail.io/index.php?/cases/view/28599,Validation / Edge,"Verify the Add button stays disabled until Name, Type, Calculation Type and an Amount above 0 are all set",High,VIU-Deviation,"CONFIRMED AGAIN: Add button enabled on empty form (validates on submit) — PO Q4=B defect persists | WORDING+VIU 2026-07-13: DEVIATION re-confirmed 2026-07-13 (BUG-FD-4): the 'Add Fee' button is ENABLED on an empty form (validates on submit). Labels build-accurate (Add Fee/Add Discount, Calculation Type, Max Amount)."
FD-WO-005,C28428,https://shopview.testrail.io/index.php?/cases/view/28428,Work Order — Whole-WO Fee/Discount,"Verify the Add button stays disabled until Name, Type, Calculation Type and an Amount above 0 are all filled in",Critical,VIU-Deviation,"CONFIRMED AGAIN: 'Add Fee' button ENABLED on an empty form (disabled-on-empty=false) — PO Q4=B defect persists | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). DEVIATION re-confirmed live 2026-07-13: the 'Add Fee' button is ENABLED on an empty form (validation happens on submit, not by disabling) — BUG-FD-4. Expected kept as the intended behavior; tester will see the button enabled."
FD-WO-013,C28436,https://shopview.testrail.io/index.php?/cases/view/28436,Work Order — Whole-WO Fee/Discount,Verify the whole-work-order Add Fee/Discount option is hidden without Work Orders: Create & Edit,Medium,VIU-Deviation,"BUG-FD-3 stands on prior evidence; NOT re-testable today: the shared-env Technician role was CHANGED (now includes workOrdersCreateAndEdit+workOrdersDelete, 8 perms vs matrix 6) so tech's 201 is now legitimate; no login lacking the perm exists | WORDING+VIU 2026-07-13: rewritten to exact build labels (⋮ menu item 'Add Fee/Discount'; dialog 'Add new fee/discount'; fields 'Apply From Template'/'Name'/'Type'/'Calculation Type'/'$ Amount' or 'Percent %'/'$ Max Amount (Optional)'/'Taxable' toggle; whole-WO Calculation Type options = Flat Amount, % of Labor Total, % of Parts Total, % of Subtotal; buttons 'Add Fee'/'Add Discount'; sidebar card 'WO Fees & Discounts'; preview empty prompt 'Enter an amount to see the impact.'). Captured live on WO S3-15960 (shots wo-01..wo-05). DEVIATION (BUG-FD-3: the hide is front-end only; the back-end does not block the write). NOT re-testable this run — the Technician role has drifted on the shared qb env; re-derive the roles matrix before re-checking."
FD-WO-016,C29441,https://shopview.testrail.io/index.php?/cases/view/29441,Work Order — Whole-WO Fee/Discount,Verify the Add/Edit fee-or-discount dialog shows the tax-jurisdiction note below the Taxable toggle,Medium,VIU-Deviation,/No TOGGLE (not a dropdown) — corrected. DEVIATION: the §5-R15 jurisdiction note is NOT shown below the Taxable toggle in this build (checked the whole-WO Add dialog with both Flat Amount and % of Subtotal; no note present — shots wo-03/wo-05). Expected kept as the spec requirement; currently a gap.
FD-PCOL-001,C28469,https://shopview.testrail.io/index.php?/cases/view/28469,Parts page — 'FEES & DISCOUNTS' column,Verify the Parts page 'Fees & Discounts' column shows a single fee/discount's name and rate,High,VIU-Blocked-NotBuilt,RE-CHECKED TODAY on a freshly created part sale (P3-127): NO 'Fees & Discounts' column on the part-sale page; API add against a part-sale id -> 400 needs-target (no part-sale adjustment surface). Story 11 still NOT BUILT (shot 12-part-sale) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-002,C28470,https://shopview.testrail.io/index.php?/cases/view/28470,Parts page — 'FEES & DISCOUNTS' column,Verify the 'Fees & Discounts' column shows a '+N' badge when a part has several fees/discounts,High,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-003,C28471,https://shopview.testrail.io/index.php?/cases/view/28471,Parts page — 'FEES & DISCOUNTS' column,Verify the 'Fees & Discounts' column shows a '+ Add' button on a part with no fees/discounts,Medium,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-004,C28472,https://shopview.testrail.io/index.php?/cases/view/28472,Parts page — breakdown modal,Verify clicking a filled 'Fees & Discounts' cell opens the per-part breakdown with the right columns,High,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-005,C28473,https://shopview.testrail.io/index.php?/cases/view/28473,Parts page — breakdown modal,Verify the breakdown 'Net adjustment' row equals the signed sum of the part's fees/discounts,Medium,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-006,C28474,https://shopview.testrail.io/index.php?/cases/view/28474,Parts page — breakdown modal,Verify a per-row Remove on the breakdown removes the fee/discount and closes when the last one is removed,High,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PCOL-007,C28475,https://shopview.testrail.io/index.php?/cases/view/28475,Parts page — 'FEES & DISCOUNTS' column,Verify the '+ Add' button is disabled when the sale/work order cannot be edited,Medium,VIU-Blocked-NotBuilt,Story 11 surface absent (re-checked today) | WORDING+VIU 2026-07-13:  NOT BUILT: Story 11 (Part Sales fees/discounts) has not shipped — the Parts page has no 'Fees & Discounts' column and there is no part-sale F&D surface. Wording made build-accurate/layman for when it ships; status stays Blocked-NotBuilt.
FD-PERM-004,C28588,https://shopview.testrail.io/index.php?/cases/view/28588,Permissions (Story 13),Verify part-sale add/edit/remove requires Part Sales: Create and Edit plus See Financial Data,High,VIU-Blocked-NotBuilt,Part Sales adjustment surface absent (Story 11 re-checked today) | WORDING+VIU 2026-07-13: NOT BUILT: Story 11 Part Sales fees/discounts not shipped; cannot test the Part Sales permission gate.
FD-PROC-001,C28519,https://shopview.testrail.io/index.php?/cases/view/28519,Processing Fee — template builder,Verify 'Processing Fee' is a third Type in the template builder,High,VIU-Blocked-NotBuilt,"RE-CHECKED TODAY: template-builder Type options are exactly [Fee, Discount] — Processing Fee STILL MISSING from the builder UI (PO Q3=B says in-scope; FDBUG-8; shot 02-template-dialog) | WORDING+VIU 2026-07-13: Confirmed live: Type dropdown = Fee/Discount only. NOT BUILT: the template Type dropdown offers only Fee/Discount (no 'Processing Fee'); the Story-8 Processing-Fee builder UI has not shipped. The back-end DOES accept kind=processing_fee via API (201). Re-test when the builder ships."
FD-PROC-002,C28520,https://shopview.testrail.io/index.php?/cases/view/28520,Processing Fee — methods,Verify a Processing Fee offers only Flat Amount and % of Grand Total,High,VIU-Blocked-NotBuilt,builder UI absent (re-checked today); BE method constraint re-proven separately (pct_labor rejected for processing_fee) | WORDING+VIU 2026-07-13: Builder not shipped. NOT BUILT: the template Type dropdown offers only Fee/Discount (no 'Processing Fee'); the Story-8 Processing-Fee builder UI has not shipped. The back-end DOES accept kind=processing_fee via API (201). Re-test when the builder ships.
FD-PROC-003,C28521,https://shopview.testrail.io/index.php?/cases/view/28521,Processing Fee — no Max Amount,Verify the Max Amount field is hidden for a Processing Fee (both methods),Medium,VIU-Blocked-NotBuilt,builder UI absent (re-checked today); BE rejects pfee maxCap (400) | WORDING+VIU 2026-07-13: Builder not shipped. NOT BUILT: the template Type dropdown offers only Fee/Discount (no 'Processing Fee'); the Story-8 Processing-Fee builder UI has not shipped. The back-end DOES accept kind=processing_fee via API (201). Re-test when the builder ships.
FD-PROC-004,C28522,https://shopview.testrail.io/index.php?/cases/view/28522,Processing Fee — taxable + jurisdiction note,Verify the Processing Fee Taxable defaults to Yes and shows the tax-jurisdiction note,High,VIU-Blocked-NotBuilt,"builder UI absent (re-checked today) | WORDING+VIU 2026-07-13: Builder not shipped; when it ships, also check the §5-R15 note (currently absent in the whole-WO dialog per FD-WO-016). NOT BUILT: the template Type dropdown offers only Fee/Discount (no 'Processing Fee'); the Story-8 Processing-Fee builder UI has not shipped. The back-end DOES accept kind=processing_fee via API (201). Re-test when the builder ships."
FD-CALC-017,C28584,https://shopview.testrail.io/index.php?/cases/view/28584,Calculation contract,"Verify multiple discount lines are penny-capped so the capped discounts add up exactly to the floored net subtotal (whole cents, never negative)",Medium,VIU-Blocked-Env,"floor half RE-PROVEN (stacked 120+100 on 182.76 -> sub 0.00, excess 37.24 exact); QB penny-cap half needs QB-side line view | WORDING+VIU 2026-07-13: BLOCKED-ENV: the QuickBooks penny-cap (largest-remainder) allocation on discount lines is only observable inside QuickBooks (no QB read API; export currently fails on duplicate document numbers). The in-app $0.00 floor half is verified. Build labels applied."
FD-FLAG-001,C28596,https://shopview.testrail.io/index.php?/cases/view/28596,Feature-flag gating,"Verify that with the Fees & Discounts feature turned off, all fee/discount screens are hidden everywhere",High,VIU-Blocked-Env,"org flag toggling deliberately NOT done: shared env, manual tester active today | WORDING+VIU 2026-07-13: BLOCKED-ENV: cannot take a feature-off window on the shared qb env while a manual tester is active. Wording made layman."
FD-FLAG-002,C28597,https://shopview.testrail.io/index.php?/cases/view/28597,Feature-flag gating,Verify the work-order history still shows fee/discount entries even when the Fees & Discounts feature is off,Medium,VIU-Blocked-Env,as FD-FLAG-001 | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: BLOCKED-ENV + V1_2 re-VIU pending: needs a feature-off window (not takeable on the shared env) to confirm history entries stay visible. Wording made layman.
FD-FLAG-003,C28598,https://shopview.testrail.io/index.php?/cases/view/28598,Feature-flag gating,"Verify that even with the feature on, the matching permission is still needed to use fees/discounts",Medium,VIU-Blocked-Env,"as FD-FLAG-001; the flag-ON half of the AND-gate is fresh-proven (FD-PERM-010) | WORDING+VIU 2026-07-13: BLOCKED-ENV (permission half): the See-Financial-Data masking half is established, but the full both-gates check needs a restricted-role login — re-run after the roles matrix is re-derived. Wording made layman."
FD-HIST-004,C28563,https://shopview.testrail.io/index.php?/cases/view/28563,History log — visibility,Verify fee/discount history stays visible when the fee/discount screens are hidden by the feature being off,High,VIU-Blocked-Env,feature-flag OFF window deliberately not taken on the shared env (manual tester active today) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: BLOCKED-ENV: needs a feature-off window (not takeable on the shared env with a live tester).
