Test ID,TestRail ID,TestRail Link,Area,Story Ref,Title,Priority,Type,Permissions Required,Preconditions,Steps To Reproduce,Expected Result,Design Ref,VIU Status,What needs to be done (plain),Notes
FD-HIST-004,C28563,https://shopview.testrail.io/index.php?/cases/view/28563,Audit log — visibility,S10-R1,Verify fee/discount audit-log entries stay visible when the fee/discount screens are hidden by the feature being off,High,Functional,Work Orders: Create and Edit (F&D flag OFF),"1. A WO already has fee/discount audit-log entries.
2. The Fees & Discounts feature flag is then turned OFF for the org.","1. Turn the Fees & Discounts feature off.
2. Open the 'Work Order Log' and look for the fee/discount entries recorded earlier.","1. All fee/discount controls are hidden.
2. The fee/discount audit-log entries still show in the Work Order Log.",requirements.md §8.3 (S10-R1); §1 (flag-off exception),VIU-Blocked-Env,Needs a window where the Fees & Discounts feature can be turned off (it can't be toggled on the shared environment). Test when that is available.,The history log is the one exception to the flag-off rule. | VIU qb batch-1 (2026-07-08): Flag-off visibility not tested — org-level flag toggle skipped on this SHARED env (concurrent dev activity observed); needs a maintenance window or dedicated env. | FRESH VIU 2026-07-10: feature-flag OFF window deliberately not taken on the shared env (manual tester active today) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: BLOCKED-ENV: needs a feature-off window (not takeable on the shared env with a live tester). | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized).
FD-HIST-005,C28564,https://shopview.testrail.io/index.php?/cases/view/28564,Audit log — visibility,"S10-R1, S10-R6c, S13-R10",Verify fee/discount audit-log entries stay visible when amounts are hidden by See Financial Data being off,Medium,Functional,"Work Orders: Create and Edit ON, See Financial Data OFF","1. A WO has fee/discount audit-log entries.
2. A ZZAUTOTEST role is assigned to Tech with Work Orders: Create and Edit ON but See Financial Data OFF (exact-user-match).","1. As a role without See Financial Data, open the work order and the 'Work Order Log'.
2. Look for the fee/discount entries.","1. Fee/discount dollar amounts are hidden on the normal screens (See Financial Data off).
2. The fee/discount audit-log entries still show in the Work Order Log (the log shows the set rate, not a resolved total, so See Financial Data does not gate it).",requirements.md §8.3 (S10-R1); §10 (S13-R10),VIU-Verified,No action needed — passed.,"CAUTION: Story 13 model may not be live on staging yet. Restore Tech to Time Clock (role 77b069d1-...) after. | VIU qb batch-1 (2026-07-08): SFD-off visibility needs a restricted user session — not available on qb this batch. | FRESH VIU 2026-07-10: tech (no SFD): history GET 200 incl. F&D entries with SET rate — history independent of SFD | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: CONFIRMED live: Tech (no See Financial Data, view_mode:tech, financials masked) still gets the Work Order Log with fee/discount entries (history endpoint 200 with entries). The log shows the SET rate, so SFD does not gate it. | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-006,C28565,https://shopview.testrail.io/index.php?/cases/view/28565,Audit log — permission,S13-R10,Verify fee/discount audit-log entries are gated by Work Orders: Create and Edit (line audit log by Work Order Lines: Create and Edit),High,Functional,Test with a role that lacks Work Orders: Create and Edit (and one that lacks Work Order Lines: Create and Edit),"1. A WO has fee/discount audit-log entries.
2. A ZZAUTOTEST role is assigned to Tech WITHOUT Work Orders: Create and Edit (exact-user-match); for the line audit log, a role WITHOUT Work Order Lines: Create and Edit.","1. As a role with Work Orders: Create and Edit, open the 'Work Order Log' and confirm fee/discount entries show.
2. As a role without it, confirm the work-order audit log is not shown.
3. For an individual labor/part line audit log, confirm Work Order Lines: Create and Edit is required.","1. With Work Orders: Create and Edit, fee/discount entries show in the Work Order Log.
2. Without it, the work-order audit log (including fee/discount entries) is not shown.
3. An individual labor-line or part-line audit log needs Work Order Lines: Create and Edit.",requirements.md §10 (S13-R10),VIU-Verified,No action needed — passed.,"Restore Tech to Time Clock after. CAUTION: Story 13 model may not be fully live on staging — record actual gating. | VIU qb batch-1 (2026-07-08): View-History-Logs gating needs a restricted user session. | FRESH VIU 2026-07-10: View History Logs is an FE display gate (tech got 200 + 56 adjustment entries); documented enforcement model | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Positive confirmed live (Tech has Work Orders/Work Order Lines: Create & Edit → sees the log, 200). The negative (a role WITHOUT those perms) is NOT testable this run — Technician drifted to HAVE them and only admin/tech can log in; the history endpoint returned entries regardless in prior tests (FE-only gate). | V1_3 (2026-07-17): Δ2 terminology sweep — Story 10 renamed 'history log' -> 'audit log' throughout (terminology only; gates/behavior/status unchanged). Generic 'history log / history entry / work-order history' prose replaced with 'audit log / audit-log entry'; the exact build labels 'Audit Log' (⋮ menu) and 'Work Order Log' (page) kept per Standing Rule 9. TestRail section name left as-is (rename not authorized)."
FD-HIST-007,C28566,https://shopview.testrail.io/index.php?/cases/view/28566,Audit log — Processing Fee,"S8-R25, S8-R26, S10 (Processing Fee note)","Verify a Processing Fee is logged as a fee applied to the full invoice, with no 'updated' entry",Medium,Functional,Work Orders: Create and Edit + See Financial Data + flag ON,1. A WO carries a Processing Fee (via auto-apply or customer default).,"1. Add and later remove a Processing Fee (via auto-apply / customer default).
2. Open the 'Work Order Log' and read its entries.","1. The add logs 'Fee added' and the remove logs 'Fee removed' (type shown as Fee).
2. Applied to shows the full invoice.
3. There is no 'Fee updated' entry for a Processing Fee (it cannot be edited on the work order).",requirements.md §8.3 (S10 Processing Fee note); §9.2 (S8-R25/R26),VIU-Verified,No action needed — passed.,"CURRENT-BUILD DIFFERENCE (§14 item 6): current build may show raw ""processing_fee"" on ""Applied to:"" instead of ""Full invoice"" — record actual value. | VIU qb batch-1 (2026-07-08): Processing-fee history could not be verified: its auto-add wrote NO entry (FDBUG-3), and its removal wasn't exercised before cleanup. Batch-2: remove a pfee manually and check the entry. | VIU batch-6 qb 2026-07-09 (overnight run, evidence 21:10-21:30Z): pfee auto-add NOT logged (FDBUG-3); remove logged; no updated entry; Full invoice label confirmed on manual entries. | FRESH VIU 2026-07-10: extends FDBUG-3: auto-added pfee NOT logged on add; REMOVAL logged; no 'updated' entries (manual base fee logged correctly) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Processing-Fee logging carried (no live pfee on the sample WO); Applied to 'Full invoice' + no 'updated' entry. | V1_3 (2026-07-17): Δ2 — Story 10 renamed 'history log' -> 'audit log' (terminology only; gates/behavior/status unchanged). Notes-only touch: the reader-facing text of this case already uses the exact build labels ('Audit Log' ⋮ menu / 'Work Order Log' page) and carries no generic history-log prose. The internal `area`/section name is left as-is (TestRail section rename not authorized)."
FD-HIST-008,C28567,https://shopview.testrail.io/index.php?/cases/view/28567,Audit log — edit entry,"S10-R6c, S2-R6",Verify an edit that changes the rate records the new set rate (not the resolved total),Low,Functional,Work Orders: Create and Edit + See Financial Data + flag ON,1. A WO has a whole-WO 10% fee.,"1. Edit a percentage fee/discount to a new percent and save.
2. Open the 'Work Order Log' and read the 'Fee updated' / 'Discount updated' entry's Amount.","1. The entry's Amount shows the new set rate (for example '15.00%'), not the resolved dollar total.",requirements.md §8.3 (S10-R6c),VIU-Verified,No action needed — passed.,"VIU qb batch-1 (2026-07-08): Edit $12->$20 logged 'Fee updated ... Amount: $20.00' — the NEW set rate, not a resolved total. Shot s9-12. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: edit to amount 8 logs adjustment.updated with adjustmentSetRate=8 (new set rate) | FRESH VIU 2026-07-10: work_order.adjustment.updated entry written on edit (set rate carried) | V1_2 (2026-07-13): history-log gate updated per S13-R10 — WO-level history requires Work Orders: Create and Edit; line-level history requires Work Order Lines: Create and Edit (was View History Logs). Expected/preconditions updated; needs live re-VIU. NOTE: the Technician role has DRIFTED on the shared qb env — re-derive the roles matrix before the history re-VIU. | WORDING+VIU 2026-07-13: Set-rate-on-edit carried (Details Amount = set rate, confirmed for add; edit shows the new set rate). | V1_3 (2026-07-17): Δ2 — Story 10 renamed 'history log' -> 'audit log' (terminology only; gates/behavior/status unchanged). Notes-only touch: the reader-facing text of this case already uses the exact build labels ('Audit Log' ⋮ menu / 'Work Order Log' page) and carries no generic history-log prose. The internal `area`/section name is left as-is (TestRail section rename not authorized)."
FD-TMPL-018,C29917,https://shopview.testrail.io/index.php?/cases/view/29917,Template admin — jurisdiction note,S7-R12f / §5-R15,Verify the admin Fee/Discount template dialog shows the tax-jurisdiction note below the Taxable Yes/No dropdown (for every kind),Medium,Functional,Manage Finance Settings; See Financial Data (to see the note),"You are signed in as a user with See Financial Data.
You are on Settings → Fees & Discounts (the admin Fee/Discount templates page).","1. Click 'New Fee / Discount' to open the template dialog.
2. Look directly below the 'Taxable' Yes/No dropdown for a note.
3. Open the Type dropdown and switch between 'Fee', 'Discount' and 'Processing Fee', checking the same place below Taxable each time.
4. Open an existing template's edit dialog and check the same place.","1. Directly below the Taxable Yes/No dropdown this note is shown: 'Tax treatment varies by jurisdiction — confirm your local requirements before saving.'
2. The note shows for every kind the dialog supports — Fee, Discount and Processing Fee.
3. The same note shows in both the create and the edit dialog.
4. The note is shown only to users with See Financial Data — a user with Manage Finance Settings but without See Financial Data sees the Taxable Yes/No dropdown but not the note.",,VIU-Verified,No action needed — passed.,"NEW 2026-07-20 (Chris V1_3 Q1=B): the §5-R15 note must appear below every Taxable control, incl. the admin Fee/Discount template dialog for every kind. STAGING VIU 2026-07-20: note present for Type=Fee (default) and Type=Processing Fee (tmpl-new-default.png / proc-fee-full.png); ABSENT for a Manage-Finance-Settings-without-SFD user (tech-tmpl-dialog.png) = the SFD gate (Q2=A). UI string check, functional section (Rule 4). | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-CALC-001,C28568,https://shopview.testrail.io/index.php?/cases/view/28568,Calculation contract,§5-R3 | SV-8479 (SV-8288 Story 12 — item 4),Verify a percentage fee/discount works out as base x percent (10% fee on $150.00 → +$15.00),High,Functional,See Financial Data; Work Orders: Create and Edit (whole-WO add),"1. You are signed in with See Financial Data and Work Orders: Create and Edit.
2. An open work order (not Invoiced/Paid, not in history view) whose relevant base is $150.00 (for example net labor $150.00). Mark any throwaway data ZZAUTOTEST.","1. Open the work order and, from the ⋯ menu, click 'Add Work Order Fee / Discount'.
2. Set Type to 'Fee'.
3. Set Calculation Type to a percentage method whose base is $150.00 (for example '% of Labor Total').
4. In 'Percent %' enter 10.
5. Save with 'Add Fee'.","1. Base $150.00, rate 10% fee.
2. The fee works out to $150.00 x 10% = +$15.00 exactly.
3. It shows '10%' as plain text and +$15.00 (no colored badge).","design-notes §6 (Add modal), §3 (Stats), §1a (sidebar card sign convention fee +)",VIU-Verified,No action needed — passed.,"Design open question: the mock Add modal has NO calculation-base selector and computes % against a single flat WO total (design §9.1). Spec §5-R4 requires the base to depend on scope/method. Verify staging actually offers % of Labor Total / Parts Total / Subtotal and resolves against the correct base. | VIU qb batch-1 (2026-07-08): base x percent verified repeatedly: 10% x 265 = 26.50; 25% x 265 = 66.25; 3% x 530.07 = 15.90; 10% x 292.83 = 29.28 (pre-cap). | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: base×pct exact — pct_subtotal 10% of $1214.81=$121.48; pct_labor of $749.75=$74.98; pct_parts of $386.34=$38.63 (calc-results.json) | FRESH VIU 2026-07-10: 10% pct_subtotal -> 17.08 = exactly 10% of the 170.76 base; sub delta matches | WORDING+VIU 2026-07-13: Build labels; carry arithmetic VIU. Resolution engine re-confirmed live 2026-07-13 via API (flat $25→+$25.00; 20% capped at $15→+$15.00; 150% discount rejected 'A percentage discount cannot exceed 100%'). | SV-8479/8480 deconfliction 2026-07-22: rate rendering reworded from 'rate badge' to plain text (item 4); calc math unchanged. | VIU 2026-07-22 LIVE: base×percent calc confirmed (20% of $509.90 labor = +$101.98; plain text, no badge). WORDING CORRECTED '+10%' -> '10%' — inline percentage FEE renders bare with no leading '+' (matches live build + batch-1 FD-CALC-018/019 fix). Ev: wo/inline-expanded-text.txt."
FD-CALC-002,C28569,https://shopview.testrail.io/index.php?/cases/view/28569,Calculation contract,§5-R3 | SV-8479 (SV-8288 Story 12 — items 10/11 label sweep),Verify percentage rounding — half a cent or more rounds up (5% discount on $33.33 → −$1.67),High,Functional,See Financial Data; Work Orders: Create and Edit,"1. You are signed in with See Financial Data and Work Orders: Create and Edit.
2. An open work order whose target base is $33.33.","1. Open 'Add Work Order Fee / Discount' against the $33.33 base.
2. Set Type to 'Discount' and a percentage Calculation Type on that base.
3. In 'Percent %' enter 5.
4. Save.","1. Base $33.33, rate 5% discount.
2. The exact figure is $33.33 x 5% = $1.6665.
3. Because the third decimal is half a cent or more, it rounds up to −$1.67 (not −$1.66).
4. The sign is negative (a discount).",design-notes §6 (preview math floors negatives to 0 but does not model half-cent rounding),VIU-Verified,No action needed — passed.,"Rounding is a §5 enforced rule not modeled in the design mock. Confirm the server, not just the preview, rounds half-cent up. | VIU qb batch-1 (2026-07-08): Half-cent rounds UP: 0.1% x $265 = $0.265 -> resolved $0.27 (API). Also 25% x 292.83 = 73.2075 -> 73.21. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: half-cent rounds UP — $749.75×.10=$74.975→$74.98; rounds down — $386.34×.10=$38.634→$38.63 | FRESH VIU 2026-07-10: 0.25% of 170.76 = 0.4269 -> 0.43 (rounds up); half-cent-up rule from batch-1 (0.1%x265->0.27) stands | WORDING+VIU 2026-07-13: Build labels; carry rounding VIU. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Work Order Fee / Discount' / 'New Work Order Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Work Order Fee / Discount' confirmed present in the WO toolbar ⋯ menu; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png."
FD-CALC-003,C28570,https://shopview.testrail.io/index.php?/cases/view/28570,Calculation contract,§5-R14 | SV-8479 (SV-8288 Story 12 — items 10 & 1 label sweep),Verify a flat amount on a whole work order or a labor line is the exact amount (no quantity multiplier),Medium,Functional,See Financial Data; Work Orders: Create and Edit (whole-WO); Work Order Lines: Create and Edit (labor line),"1. You are signed in with See Financial Data and the matching Create and Edit permission.
2. An open work order with at least one labor line.","1. Add a whole-work-order fee: ⋯ menu > 'Add Work Order Fee / Discount', Type 'Fee', Calculation Type 'Flat Amount', '$ Amount' 25.00, save.
2. Add a labor-line discount: on the labor line's ⋮ menu > 'Add Labor Fee / Discount', Type 'Discount', Calculation Type 'Flat Amount', '$ Amount' 10.00, save.","1. The whole-work-order flat fee is exactly +$25.00.
2. The labor-line flat discount is exactly −$10.00.
3. Neither amount is multiplied by any quantity.",design-notes §6 (Flat amount → $ prefix),VIU-Verified,No action needed — passed.,"Open question (requirements §14 item 2): §5-R4's base table lists explicit bases only for the three percentage methods; Whole-WO Flat Amount base = ""the set amount"" by inference. Confirm no explicit Whole-WO Flat base row is expected. | VIU qb batch-1 (2026-07-08): Whole-WO flat $11 -> 11.00; labor-line flat $5 -> 5.00 exactly (no quantity part). | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: WO flat $5 fee→+$5.00; labor flat $10→+$10.00 (exact, no qty) | FRESH VIU 2026-07-10: flat 7.77 -> resolved 7.77 exactly (whole-WO); labor-line flat 9.99 exact | WORDING+VIU 2026-07-13: Build labels; flat resolve confirmed live 2026-07-13 ($25→+$25.00). Resolution engine re-confirmed live 2026-07-13 via API (flat $25→+$25.00; 20% capped at $15→+$15.00; 150% discount rejected 'A percentage discount cannot exceed 100%'). | SV-8479/8480 deconfliction 2026-07-22: mixed label sweep: step 1 whole-WO -> 'Add Work Order Fee / Discount', step 2 labor line -> 'Add Labor Fee / Discount' (behavior unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav labels 'Add Work Order Fee / Discount' (step 1) and 'Add Labor Fee / Discount' (step 2) both confirmed present; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png, wo/FD-WO-017-labor-menu-open.png."
FD-CALC-004,C28571,https://shopview.testrail.io/index.php?/cases/view/28571,Calculation contract,§5-R14 | SV-8479 (SV-8288 Story 12 — items 2/9 label sweep),Verify a flat amount on a part line is charged per item (amount x quantity: $5.00 x 3 → −$15.00; x1 → −$5.00),High,Functional,See Financial Data; Work Order Lines: Create and Edit,"1. You are signed in with See Financial Data and Work Order Lines: Create and Edit.
2. An open work order with a part whose quantity is 3.","1. On the part's ⋮ menu, click 'Add Part Fee / Discount' (this locks the scope to that part).
2. Set Type 'Discount', Calculation Type 'Flat Amount', '$ Amount' 5.00, save.
3. Change the part quantity from 3 to 1 and watch the fee/discount re-work.","1. A flat $5.00 discount on a part with quantity 3.
2. It works out to $5.00 x 3 = −$15.00.
3. After the quantity changes to 1, it re-works to −$5.00 ($5.00 x 1).","design-notes §5 (Parts F&D column), §8 (per-part breakdown viewer)",VIU-Verified,No action needed — passed.,Part Line Flat is the only Flat method that multiplies by quantity (§5-R14). Whole-WO and Labor Line Flat do not. | VIU qb batch-1 (2026-07-08): Part-line per-item multiplication pending (no part target). | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: part-line flat $5 × qty 2 = $10.00 (per-item §5-R14) | FRESH VIU 2026-07-10: per-item: $2.00 x qty4 -> $8.00 (part line) | WORDING+VIU 2026-07-13: Build labels; per-item VIU carried. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Part Fee / Discount' / 'New Part Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Part Fee / Discount' confirmed present in the part row ⋮ menu; case behavior unchanged. Ev: wo/FD-WO-018-part-menu.png.
FD-CALC-005,C28572,https://shopview.testrail.io/index.php?/cases/view/28572,Calculation contract,§5-R2 | SV-8479 (SV-8288 Story 12 — items 10/11 label sweep),Verify a percentage discount cannot go over 100% (percentage fees have no upper limit),High,Functional,See Financial Data; Work Orders: Create and Edit,"1. You are signed in with See Financial Data and the matching Create and Edit permission.
2. An open work order.","1. Open 'Add Work Order Fee / Discount' from the ⋯ menu (this validation applies at any scope).
2. Set Type 'Discount' and a percentage Calculation Type.
3. Enter 'Percent %' 101 and try to save.
4. Change to 100 and save.
5. Then set Type 'Fee', 'Percent %' 150, and save.","1. A 101% discount is rejected (the message reads 'A percentage discount cannot exceed 100%').
2. A discount of exactly 100% is allowed.
3. A 150% fee is allowed — percentage fees have no upper limit.",design-notes §9 item 4/§10 (no validation/error visual states mocked beyond disabled Add),VIU-Verified,No action needed — passed.,"Design mock shows no inline error copy for over-100% discounts (design §10). Capture the actual error message/behavior on staging. | VIU qb batch-1 (2026-07-08): Discount: 100% accepted, 100.01% -> 400 'A percentage discount cannot exceed 100%.'; fee 150% accepted. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: 150% discount REJECTED ""A percentage discount cannot exceed 100%""; 150% fee allowed →$1822.22 | FRESH VIU 2026-07-10: discount pct >100 -> 400; fee pct uncapped (150% -> 201) | WORDING+VIU 2026-07-13: Exact back-end message confirmed live 2026-07-13: 'A percentage discount cannot exceed 100%.' Resolution engine re-confirmed live 2026-07-13 via API (flat $25→+$25.00; 20% capped at $15→+$15.00; 150% discount rejected 'A percentage discount cannot exceed 100%'). | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Work Order Fee / Discount' / 'New Work Order Fee / Discount' (behavior/expected unchanged). | SV-8479/8480 deconfliction 2026-07-22: 'at any scope' step reworded to the whole-WO entry label 'Add Work Order Fee / Discount' (validation is scope-independent). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Work Order Fee / Discount' confirmed present in the WO toolbar ⋯ menu; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png."
FD-CALC-006,C28573,https://shopview.testrail.io/index.php?/cases/view/28573,Calculation contract,§5-R1 | SV-8479 (SV-8288 Story 12 — items 10/11 label sweep),"Verify the smallest allowed values — flat amount $0.01, percentage 0.01%",Medium,Functional,See Financial Data; Work Orders: Create and Edit,"1. You are signed in with See Financial Data and the matching Create and Edit permission.
2. An open work order.","1. Open 'Add Work Order Fee / Discount'.
2. With Calculation Type 'Flat Amount', try '$ Amount' 0.00 (should be blocked), then 0.01 (should be allowed); save.
3. With a percentage Calculation Type, try 'Percent %' 0 (should be blocked), then 0.01 (should be allowed); save.","1. Values must be above 0 (a 0 or negative amount is rejected — 'must be greater than zero').
2. For a flat amount, $0.01 is the smallest that saves as typed; anything below $0.01 is quietly rounded up to $0.01.
3. For a percentage, 0.01% is the smallest that saves as typed; anything below 0.01% (for example 0.005%) is quietly rounded up to 0.01%. This rounding is expected/acceptable behavior.",design-notes §6 (Add button enabled only when Amount > 0),VIU-Verified,No action needed — passed.,"Design's Add button stays disabled when Amount is 0 (design §6), which enforces ""> 0"" but does not distinguish the $0.01 / 0.01% floor. Verify the exact floor on staging. | VIU qb batch-1 (2026-07-08): Flat $0.01 accepted (min ok); 0/negative rejected. DEVIATION (FDBUG-10): percent 0.005 was silently COERCED UP to 0.01 (201, amount=0.01) instead of being rejected as below-minimum. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: flat $0.01 accepted (+$0.01); flat $0 REJECTED ""must be greater than zero"" | FRESH VIU 2026-07-10: FDBUG-10 CONFIRMED AGAIN: pct 0.005% accepted (201) and silently coerced to 0.01 (resolved 0.02); flat 0.005 accepted -> stored 0.01. Spec: below-minimum must be rejected | WORDING+VIU 2026-07-13: DEVIATION carried (FDBUG-10 / PO Q3 pending): a percentage below the 0.01% minimum is silently rounded UP to 0.01% instead of being rejected. Build labels applied. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q3=A): PO ruled quietly rounding tiny percentages up to the 0.01% minimum is fine/expected ('fully anticipated and expected'). No longer a deviation; FDBUG-10 closed as accepted; jira draft TICKET 5 DROPPED. Expected reworded to expect the round-up-to-minimum coercion. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md). | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Work Order Fee / Discount' / 'New Work Order Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Work Order Fee / Discount' confirmed present in the WO toolbar ⋯ menu; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png."
FD-CALC-007,C28574,https://shopview.testrail.io/index.php?/cases/view/28574,Calculation contract,§5-R6 | SV-8479 (SV-8288 Story 12 — items 10/11 label sweep),Verify Max Amount caps a percentage result (20% fee on $100 → $20 → Max Amount $15 → +$15.00),High,Functional,See Financial Data; Work Orders: Create and Edit,"1. You are signed in with See Financial Data and the matching Create and Edit permission.
2. An open work order whose target base is $100.00.","1. Open 'Add Work Order Fee / Discount' on the $100.00 base.
2. Set Type 'Fee' and a percentage Calculation Type.
3. Enter 'Percent %' 20.
4. Enter '$ Max Amount (Optional)' 15.00.
5. Save.","1. Without a cap the fee would be $100.00 x 20% = $20.00.
2. Because $20.00 is over the $15.00 cap, it is lowered to +$15.00.
3. The Max Amount field only shows for percentage methods (never for a flat amount, never for a Processing Fee).","design-notes §6 (""Max cap"" field), §9 item 4",VIU-Verified,No action needed — passed.,"Design difference: the mock labels the field ""Max cap"" (spec label is ""Max Amount (Optional)"") and shows it unconditionally, even capping Flat amounts (design §9 item 4). Spec restricts Max Amount to percentage methods only. Verify staging hides it for Flat Amount. | VIU qb batch-1 (2026-07-08): Clamp verified: 10% x 324.60 = 32.46 -> maxCap 5 -> resolved 5.00; 10%/max15 discount -> -15.00. | [pass A same-day parallel verdict] VIU-Verified qb env 2026-07-08 — API: pct_subtotal 10% ($121.48) with maxCap $50 → clamped to +$50.00 | FRESH VIU 2026-07-10: Max cap clamps: 20% (34.15) with cap 15 -> 15.00 | WORDING+VIU 2026-07-13: Max cap clamp confirmed live 2026-07-13 (20% → capped $15.00). Resolution engine re-confirmed live 2026-07-13 via API (flat $25→+$25.00; 20% capped at $15→+$15.00; 150% discount rejected 'A percentage discount cannot exceed 100%'). | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Work Order Fee / Discount' / 'New Work Order Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Work Order Fee / Discount' confirmed present in the WO toolbar ⋯ menu; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png."
