FD ID,TestRail Case ID,TestRail Link,Area,Title,Priority,Fresh Status (2026-07-10),What needs to be done (plain),Fresh Evidence / Note
FD-PROC-010,C28528,https://shopview.testrail.io/index.php?/cases/view/28528,Processing Fee — negative,Verify a Processing Fee with a Max Amount or a disallowed method is rejected,Medium,VIU-Verified,No action needed — passed.,"pfee template with maxCap -> 400; pfee with pct_labor -> 400 'not allowed for a processing_fee' | WORDING+VIU 2026-07-13: Confirmed live 2026-07-13 via API: Max cap → 400 'A processing fee cannot have a minimum or maximum cap.'; disallowed method → 400 'Calculation type ""pct_subtotal"" is not allowed for a processing_fee.' Lives in an API-titled section."
FD-PROC-011,C28529,https://shopview.testrail.io/index.php?/cases/view/28529,Processing Fee — sign,Verify a Processing Fee always adds to the total (never a discount),Medium,VIU-Verified,No action needed — passed.,"pfees resolve as positive fees only (kind=processing_fee, amounts >= 0) | WORDING+VIU 2026-07-13: Always a plus; carried."
FD-PROC-012,C28530,https://shopview.testrail.io/index.php?/cases/view/28530,Processing Fee — template edit independence,Verify editing a Processing Fee template does not change Processing Fees already on existing work orders,Medium,VIU-Verified,No action needed — passed.,template amount 3->9 (200) left the existing WO pfee at 3 (values copied at apply time) | WORDING+VIU 2026-07-13: Template edit independence; carried.
FD-PROC-013,C28531,https://shopview.testrail.io/index.php?/cases/view/28531,Processing Fee — calculation edge,Verify multiple Processing Fees each leave out all Processing Fees' amounts and tax from the shared base,Low,VIU-Verified,No action needed — passed.,"two auto pfees (3%+2%) resolved 0.63/0.42 = exact 3:2 ratio -> same base, pfees exclude each other | WORDING+VIU 2026-07-13: Multiple pfees share the same base; carried."
FD-PROC-014,C28532,https://shopview.testrail.io/index.php?/cases/view/28532,Processing Fee — negative,Verify the system rejects a Processing Fee that carries a minimum amount,Low,VIU-Verified,No action needed — passed.,"pfee minimum silently STRIPPED on create (201, no min field persisted) — §8 invariant holds; silent-ignore wording note stands | WORDING+VIU 2026-07-13: Confirmed live 2026-07-13: BE rejects a min/max cap on a Processing Fee (400 'A processing fee cannot have a minimum or maximum cap.'). PO Q4 (whether pfee minimums should be supported at all) still pending. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q4=B): PO ruled Processing Fees do NOT support a minimum and the app must make that clear (do not silently drop). Premise confirmed WAD: no minimum field in the UI and the API rejects a pfee minimum with an explicit error (matches the live 2026-07-13 finding: 400 'A processing fee cannot have a minimum or maximum cap.'). Older 2026-07-10 'silent strip' reading superseded (last-update-wins). Expected reworded to the explicit-reject + no-field behavior. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md)."
FD-PSALE-001,C29918,https://shopview.testrail.io/index.php?/cases/view/29918,Part Sale — Fee/Discount dialog,Verify the Part Sale Add/Edit fee-or-discount dialog shows the tax-jurisdiction note below the Taxable Yes/No dropdown,Medium,VIU-Verified,No action needed — passed.,"administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-PSALE-002,C30623,https://shopview.testrail.io/index.php?/cases/view/30623,Parts page — 'FEES & DISCOUNTS' column,"Verify the parts-sale Fees & Discounts column no longer shows the '+ Add' button, and the per-row and top-right three-dot entry points remain",Medium,VIU-Verified,No action needed — passed., NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. F&D column has no '+ Add' (grep '+Add'=0); per-row ⋮ 'Add Part Fee / Discount' + top-right ⋮ 'Add Parts Sale Fee / Discount' both present.
FD-PSALE-003,C30624,https://shopview.testrail.io/index.php?/cases/view/30624,Parts page — 'FEES & DISCOUNTS' column,Verify the parts-sale per-part three-dot menu item reads 'Add Part Fee / Discount',Medium,VIU-Verified,No action needed — passed.,TEST part sale P3-1118 (2 fee-less rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Per-part ⋮ menu text = 'Add Part Fee / Discount' exactly; opens 'New Part Fee / Discount' dialog.
FD-PSALE-004,C30625,https://shopview.testrail.io/index.php?/cases/view/30625,Parts Sale — Fees & Discounts card,Verify the Parts Sale Fees & Discounts card shows each adjustment as plain text with the percentage in brackets (no colored badge),Medium,VIU-Verified,No action needed — passed.,"/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Whole-sale card 'Parts Sale Fees & Discounts' live: 'Customer Fee (10%) +$82.12', 'Sale Disc (−5%) −$41.06', 'Flat Fee +$50.00' (flat name-only), 'Processing Fee (6%) +$51.73' — plain text, no badge, bracket %/sign convention matches WO card item 5."
FD-PSALE-006,C30626,https://shopview.testrail.io/index.php?/cases/view/30626,Parts Sale — Financial Info card,Verify the parts-sale Financial Info card shows a 'Fees & Discounts (N)' line directly above Subtotal and hides it when there are none,Medium,VIU-Verified,No action needed — passed.,ded ZZAUTOTEST part sale P3-1118 (2 fee-less rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Live: 'Fees & Discounts (6) $189.27' directly above Subtotal $963.95 in Financial Info.
FD-PSALE-008,C30627,https://shopview.testrail.io/index.php?/cases/view/30627,Part Sale — Fee/Discount dialog,Verify the whole-parts-sale fee/discount dialog title reads 'New Parts Sale Fee / Discount' with subline 'Applying To: Entire Parts Sale',Medium,VIU-Verified,No action needed — passed.,). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. VIU-CONFIRM RESOLVED (Picture 26 was missing): top-right ⋮ label CONFIRMED LIVE = 'Add Parts Sale Fee / Discount'; dialog title 'New Parts Sale Fee / Discount'; subline 'Applying To: Entire Parts Sale'. Case wording already matched.
FD-PSALE-009,C30628,https://shopview.testrail.io/index.php?/cases/view/30628,Parts Sale — Statistics tab,Verify the Fees & Discounts section on the parts-sale Statistics tab shows the '%' and 'Amount' column headings,Medium,VIU-Verified,No action needed — passed.,ss rows + NEXUS 2-adj) + whole-sale percent/flat/discount; observed live as admin (Part Sales C&E + SFD). Evidence build/fees-discounts/viu-sv8479-8480-2026-07-22/psale/. Statistics F&D (6) section live headings '% Amount'; flat fee blank %; rows +11%/+6%/+10% fees + −5% discounts; 'Total +$189.27'.
FD-QB-012,C28555,https://shopview.testrail.io/index.php?/cases/view/28555,QuickBooks — negative totals,"Verify the net subtotal floors at $0.00 ($100 parts + $10 tax, $150 discount: non-taxable vs taxable)",High,VIU-Verified,No action needed — passed.,"floor worked-example halves re-proven at WO level: non-taxable over-discount -> sub 0.00, tax UNCHANGED (9.14), total=tax, excess 117.24; taxable variant -> tax 0.00, total 0.00 | WORDING+VIU 2026-07-13: In-app floor VERIFIED (same worked example as FD-CALC-015, confirmed 2026-07-10); the customer pays the tax only."
FD-QB-014,C28557,https://shopview.testrail.io/index.php?/cases/view/28557,QuickBooks — negative totals,Verify a mandatory warning/confirmation before saving when discounts are bigger than the net subtotal,High,VIU-Verified,No action needed — passed.,"FDBUG-15 CONFIRMED AGAIN (API half): over-discount saves 201 with NO warning payload; excess carried silently (117.24). Batch-6 UI shots show no warn/confirm dialog. Violates S6-R12 | WORDING+VIU 2026-07-13: DEVIATION carried (FDBUG-15 / PO Q1 pending): an over-discount currently saves SILENTLY — no mandatory warn/confirm before saving. Expected kept as the spec requirement. | CHRIS WARD ROUND-2 ANSWER APPLIED 2026-07-14(Q1=A): PO ruled the warn/confirm is required AND already exists per spec (S6-R12) — it fires before invoicing and before marking the WO reviewed/complete, NOT when the adjustment is merely added (add is uncommitted; the Add dialog preview shows the resulting totals). Our FDBUG-15 'silent save' was observed at ADD time = the wrong trigger point; PO says that is intentional. FDBUG-15 reclassified NOT-A-DEFECT (no dev ticket released). Expected reworded to the commit-point warning. Status -> VIU-Pending: the invoice/mark-reviewed/complete warning has not yet been observed live and needs a commit-time re-VIU. PUSHED TO TESTRAIL 2026-07-14 via update_case (QA-lead one-day authorization; update 200 / re-verify 200 MATCH; audit: testrail-round2-push-log.md). COMMIT-TIME RE-VIU 2026-07-14: attempted but BOTH qb cookie sets (cookies-viu.env 2026-07-13, cookies-fresh.env 2026-07-10) return 401 sso_required on quick-login (env woken, API root 200) — cookies EXPIRED. Left VIU-Pending: needs fresh qb cookies for the commit-time (invoice / mark-reviewed / complete) re-VIU. | COMMIT-TIME RE-VIU SETTLED 2026-07-14 (fresh qb cookies): VERIFIED. Live FE source + live data-condition confirm Chris's Q1=A exactly. (1) ADD-TIME SILENT: the Add/Edit dialog component (AdjustmentDialog) has NO over-discount warning and does not import the warning dialog -- adding an over-sized discount is silent (only an unrelated 'A percentage discount cannot exceed 100%' field check). (2) COMMIT-TIME WARN/CONFIRM BUILT: a dedicated component OverDiscountWarningDialog exists (title 'Discount exceeds subtotal'; body ""The total discount exceeds this work order's subtotal. The subtotal will be reduced to $0.00, but any tax on the taxable base is still owed. The remaining $<excess> will be carried as a customer credit. Continue?""; buttons Continue / Cancel). It is imported and wired in the Invoice component: the Create-Invoice handler (Lt->_a) AND the mark-reviewed/Complete handler (Vt->ga, posts status:'complete') BOTH intercept when the excess-credit gate is true (FeesAndDiscounts flag ON && not partSale && adjustmentsSummary.excessCreditAmount>0), open the dialog, and only run the commit on Continue (confirm) / abort on Cancel. So the mandatory warn/confirm fires at BOTH commit points, never silently. (3) LIVE DATA CONDITION: on WO S-15970 added a $9,999 whole-WO flat discount (reversible ZZAUTOTEST, removed after) -> sub_total floored to $0.00, adjustmentsSummary.excessCreditAmount=9522.26 (>0) => the FE gate evaluates TRUE, so the dialog would fire at Create Invoice / Mark-Reviewed / Complete. WO restored byte-identical to baseline afterward. Evidence: FE chunks OverDiscountWarningDialog.BCmTBE33.js + Invoice.Ny62BJnd.js + AdjustmentDialog.S8gN6cAn.js (captured live from qb.qa.shopview.com 2026-07-14); live API view before/after. Verdict: VIU-Verified. FDBUG-15 stays NOT-A-DEFECT (add-time silence is intentional). Expected wording already build-accurate (floor $0.00 + tax on taxable base still owed + exact excess as customer credit + must confirm) -> no TestRail wording change needed; status flip local only. Exact on-screen labels now captured for the record: dialog 'Discount exceeds subtotal', buttons 'Continue'/'Cancel'."
FD-REMOVE-001,C28479,https://shopview.testrail.io/index.php?/cases/view/28479,Work Order — Remove an adjustment,Verify removing a whole-work-order fee/discount shows the 'Remove Fee / Discount' confirm and a success message,High,VIU-Verified,No action needed — passed.,"remove-confirm wording drift per batch-1 (case-update); not re-driven today | WORDING+VIU 2026-07-13: Confirm dialog matched EXACTLY live: title 'Remove Fee / Discount', message 'Are you sure you want to remove this fee?', buttons 'Remove'/'Cancel' (shot inline-02; cancelled — no shared data deleted). Toast not re-observed this run. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-REMOVE-002,C28480,https://shopview.testrail.io/index.php?/cases/view/28480,Work Order — Remove an adjustment,"Verify removing a fee/discount uses Create and Edit, not a separate Delete permission",High,VIU-Verified,No action needed — passed.,"removal governed by Create&Edit (tech WITH lines-C&E removed line-level 204; no Delete-perm dependency) | WORDING+VIU 2026-07-13: Remove uses Create & Edit not a separate Delete permission; carry prior VIU. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-REMOVE-003,C28481,https://shopview.testrail.io/index.php?/cases/view/28481,Work Order — Remove an adjustment,Verify removing a line-level fee/discount from its inline ⋮ menu,Medium,VIU-Verified,No action needed — passed.,line-level remove 204 and gone from the line | WORDING+VIU 2026-07-13: Inline menu option is 'Remove' (was 'Delete'); confirm dialog 'Remove Fee / Discount' confirmed live.
FD-STACK-001,C28482,https://shopview.testrail.io/index.php?/cases/view/28482,Work Order — Multiple adjustments (stacking / netting),Verify multiple fees/discounts on one part each work out on the part's own total (they do not compound),High,VIU-Verified,No action needed — passed.,"part flat + part pct resolved independently on the part's own gross (fresh: $8.00 and $17.08 coexist, no compounding) | WORDING+VIU 2026-07-13: Netting carried; build labels. Display half (only first shows + 'Show N more') is the FD-INLINE-003 deviation (no Show-N-more in this build)."
FD-STACK-002,C28483,https://shopview.testrail.io/index.php?/cases/view/28483,Work Order — Multiple adjustments (stacking / netting),Verify two whole-work-order percentage fees/discounts use the same totals and do not change each other's base,High,VIU-Verified,No action needed — passed.,"two 10% whole-WO fees resolve 17.08 each (same base, no compounding) | WORDING+VIU 2026-07-13: Same-base netting carried; build labels."
FD-STACK-003,C28484,https://shopview.testrail.io/index.php?/cases/view/28484,Work Order — Multiple adjustments (stacking / netting),Verify the same template can be applied to one work order more than once by hand,Medium,VIU-Verified,No action needed — passed.,"'Flat fee' template applied twice by hand -> 201/201, two distinct adjustments | WORDING+VIU 2026-07-13: Same-template-twice carried; build labels ('Add Fee/Discount', 'Apply From Template', 'WO Fees & Discounts'). | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | SV-8479/8480 deconfliction 2026-07-22: label sweep: navigation labels -> 'Add Work Order Fee / Discount' / 'New Work Order Fee / Discount' (behavior/expected unchanged). | VIU 2026-07-22 LIVE: SV-8479 nav label 'Add Work Order Fee / Discount' confirmed present in the WO toolbar ⋯ menu; case behavior unchanged. Ev: wo/FD-WO-025-toolbar-menu.png. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-STATS-001,C28459,https://shopview.testrail.io/index.php?/cases/view/28459,Work Order — Statistics tab,Verify the Stats tab Fees & Discounts section shows the '%' and 'Amount' column headings with each row's value and amount,High,VIU-Verified,No action needed — passed.,"CONFIRMED AGAIN: Stats shows aggregate 'Fees & Discounts (5) $25.00' style block, NOT the per-row Value/%+Amount table — PO Q1=B design regression persists (shot 07-stats) | WORDING+VIU 2026-07-13: DEVIATION (BUG-FD-2): the Stats 'Fees & Discounts (N)' section lists rows (name, a value/% for percentages, and an amount) but has NO 'Value'/'Amount' column headers like the other Stats sections. Confirmed live (shot fin-01). | SV-8479/8480 deconfliction 2026-07-22: added the right-side '%' and 'Amount' column headings + blank-% for flat fees (item 12). Absorbs dropped new case FD-WO-027. viu_status unchanged (VIU-Deviation) — re-observe at VIU. | VIU 2026-07-22 LIVE: prior 'no headers' deviation RESOLVED — Stats tab 'Fees & Discounts (10)' section now shows the '% Amount' column headings. Rows show percent under % (blank for flat: 'Flat Fee 2 +$32.00', 'Flat Fee +$11.00') and signed amount under Amount ('Labor Fee +20% +$101.98', 'Labor Disc −10% −$50.99', 'Customer Fee +10% +$65.88', 'WO Disc −5% −$32.94'), with 'Total +$273.31'. Ev: wo/FD-STATS-001-stats-tab.png, wo/stats-bodytext.txt."
FD-STATS-003,C28461,https://shopview.testrail.io/index.php?/cases/view/28461,Work Order — Statistics tab,Verify the Stats 'Fees & Discounts' total equals the signed sum of all the amounts,High,VIU-Verified,No action needed — passed.,net = signed sum re-consistent (adjustmentsSummary netAmount matches card); full UI table from batch-2 | WORDING+VIU 2026-07-13: Total = signed sum; carry prior VIU. Minus-sign jargon removed.
FD-STATS-005,C28463,https://shopview.testrail.io/index.php?/cases/view/28463,Work Order — Statistics tab,Verify the Stats 'Fees & Discounts' section is hidden when the work order has no fees/discounts,Medium,VIU-Verified,No action needed — passed.,no-adjustments WO -> adjustments=[] + all-zero summary -> section hidden | WORDING+VIU 2026-07-13: Section hidden with no adjustments; carry prior VIU.
FD-TMPL-001,C28502,https://shopview.testrail.io/index.php?/cases/view/28502,Template admin — location,Verify the fee/discount template library is at Administration → Service → Fees & Discounts (below Canned Lines),High,VIU-Verified,No action needed — passed.,"admin library lives under Administration -> FINANCE (route /administration/adjustment-templates), not Service-below-Canned-Lines; page re-loaded today (case-update per S13-R8 target) | WORDING+VIU 2026-07-13: CORRECTED location: templates live under Administration → FINANCE → 'Fees & Discounts' (below 'Payment Methods'), NOT 'Service, below Canned Lines' (Canned Lines is under SERVICE). Confirmed live (shot tmpl-02-create-dialog). | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-TMPL-002,C28503,https://shopview.testrail.io/index.php?/cases/view/28503,Template admin — list,Verify the template list columns and the edit/delete actions,High,VIU-Verified,No action needed — passed.,"list + delete action per batch-1; page renders today; columns not re-verified individually | WORDING+VIU 2026-07-13: List columns confirmed live (shot tmpl-02). | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
FD-TMPL-003,C28504,https://shopview.testrail.io/index.php?/cases/view/28504,Template admin — create,Verify creating a Fee template (dialog fields and the Create button),High,VIU-Verified,No action needed — passed.,"PARTIAL IMPROVEMENT: create-dialog title NOW 'New Fee / Discount' (matches spec; was 'Add new fee/discount'); confirm button still 'Create' (spec 'Add Fee / Discount') and toast 'Template created' per batch-1 — drift remains | WORDING+VIU 2026-07-13: Create dialog confirmed live: title 'New Fee / Discount', fields Name/Type/Calculation Type/'$ Default Amount'/Taxable toggle/'Auto-apply to new work orders' toggle/'Description (Optional)', 'Create' button. Type offers only Fee/Discount (Processing Fee is NOT in the builder — Story 8 not built). Create API 201 live. Toast text carried from prior VIU. | SV-8456 (2026-07-21 staging LIVE VIU): F&D moved to SETTINGS→SERVICE (below Canned Lines); template/WO/Part-sale/customer dialogs now show Taxable as a Yes/No DROPDOWN (was toggle); Auto-apply is a CHECKBOX with a 'When on…' caption; settings & customer tables are plain-text/left-aligned (no badges); WO sidebar card retitled 'Work Order Fees & Discounts' and renders ABOVE Financial Info; Part-sale card 'Parts Sale Fees & Discounts' above Financial Info. Permission gate pivoted Settings→Finance → Settings→Service (verified live: Service-user sees+manages F&D & convenience toggle; Finance-only user has no F&D nav item and /administration/adjustment-templates bounces to /workorders). Frontend-only; functionality + calc INTACT. | RE-VIU 2026-07-22 LIVE (Batch 4, SV-8456 re-verify): access-check quick-login {admin} HTTP 200. Re-confirmed on current staging build — 8 UI corrections intact (Taxable Yes/No dropdown; Auto-apply checkbox+caption; modal field order Type/CalcType>Name>Amount>Taxable+jur.note>Auto-apply>Description; Settings table plain-text left-aligned no badges; F&D nav under SERVICE below Canned Lines; WO & Part-Sale cards above Financial Info [Batch 2/3]; Customer 'Fees & Discounts' tab mirrors Settings styling minus convenience toggle) AND Settings->Service permission pivot CONFIRMED live per role (seeded ServiceRole vs FinanceRole, assigned to Tech, Tech restored to Technician 50bf6a0d + verified, both ZZAUTOTEST roles deleted 204): Service-user sees+manages F&D nav + convenience toggle, direct /administration/adjustment-templates loads; Finance-only user has NO F&D nav, FINANCE=Payment Methods only, direct route bounces to /workorders. viu_status VIU-Verified re-confirmed. Ev build/fees-discounts/viu-sv8456-2026-07-22/ (01-settings-landing, 02-new-dialog, 03-customer-fd-tab, SVC-*, FIN-*)."
