internal_id,case_id,link,surface,recheck_outcome,note,evidence,build,date,provenance_restamped
SBC-NAV-01,C30096,https://shopview.testrail.io/index.php?/cases/view/30096,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-ROW-04,C30344,https://shopview.testrail.io/index.php?/cases/view/30344,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-ROW-05,C30345,https://shopview.testrail.io/index.php?/cases/view/30345,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-ROW-06,C30346,https://shopview.testrail.io/index.php?/cases/view/30346,SCREEN,CHANGED,CHANGED (fixed) — Turns/Yr window now the inclusive 216 days (SV-8819 no longer reproduces),evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-ROW-07,C30347,https://shopview.testrail.io/index.php?/cases/view/30347,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-ROW-08,C30348,https://shopview.testrail.io/index.php?/cases/view/30348,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-ROW-09,C30349,https://shopview.testrail.io/index.php?/cases/view/30349,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-COL-01,C30351,https://shopview.testrail.io/index.php?/cases/view/30351,COLUMNS/SELECTOR,CHANGED,CHANGED (fixed) — same Turns/Yr window fix,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-02,C30352,https://shopview.testrail.io/index.php?/cases/view/30352,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-03,C30353,https://shopview.testrail.io/index.php?/cases/view/30353,COLUMNS/SELECTOR,CHANGED,CHANGED (fixed) — same Turns/Yr window fix,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-04,C30354,https://shopview.testrail.io/index.php?/cases/view/30354,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-05,C30355,https://shopview.testrail.io/index.php?/cases/view/30355,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-06,C30356,https://shopview.testrail.io/index.php?/cases/view/30356,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
PV-COL-08,C30358,https://shopview.testrail.io/index.php?/cases/view/30358,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-CALC-01,C30359,https://shopview.testrail.io/index.php?/cases/view/30359,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-02,C30360,https://shopview.testrail.io/index.php?/cases/view/30360,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-03,C30361,https://shopview.testrail.io/index.php?/cases/view/30361,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-04,C30362,https://shopview.testrail.io/index.php?/cases/view/30362,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-05,C30363,https://shopview.testrail.io/index.php?/cases/view/30363,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-06,C30364,https://shopview.testrail.io/index.php?/cases/view/30364,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-07,C30365,https://shopview.testrail.io/index.php?/cases/view/30365,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-08,C30366,https://shopview.testrail.io/index.php?/cases/view/30366,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-09,C30367,https://shopview.testrail.io/index.php?/cases/view/30367,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-CALC-10,C30368,https://shopview.testrail.io/index.php?/cases/view/30368,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-11,C30369,https://shopview.testrail.io/index.php?/cases/view/30369,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-12,C30370,https://shopview.testrail.io/index.php?/cases/view/30370,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-13,C30371,https://shopview.testrail.io/index.php?/cases/view/30371,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-14,C30372,https://shopview.testrail.io/index.php?/cases/view/30372,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-15,C30373,https://shopview.testrail.io/index.php?/cases/view/30373,CALCULATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/b30-wip-contract.json + evidence/ruling3/money-and-crosscheck.json,v3.4.1-3d03023,2026-08-04,yes
PV-CALC-16,C30374,https://shopview.testrail.io/index.php?/cases/view/30374,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-01,C30375,https://shopview.testrail.io/index.php?/cases/view/30375,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-02,C30376,https://shopview.testrail.io/index.php?/cases/view/30376,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-03,C30377,https://shopview.testrail.io/index.php?/cases/view/30377,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-04,C30378,https://shopview.testrail.io/index.php?/cases/view/30378,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-05,C30379,https://shopview.testrail.io/index.php?/cases/view/30379,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-06,C30380,https://shopview.testrail.io/index.php?/cases/view/30380,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-07,C30381,https://shopview.testrail.io/index.php?/cases/view/30381,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-08,C30382,https://shopview.testrail.io/index.php?/cases/view/30382,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-EXP-10,C30384,https://shopview.testrail.io/index.php?/cases/view/30384,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-VIS-01,C30385,https://shopview.testrail.io/index.php?/cases/view/30385,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-VIS-02,C30386,https://shopview.testrail.io/index.php?/cases/view/30386,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-VIS-03,C30387,https://shopview.testrail.io/index.php?/cases/view/30387,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
PV-API-01,C30388,https://shopview.testrail.io/index.php?/cases/view/30388,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-API-02,C30389,https://shopview.testrail.io/index.php?/cases/view/30389,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
PV-API-03,C30390,https://shopview.testrail.io/index.php?/cases/view/30390,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
PV-API-04,C30391,https://shopview.testrail.io/index.php?/cases/view/30391,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-NAV-01,C30392,https://shopview.testrail.io/index.php?/cases/view/30392,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-02,C30393,https://shopview.testrail.io/index.php?/cases/view/30393,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-03,C30394,https://shopview.testrail.io/index.php?/cases/view/30394,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-04,C30395,https://shopview.testrail.io/index.php?/cases/view/30395,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-05,C30396,https://shopview.testrail.io/index.php?/cases/view/30396,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-06,C30397,https://shopview.testrail.io/index.php?/cases/view/30397,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-07,C30398,https://shopview.testrail.io/index.php?/cases/view/30398,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-NAV-08,C30399,https://shopview.testrail.io/index.php?/cases/view/30399,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
TU-HRS-02,C30401,https://shopview.testrail.io/index.php?/cases/view/30401,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-HRS-03,C30402,https://shopview.testrail.io/index.php?/cases/view/30402,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-HRS-04,C30403,https://shopview.testrail.io/index.php?/cases/view/30403,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-ELL-01,C30404,https://shopview.testrail.io/index.php?/cases/view/30404,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-ELL-02,C30405,https://shopview.testrail.io/index.php?/cases/view/30405,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-ELL-03,C30406,https://shopview.testrail.io/index.php?/cases/view/30406,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-ELL-04,C30407,https://shopview.testrail.io/index.php?/cases/view/30407,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-ELL-05,C30408,https://shopview.testrail.io/index.php?/cases/view/30408,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-SORT-01,C30409,https://shopview.testrail.io/index.php?/cases/view/30409,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-SORT-02,C30410,https://shopview.testrail.io/index.php?/cases/view/30410,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-SORT-03,C30411,https://shopview.testrail.io/index.php?/cases/view/30411,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-SORT-04,C30412,https://shopview.testrail.io/index.php?/cases/view/30412,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-SORT-05,C30413,https://shopview.testrail.io/index.php?/cases/view/30413,COLUMNS/SELECTOR,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/colsel-and-singleloc.json + screen-columns.json,v3.4.1-3d03023,2026-08-04,yes
TU-SUM-01,C30414,https://shopview.testrail.io/index.php?/cases/view/30414,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-SUM-02,C30415,https://shopview.testrail.io/index.php?/cases/view/30415,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-SUM-03,C30416,https://shopview.testrail.io/index.php?/cases/view/30416,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-SUM-04,C30417,https://shopview.testrail.io/index.php?/cases/view/30417,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-DAY-01,C30418,https://shopview.testrail.io/index.php?/cases/view/30418,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-DAY-02,C30419,https://shopview.testrail.io/index.php?/cases/view/30419,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-DAY-03,C30420,https://shopview.testrail.io/index.php?/cases/view/30420,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-DAY-04,C30421,https://shopview.testrail.io/index.php?/cases/view/30421,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-DAY-05,C30422,https://shopview.testrail.io/index.php?/cases/view/30422,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-TECH-01,C30423,https://shopview.testrail.io/index.php?/cases/view/30423,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-TECH-02,C30424,https://shopview.testrail.io/index.php?/cases/view/30424,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-TECH-03,C30425,https://shopview.testrail.io/index.php?/cases/view/30425,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-TECH-04,C30426,https://shopview.testrail.io/index.php?/cases/view/30426,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-01,C30428,https://shopview.testrail.io/index.php?/cases/view/30428,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-02,C30429,https://shopview.testrail.io/index.php?/cases/view/30429,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-03,C30430,https://shopview.testrail.io/index.php?/cases/view/30430,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-04,C30431,https://shopview.testrail.io/index.php?/cases/view/30431,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-05,C30432,https://shopview.testrail.io/index.php?/cases/view/30432,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LINK-06,C30433,https://shopview.testrail.io/index.php?/cases/view/30433,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-EXP-01,C30434,https://shopview.testrail.io/index.php?/cases/view/30434,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-02,C30435,https://shopview.testrail.io/index.php?/cases/view/30435,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-03,C30436,https://shopview.testrail.io/index.php?/cases/view/30436,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-04,C30437,https://shopview.testrail.io/index.php?/cases/view/30437,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-05,C30438,https://shopview.testrail.io/index.php?/cases/view/30438,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-06,C30439,https://shopview.testrail.io/index.php?/cases/view/30439,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-07,C30440,https://shopview.testrail.io/index.php?/cases/view/30440,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-EXP-08,C30441,https://shopview.testrail.io/index.php?/cases/view/30441,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-LOC-01,C30442,https://shopview.testrail.io/index.php?/cases/view/30442,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LOC-02,C30443,https://shopview.testrail.io/index.php?/cases/view/30443,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LOC-03,C30444,https://shopview.testrail.io/index.php?/cases/view/30444,LOCATION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json + screen/singleloc-*.png,v3.4.1-3d03023,2026-08-04,yes
TU-LOC-05,C30446,https://shopview.testrail.io/index.php?/cases/view/30446,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
TU-VIS-01,C30447,https://shopview.testrail.io/index.php?/cases/view/30447,EXPORT FILE,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/location-and-metadata-matrix.json (36/36 surfaces re-captured),v3.4.1-3d03023,2026-08-04,yes
TU-VIS-02,C30448,https://shopview.testrail.io/index.php?/cases/view/30448,SCREEN,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json + per-report screenshots,v3.4.1-3d03023,2026-08-04,yes
TU-API-01,C30449,https://shopview.testrail.io/index.php?/cases/view/30449,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
TU-API-02,C30450,https://shopview.testrail.io/index.php?/cases/view/30450,API,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/env-validation-calc-recheck.json (validation + payload shape re-probed),v3.4.1-3d03023,2026-08-04,yes
WIP-TAB-01,C30451,https://shopview.testrail.io/index.php?/cases/view/30451,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
WIP-TAB-02,C30452,https://shopview.testrail.io/index.php?/cases/view/30452,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
WIP-TAB-05,C30455,https://shopview.testrail.io/index.php?/cases/view/30455,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
WIP-SCOPE-01,C30456,https://shopview.testrail.io/index.php?/cases/view/30456,NAV/PERMISSION,CONFIRMED,surface re-observed live on v3.4.1-3d03023; unchanged,evidence/screen/screen-columns.json (nav headings) + env-validation-calc-recheck.json,v3.4.1-3d03023,2026-08-04,yes
