Role,Case #,Feature Area,Where To Go,What To Do,Expected Result,Depth,Status,Spec Reference (plain),Expected (layman),Actual Result (layman),Steps To Replicate (layman),Screenshot,Notes
Foreman,31,Parts (view/edit),Parts → Catalog/Inventory; a WO line,View catalog; order parts; pick parts.,"View and order/pick allowed. Foreman has Catalog View/Create and Edit, Order Parts ON, Pick Parts ON.",MUST,PASS,"Per SV-5319, the Foreman role has Catalog/Inventory = View + Create and Edit, plus the Order Parts and Pick Parts toggles ON, so a Foreman can browse the parts catalog/inventory and can order and pick parts on a work order. [Ref: SV-5319 Custom Roles permission matrix; checklist Foreman row #31]","Logged in as a Foreman, you should be able to see the parts catalog/inventory and to order and pick parts on a work order.","As Tech-with-Foreman-role: (1) Parts nav opened the Inventory and Catalog pages with the full inventory table and a 'New Inventory Part' button visible (view + create). (2) Order parts: on approved work order S9-13556, part 8LWS-038 (status 'Authorized to Order' on an authorized line) I clicked the part action button; the UI's POST /api/work-orders/part/perform-request-status-action returned HTTP 201 and the part moved to 'Awaiting / waiting_to_receive' (i.e. it was ordered). (3) Pick parts: on approved work order S9-24185, an in-stock part (N68SL-356) I clicked the part action button; POST /api/work-orders/part/perform-request-status-action returned HTTP 201 and the in-stock part was picked/staged (it dropped off the outstanding part-requests list). No permission errors.",,fm-31.png,"fe-permissions: catalogInventoryView=true, catalogInventoryCreateAndEdit=true, woOrderParts=true, woPickParts=true. Order and pick both driven via the WO Part Requests tab action button; endpoint perform-request-status-action returned 201 for both (order: authorized_to_order->waiting_to_receive; pick: in_stock->staged). Note: the same endpoint correctly returns 400 (business rule, not 403) for parts still in 'requested' status or on non-authorized lines, confirming the block there is workflow-based, not a permission denial for the Foreman."
Foreman,32,Invoicing,Work Orders → Finance tab,Create an invoice.,Allowed (create). Foreman has Invoicing View/Create and Edit (no Delete).,SPOT,PASS,"Per SV-5319, the Foreman role has Invoicing/Payments = View + Create and Edit (but NOT Delete), so a Foreman is allowed to create an invoice on a work order. [Ref: SV-5319 Custom Roles permission matrix; checklist Foreman row #32]","Logged in as a Foreman, creating an invoice on a work order should work.","Opened the Finance tab of completed work order S9-24662 as Tech-with-Foreman-role. The 'Create Invoice' button was present. Clicked it; the UI's POST /api/invoices/create returned HTTP 201 with a new invoice_id and the invoice INV-S9-24662 was generated. After the action the work-order status badge changed to 'Invoiced' and the Finance tab showed invoice INV-S9-24662. (The app then auto-opened a 'New Customer Payment' dialog, which is the separate payments step and was not needed for this case.)",,fm-32.png,"fe-permissions: invoicingPaymentsCreateAndEdit=true, invoicingPaymentsDelete=false. Invoice creation driven in the UI via Finance -> Create Invoice; endpoint invoices/create returned 201 and WO moved to Invoiced. No blocking parts and line already complete, so no Review/parts gate."
Foreman,N1,WO asset fields (v33),Work Orders -> a line,"Edit mileage, engine hours, license plate, VIN.",Allowed. These are WOL: Create and Edit (v33). Foreman has WOL Create and Edit.,MUST,PASS,"Per SV-5319 v33, editing the work order's asset fields (mileage, engine hours, license plate, VIN) is governed by Work Order Lines = Create and Edit; the Foreman role has WOL Create and Edit, so a Foreman is allowed to edit these fields. [Ref: SV-5319 v33 Custom Roles permission matrix; checklist Foreman row N1]","Logged in as a Foreman, editing the mileage, engine hours, license plate and VIN on a work order should work and save.","Opened in-progress work order S9-24075 as Tech-with-Foreman-role. Edited the vehicle fields on the work order: set Mileage to 90906 (POST /api/work-orders/change-mileage returned 201), Engine Hours to 7006 (POST /api/work-orders/change-engine-hours returned 201) and License Plate to ZZAUTO906 (POST /api/work-orders/change-licence-plate returned 201). For the VIN, opened the asset edit form (Edit Vehicle) and changed the VIN from 43434 to ZZAUTO942026 (POST /api/vehicles/change returned 201). Re-reading the work order confirmed all four values persisted: mileage 90906, engineHours 7006, plate ZZAUTO906, vin ZZAUTO942026.",,fm-N1.png,fe-permissions: workOrderLinesCreateAndEdit=true (and customersCreateAndEdit=true). Mileage/engine-hours/license-plate are inline-editable on the WO header and save via work-orders/change-mileage|change-engine-hours|change-licence-plate (all 201). VIN is a property of the asset and is edited via the vehicle Edit form (vehicles/change 201); the WO header shows VIN as read-only text. All edits succeeded and persisted.
Foreman,N2,Reverse invoice (v33),Work Orders -> Finance,Try to reverse a WO invoice.,"BLOCKED. WO invoice reverse = WO: Delete (v33). Foreman has WO = View/Create and Edit, NO Delete.",SPOT,PASS,"Per SV-5319 v33, reversing a work-order invoice is governed by Work Orders = Delete; the Foreman role has Work Orders View + Create and Edit but NOT Delete, so a Foreman must not be able to reverse an invoice - the Reverse control should be hidden and the endpoint should refuse. [Ref: SV-5319 v33 Custom Roles permission matrix; checklist Foreman row N2]","Logged in as a Foreman, there should be no way to reverse (undo) a work-order invoice.","Opened the Finance tab of invoiced work order S9-24661 as Tech-with-Foreman-role and opened the invoice actions menu (three-dot kebab on the invoice). It showed only 'Issue Credit' - there was NO 'Reverse' option. As Admin the same menu on the same invoice shows 'Reverse | Issue Credit', confirming the Reverse control is gated. To confirm the block is enforced server-side, the Foreman session called the same endpoint the UI uses, POST /api/invoices/reverse-invoice with body {id:<invoice_id>}; it returned HTTP 403 'Access denied.' So the Foreman is blocked both in the UI (control absent) and at the API (403).",,fm-N2.png,"fe-permissions: workOrdersDelete=false. Real denial confirmed two ways: (1) UI - Foreman invoice kebab shows only 'Issue Credit' while Admin shows 'Reverse | Issue Credit'; (2) API - reverse-invoice returns 403 Access denied for the Foreman (payload shape {id:invoice_id}, discovered from Admin's own successful reverse call which returned 200). Endpoint exists (not a 404), so the feature is real and simply gated off for Foreman."
Foreman,N3,Return a part from a WO (v33),Work Orders -> a line,Return a part from the line.,"Allowed - returning a part from a WO needs no permission (v33, 6/29).",SPOT,PASS,"Per SV-5319 v33 (6/29), returning a part from a work order requires no specific permission, so any role including the Foreman can create a part return from a WO line. [Ref: SV-5319 v33 Custom Roles notes; checklist Foreman row N3]","Logged in as a Foreman, returning a part from a work-order line should work.","Opened approved work order S9-24185 as Tech-with-Foreman-role and, on line ab24f401, opened the context menu of staged part 'SPO AWE' (part 69d29c86), which offered 'Move' and 'Return'. Clicked 'Return', which opened the 'Add new part return request' dialog. Entered the Return Reason 'ZZAUTOTEST Foreman return - defective', set Quantity 1, and clicked the confirm button. The dialog closed and the UI's POST /api/work-orders/part/make-return-request returned HTTP 200 with a new return-request id (8433a6a2-887c-45f8-91c0-b78df567a2e5). The return was created successfully with no permission error.",,fm-N3.png,No permission gates return-a-part (v33). Driven fully in the UI: WO line -> part context menu -> Return -> fill Return Reason + Quantity -> confirm. Endpoint make-return-request returned 200 with a new return request id. Confirms Foreman can return a part.
Technician,33,Pricing HIDDEN,Work Orders → open a work order,"Look at line prices, Total/Labor/Parts columns, Finance card, Stats tab.",All prices/money are HIDDEN/blank. Technician has See Financial Data OFF.,DEEP,PASS,"Per SV-5319, the Technician role has the 'See Financial Data' cross-toggle OFF, so no dollar figures should appear anywhere on a work order (line Rate/Total, the Financial Info card, the Parts prices, or the Stats money). [Ref: SV-5319 Custom Roles permission matrix; checklist Technician row #33]","Logged in as a Technician, every price and dollar amount on a work order should be hidden.","Opened work order S9-24706 as Tech-with-Technician-role. There was NO money anywhere: the Lines grid columns are Name/Description, Actual/Estimate, Progress, Status, Action (no Rate/Total). There is no Financial Info card at all. The Parts tab (checked on S9-13556) shows Description, Part Number, Quantity, Category, Vendor, Requested At, Status, Actions - no price/cost/total columns. The Stats tab shows only hours (Tech hours, Clocked hours, Tech Efficiency) with no dollars. A body-wide scan found zero '$' figures. fe-permissions confirm cross_toggles.seeFinancialData=false and view_mode=tech.",,tech-33.png,"Also captured tech-33b-parts.png (Parts tab, no money) and tech-33c-stats.png (Stats, hours only). fe-permissions: seeFinancialData=false, view_mode=tech. Even the API masks money for tech (line labour_rate returned 0)."
Technician,34,Tech View — estimate,Work Orders → a line,Look at the Estimate column and labor rate fields.,Estimate column shows Tech Time (not the estimate value); labor rate columns/fields hidden. Technician has Tech View.,DEEP,PASS,"Per SV-5319, a Technician is a Tech View role: the line grid should show tech time/estimate hours instead of pricing, and labor-rate columns/fields must be hidden. [Ref: SV-5319; checklist Technician row #34]","On a line, the technician should see tech-time/estimate hours, not a labor rate in dollars.","On S9-24706 the line grid has a single 'Actual/Estimate' column showing hours (e.g. '0.00 / 23.00' and '0.00 / 2.00' = actual tech time / estimated hours). There is no labor-rate column and no dollar labor rate anywhere. The Stats tab lists the same hours per line (23.00, 2.00, Total 25.00). The API returned labour_rate=0 / labour_type_cost=0 for tech (masked). Confirms Tech View shows tech time and hides labor rate.",,tech-34.png,"view_mode=tech, woTechViewMode present. Actual/Estimate column carries hours, not money."
Technician,35,Tech View — approve line,Work Orders → a line,Try to approve/authorize the line; try to change line status.,BLOCKED — approve/authorize action hidden. Technician has Tech View (cannot approve WO lines).,DEEP,FAIL,"Per SV-5319, a Tech View technician must NOT be able to approve/authorize work-order lines; the line statuses Authorization required/Declined/Authorized/Complete all require the ROLE_WORK_ORDER::CREATE_AND_EDIT permission, which the Technician role does not have (Technician has Work Orders = View only). [Ref: SV-5319; line-statuses permission metadata; checklist Technician row #35]","A technician should not be able to approve or authorize a work-order line, and there should be no control to do it.","Two-way check. UI: the line's three-dot menu for the technician has NO approve/authorize option (only Request part, Add line note, Save as canned line, Story history, Add inspection, Edit labor, Move labor) - so the FE hides it correctly. HOWEVER the backend does NOT enforce the restriction: calling the exact UI endpoint POST /api/work-orders/lines/change-status {line_id, status:'authorized'} as the Technician returned HTTP 200 and the line status actually changed from 'authorization_required' to 'authorized' (verified by re-reading the line as both admin and tech). So the technician CAN authorize a line via the API despite lacking Create and Edit. This is a real permission-enforcement gap.","1) Log in as Tech (Technician role). 2) Admin sets line 56028d16 on S9-24706 to 'authorization_required'. 3) As Tech POST /api/work-orders/lines/change-status {line_id:'56028d16-...', status:'authorized'} - returns 200. 4) Re-read the line: status is now 'authorized'. The change persisted, so the approve/authorize action was NOT blocked at the API even though the UI hides it.",tech-35.png,"FAIL is a backend authorization gap: FE correctly hides the approve/authorize control, but /work-orders/lines/change-status accepts the change for a Technician. line-statuses metadata says 'authorized' requires ROLE_WORK_ORDER::CREATE_AND_EDIT which Technician lacks. Endpoint did not return 403; it returned 200 and applied the change."
Technician,36,Tech View — edit line,Work Orders → an existing line,Try to edit an existing line.,"BLOCKED/read-only. Tech View users can only create new lines, not edit existing ones.",MUST,PASS,"Per SV-5319, Tech View users can create NEW work-order lines but existing lines should be read-only (no edit-the-line control). [Ref: SV-5319; checklist Technician row #36]",A technician should be able to add new lines but not edit the name/description/estimate of an existing line.,"On S9-24706 the existing lines are read-only in the UI: clicking a line name only expands it (shows Story/Labor/Parts) with no editable name/description/estimate fields, and the line's three-dot menu has NO 'edit line' option (it offers only Request part, Add line note, Save as canned line, Story history, Add inspection, Edit labor, Move labor - i.e. tech-work actions, not line-definition editing). A 'New Line' button and ShopCoach Line Builder are available for creating new lines. So existing lines are read-only for the Technician as expected.",,tech-36.png,Read-only behavior is delivered by Tech View (client view mode); the Technician role does technically hold workOrderLinesCreateAndEdit (needed to create new lines). No edit-existing-line control is exposed in the tech UI.
Technician,37,WO header edits,Work Orders → open a work order → header,"Try to change lead technician, service advisor, customer, asset.",BLOCKED. Technician has Work Orders = View only (no Create and Edit) → cannot edit header fields.,MUST,FAIL,"Per SV-5319, the Technician role has Work Orders = View only (no Create and Edit), so it must not be able to change work-order header fields such as lead technician, service advisor, customer or asset. [Ref: SV-5319; checklist Technician row #37]","A technician should not be able to change the work order's lead technician, service advisor, customer or asset.","Two-way check. UI: the WO header shows Lead technician, Service advisor and the customer as plain read-only text with no edit/pencil controls (clicking them opens no picker) - FE blocks it. HOWEVER the backend does NOT enforce it: calling the exact UI endpoint POST /api/work-orders/change-service-advisor as the Technician actually changed the field. Verified: admin set the service advisor to a real staff id (persisted); then Tech POSTed change-service-advisor with null and the service advisor was cleared to null (persisted, confirmed on re-read). So a Technician CAN edit a WO header field via the API despite having View-only. Permission-enforcement gap.","1) Log in as Tech (Technician role). 2) Admin POST /api/work-orders/change-service-advisor {work_order_id, service_advisor_id:'<real id>'} - persists. 3) As Tech POST /api/work-orders/change-service-advisor {work_order_id, service_advisor_id:null} - returns 201 and the service advisor is cleared (re-read shows null). The header change took effect for a View-only technician.",tech-37.png,"FAIL is a backend gap: the FE correctly renders the header read-only, but /work-orders/change-service-advisor (and the change-* family) accept the change for a Technician (returns 201 and persists). change-lead-technician returned 201 too but did not visibly persist with the payload/id used (inconclusive for that specific field); the service-advisor case cleanly persisted, proving header edits are not blocked at the API."
Technician,38,Mileage / engine hours,Work Orders → open a work order,Try to enter/change mileage and engine hours.,"Likely BLOCKED (asset editing = Work Orders Create and Edit, which Technician lacks). NOTE: spec is silent and techs often capture mileage in practice — confirm intended behavior.",MUST,PASS,"The original (pre-v33) checklist guessed mileage/engine-hours editing might be blocked, but flagged the spec as silent. Under spec v33 this is now gated by Work Order Lines: Create and Edit, which the Technician HAS - so editing mileage/engine hours is ALLOWED. [Ref: SV-5319 / spec v33; checklist Technician rows #38 and N1]","A technician should be able to enter/update the vehicle mileage and engine hours (this is now allowed, gated by Work Order Lines Create and Edit).","Editing mileage and engine hours as the Technician SUCCEEDED and persisted. POST /api/work-orders/change-mileage {work_order_id, mileage:'555'} returned 201 and POST /api/work-orders/change-engine-hours {work_order_id, engine_hours:'77'} returned 201; re-reading the work order shows mileage=555 and engine_hours=77. So the pre-v33 guess of 'blocked' is superseded - it is ALLOWED, matching the v33 rule (case N1).",,tech-38.png,Allowed. Technician holds workOrderLinesCreateAndEdit which gates mileage/engine hours per v33. Same result as case N1. Values 555/77 persisted on S9-24706.
Technician,39,Send to Portal,Work Orders → a work order,Look for the Send to Portal button.,NOT visible. Send to Portal requires Full View; Technician has Tech View.,MUST,PASS,"Per SV-5319, 'Send to Portal' requires Full View; a Tech View technician should not see the Send to Portal button. [Ref: SV-5319; checklist Technician row #39]",A technician should not see a 'Send to Portal' button anywhere on the work order.,"On S9-24706 as the Technician there is no 'Send to Portal' anywhere: a body-wide text scan found no 'Send to Portal', and opening the available action menus (line-level three-dot menus) surfaced only tech actions (Request part, Add line note, Save as canned line, Story history, Add inspection, Edit labor, Move) - no Send to Portal option. Confirms it is hidden for Tech View.",,tech-39.png,view_mode=tech. No Send to Portal control present in the tech WO layout.
Technician,40,Pick parts,Work Orders → a line,Pick a part.,Allowed. Technician has Pick Parts ON.,SPOT,PASS,"Per SV-5319, the Technician role has 'Pick Parts' ON, so picking a part from stock must be allowed. [Ref: SV-5319; checklist Technician row #40]",A technician should be able to pick a part.,"Picking a part as the Technician SUCCEEDED. On S9-13556, part request 5d009711 was 'In stock'; calling the exact UI endpoint POST /api/work-orders/part/perform-request-status-action {part_request_id, action:'pick'} as the Technician returned HTTP 201 and the part moved to Received (visible on the Parts tab as 'Received'). fe-permissions confirm woPickParts=true.",,tech-40.png,Real completed pick (201). Parts tab of S9-13556 shows the picked parts as 'Received'. woPickParts=true.
Technician,41,Order parts,Work Orders → a line,Try to order a part.,BLOCKED. Technician has Order Parts OFF.,SPOT,FAIL,"Per SV-5319, the Technician role has 'Order Parts' OFF, so ordering a part must be blocked. [Ref: SV-5319; checklist Technician row #41]",A technician should NOT be able to order a part.,"Ordering a part as the Technician SUCCEEDED, which is wrong. On S9-13556, part request c40b2d97 was 'Authorized to order'; calling the exact UI endpoint POST /api/work-orders/part/perform-request-status-action {part_request_id, action:'order'} as the Technician returned HTTP 201 and the part transitioned from 'authorized_to_order' to 'waiting_to_receive' (shown as 'Awaiting' on the Parts tab). So the Technician CAN order parts despite Order Parts being OFF. Permission-enforcement gap.","1) Log in as Tech (Technician role). 2) On S9-13556 find an 'Authorized to order' part (c40b2d97). 3) As Tech POST /api/work-orders/part/perform-request-status-action {part_request_id:'c40b2d97-...', action:'order'} - returns 201. 4) Re-read: status changed to 'waiting_to_receive' (Awaiting). Ordering was not blocked even though the Technician has Order Parts OFF (woOrderParts=false in fe-permissions).",tech-41.png,"FAIL is a backend gap: fe-permissions shows woOrderParts=false, yet perform-request-status-action with action:'order' succeeded (201) and moved the part to Awaiting. Endpoint did not return 403."
Technician,42,Global search,Top search bar,Search for a customer / work order.,Returns EMPTY results for Technician? — NOTE: build change makes Time Clock return empty. Confirm whether Technician is also affected.,MUST,PASS,The build change that forces empty global-search results applies to the Time Clock role. The checklist asks to confirm whether the Technician is also affected. [Ref: SV-5319 change analysis; checklist Technician row #42],Check whether the top global search returns results for a technician (it is empty only for Time Clock).,"Global search WORKS for the Technician - it returns results, it is NOT emptied. Typing 'S9-24661' in the top search bar returned the work order ('S9-24661 new test, 02 Jul 2026') under a Work Orders group. So the empty-result behavior is specific to Time Clock; the Technician is NOT affected.",,tech-42.png,Technician global search returns normal results (customersView + scheduleView present). Only Time Clock is emptied per the build change.
Technician,N1,Mileage / engine hours (v33),Work Orders -> a line,Enter/change mileage and engine hours.,"Now gated by WOL: Create and Edit (v33, no longer spec-silent). Technician HAS WOL Create and Edit -> ALLOWED on a NEW line; on an existing/approved line Tech View makes it read-only (VIU - confirm new vs existing).",MUST,PASS,"Under spec v33, mileage/engine-hours capture is gated by Work Order Lines: Create and Edit (no longer spec-silent). The Technician HAS WOL Create and Edit, so entering/changing mileage and engine hours is ALLOWED. [Ref: spec v33; checklist Technician row N1]",A technician should be able to enter and change the vehicle mileage and engine hours.,"Allowed and persisted. As the Technician, POST /api/work-orders/change-mileage {work_order_id, mileage:'555'} returned 201 and POST /api/work-orders/change-engine-hours {work_order_id, engine_hours:'77'} returned 201; re-reading the work order confirms mileage=555 and engine_hours=77. The mileage/engine-hours edit is gated by WOL Create and Edit which the Technician holds, so it succeeds.",,tech-n1.png,"workOrderLinesCreateAndEdit=true for Technician. Change persisted on S9-24706 (mileage 555, engine hours 77). Same evidence as case 38."
Technician,N2,Return a part from a WO (v33),Work Orders -> a line,Return a part from the line.,"Allowed - returning a part from a WO needs no permission (v33, 6/29). (Distinct from the SV-7838 403 bug on completing returns.)",SPOT,PASS,"Per spec v33 (6/29), making a part return request from a work order needs no special permission, so a Technician should be able to do it. [Ref: spec v33; checklist Technician row N2]",A technician should be able to create a part return request from a work order.,"Allowed - a return was created. On S9-13556, calling the exact UI endpoint POST /api/work-orders/part/make-return-request {part_id:'<received vendor part>', quantity:1, return_reason:'ZZAUTOTEST return'} as the Technician returned HTTP 200 with a new return-request id (2cc3a628-...), and the work order's part_return_requests count went to 1. So returning a part needs no permission and works for the Technician. (Attempting to return an inventory-sourced part gave a business-rule 400 'Cannot return inventory part' - NOT a permission 403 - confirming no permission gate.)",,tech-n2.png,"Real completed return request (200, id 2cc3a628). part_id must be the received WO part record (vendor-sourced); inventory parts are unpick-not-return (business rule, not permission)."
Technician,N3,WO Notes (v33),Work Orders -> Notes tab,Create/edit own note.,"Create/edit own note = WO View. Technician has WO View, so can view + create/edit own notes. Cannot edit/delete others' (no WO Delete).",MUST,PASS,"Per spec v33, viewing and creating/editing your OWN work-order note is gated by Work Order View (which the Technician has). Editing or deleting SOMEONE ELSE'S note requires more (WO Delete), which the Technician lacks. [Ref: spec v33; checklist Technician row N3]",A technician can add and edit their own notes but cannot change or delete notes written by other people.,"Behaves exactly as expected. As the Technician: create own note POST /api/note/create {type:'work_order', reference_id, content} returned 201 (id c8be12cd); edit own note POST /api/note/update {id, content} returned 200. Attempting to edit another user's note (an admin-authored note) POST /api/note/update returned 403 'Access denied', and delete another user's note POST /api/note/delete returned 403 'Access denied'. So own-note create/edit is allowed and others' notes are correctly denied.",,tech-n3.png,"Correctly enforced BOTH ways: own create=201, own edit=200; others' edit=403 and others' delete=403. The Notes tab is present in the tech WO layout."
Parts Manager,43,Pricing visibility,Work Orders / Parts,Check prices on WOs and parts.,Visible. Parts Manager has See Financial Data ON.,DEEP,PASS,"Per SV-5319, the Parts Manager role has the 'See Financial Data' cross-toggle ON, so dollar figures (line rates/totals, part costs and sell prices, work-order finance totals) should be visible everywhere. [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Manager row #43]","Logged in as a Parts Manager, prices and dollar amounts on work orders and parts should be shown, not hidden.","Opened work order S9-24163 as Tech-with-Parts-Manager-role. Dollar figures are fully visible across the lines and parts: sample amounts on the page included $24.39, $1,045.95, $109.82, $1,180.16, $1,239.16, $232.43, $116.22. Total/Labor/Parts/Rate columns and finance wording are present. fe-permissions confirm cross_toggles.seeFinancialData=true and view_mode=full, and the parts data returned by the API includes cost and sell_price fields with real numbers.",,pm-43.png,seeFinancialData=true confirmed in fe-permissions. Prices render on the WO lines/parts view. (WO also shows an 'Over Limit' badge which per policy blocks nothing.)
Parts Manager,44,Parts — full,Parts → Catalog/Inventory; Vendors; Part Sales,Create/edit/delete parts; manage vendors; delete part sales.,"Full access. Parts Manager has Catalog, Vendor&Order, Part Sales all View/Create and Edit/Delete.",MUST,FAIL,"Per SV-5319, the Parts Manager role has full parts control: Catalog/Inventory View+Create/Edit+Delete, Vendor & Order Management View+Create/Edit+Delete, and Part Sales View+Create/Edit+Delete. So a Parts Manager should be able to create/edit/delete inventory & catalog parts, add/remove vendors, and delete part sales. [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Manager row #44]","Logged in as a Parts Manager, you should have full control over parts and vendors and be able to delete a part sale.","Mostly works, but deleting a part SALE is blocked. Confirmed working as Tech-with-Parts-Manager-role: (1) Inventory/Catalog part CREATE succeeded - POST /api/inventory/parts/create returned 201 (created a ZZAUTOTEST part on bin A2CD). (2) Inventory/Catalog part DELETE succeeded - POST /api/inventory/parts/delete returned 201. (3) Vendor CREATE succeeded via the real UI 'New Vendor' form (filled Name/Country/Taxes, clicked Save & Close) - POST /api/parts-catalogue/add-vendor returned 201. (4) Vendor DELETE succeeded - POST /api/parts-catalogue/remove-vendor returned 201. (5) Part Sales list shows the 'New Part Sale' create button and prices. HOWEVER, deleting a part sale record FAILS: on part sale P9-994 the header three-dot menu DOES show a red 'Delete' option, but clicking it fires POST /api/work-orders/delete {work_order_id:...} which returns HTTP 403 'Access denied' and the app redirects the user to the /access-denied page. Part-sale deletion is gated by the Work Orders Delete permission (workOrdersDelete=false for Parts Manager) instead of the Part Sales Delete permission (partSalesDelete=true), so the Parts Manager cannot delete a part sale despite the spec granting Part Sales Delete and despite the UI presenting the Delete control.",1) Log in as Tech (assigned Parts Manager role). 2) Parts -> Part Sales -> open an estimate part sale (e.g. P9-994). 3) Open the header three-dot (kebab) menu -> click 'Delete' -> confirm. 4) Observe the request POST /api/work-orders/delete returns 403 and the browser lands on /access-denied; the part sale is NOT deleted.,pm-44.png,"Parts (catalog/inventory) create+delete and vendor create+delete all return 201 for Parts Manager - full control there confirmed. FAIL is specifically for 'delete part sales': the UI offers a Delete control but the backend blocks it (403) because part-sale deletion is wired to the Work Orders Delete permission (workOrdersDelete) rather than Part Sales Delete (partSalesDelete). This is both a UX bug (control shown when it will always be denied) and a permission-mapping inconsistency vs the spec's 'Part Sales Delete'. Supporting screenshots: pm-44-vendorform.png / pm-44-vendorsaved.png (vendor create), pm-44-partsales.png (list + New Part Sale + prices), pm-44-ps-menu.png (Delete option shown), pm-44-ps-after.png (access-denied). Note: reversing a part-sale INVOICE (a different Part-Sales-Delete-gated action) DOES work for Parts Manager - see case N2."
Parts Manager,45,Parts → Returns,Parts → Returns → a return,Delete the return.,Allowed. Parts Manager has Vendor and Order Management Delete.,MUST,PASS,"Per SV-5319 (original), deleting a part return was gated by Vendor & Order Management Delete, which the Parts Manager has, so a Parts Manager should be allowed to delete a return. (Note: this row is marked STALE in the checklist - per spec v33 (SV-7911) delete-return is now gated by Invoicing & Payments Delete; Parts Manager is still allowed, now for a different reason - see case N1.) [Ref: SV-5319 checklist Parts Manager row #45]","Logged in as a Parts Manager, deleting a part return should be allowed.","As Tech-with-Parts-Manager-role, opened Parts -> Returns (the returns list loads and is reachable) and deleted a return on the approved (non-completed) work order S9-24399. The delete completed successfully: the UI's delete-return action (POST /api/work-orders/part/remove-return-request {part_return_request_id:...}) returned HTTP 200 and the return was removed. Allowed, as expected.",,pm-45.png,Delete succeeded (200) for Parts Manager. The Quasar return-delete control was driven via the exact endpoint the UI uses (work-orders/part/remove-return-request) after confirming the Parts -> Returns list (FE gate) is reachable. Return was on an approved (uncomplete) WO per precondition (returns can't be deleted on a Completed WO). This row is superseded by case N1 (v33).
Parts Manager,46,Work order delete,Work Orders → open a work order,Try to delete the work order.,"BLOCKED. Parts Manager has Work Orders = View/Create and Edit, NO Delete.",MUST,PASS,"Per SV-5319, the Parts Manager role has Work Orders = View + Create and Edit but NOT Delete, so a Parts Manager must not be able to delete a work order; the 'Delete Work Order' control should be absent and the delete endpoint must be rejected. [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Manager row #46]","Logged in as a Parts Manager, there should be no way to delete a work order.",Opened work order S9-24163 as Tech-with-Parts-Manager-role and opened the work-order header three-dot menu. The menu offered only 'Audit Log' (and Timesheets) with NO 'Delete Work Order' option. Backend was also verified: POST /api/work-orders/delete {work_order_id:...} as the Parts Manager returned HTTP 403 'Access denied.' fe-permissions confirm workOrdersDelete=false. So both the UI control and the backend correctly block deletion.,,pm-46.png,Real denial. UI: three-dot menu omits 'Delete Work Order' (Admin's menu on the same WO includes it). Backend: /api/work-orders/delete returns 403 for Parts Manager. workOrdersDelete=false in fe-permissions. No backend enforcement gap.
Parts Manager,47,Settings — Parts/Finance,Settings (cog),Check which sub-sections appear.,"Parts, Finance, Data Import available; App Settings and Wages NOT. Per Parts Manager sub-toggles.",SPOT,PASS,"Per SV-5319, the Parts Manager role has the Settings sub-toggles for Parts, Finance and Data Import ON, but App Settings and Wages OFF, so the Settings area should show only the Parts, Finance and Data-Import (Imports) sub-sections. [Ref: SV-5319 Custom Roles permission matrix; checklist Parts Manager row #47]","Logged in as a Parts Manager, the Settings menu should show Parts, Finance and Data Import sections but not App Settings or Wages.","Opened Settings (avatar menu -> Settings) as Tech-with-Parts-Manager-role. The Settings sidebar showed: PARTS (Pricing, Bin Locations, Categories), FINANCE (Payment Methods), IMPORTS/Data Import (Contacts, Assets, Vendors, Inventory, Invoices), plus Taxes and an IBS integration. There was NO 'App Settings' / company-configuration section and NO 'Wages' section. fe-permissions confirm settingsParts=true, settingsFinance=true, settingsDataImport=true and no App-Settings/Wages toggles.",,pm-47.png,"Matches expected subset: Parts, Finance, Data Import visible; App Settings and Wages absent. Perms: settingsParts, settingsFinance, settingsDataImport present; no wages/app-settings perm."
Parts Manager,N1,Parts -> Returns (v33),Parts -> Returns -> a return,Delete the return.,Allowed. Delete-return requires Invoicing & Payments: Delete (v33). Parts Manager HAS Invoicing Delete.,MUST,PASS,"Per spec v33 (SV-7911), deleting a part return is gated by the Invoicing & Payments: Delete permission. The Parts Manager has Invoicing & Payments Delete (invoicingPaymentsDelete=true), so a Parts Manager should be allowed to delete a return. [Ref: SV-5319 checklist Parts Manager row N1 (v33), replaces row #45]","Logged in as a Parts Manager, deleting a part return should be allowed (because Parts Manager has the Invoicing & Payments Delete permission).","As Tech-with-Parts-Manager-role, opened Parts -> Returns (reachable) and deleted a return on the approved (non-completed) work order S9-24163. The delete completed successfully: POST /api/work-orders/part/remove-return-request {part_return_request_id:0ed78be6-...} returned HTTP 200 and the return was removed. Allowed, as expected, consistent with the Parts Manager holding invoicingPaymentsDelete=true.",,pm-N1.png,Delete succeeded (200). Parts Manager fe-permissions include invoicingPaymentsDelete=true. Driven via the exact endpoint the UI uses (work-orders/part/remove-return-request) after confirming the Parts -> Returns list is reachable. Return was on an approved (uncomplete) WO per precondition.
