"Locations: All locations"
Type,"Part #",Description,Category,Vendor,Location,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
"Special Order",A06-92539-000,"Battery Box Cover ",HD-Batteries,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$155.42,$218.91,$218.91,$63.49,29.0%,1,"74 days",—,—,—,—
"Special Order",A12-18220-002,"Brake Hose Assembly","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$61.42,$105.89,$105.89,$44.47,42.0%,1,"66 days",—,—,—,—
"Special Order",A17-19819-006,"Front Quarter Fender, Left, Unpainted","HD-Body Exterior","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$377.16,$571.47,$571.47,$194.31,34.0%,1,"70 days",—,—,—,—
"Special Order",A22-57350-000,"Wiper Transmission","HD-Body Exterior","Eiwell Logistics","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$175.00,$269.23,$269.23,$94.23,35.0%,1,"66 days",—,—,—,—
"Special Order",A22-72462-000,"A/C Condensor","HD-Cooling & HVAC","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$472.34,$694.62,$694.62,$222.28,32.0%,1,"59 days",—,—,—,—
"Special Order",A22-77123-002,"AC RECEIVER/DRYER","HD-Cooling & HVAC","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$114.20,$178.44,$178.44,$64.24,36.0%,1,"59 days",—,—,—,—
"Special Order",A22-77123-003,"Receiver Drier","HD-Cooling & HVAC","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$122.66,$191.66,$191.66,$69.00,36.0%,1,"66 days",—,—,—,—
"Special Order",A4710160521,"Valve Cover Gasket","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$55.69,$85.68,$85.68,$29.99,35.0%,1,"61 days",—,—,—,—
"Special Order",A4720162220,"Head Gasket","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$414.35,$0.00,$0.00,-$414.35,—,1,"54 days",—,—,—,—
"Special Order",A9060702433,"High Pressure Fuel Line, Unit Pump to Injector","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",6.00,0.00,6.00,0.00,$21.31,$35.52,$213.12,$85.26,40.0%,1,"67 days",—,—,—,—
"Special Order",A9060905176,"High Pressure Fuel Line, ","HD-Engine Comp","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$213.00,$308.70,$308.70,$95.70,31.0%,1,"67 days",—,—,—,—
"Special Order",AEL207-104D1,Bearing,"HD-Equipment & Hydraulics","Digrove Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$50.01,$96.17,$96.17,$46.16,48.0%,1,"59 days",—,—,—,—
"Special Order",AF25544,"Engine Air Filter, Primary",HD-Filters,"Xistone Consulting","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$395.53,$565.04,"$1,130.08",$339.02,30.0%,1,"55 days",—,—,—,—
"Special Order",AF25545,"Engine Air Filter, Secondary",HD-Filters,"Xistone Consulting","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$193.25,$276.08,$552.16,$165.66,30.0%,1,"55 days",—,—,—,—
"Special Order",AF25550,"AIR FILTER ",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$31.20,$53.33,$53.33,$22.13,41.5%,1,"68 days",—,—,—,—
"Special Order",AF25707,"Air Filter, International (46870, P606503, RS4636)",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$76.26,$117.33,$117.33,$41.07,35.0%,1,"63 days",—,—,—,—
"Special Order",AF4195,"Air Filter ",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$103.88,$155.04,$155.04,$51.16,33.0%,1,"67 days",—,—,—,—
"Special Order",AMS65144,"Shock Absorber","HD-Steering & Suspension","Uisland Maintenance","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$81.99,$132.24,$264.48,$100.50,38.0%,1,"75 days",—,—,—,—
"Special Order",AP-30-26-S13-R,"Hydraulic Pump","HD-Equipment & Hydraulics","Xuchester Builders","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$401.56,$617.78,$617.78,$216.22,35.0%,1,"66 days",—,—,—,—
"Special Order",ASSY-Tube1,"CUSTOM TUBE ASSY","HD-Hose & Fittings","Uivale Consulting","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$49.65,$84.15,$84.15,$34.50,41.0%,1,"60 days",—,—,—,—
"Special Order",AT101565,"Tank Breather",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"60 days",—,—,—,—
"Special Order",AT420683,"Engine Oil Drain Hose Whip",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$196.40,$245.50,$245.50,$49.10,20.0%,1,"60 days",—,—,—,—
"Special Order",AT435934,"Oil Pan Drain Whip Adapter",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$57.36,$71.70,$71.70,$14.34,20.0%,1,"60 days",—,—,—,—
"Special Order",AT441565,"Blower Motor Assembly",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$853.32,"$1,066.65","$1,066.65",$213.33,20.0%,1,"60 days",—,—,—,—
"Special Order",AT479048,"Camera Harness",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"60 days",—,—,—,—
"Special Order",AT479123,"Filter Restriction Pressure Switch",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$218.12,$272.65,$272.65,$54.53,20.0%,1,"55 days",—,—,—,—
"Special Order",AT560845,"Rear-View Camera",Off-Road,"Botown Retail","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"60 days",—,—,—,—
"Special Order",B161-S,"Engine Oil Filter",HD-Filters,"Zoburg Maintenance","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"68 days",—,—,—,—
"Special Order",BB6,"Balance Beads","AUTO-Tires & Wheels","Sebridge Services","Staging Lethbridge - 4310",4.00,0.00,4.00,0.00,$10.00,$16.67,$66.68,$26.68,40.0%,1,"60 days",—,—,—,—
"Special Order",BC96129,"LR Parking Brake Cable",AUTO-Brakes,"Yahall Energy","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"67 days",—,—,—,—
"Special Order",BC96138,"RR Parking Brake Cable",AUTO-Brakes,"Yahall Energy","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"67 days",—,—,—,—
"Special Order",BE2173H,"Brake Pad Set, Front",AUTO-Brakes,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$108.23,$180.38,$180.38,$72.15,40.0%,1,"80 days",—,—,—,—
"Special Order",BK2Z*61218B08*A,Bezel,AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$13.92,$19.33,$19.33,$5.41,28.0%,1,"74 days",—,—,—,—
"Special Order","BK3Z 17K707 C","Mirror Glass",AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$86.10,$119.58,$119.58,$33.48,28.0%,1,"70 days",—,—,—,—
"Special Order","BK3Z 6123500 E","Door Check Asy",AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$68.99,$95.82,$95.82,$26.83,28.0%,1,"76 days",—,—,—,—
"Special Order","BKAT 4","Motor Park Brake",AUTO-Brakes,"Uitown Industries","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$228.10,$316.80,$633.60,$177.40,28.0%,1,"60 days",—,—,—,—
"Special Order","BOA GR647001","Heater Core","HD-Cooling & HVAC","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$91.08,$146.90,$146.90,$55.82,38.0%,1,"66 days",—,—,—,—
"Special Order",BRG162,"Inner Wheel Bearing","HD-Wheel Comp","Xomoor Builders","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$32.97,$59.95,$119.90,$53.96,45.0%,1,"53 days",—,—,—,—
"Special Order",BRS*189*,"Rear Wheel Seal","HD-Wheel Comp","Eopark Forestry","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$57.13,$95.22,$190.44,$76.18,40.0%,1,"53 days",—,—,—,—
"Special Order",BS08,"1/4 NC Shoulder Eye Bolt",HD-Fasteners,"Aiboro Rentals","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$5.22,$10.24,$10.24,$5.02,49.0%,1,"62 days",—,—,—,—
"Special Order",BSD1400,"Brake Pad Set",AUTO-Brakes,"Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$74.13,$92.66,$92.66,$18.53,20.0%,1,"67 days",—,—,—,—
"Special Order",BSD1691,"Brake Pad Set",AUTO-Brakes,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$94.29,$157.15,$157.15,$62.86,40.0%,1,"53 days",—,—,—,—
"Special Order","BW 800620","Push/Pull Brake Valve","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$265.63,$415.05,$415.05,$149.42,36.0%,1,"59 days",—,—,—,—
"Special Order",C0125-SA,"DPF Kit, Cummins ISC/ISL",HD-Emissions,"Braspring Apparel","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,"$1,558.20","$1,984.21","$1,984.21",$426.01,21.5%,1,"67 days",—,—,—,—
"Special Order",C660547,"Parking Brake Cable, Right Rear",AUTO-Brakes,"Baplains Solutions","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$80.60,$100.75,$100.75,$20.15,20.0%,1,"67 days",—,—,—,—
"Special Order",C660554,"Parking Brake Cable, Left Rear",AUTO-Brakes,"Baplains Solutions","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$78.64,$98.30,$98.30,$19.66,20.0%,1,"67 days",—,—,—,—
"Special Order",CB210661-1XSA,"Carrier Bearing","HD-Drive Train","Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$108.79,$169.98,$169.98,$61.19,36.0%,1,"55 days",—,—,—,—
"Special Order",CC31350,"Circuit Breaker","HD-Lighting & Electrical","Keman Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$76.39,$121.25,$121.25,$44.86,37.0%,1,"56 days",—,—,—,—
"Special Order","CK4Z 16003 CA",Moulding,AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$74.77,$103.85,$103.85,$29.08,28.0%,1,"70 days",—,—,—,—
"Special Order","CM 5348","*DO NOT STOCK* FUEL PRESSURE REGULATOR ",AUTO-Engine,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$484.67,$673.15,$673.15,$188.48,28.0%,1,"62 days",—,—,—,—
"Special Order",CS-46-1351,"Spring Assembly, Air Leaf Suspension, Rear, Airliner HD, RH","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$272.69,$426.08,$426.08,$153.39,36.0%,1,"3 days",—,—,—,—
"Special Order",CUM1078,"Inlet Hose, Air Compressor @ CAC","HD-Hose & Fittings","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$12.63,$24.29,$24.29,$11.66,48.0%,1,"66 days",—,—,—,—
"Special Order",CWB-46-1351,"** USE CS-46-1351** Leaf Spring, Airliner, RH","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$272.69,$426.08,$426.08,$153.39,36.0%,1,"3 days",—,—,—,—
"Special Order",CWB-9781,"Air Spring","HD-Air Brakes & Air Suspension","Wuboro Farms","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$82.46,$133.00,$133.00,$50.54,38.0%,1,"63 days",—,—,—,—
"Special Order","DDE 23539134",Shim,"HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$46.37,$0.00,$0.00,-$92.74,—,1,"54 days",—,—,—,—
"Special Order","DDE A0229975245","Liner Seal","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$43.82,$0.00,$0.00,-$87.64,—,1,"54 days",—,—,—,—
"Special Order","DDE A0239975345","Liner O-Ring","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$11.35,$0.00,$0.00,-$22.70,—,1,"54 days",—,—,—,—
"Special Order","DDE A4720162220","Cylinder Head Gasket Kit","HD-Engine Comp","Enson Forestry","Staging Lethbridge - 4310",1.00,1.00,1.00,0.00,$414.35,$0.00,$0.00,-$414.35,—,1,"54 days",—,—,—,—
"Special Order",DDE-RA0064463402,CPC,"HD-Engine Comp","Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,"$1,723.24","$2,297.65","$2,297.65",$574.41,25.0%,1,"52 days",—,—,—,—
"Special Order",DN-78,"7/8 DEEP NUT","HD-Steering & Suspension","Wuboro Farms","Staging Heavy Duty - 9919",8.00,0.00,8.00,0.00,$1.04,$2.26,$18.08,$9.76,54.0%,1,"69 days",—,—,—,—
"Special Order",DOR1-4,"SEAL DOOR SEALOK .750"" (MDG-000034)","HD-Trailer Comp","Weriver Electrical","Staging Heavy Duty - 9919",3.00,0.00,3.00,0.00,$28.61,$51.09,$153.27,$67.44,44.0%,1,"69 days",—,—,—,—
"Special Order","DR  61012343",Starter,"HD-Lighting & Electrical","Enson Forestry","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$449.41,$642.03,$642.03,$192.62,30.0%,1,"74 days",—,—,—,—
"Special Order",E232,"Ignition Coil",StaffPartsPricing,"Yahall Energy","Staging Heavy Duty - 9919",1.00,0.00,0.00,1.00,$47.49,$53.19,$53.19,$5.70,10.7%,1,"61 days",—,—,—,—
"Special Order","F8HZ 2C185 AA","Brake Booster Flow Switch","AUTO-Electrical (Belts, Lighting, Starting & Charging Systems)","Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$31.01,$43.07,$43.07,$12.06,28.0%,1,"66 days",—,—,—,—
"Special Order",FD-4647,"Fuel Filter Kit, F-Series Superduty, 17-Current",AUTO-Engine,"Uitown Industries","Staging Lethbridge - 4310",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"54 days",—,—,—,—
"Special Order",FLEFPE-CUMM-HCL-0324,"Heater Core Hose and Fitting","HD-Cooling & HVAC","Afield Plumbing","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$101.49,$150.36,$150.36,$48.87,32.5%,1,"74 days",—,—,—,—
"Special Order","Flywheel Machine Sublet","Flywheel Machining",HD-Sublet,"Weriver Electrical","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$147.40,$219.99,$219.99,$72.59,33.0%,1,"55 days",—,—,—,—
"Special Order","FNP SG7358AX","Front Brake Pad Kit",AUTO-Brakes,"Zocrest Maintenance","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$64.63,$128.81,$128.81,$64.18,49.8%,1,"62 days",—,—,—,—
"Special Order",FPK081143WC-G,"ADB22 Brake Claiper, LH, New","HD-Heavy Duty Brake Comp","Toshore Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$699.00,$998.59,$998.59,$299.59,30.0%,1,"68 days",—,—,—,—
"Special Order",FS1006,"Fuel/Water Separator",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$59.15,$93.89,$187.78,$69.48,37.0%,1,"55 days",—,—,—,—
"Special Order",FS1007,"Fuel/Water Separator, Cummins ISX15",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$53.33,$86.02,$86.02,$32.69,38.0%,1,"52 days",—,—,—,—
"Special Order",FS19580A,"Spin-On Fuel/Water Separator",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$20.34,$35.68,$35.68,$15.34,43.0%,1,"68 days",—,—,—,—
"Special Order",FS53000,"Fuel/Water Separator Filter Cartridge, Ram 6.7l, 2010-Current",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$59.31,$94.14,$94.14,$34.83,37.0%,1,"55 days",—,—,—,—
"Special Order",FS6504-08-08,"08FFSS-08MJ STRAIGHT","HD-Hose & Fittings","Aiboro Rentals","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"61 days",—,—,—,—
"Special Order",G7056500,"Clean Grip Weather Stripping","HD-Trailer Comp","Aiboro Rentals","Staging Heavy Duty - 9919",10.00,0.00,10.00,0.00,$7.44,$16.17,$161.70,$87.30,54.0%,1,"67 days",—,—,—,—
"Special Order",G7096PX-08-08,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Nagrove Commercial","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$11.30,$21.73,$21.73,$10.43,48.0%,1,"55 days",—,—,—,—
"Special Order","Glass Install Sublet","Glass Installation",Auto-Sublet,"Maridge Design","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$204.50,$255.63,$255.63,$51.13,20.0%,1,"60 days",—,—,—,—
"Special Order","GRO 82MGGA100AEA","100A Mega Fuse","HD-Lighting & Electrical","Aiboro Rentals","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$7.29,$10.13,$10.13,$2.84,28.0%,1,"69 days",—,—,—,—
"Special Order","GRO 82MGGAFBEA","Mega Fuse Block","HD-Lighting & Electrical","Aiboro Rentals","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$27.93,$38.79,$38.79,$10.86,28.0%,1,"69 days",—,—,—,—
"Special Order",GRT-45302,"Marker Light","HD-Lighting & Electrical","Weriver Electrical","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$21.16,$39.19,$39.19,$18.03,46.0%,1,"62 days",—,—,—,—
"Special Order",GW27992,"45 deg Lower Radiator Hose, 2.5""","HD-Engine Comp","Keman Electrical","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$24.68,$41.13,$41.13,$16.45,40.0%,1,"68 days",—,—,—,—
"Special Order",GW29650,"Mirror Switch","HD-Lighting & Electrical","Keman Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$170.99,$263.07,$263.07,$92.08,35.0%,1,"74 days",—,—,—,—
"Special Order",HC3Z1243C,"Inner Wheel Bearing Race","HD-Wheel Comp","Xomoor Builders","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$13.59,$26.13,$52.26,$25.08,48.0%,1,"53 days",—,—,—,—
"Special Order",HD0580,"15W40 Engine Oil, Pail",HD-Fluids,"Yimill Services","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$108.42,$116.69,$233.38,$16.54,7.1%,1,"55 days",—,—,—,—
"Special Order",HD1382+00011,"11mm Lower Guide Pad, 2nd/3rd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$47.69,$83.67,$167.34,$71.96,43.0%,1,"67 days",—,—,—,—
"Special Order",HEN-S-28501-500,"Dust Shield Clamp","HD-Trailer Brake Comp","Weriver Electrical","Staging Lethbridge - 4310",0.00,4.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"67 days",—,—,—,—
"Special Order",HEN-S-28501-575,"Dust Shield Clamp","HD-Trailer Brake Comp","Weriver Electrical","Staging Lethbridge - 4310",4.00,0.00,4.00,0.00,$13.59,$28.31,$113.24,$58.88,52.0%,1,"67 days",—,—,—,—
"Special Order",HF1381+00010,"10mm Lower Guide Block, 1st/2nd Ext","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$21.10,$39.08,$78.16,$35.96,46.0%,1,"67 days",—,—,—,—
"Special Order",HF1381+00012,"12mm Lower Guide Block, 1st/2nd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$13.11,$25.21,$50.42,$24.20,48.0%,1,"67 days",—,—,—,—
"Special Order",HF1382+00009,"9mm Lower Guide Block, 2nd/3rd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$47.69,$83.67,$167.34,$71.96,43.0%,1,"67 days",—,—,—,—
"Special Order",HF1382A+00010,"10mm Lower Guide Block, 2nd/3rd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",4.00,0.00,4.00,0.00,$47.69,$83.67,$334.68,$143.92,43.0%,1,"67 days",—,—,—,—
"Special Order",HF824,"8mm Lower Guide Block, 2nd/3rd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$47.69,$83.67,$167.34,$71.96,43.0%,1,"67 days",—,—,—,—
"Special Order",HLK7018,"RH Wiper Arm","HD-Body Exterior","Iview Commercial","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$43.50,$77.68,$77.68,$34.18,44.0%,1,"66 days",—,—,—,—
"Special Order",HM10.9C12.90YZ,"M12x90 Bolt",HD-Fasteners,"Gipoint Motors","Staging Lethbridge - 4310",3.00,0.00,3.00,0.00,$1.80,$3.83,$11.49,$6.09,53.0%,1,"62 days",—,—,—,—
"Special Order","Hose Assemblies","Hydraulic Hose","HD-Equipment & Hydraulics","Aiboro Rentals","Staging Lethbridge - 4310",2.00,0.00,2.00,0.00,$285.76,$357.20,$714.40,$142.88,20.0%,1,"69 days",—,—,—,—
"Special Order",HTR2952A,"8mm Upper Guide Block, 1st/2nd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$57.65,$99.39,$198.78,$83.48,42.0%,1,"67 days",—,—,—,—
"Special Order",HTR2953A,"10mm Upper Guide Block, 1st/2nd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$65.42,$110.88,$221.76,$90.92,41.0%,1,"67 days",—,—,—,—
"Special Order",HTR2982,"1mm Upper Guide Block, 1st/2nd Extension","HD-Equipment & Hydraulics","Oachester Apparel","Staging Heavy Duty - 9919",8.00,0.00,8.00,0.00,$4.84,$7.45,$59.60,$20.88,35.0%,1,"67 days",—,—,—,—
"Special Order","JK4Z 1107 A",Stud,"AUTO-Tires & Wheels","Uitown Industries","Staging Lethbridge - 4310",6.00,6.00,6.00,0.00,$13.19,$18.32,$109.92,$30.78,28.0%,1,"60 days",—,—,—,—
"Special Order",K041771,"Slack Adjuster","HD-Heavy Duty Brake Comp","Keman Electrical","Staging Heavy Duty - 9919",2.00,0.00,2.00,0.00,$179.33,$289.24,$578.48,$219.82,38.0%,1,"69 days",—,—,—,—
"Special Order",k073055,solenoid,"HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$104.36,$163.06,$163.06,$58.70,36.0%,1,"74 days",—,—,—,—
"Special Order",K073090,"Air Management Unit End Cap, Supply","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$20.76,$37.75,$37.75,$16.99,45.0%,1,"74 days",—,—,—,—
"Special Order",K073091,"End Cap Cover","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$14.25,$29.69,$29.69,$15.44,52.0%,1,"74 days",—,—,—,—
"Special Order",K080915HD,"Compressor Drive Belt","HD-Belts, Pulleys & Tensioners","Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$68.79,$118.60,$118.60,$49.81,42.0%,1,"61 days",—,—,—,—
"Special Order",K080952HD,"Serpentine Belt","HD-Belts, Pulleys & Tensioners","Mefield Supply","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$116.82,$182.53,$182.53,$65.71,36.0%,1,"56 days",—,—,—,—
"Special Order",K091324,"O-Ring Kit","HD-Air Brakes & Air Suspension","Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$38.37,$59.03,$59.03,$20.66,35.0%,1,"74 days",—,—,—,—
"Special Order",K21-302-00,"Oil Cap Kit","HD-Wheel Comp","Weriver Electrical","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$63.45,$90.64,$90.64,$27.19,30.0%,1,"66 days",—,—,—,—
"Special Order",K37-1010-100111120,"FWS Assembly","HD-Engine Comp","Keman Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,"$1,067.52","$1,423.32","$1,423.32",$355.80,25.0%,1,"68 days",—,—,—,—
"Special Order",K5253,"Sway Bar Bushing Set","HD-Steering & Suspension","Yahall Energy","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"52 days",—,—,—,—
"Special Order",K8655,"Sway Bar Bushing Set","HD-Steering & Suspension","Mefield Supply","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"52 days",—,—,—,—
"Special Order",KD2622,"Suspension Leveling Valve","HD-Air Brakes & Air Suspension","Teline Rentals","Staging Heavy Duty - 9919",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"68 days",—,—,—,—
"Special Order",KIT8883,"S-Cam Minor Repair Kit","HD-Heavy Duty Brake Comp","Ruridge Mining","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$77.58,$125.13,$125.13,$47.55,38.0%,1,"55 days",—,—,—,—
"Special Order","KK3Z 1525004 C","Sliding Door Track",AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"74 days",—,—,—,—
"Special Order","KK3Z 612666 E",Handle,AUTO-Body,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$103.59,$143.87,$143.87,$40.28,28.0%,1,"70 days",—,—,—,—
"Special Order",KN32041,"QR Valve with 2-Way Check","HD-Air Brakes & Air Suspension","Weriver Electrical","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$105.08,$161.66,$161.66,$56.58,35.0%,1,"68 days",—,—,—,—
"Special Order","LC3Z 9D370 C","Fuel Control Unit",AUTO-Engine,"Uitown Industries","Staging Lethbridge - 4310",1.00,0.00,1.00,0.00,$114.80,$160.30,$160.30,$45.50,28.4%,1,"52 days",—,—,—,—
"Special Order",LF16354,"Engine Oil Filter",HD-Filters,"Enson Forestry","Staging Heavy Duty - 9919",1.00,0.00,1.00,0.00,$9.86,$19.72,$19.72,$9.86,50.0%,1,"68 days",—,—,—,—
"Special Order",LF734,"Oil Filter",HD-Filters,"Enson Forestry","Staging Lethbridge - 4310",0.00,1.00,0.00,0.00,—,—,$0.00,$0.00,—,1,"54 days",—,—,—,—
