"Locations: Staging Heavy Duty - 9919"
Type,"Part #",Description,Category,Vendor,"Units Sold","Units Returned","Sold (WO)","Sold (Parts Sale)","Unit Cost","Sell Price",Revenue,Margin,"Margin %",Demand,"Last Sale","On Hand",Turns/Yr,Min,Max
Inventory,3--N400-038-038,"125-6C 3/8"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N400-038-050,"125-6D 3/8"" BRASS BARB X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N400-050-025,"125-8B 1/2"" BRASS BARB X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N400-050-038,"125-8C 1/2"" BRASS BARB X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N400-050-050,"125-8D 1/2"" BRASS BARB X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--N400-050-075,"125-8E 1/2"" BRASS BARB X 3/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N400-063-075,"125-10E 5/8"" BRASS BARB X 3/4""","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N400R-038-025,"3/8"" REUSABLE INSERT ONLY X 1/","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N400R-050-050,"1/2"" REUSABLE INSERT ONLY X 1/","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--N66-GC1200,"STAINLESS STEEL GEAR CLAMP KIT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,41.00,0.00,0,0
Inventory,3--N66-GC1700,"STAINLESS STEEL GEAR CLAMP KIT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,92.00,0.00,0,0
Inventory,3--N66-HYD001,"#04 - #16 STEEL JIC ORB NPT HYD ADAPT CAP & PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,288.00,0.00,0,0
Inventory,3--N66-HYD002,"#04 - #16 STEEL HYD ORFS ADAPT/CAP/PLUG","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"347 days",47.00,0.00,0,0
Inventory,3--N66-HYD003," #04 - #12 Steel NPT Jump Size Hyd. Adapter Kit","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,58.00,0.00,25,54
Inventory,3--N66-HYD004," #04 - #16 STEEL JIC JUMP SIZE HYD ADAPTER KIT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,48.00,0.00,25,52
Inventory,3--N66-SK1020,"ASSORTED P-CLAMP/ CUSHION TUBE SUPPORT 1/4""-1""","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"524 days",50.00,0.00,0,0
Inventory,3--N66-SK1022,"ASSORTED P-CLAMP/ CUSHION TUBE SUPPORT 1/4""-2-1/2""","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"546 days",109.00,0.00,0,0
Inventory,3--N66-SK1410,"AIR SHIFT TRANSMISSION REPAIR FITTINGS","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,24.00,0.00,0,0
Inventory,3--N68031-04-04,"#04 BRASS PUSH-ON X #04 FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"397 days",3.00,0.00,0,0
Inventory,3--N68031-06-06,"#06 BRASS PUSH-ON X #06 FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--N68031-08-08,"#08 BRASS PUSH-ON X #08 FEMALE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--NL1363-075,"3/4"" CONTITECH RED ORTAC GP HOSE (1.19"" OD)","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,2,10
Inventory,3--NL560-04,"1/4 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,12.00,0.00,0,0
Inventory,3--NL560-06,"3/8 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,44.00,0.00,0,0
Inventory,3--NL560-08,"1/2 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,15.00,0.00,0,0
Inventory,3--NL560-10,"5/8 SYNFLEX, BLACK GENUINE SAE J844 DOT AIRBRAKE TUBING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,10.00,0.00,0,0
Inventory,3--PC1462-10,"5/8"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PC1462-12,"3/4"" BRASS DOT TUBE PUSH-IN UN","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,3--PC1462-4,"1/4"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--PC1462-6,"3/8"" BRASS DOT TUBE PUSH-IN UNION COUPLING","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--PC1462-8,"1/2"" BRASS DOT TUBE PUSH-IN UN","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,5.00,0.00,0,0
Inventory,3--PC1464-4,"1/4"" BRASS DOT TUBE PUSH-IN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1464-6,"3/8"" BRASS DOT TUBE PUSH-IN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1464-8,"1/2"" BRASS DOT TUBE PUSH-IN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1464R-64,"3/8"" X 1/4"" BRASS DOT UNION REDUCING TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-4,"1/4"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-6,"3/8"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1465-8,"1/2"" BRASS DOT TUBE PUSH-IN 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-4B,"1/4 BRASS DOT TUBE PUSH IN X 1/4 FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1466-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" FEMALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-2.5A,"5/32"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-2.5X1,"5/32"" BRASS DOT TUBE PUSH-IN X 1/16"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-3A,"3/16"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-3B,"3/16"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--PC1468-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"573 days",2.00,0.00,0,0
Inventory,3--PC1468-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,0,0
Inventory,3--PC1468-6D,"3/8"" BRASS DOT TUBE PUSH-IN X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1468-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" MALE NPT","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-12E,"3/4"" BRASS DOT TUBE PUSH-IN X","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,3--PC1469S-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,8.00,0.00,0,0
Inventory,3--PC1469S-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PC1469S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-6D,"3/8"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1469S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 90 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"571 days",7.00,0.00,0,0
Inventory,3--PC1471S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1471S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT RUN TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6A,"3/8"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1472S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MNPT BRANCH TEE","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4A,"1/4"" BRASS DOT TUBE PUSH-IN X 1/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4B,"1/4"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-4C,"1/4"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-6B,"3/8"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-6C,"3/8"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8B,"1/2"" BRASS DOT TUBE PUSH-IN X 1/4"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8C,"1/2"" BRASS DOT TUBE PUSH-IN X 3/8"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PC1474S-8D,"1/2"" BRASS DOT TUBE PUSH-IN X 1/2"" SWIVEL MALE NPT 45 ELBOW","HD-Hose & Fittings","Humoor Energy",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,4.00,0.00,0,0
Inventory,3--PIC131-11,"MINI FUSE HOLDER 16GA","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3--PIC3791-11,"15A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC3792-11,"20A CIRCUIT BREAKER","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC3794-11,"30A CIRCUIT BREAKER","HD-Lighting & Electrical","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC5426-BP,"WEDGE BASE SOCKET","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--PIC5460-BP,"9004/9007 SOCKET KIT","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,0
Inventory,3--WD40,"WD-40 PENETRATING FLUID",HD-Fluids,"Cuview Management",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,0
Inventory,"3/4""-SCH40","3/4"" Schedule 40 Pipe, Steel","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"256 days",2.50,0.00,—,—
Inventory,3/4SRB,"3/4"" Solid Round Bar","HD-Fabrication & Building","Faburg Concrete",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"311 days",7.00,0.00,0,0
Inventory,300-344,"KING PIN SET","HD-Steering & Suspension","Wuboro Farms",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,300-4009,"TRAILER HUBCAP (180.10619)","HD-Trailer Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"217 days",3.00,0.00,2,6
Inventory,3004258,"Expansion Plug, ISL, .825 dia.","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3005459,"Oil Cooler Press In Place Seal, CAT C13","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,300A,BREAKER,"HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"340 days",1.00,0.00,0,1
Inventory,3022148,"Flywheel Housing Bolt, M11/ISM","HD-Engine Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,16.00,0.00,0,1
Inventory,30275Y,"High Profile, 8-Diode LED, 2"" Round, Marker Clearance Light, Amber","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"523 days",1.00,0.00,0,1
Inventory,30500Z6L043,"COIL ASSY",Uncategorized,—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3068-12-150,"M12 Banjo Bolt","HD-Hose & Fittings","Aiboro Rentals",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3069053,"V-BAND CLAMP",HD-Exhaust,"Enson Forestry",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,307-2935,"ONAN GENERATOR SHUT OFF SOLENOID ASSEMBLY","HD-Equipment & Hydraulics",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,30701,"Open Back, Gray Rubber, Grommet for 30 Series and 2"" Round Lights","HD-Lighting & Electrical",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,2.00,0.00,0,1
Inventory,3080708,"Piston Cooling Nozzle ","HD-Engine Comp","Xistone Consulting",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,6.00,0.00,0,1
Inventory,3081534,"VOLVO SIGNAL SWITCH","HD-ABS Comp",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,3084879,"SEAL THERMOSTAT CUMMINS ISX 15.0L","HD-Cooling & HVAC",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,309-216,"KING PIN BUSHING","HD-Steering & Suspension","Ruridge Mining",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,3090885,"A/C COMPRESSOR LINE SEALS","HD-Cooling & HVAC","Boharbor Partners",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
Inventory,30T38111-PTO,"POLE BALL STYLE PTO PRESSURE SWITCH","HD-Transmission & Clutch",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,3.00,0.00,1,3
Inventory,30T60228,"PTO SENSOR/SWITCH","HD-Equipment & Hydraulics",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,"263 days",1.00,0.00,1,1
Inventory,31-05-0153-1US,"U-JOINT, GREASEABLE (1310 WITH ZERK [1.063 X 3.219])","HD-Drive Train",—,0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,1
Inventory,31019,"SWAY BAR LINK BUSHING","AUTO-Steering & Suspension","Baplains Solutions",0.00,0.00,0.00,0.00,—,—,$0.00,$0.00,—,0,—,1.00,0.00,0,0
