group,foreign_case,author,section,case_verdict,unit_where,unit_verdict,strength,signature,missing_token,our_cases,why,assertion
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,custom_preconds,CONTRADICTS-OURS,STRONG,lin time clock,lin,C19270 C19278,"our case(s) share this topic AND carry a closed-list/negation marker, while never mentioning 'lin' - read both before ruling",<li>Admin user has clock-in time on all lines</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,custom_preconds,CANDIDATE GAP,PHRASING,base navigated punch,base,,"no case of ours contains 'base' together with ['navigated', 'punch']",<li>User is navigated to the {{BASE_URL}}/reports/punch-clock-activities</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step1.content,CANDIDATE GAP,STRONG,corner strong right,right,,"no case of ours contains 'right' together with ['corner', 'strong']",<li>Click on <strong>New</strong> button in top right corner</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step1.expected,CANDIDATE GAP,STRONG,strong new modal,new,,"no case of ours contains 'new' together with ['strong', 'modal']",<li><strong>New Timesheet Clock Time</strong> modal opens</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step2.content,CANDIDATE GAP,PHRASING,mandatory populate privileg,mandatory,,"no case of ours contains 'mandatory' together with ['populate', 'privileg']",<li>Populate all mandatory fields and click <strong>Create</strong> (Use staff member with Admin privileges)</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step2.expected,CANDIDATE GAP,STRONG,strong close new,close,,"no case of ours contains 'close' together with ['strong', 'new']",<li><strong>New Timesheet Clock Time</strong> modal closes</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step2.expected,CANDIDATE GAP,STRONG,strong successful creation,creation,,"no case of ours contains 'creation' together with ['strong', 'successful']",<li><strong>Creation/change was successful</strong> message appears (no error message upon creation)</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step3.content,CANDIDATE GAP,STRONG,strong new list,new,,"no case of ours contains 'new' together with ['strong', 'list']",<li>Verify new entry of clock-in time on the <strong>Timesheet Activities</strong> list</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step3.expected,CANDIDATE GAP,STRONG,strong new list,new,,"no case of ours contains 'new' together with ['strong', 'list']",<li>New clock-in time is visible on the <strong>Timesheet Activities</strong> list</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step4.content,CANDIDATE GAP,STRONG,added strong tim,tim,,"no case of ours contains 'tim' together with ['added', 'strong']",<li>Navigate to WO's <strong>Timesheets</strong> tab a verify clock-in times on the line it was added</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step4.expected,CANDIDATE GAP,STRONG,previou together record,record,,"no case of ours contains 'record' together with ['previou', 'together']",<li>A new clock-in time is present together with previous time records for the same line</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step5.content,CANDIDATE GAP,STRONG,strong lin tim,lin,,"no case of ours contains 'lin' together with ['strong', 'tim']",<li>Navigate to the WO's <strong>Lines</strong> tab and verify clock-in times</li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step5.expected,CANDIDATE GAP,PHRASING,actual added estimate,actual,,"no case of ours contains 'actual' together with ['added', 'estimate']",<li>A new clock-in time is added to the <strong>Progress</strong> and <strong>Actual/Estimate</strong></li>
59,C1731,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CONTRADICTS-OURS,step5.expected,CANDIDATE GAP,PHRASING,actual estimate match,actual,,"no case of ours contains 'actual' together with ['estimate', 'match']",<li><strong>Actual</strong> time (Actual/Estimate) on the line match the total time per line on <strong>Timesheets</strong> tab</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,punch strong line,line,,"no case of ours contains 'line' together with ['punch', 'strong']",<li>WO exists with <strong>admin</strong> user time punches on the line</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,base navigated punch,base,,"no case of ours contains 'base' together with ['navigated', 'punch']",<li>User is navigated to the {{BASE_URL}}/reports/punch-clock-activities</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.content,CANDIDATE GAP,STRONG,already assigned create,create,,"no case of ours contains 'create' together with ['already', 'assigned']",<li>Create a new timesheet activity for a user who is already assigned to the line</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.content,COVERED-BY,STRONG,tab line timesheet,,C19285 C19286 C19287 C19293,"all of ['tab', 'line', 'timesheet'] co-occur in a case of ours",<li>Verify WO line and WO timesheets tab</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.expected,COVERED-BY,STRONG,created new activity,,C19268 C19269 C19271,"all of ['created', 'new', 'activity'] co-occur in a case of ours",<li>A new timesheet activity is created</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,mentioned punch multiple,multiple,,"no case of ours contains 'multiple' together with ['mentioned', 'punch']",<li>Multiple time punches exist on the line for the mentioned user</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,base punch url,base,,"no case of ours contains 'base' together with ['punch', 'url']",<li>Navigate back to the {{BASE_URL}}/reports/punch-clock-activities</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,already punch create,create,,"no case of ours contains 'create' together with ['already', 'punch']",<li>Create a new timesheet activity for a user who already has time punches on the line</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,COVERED-BY,STRONG,tab line timesheet,,C19285 C19286 C19287 C19293,"all of ['tab', 'line', 'timesheet'] co-occur in a case of ours",<li>Verify WO line and WO timesheets tab</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.expected,COVERED-BY,STRONG,created new activity,,C19268 C19269 C19271,"all of ['created', 'new', 'activity'] co-occur in a case of ours",<li>A new timesheet activity is created</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,mentioned punch multiple,multiple,,"no case of ours contains 'multiple' together with ['mentioned', 'punch']",<li>Multiple time punches exist on the line for the mentioned user</li>
59,C1788,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step3.content,CANDIDATE GAP,PHRASING,foreman process rol,foreman,,"no case of ours contains 'foreman' together with ['process', 'rol']","<li>Repeat the process for all user roles (Tech, Foreman...)</li>"
59,C182,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/punch-clock-activities</li>
59,C182,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,table column visible,column,,"no case of ours contains 'column' together with ['table', 'visible']",<li>Verify all visible columns in table</li>
59,C182,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,modify date time,date,,"no case of ours contains 'date' together with ['modify', 'time']",<li>Modify Date/Time</li>
59,C182,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,summed bottom valu,bottom,,"no case of ours contains 'bottom' together with ['summed', 'valu']",<p>At he bottom there is Totals column with summed up values</p>
59,C183,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/punch-clock-activities</li>
59,C183,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,interval field dropdown,field,,"no case of ours contains 'field' together with ['interval', 'dropdown']",<li>Verify all the time intervals in the dropdown field</li>
59,C184,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/punch-clock-activities</li>
59,C184,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_steps,CANDIDATE GAP,STRONG,pick employee filter,employee,,"no case of ours contains 'employee' together with ['pick', 'filter']",<li>Click on Filter by staff dropdown and pick employee</li>
59,C185,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/punch-clock-activities</li>
59,C186,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,PHRASING,app base navigated,app,,"no case of ours contains 'app' together with ['base', 'navigated']",<li>App is navigated to page {{BASE_URL}}/reports/punch-clock-activities</li>
59,C186,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,.csv downloading file,file,,"no case of ours contains 'file' together with ['.csv', 'downloading']",<li>.csv file starts downloading</li>
59,C287,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,location multiple department,location,,"no case of ours contains 'location' together with ['multiple', 'department']",<li>There is same department in multiple locations (A and B)</li>
59,C287,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,punched location department,location,,"no case of ours contains 'location' together with ['punched', 'department']",<li>Technician punched in time for department in location A</li>
59,C287,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,location account logged,account,C19279,"no case of ours contains 'account' together with ['location', 'logged']",<li>User is logged in with admin account on location B</li>
59,C287,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_steps,CANDIDATE GAP,PHRASING,finding punch try,finding,,"no case of ours contains 'finding' together with ['punch', 'try']",<li>Try finding time punches from technician on location A</li>
59,C287,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_expected,CANDIDATE GAP,STRONG,punch location visible,location,,"no case of ours contains 'location' together with ['punch', 'visible']",<li>No time punches are visible on location B</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,custom_preconds,CANDIDATE GAP,STRONG,chrome strong using,using,,"no case of ours contains 'using' together with ['chrome', 'strong']",<li>User is logged in as Admin using <strong>Chrome</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.content,CANDIDATE GAP,PHRASING,assign strong tech,assign,,"no case of ours contains 'assign' together with ['strong', 'tech']",<li>Create new WO and assign <strong>Tech</strong> to one of the line</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step1.expected,CANDIDATE GAP,STRONG,assigned tech lin,lin,,"no case of ours contains 'lin' together with ['assigned', 'tech']",<li>WO is created and tech is assigned to one of the lines</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,chrome edge etc,chrome,,"no case of ours contains 'chrome' together with ['edge', 'etc']","<li>Open any browser <strong>other than</strong> Chrome (Edge, Firefox, Opera, etc."
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,CANDIDATE GAP,PHRASING,login strong tech,login,,"no case of ours contains 'login' together with ['strong', 'tech']",) and login as <strong>Tech</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.content,CANDIDATE GAP,STRONG,previously created,created,,no case of ours contains 'created' together with ['previously'],<li>Navigate to the previously created WO</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.expected,CANDIDATE GAP,PHRASING,chrome strong tech,chrome,,"no case of ours contains 'chrome' together with ['strong', 'tech']",<li>User is logged in as a <strong>Tech</strong> using any browser other than Chrome</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step2.expected,CANDIDATE GAP,STRONG,navigated previously created,created,,"no case of ours contains 'created' together with ['navigated', 'previously']",<li>User is navigated to the previously created WO</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step3.content,CANDIDATE GAP,STRONG,chrome strong back,back,,"no case of ours contains 'back' together with ['chrome', 'strong']",<li>Go back to the <strong>Chrome</strong> browser where <strong>Admin</strong> user is logged in and change any data on the line (on <strong>Edit Line</strong> modal)</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step3.expected,CANDIDATE GAP,STRONG,edited strong successfully,successfully,,"no case of ours contains 'successfully' together with ['edited', 'strong']",<li>Line is successfully <strong>edited</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step4.content,CANDIDATE GAP,PHRASING,edited previously strong,edited,,"no case of ours contains 'edited' together with ['previously', 'strong']",<li>Go back to the other browser where <strong>Tech</strong> user is logged in and click <strong>Start</strong> on the previously edited line</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step4.expected,CANDIDATE GAP,STRONG,strong started successfully,started,,"no case of ours contains 'started' together with ['strong', 'successfully']",<li>Line is successfully <strong>started</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.content,CANDIDATE GAP,STRONG,chrome strong back,back,,"no case of ours contains 'back' together with ['chrome', 'strong']",<li><p>Go back to the <strong>Chrome</strong> browser where <strong>Admin</strong> user is logged and verify:</p>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.content,CANDIDATE GAP,PHRASING,actual estimate progress,actual,,"no case of ours contains 'actual' together with ['estimate', 'progress']",<li><strong>Progress bar</strong> and <strong>Actual/Estimate</strong> time</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.content,CANDIDATE GAP,STRONG,strong tab timesheet,tab,,"no case of ours contains 'tab' together with ['strong', 'timesheet']",<li><strong>Timesheets</strong> tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.content,CANDIDATE GAP,STRONG,strong activity timesheet,activity,,"no case of ours contains 'activity' together with ['strong', 'timesheet']",<li><strong>Timesheets Activities</strong> page</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.content,CANDIDATE GAP,STRONG,strong export filter,export,,"no case of ours contains 'export' together with ['strong', 'filter']",<li>Timesheets Activities <strong>export</strong> with filter set to <strong>Today</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.expected,CANDIDATE GAP,PHRASING,actual estimate progress,actual,,"no case of ours contains 'actual' together with ['estimate', 'progress']",<li><strong>Progress bar</strong> and <strong>Actual/Estimate</strong> time on the line reflect data on the Timesheets tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.expected,CANDIDATE GAP,PHRASING,recorded strong timestamp,recorded,,"no case of ours contains 'recorded' together with ['strong', 'timestamp']",<li>There is one recorded with <strong>Start Date</strong> timestamp and <strong>Active</strong> badge for <strong>End Time</strong> on the Timesheets tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.expected,CANDIDATE GAP,STRONG,strong record current,record,,"no case of ours contains 'record' together with ['strong', 'current']",<li>There are no record for the current WO and line in the <strong>Timesheets Activities</strong> page</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step5.expected,CANDIDATE GAP,STRONG,export file current,current,C19295,"no case of ours contains 'current' together with ['export', 'file']",<li>There is no data for the the current WO and line in the export file</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step6.content,CANDIDATE GAP,STRONG,strong tech back,back,,"no case of ours contains 'back' together with ['strong', 'tech']",<li>Go back to the other browser where <strong>Tech</strong> user is logged in and click <strong>Stop</strong> on the line tech was working</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step6.expected,CANDIDATE GAP,STRONG,stopped strong successfully,successfully,,"no case of ours contains 'successfully' together with ['stopped', 'strong']",<li>Line is successfully <strong>stopped</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.content,CANDIDATE GAP,STRONG,chrome strong back,back,,"no case of ours contains 'back' together with ['chrome', 'strong']",<li><p>Go back to the <strong>Chrome</strong> browser where <strong>Admin</strong> user is logged and verify:</p>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.content,CANDIDATE GAP,PHRASING,actual estimate progress,actual,,"no case of ours contains 'actual' together with ['estimate', 'progress']",<li><strong>Progress bar</strong> and <strong>Actual/Estimate</strong> time</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.content,CANDIDATE GAP,STRONG,strong tab timesheet,tab,,"no case of ours contains 'tab' together with ['strong', 'timesheet']",<li><strong>Timesheets</strong> tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.content,CANDIDATE GAP,STRONG,strong activity timesheet,activity,,"no case of ours contains 'activity' together with ['strong', 'timesheet']",<li><strong>Timesheets Activities</strong> page</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.content,CANDIDATE GAP,STRONG,strong export filter,export,,"no case of ours contains 'export' together with ['strong', 'filter']",<li>Timesheets Activities <strong>export</strong> with filter set to <strong>Today</strong></li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.expected,CANDIDATE GAP,PHRASING,actual estimate progress,actual,,"no case of ours contains 'actual' together with ['estimate', 'progress']",<li><strong>Progress bar</strong> and <strong>Actual/Estimate</strong> time on the line reflect data on the Timesheets tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.expected,CANDIDATE GAP,PHRASING,recorded strong timestamp,recorded,,"no case of ours contains 'recorded' together with ['strong', 'timestamp']",<li>There is one recorded with <strong>Start Date</strong> timestamp and <strong>End Time</strong> timestamp on the Timesheets tab</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.expected,CANDIDATE GAP,STRONG,match strong record,record,,"no case of ours contains 'record' together with ['match', 'strong']",<li>There are one record for the current WO and line in the <strong>Timesheets Activities</strong> page that matches Timesheets tab data</li>
59,C1992,Vladimir Tomovic,Test Cases > Reports > Timesheet Activities,CANDIDATE GAP,step7.expected,CANDIDATE GAP,STRONG,match export file,export,,"no case of ours contains 'export' together with ['match', 'file']",<li>There is one record for the the current WO and line in the export file that matches Timesheets tab data</li>
27,C100,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C100,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,field filter manufacturer,field,,"no case of ours contains 'field' together with ['filter', 'manufacturer']",<li>Click on Filter by manufacturer field</li>
27,C100,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,down drop list,down,,"no case of ours contains 'down' together with ['drop', 'list']",<li>List of manufacturers drops down</li>
27,C100,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,manufacturer part selected,manufacturer,,"no case of ours contains 'manufacturer' together with ['part', 'selected']",<li>Only parts from selected manufacturer are shown</li>
27,C1720,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C1720,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,column required visible,column,,"no case of ours contains 'column' together with ['required', 'visible']",<li>Verify all required columns are visible</li>
27,C1720,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,category column manufacturer,category,,"no case of ours contains 'category' together with ['column', 'manufacturer']","<li><p>columns:<br /> partNumber, category, manufacturer, vendor."
27,C1720,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,averagecost core countgroup,averagecost,,"no case of ours contains 'averagecost' together with ['core', 'countgroup']","gridLocation, averageCost, core, sellPrice, size, quantity, min, max, lastCountDate, countGroup</p></li>"
27,C101,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C101,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,category field filter,category,,"no case of ours contains 'category' together with ['field', 'filter']",<li>Click on Filter by Category field</li>
27,C101,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,category down drop,category,,"no case of ours contains 'category' together with ['down', 'drop']",<li>List of categories drops down</li>
27,C101,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,category part selected,category,,"no case of ours contains 'category' together with ['part', 'selected']",<li>Only parts from selected category are shown</li>
27,C102,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C102,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,field filter supply,field,,"no case of ours contains 'field' together with ['filter', 'supply']",<li>Click on Filter by Supply field</li>
27,C102,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,category down drop,category,,"no case of ours contains 'category' together with ['down', 'drop']",<li><p>List with 4 categories drops down:<br />All categories<br />Under-supplied<br />Well-supplied<br />Over-supplied</p></li>
27,C102,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step4.content,CANDIDATE GAP,PHRASING,pick supplied well,pick,,"no case of ours contains 'pick' together with ['supplied', 'well']",<li>Pick Well-supplied</li>
27,C102,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step4.expected,CANDIDATE GAP,PHRASING,item supplied well,item,,"no case of ours contains 'item' together with ['supplied', 'well']",<li>Well-supplied items shown</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,column filter off,column,,"no case of ours contains 'column' together with ['filter', 'off']",<li>All toggles in Show Columns filter are set to OFF state</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,option part set,option,,"no case of ours contains 'option' together with ['part', 'set']",<li>Set Part option to on</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step5.content,CANDIDATE GAP,PHRASING,grid location set,grid,,"no case of ours contains 'grid' together with ['location', 'set']",<li>Set Grid location to on</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step6.content,CANDIDATE GAP,PHRASING,average cost set,average,,"no case of ours contains 'average' together with ['cost', 'set']",<li>Set Average cost to on</li>
27,C103,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step8.content,CANDIDATE GAP,PHRASING,price sell set,price,,"no case of ours contains 'price' together with ['sell', 'set']",<li>Set Sell Price to on</li>
27,C104,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C104,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,button inventory new,button,,"no case of ours contains 'button' together with ['inventory', 'new']",<li>Click on New Inventory Part button</li>
27,C104,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,dialog inventory new,dialog,,"no case of ours contains 'dialog' together with ['inventory', 'new']",<li>New Inventory Part dialog opens</li>
27,C104,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step2.expected,CANDIDATE GAP,PHRASING,added inventory new,added,,"no case of ours contains 'added' together with ['inventory', 'new']",<li>New Inventory part added</li>
27,C105,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,custom_preconds,CANDIDATE GAP,PHRASING,base inventory part,base,,"no case of ours contains 'base' together with ['inventory', 'part']",{{BASE_URL}}/parts/inventory</li>
27,C105,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.content,CANDIDATE GAP,PHRASING,button inventory new,button,,"no case of ours contains 'button' together with ['inventory', 'new']",<li>Click on New Inventory Part button</li>
27,C105,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step1.expected,CANDIDATE GAP,PHRASING,dialog inventory new,dialog,,"no case of ours contains 'dialog' together with ['inventory', 'new']",<li>New Inventory Part dialog opens</li>
27,C105,Vladimir Tomovic,Test Cases > Parts > Inventory,COVERED-BY,step2.content,CANDIDATE GAP,PHRASING,catalog field mandatory,catalog,,"no case of ours contains 'catalog' together with ['field', 'mandatory']",<li>Verify that field Catalog part is mandatory</li>
