report,report_prefix,story,story_title,requirement_id,kind,requirement_text,status,covering_cases,covering_c_ids,retired_only_anchor,text_candidates,verdict,judgement
Sales By Representative,SBR,22,Show Unassigned invoices,S22-N1,negative,"S22-N1:** When the toggle is on but there are no matching unassigned invoices, no Unassigned row is shown (an empty Unassigned row is never rendered); if there are also no rep rows, the empty state applies (Story 16). * * *",COVERED-DIRECT,SBR-UNAS-04,C30264,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-R1,requirement,"S23-R1:** The report remembers, per browser, the user's filter and view settings: date range (incl. custom start/end), product type, invoice status, location, Show Unassigned, column visibility, and the active column sort (column + direction). On the next visit — including after leaving and returning, or a page reload — these are restored before the first data fetch.",COVERED-DIRECT,SBR-PERS-01,C30271,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-R2,requirement,S23-R2:** The report does **not** remember expansion state or scroll position; both reset on reload. (Browser back-navigation from a drilldown is the exception that restores everything — S12-R3a.),COVERED-DIRECT,SBR-LINK-03; SBR-PERS-02; SBR-TREE-08,C30249; C30272; C30224,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-R3,requirement,"S23-R3:** Restoration is **defensive** : a remembered value that is no longer valid (a location the user can no longer access, a range or sort column that no longer exists, a hidden-but-sorted column) falls back to that setting's default rather than being sent to the server. A stale saved setting can never cause an error or an invalid request.",COVERED-DIRECT,SBR-PERS-03,C30273,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-R4,requirement,"S23-R4:** With no saved settings (first visit): date range This Month (S2-R7), Product Type ""Parts & Service"" (S3-R3), Invoice Status ""All Statuses"" (S4-R3), Location = active location (S21-R2), Show Unassigned off (S22-R1), all seven metric columns visible (S20-R6), sort = A→Z default (S11-R4).",COVERED-DIRECT,SBR-PERS-04,C30274,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-R5,requirement,"S23-R5:** The ""A→Z default"" is a distinct saved value from a financial-column sort; restoring a saved state with no active financial sort returns the report to the A→Z default (S11-R4), not to an arbitrary column. **Negative cases:**",COVERED-DIRECT,SBR-PERS-05; SBR-SORT-03,C30275; C30243,,,,
Sales By Representative,SBR,23,Remember filters and view,S23-N1,negative,S23-N1:** Clearing browser storage returns the report to first-visit defaults (S23-R4). No server-side profile is kept. * * *,COVERED-DIRECT,SBR-PERS-04,C30274,,,,
Parts Velocity,PV,1,Report Access & Location,S1-R1,requirement,"S1-R1:** The report is accessible from the Reports navigation under a **Parts** section heading, labeled **Parts Velocity**. **This feature creates the Parts section** — the application has no Parts reports today, so the ""Parts"" grouping does not exist in the Reports navigation yet and must be added; Parts Velocity is its first (and, in this release, only) report. A dev should not assume a Parts reports section already exists.",COVERED-DIRECT,PV-NAV-01,C30322,,,,
Parts Velocity,PV,1,Report Access & Location,S1-R2,requirement,"S1-R2:** On a first visit (no saved view — S4-R6), the date range defaults to **This Year** and data is fetched automatically. On a return visit the saved date range is used instead.",COVERED-DIRECT,PV-COL-04; PV-NAV-02,C30354; C30323,,,,
Parts Velocity,PV,1,Report Access & Location,S1-R3,requirement,"S1-R3:** While data is loading (initial load or any server-side filter change), the table displays a loading indicator; existing rows are replaced only when the new data returns.",COVERED-DIRECT,PV-NAV-03,C30324,,,,
Parts Velocity,PV,1,Report Access & Location,S1-R4,requirement,S1-R4:** Both loading the report and exporting it require the **Inventory Reports → View** permission. A user without that permission is denied the report data and the export. **Negative cases:**,COVERED-DIRECT,PV-API-04; PV-PERM-01; PV-PERM-03,C30391; C30325; C30327,,,,
Parts Velocity,PV,1,Report Access & Location,S1-N1,negative,S1-N1:** Users without the Manager or Office User role cannot reach the Reports section and will not see the Parts Velocity navigation entry (enforced by the Reports section's access control).,COVERED-DIRECT,PV-PERM-02,C30326,,,,
Parts Velocity,PV,1,Report Access & Location,S1-N2,negative,"S1-N2:** A user who has the Reports-section role but lacks the **Inventory Reports → View** permission (S1-R4) still sees the Parts Velocity navigation entry (the entry follows section access); on opening the report they are shown the standard access-denied state rather than data, and the export is likewise denied. _(Build-note: confirm the FE uses this shown-then-denied model rather than hiding the entry, aligning with how the platform's other Inventory-Reports-permissioned reports behave.)_ * * *",COVERED-DIRECT,PV-API-04; PV-PERM-03,C30391; C30327,,,,
Parts Velocity,PV,2,Filters & Search,S2-R1,requirement,"S2-R1:** The toolbar provides a **Type** filter (single-select, first in the filter row) with options: **Both** , **Inventory** , **Special Order**. On a first visit (no saved view) the default is **Both**. Selecting a value immediately reloads the report data. **Both** is an explicit selection that returns inventory and special-order rows together — it is a deliberate filter value, not the absence of a filter.",COVERED-DIRECT,PV-FILT-01,C30328,,,,
Parts Velocity,PV,2,Filters & Search,S2-R2,requirement,"S2-R2:** The toolbar provides a **date range** selector offering exactly these options: **Today, Yesterday, This Week, Last Week, This Month, Last Month, This Year, Last Year, This Quarter, Last Quarter, Custom**. On a first visit the default is **This Year** ; there is no ""All Time"" option (see §2 Out of Scope). Selecting any non-custom option immediately reloads the report data. The named ranges use the application's standard shared calendar boundaries (the same boundaries every report's date picker uses); this report does not define its own.",COVERED-DIRECT,PV-FILT-03,C30330,,,,
Parts Velocity,PV,2,Filters & Search,S2-R3,requirement,"S2-R3:** Custom date range opens a date picker requiring both a start and an end date, with the start on or before the end. The Custom range is capped at a **366-day maximum span** (inclusive of both the start and end dates); a wider selection is rejected. Data reloads once both valid dates are selected.",COVERED-DIRECT,PV-FILT-04,C30331,,,,
Parts Velocity,PV,2,Filters & Search,S2-R4,requirement,S2-R4:** The toolbar provides a **Category** multi-select filter. Selecting one or more categories limits the table to parts in those categories.,COVERED-DIRECT,PV-FILT-05,C30332,,,,
Parts Velocity,PV,2,Filters & Search,S2-R5,requirement,S2-R5:** The toolbar provides a **Vendor** multi-select filter. Selecting one or more vendors limits the table to parts supplied by those vendors.,COVERED-DIRECT,PV-FILT-05,C30332,,,,
Parts Velocity,PV,2,Filters & Search,S2-R6,requirement,"S2-R6:** A **search input in the report's own toolbar** (page-specific, not the application's global search bar) filters to rows where the part number **or** description contains the search string, case-insensitively.",COVERED-DIRECT,PV-FILT-06,C30333,,,,
Parts Velocity,PV,2,Filters & Search,S2-R7,requirement,S2-R7:** All active filters combine with AND logic — a part must satisfy every active filter to appear.,COVERED-DIRECT,PV-FILT-07,C30334,,,,
Parts Velocity,PV,2,Filters & Search,S2-R8,requirement,"S2-R8:** The toolbar provides a **Bin** multi-select filter. Selecting one or more bin locations reloads the data limited to inventory parts stocked in any of the selected bins. Because special-order parts have no bin location, **all special-order rows are excluded whenever any bin filter is active** — so Type = Special Order combined with any Bin filter yields an empty result, by design.",COVERED-DIRECT,PV-FILT-08; PV-FILT-09,C30335; C30336,,,,
Parts Velocity,PV,2,Filters & Search,S2-R9,requirement,"S2-R9:** The toolbar provides a **Location** multi-select filter as the **rightmost** control in the filter row, listing the locations the signed-in user has access to plus an ""All Locations"" option. On a first visit it defaults to the user's **currently active location** (the location currently selected in the application's global location switcher). Selecting one, several, or all locations reloads the data scoped to that set. Scoping is always constrained to the user's accessible locations — ""All Locations"" means all locations the user can access, never beyond; a location the user cannot acc",COVERED-DIRECT,PV-FILT-10,C30337,,,,
Parts Velocity,PV,2,Filters & Search,S2-R10,requirement,"S2-R10:** All filters and search apply **server-side** : Type, date range, Bin location, Location, Category, Vendor, and the toolbar search each trigger a fresh server-side data load, returning the first page of the new result set. There is no client-side-only narrowing — every filter or search change re-queries the server.",COVERED-DIRECT,PV-API-01; PV-API-02; PV-FILT-05,C30388; C30389; C30332,,,,
Parts Velocity,PV,2,Filters & Search,S2-R11,requirement,S2-R11:** The empty state (S2-N1) is shown whenever the server returns zero rows for the current filters and search.,COVERED-DIRECT,PV-FILT-11,C30338,,,,
Parts Velocity,PV,2,Filters & Search,S2-R12,requirement,"S2-R12:** When the Location filter (S2-R9) resolves to **more than one** location in scope, the table shows a per-row **Location** column identifying each row's location; when a single location is in scope the column is **hidden**. Per-row values follow S3-R10. **Negative cases:**",COVERED-DIRECT,PV-FILT-14,C38914,,,,
Parts Velocity,PV,2,Filters & Search,S2-N1,negative,"S2-N1:** If no parts match the combined filters, the table displays the empty state (§7). **Edge cases:**",COVERED-DIRECT,PV-FILT-11,C30338,,,,
Parts Velocity,PV,2,Filters & Search,S2-E1,edge,S2-E1:** A part with no category assigned does not appear when any Category filter is active.,COVERED-DIRECT,PV-FILT-12,C30339,,,,
Parts Velocity,PV,2,Filters & Search,S2-E2,edge,S2-E2:** A part with no vendor assigned does not appear when any Vendor filter is active.,COVERED-DIRECT,PV-FILT-12,C30339,,,,
Parts Velocity,PV,2,Filters & Search,S2-E3,edge,S2-E3:** A part with no bin location assigned does not appear when any Bin filter is active.,COVERED-DIRECT,PV-FILT-12,C30339,,,,
Parts Velocity,PV,2,Filters & Search,S2-E4,edge,S2-E4:** A user with access to only one location still sees the Location filter with a single selectable location; behavior is unchanged from single-location use. * * *,COVERED-DIRECT,PV-FILT-13,C30340,,,,
Parts Velocity,PV,3,Data Table,S3-R1,requirement,"S3-R1:** The table displays one row per part, showing the columns currently enabled in the column picker (see Story 4). Calculation of each column's value is defined in Story 5.",NOT-TESTABLE,,,,PV-COL-03(0.364); PV-CALC-07(0.364),NOT-TESTABLE,"A pointer/restatement: 'one row per part, showing the columns currently enabled (see Story 4). Calculation ... is defined in Story 5.' Its substance is tested by the row-model cases PV-ROW-01 (C30341) / PV-ROW-02 (C30342) and the column cases PV-COL-02 (C30352) / PV-COL-03 (C30353). A case of its own would be spec-parroting."
Parts Velocity,PV,3,Data Table,S3-R1a,requirement,"S3-R1a:** **Row model across locations.** An **inventory** part is a per-location stock record: the same part number stocked at N of the selected locations produces N inventory rows, each carrying that one location's On Hand / Min / Max (never summed). A **special-order** part produces a single row, with its movement and profitability values **summed across** the selected locations. (Money columns being additive, the special-order merge reconciles cleanly.)",COVERED-DIRECT,PV-ROW-01; PV-ROW-02,C30341; C30342,,,,
Parts Velocity,PV,3,Data Table,S3-R2,requirement,"S3-R2:** Rows load ranked by **Demand** , descending (see Story 5 for the metric). Inventory and special-order rows are ranked together; rows with equal Demand keep inventory-before-special-order order. This initial Demand-descending order is the **active sort** — the Demand header shows the descending indicator (S3-R3), and it is what S4-R6 persists as the saved sort until the user clicks another header.",COVERED-DIRECT,PV-ROW-03,C30343,,,,
Parts Velocity,PV,3,Data Table,S3-R3,requirement,"S3-R3:** All columns are sortable by clicking the column header. The **first click** on a not-currently-sorted column sorts it **ascending** ; clicking the active sort column again reverses the direction. The active sort column shows a direction indicator (an arrow that flips for descending). Sorting is resolved **server-side** : each header click re-fetches the data ordered by the chosen column and direction (returning the first page of the re-sorted result set). Ties keep a stable order — no explicit secondary key. As a **server sort semantic** , null/`—` values are placed **first on ascendi",COVERED-DIRECT,PV-API-03; PV-EXP-04; PV-ROW-04,C30390; C30378; C30344,,,,
Parts Velocity,PV,3,Data Table,S3-R4,requirement,S3-R4:** The header row is sticky — it stays visible while the table body scrolls vertically.,COVERED-DIRECT,PV-ROW-05,C30345,,,,
Parts Velocity,PV,3,Data Table,S3-R5,requirement,S3-R5:** The **Type** column displays `Inventory` or `Special Order` as plain text.,COVERED-DIRECT,PV-FILT-01; PV-ROW-05,C30328; C30345,,,,
Parts Velocity,PV,3,Data Table,S3-R6,requirement,"S3-R6:** Three columns — **Units Sold** , **Demand** , and **Turns / Yr** — carry a grey **â “˜** icon immediately to the right of the header label. The icon is always-on (not a hover-to-reveal affordance), shown whenever its column is visible; Units Sold and Demand are visible by default, while Turns / Yr is hidden by default (S4-R3), so its icon appears only once that column is enabled. Hovering the icon shows the description; the icon is also focusable and exposes the same text to assistive technology, and activating it does not trigger a column sort. The verbatim descriptions are: Column| ",COVERED-DIRECT,PV-ROW-06,C30346,,,,
Parts Velocity,PV,3,Data Table,S3-R7,requirement,"S3-R7:** The Description, Category, and Vendor columns truncate long text with an ellipsis on screen; the full value is available on native hover (browser tooltip) and is written in full to the CSV export (S6). **Part # is never truncated** (on screen or in any export).",COVERED-DIRECT,PV-ROW-07,C30347,,,,
Parts Velocity,PV,3,Data Table,S3-R8,requirement,"S3-R8:** All columns — header label and cell data, including numeric and money columns — are **left-aligned** on screen. (The PDF/CSV exports right-align the numeric and money columns; see S6-R10 — a deliberate export-only difference.)",COVERED-DIRECT,PV-EXP-08; PV-ROW-05,C30382; C30345,,,,
Parts Velocity,PV,3,Data Table,S3-R9,requirement,"S3-R9:** Wherever a value is null, it renders as `—` (em-dash) — in the table and all exports. The fields that can be null are **On Hand, Turns / Yr, Min, and Max** (always null for special-order rows), **Unit Cost** and **Sell Price** (null when billed units ≤ 0), **Margin %** (null when Revenue ≤ 0), and **Last Sale** (null when the row has no recorded sale). **Revenue, Margin, and the movement count metrics (Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Demand) are never null** — they render `$0.00` / `0.00` / `0` when there is no activity. Full per-column formatting is in S5-R5",COVERED-DIRECT,PV-CALC-12; PV-EXP-07; PV-ROW-08,C30370; C30381; C30348,,,,
Parts Velocity,PV,3,Data Table,S3-R10,requirement,"S3-R10:** When the per-row **Location** column is shown (more than one location in scope, S2-R12), each row's value follows the row model (S3-R1a): an **inventory** row — a per-location stock record — shows **its own location's name** ; a merged **special-order** row, which aggregates across the selected locations, shows the literal **Multiple**. A drill-down/detail row shows the exact single location it belongs to. The column is auto-managed by the location scope (it is **not** one of the 20 columns in the picker, S4-R1, and is not user-toggleable) and is hidden entirely when a single locatio",COVERED-DIRECT,PV-COL-02; PV-COL-03; PV-FILT-14,C30352; C30353; C38914,,,,
Parts Velocity,PV,3,Data Table,S3-N1,negative,"S3-N1:** An inventory part is excluded from the report only when it has **zero net stock movement (Units Sold = 0) AND less than one unit on hand AND zero billed revenue in the window**. A part meeting all three carries neither a sales signal nor stock nor money to act on. A part with billed Revenue > 0 is always kept even if it had no stock movement and no on-hand stock (e.g., a drop-ship sale). (Special Order is not subject to a separate rule: special-order rows come only from actual in-window vendor requests, so a never-sold special-order part simply produces no row.) **Edge cases:**",COVERED-DIRECT,PV-ROW-09,C30349,,,,
Parts Velocity,PV,3,Data Table,S3-E1,edge,"S3-E1:** Because Units Sold is net of reversals, an inventory part can show a Units Sold of `0.00` or a negative value (reversals exceeding sales in the window) while still appearing (it has on-hand stock or billed revenue). Negative movement renders with a leading minus (S5-R5); it is not floored to zero. A part invoiced then fully reversed in-window can show Demand `1` with Units Sold `0.00` — **provided it still has on-hand stock or other billed revenue keeping it in the result set** ; a fully-reversed part with zero net movement, no on-hand stock, and no residual revenue is excluded per S3",COVERED-DIRECT,PV-ROW-10,C30350,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R1,requirement,"S4-R1:** A column picker is accessible via a toolbar button. It lists all **20** available columns, each with a toggle.",COVERED-DIRECT,PV-COL-01,C30351,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R2,requirement,"S4-R2 (default shown columns):** On a first visit (no saved selection), the report shows exactly these **14** columns, in this on-screen left-to-right order: **Type, Part #, Description, Category, Vendor, Units Sold, Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand**. The other 6 columns start hidden.",COVERED-DIRECT,PV-COL-02,C30352,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R3,requirement,"S4-R3:** The **6** columns hidden by default (available via the picker) are: **Units Returned, Sold (WO), Sold (Parts Sale), Turns / Yr, Min, Max**.",COVERED-DIRECT,PV-COL-02,C30352,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R4,requirement,"S4-R4:** On-screen, columns always render in their fixed canonical left-to-right order regardless of the order in which they were toggled on. The canonical order is: **Type, Part #, Description, Category, Vendor, Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), Unit Cost, Sell Price, Revenue, Margin, Margin %, Demand, Last Sale, On Hand, Turns / Yr, Min, Max**.",COVERED-DIRECT,PV-COL-01; PV-COL-03; PV-EXP-03,C30351; C30353; C30377,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R5,requirement,S4-R5:** Toggling a column takes effect immediately; the table re-renders without a page reload.,COVERED-DIRECT,PV-COL-03,C30353,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-R6,requirement,"S4-R6 (view remembered per browser):** The report saves, in this browser (not tied to the user account), the current **filters** (Type, date range incl. custom start/end, categories, vendors, bin locations, location), **column selection** , and **active sort** (column + direction). On the next visit — including after leaving and returning, or a page reload — these saved values are restored **before** the first data fetch and take precedence over the first-visit defaults (S1-R2, S2-R1/R2/R9, S3-R2). The column selection returns to the user's last **non-empty** selection rather than the 14-colum",COVERED-DIRECT,PV-COL-04; PV-COL-05; PV-COL-06; PV-COL-08; PV-NAV-02,C30354; C30355; C30356; C30358; C30323,,,,
Parts Velocity,PV,4,Columns & Remembered View,S4-N1,negative,"S4-N1:** If a saved view predates the current version of the report's saved format (its stored schema version does not match the current one), the system ignores the stale view and loads the current defaults (This Year / Both / active location / 14-column set / Demand-desc). **Edge cases:**",CUT-BY-AUDIT,,,PV-COL-07,,CUT-BY-AUDIT,Retired PV-COL-07 covered it and was CUT 2026-07-28 as 'stale-schema seeding not executable manually' (same audit) - a tester cannot write a mismatched stored schema version by hand. The reachable half (an invalid saved VALUE falls back to its default) is covered by PV-COL-05 (C30355).
Parts Velocity,PV,4,Columns & Remembered View,S4-E1,edge,"S4-E1:** The picker enforces no minimum — a user may switch off all 20 columns, leaving a grid with no data columns for the rest of that session. An all-hidden (empty) selection is **not** retained as restorable: on the next visit the report falls back to the default 14-column set. An export triggered with zero columns enabled produces a file containing only the header/metadata rows and no data columns. * * *",COVERED-DIRECT,PV-COL-08,C30358,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R1,requirement,"S5-R1: Inventory data source.** Inventory movement metrics are derived from the inventory-movement events generated when a work order is invoiced (which decrement stock) or when an invoice is reversed/voided (which add stock back), dated within the selected window. **Parts flagged as a core are excluded** from the inventory result set.",COVERED-DIRECT,PV-CALC-01; PV-CALC-14; PV-PREC-01,C30359; C30372; C38924,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R2,requirement,"S5-R2: Special-order data source.** Special-order metrics are derived from vendor-sourced part requests (carrying a catalogue part reference, and **not a core**) on work orders with status **Invoiced** or **Paid** whose work-order date falls within the window — grouped so each special-order part is one row (summed across the selected locations, S3-R1a).",COVERED-DIRECT,PV-CALC-02; PV-CALC-14,C30360; C30372,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R3,requirement,"S5-R3: Returns data source (Units Returned).** Units Returned is sourced from part-return records — the record written when a return is initiated, via a work-order part return or a parts-sale credit — NOT from inventory movements or invoice reversals. Cancelled returns are excluded; core-charge returns are excluded; the count is scoped to the current location(s) and to returns whose initiation date falls within the window. Inventory rows attribute returns to the inventory part; special-order rows attribute them to the special-order part. * **Live state, not a snapshot:** the column always refl",COVERED-DIRECT,PV-CALC-03; PV-CALC-04,C30361; C30362,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R4,requirement,"S5-R4: Movement column calculations.** Column| Inventory part| Special Order part ---|---|--- **Units Sold**| The net quantity moved off the shelf across in-window invoicing events: invoicing a work order adds the units sold; reversing/voiding an invoice subtracts them — so Units Sold is **net of invoice reversals** (and can be `0.00` or negative). Part returns do NOT affect Units Sold.| Total quantity across the special-order part's in-window vendor requests (summed across selected locations), net of reversed/voided sales (S5-R4b). **Units Returned**| Total returned quantity from part-return ",COVERED-DIRECT,PV-CALC-01; PV-CALC-02; PV-CALC-03; PV-CALC-05; PV-CALC-06; PV-CALC-07; PV-CALC-08; PV-CALC-09,C30359; C30360; C30361; C30363; C30364; C30365; C30366; C30367,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R4b,requirement,"S5-R4b: Reversal-netting across the billed-line columns.** **Sold (WO)** , **Sold (Parts Sale)** , and **special-order Units Sold** are billed-work-order-line quantities and — like the profitability columns (S5-R4a) — **exclude reversed/voided sales** (net of reversals). Inventory Units Sold already nets reversals via the stock add-back (S5-R1). Netting consistently across the whole billed-line family (Revenue, Margin, Unit Cost, Sell Price, billed units, Sold (WO), Sold (Parts Sale), and special-order Units Sold) is what makes the S5-R7 reconciliation identities hold and keeps a voided sale f",COVERED-DIRECT,PV-CALC-02; PV-CALC-11,C30360; C30369,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R4a,requirement,"S5-R4a: Profitability column calculations.** All five are derived from the **billed part lines** in the window — for inventory, the part lines on invoiced/paid Service- and Parts-type work orders (windowed by work-order date); for special-order, the vendor part requests. **Reversed/voided sales are excluded** from these sums (netting reversals, consistent with Units Sold). Let **Revenue** = the summed billed sell amount (each line's stored sell price × quantity), **COGS** = the summed billed cost (each line's cost captured at billing time), and **billed units** = the summed billed quantity. Co",COVERED-DIRECT,PV-CALC-10; PV-CALC-11; PV-CALC-12,C30368; C30369; C30370,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R5,requirement,"S5-R5: On-screen number formatting.** * Units Sold, Units Returned, Sold (WO), Sold (Parts Sale), On Hand, Turns / Yr → two decimals with thousands separators (e.g. `1,250.00`); a negative value uses a leading minus (e.g. `-3.00`). Of these, **On Hand and Turns / Yr** render `—` when null (special-order rows); the four count metrics (Units Sold, Units Returned, Sold (WO), Sold (Parts Sale)) are **never null** (they render `0.00`). * Unit Cost, Sell Price, Revenue, Margin → currency, two decimals with thousands separators and a `$` (e.g. `$1,250.00`); a negative value uses a leading minus, no p",COVERED-DIRECT,PV-CALC-07; PV-CALC-08; PV-CALC-13; PV-PREC-01; PV-ROW-08; PV-ROW-10,C30365; C30366; C30371; C38924; C30348; C30350,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R6,requirement,S5-R6:** An on-hand cost value is computed internally for the report but is **not** a selectable column and is never displayed to the user.,COVERED-DIRECT,PV-COL-01,C30351,,,,
Parts Velocity,PV,5,Metric Calculations,S5-R7,requirement,"S5-R7 (movement and profitability bases differ, not additive):** **Units Sold** (inventory stock movement) is computed from a different source than the profitability columns' **billed units** (billed work-order lines). For an inventory part the two can differ — e.g., Revenue ÷ Sell Price need not equal Units Sold — and this is correct behavior, surfaced to the user by the Units Sold tooltip (S3-R6). Likewise **Units Sold** , **Sold (WO)** , and **Sold (Parts Sale)** are computed over different event sets and are **not** expected to equal one another versus Units Sold. Because work orders are o",COVERED-DIRECT,PV-CALC-13; PV-CALC-15; PV-CALC-16,C30371; C30373; C30374,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R1,requirement,"S6-R1:** A **â ‹¯** overflow button in the toolbar (leftmost in the toolbar's action cluster) opens an export menu with two items, in this order: **Download (PDF)** and **Download (CSV)**.",COVERED-DIRECT,PV-EXP-01,C30375,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R2,requirement,"S6-R2:** Both exports reflect the date range, type, category, vendor, bin location, location, and search active at the time of export.",COVERED-DIRECT,PV-EXP-02,C30376,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R3,requirement,"S6-R3:** Both exports include only the columns currently enabled, in the **canonical on-screen order** (S4-R4) — the export mirrors the visible grid. _(Build-delta: the current export builds its column order from the user's visible-columns array, which appends a re-enabled hidden column at the end rather than in its canonical slot; align it to the canonical order so the export column order matches the screen.)_",COVERED-DIRECT,PV-EXP-03,C30377,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R4,requirement,"S6-R4:** Both exports reflect the active sort column and direction; rows appear in that order — for **every** column, including Min and Max. When the active sort is the default **Demand descending** (the user has not chosen another column), that order is exported. Because the sort is resolved server-side (S3-R3), the export renders rows in the exact server order — including null placement (nulls first on ascending, last on descending) — so the export and on-screen grid match.",COVERED-DIRECT,PV-EXP-04,C30378,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R5,requirement,S6-R5:** The CSV downloads as `velocity-report.csv`; the PDF as `velocity-report.pdf`.,COVERED-DIRECT,PV-EXP-05; PV-EXP-06,C30379; C30380,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R6,requirement,"S6-R6:** The PDF is formatted for **A3 landscape** , titled **Parts Velocity**. In the PDF, Description, Category, and Vendor are truncated to 18 characters. **Part # is not truncated. The CSV carries the full, untruncated Description / Category / Vendor values.**",COVERED-DIRECT,PV-EXP-05; PV-EXP-06,C30379; C30380,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R7,requirement,"S6-R7:** A null value in any nullable field renders as `—` (em-dash) in both CSV and PDF: **Unit Cost, Sell Price, Margin %, On Hand, Turns / Yr, Last Sale, Min, Max**. (Revenue, Margin, and the count metrics are never null.)",COVERED-DIRECT,PV-EXP-07,C30381,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R8,requirement,S6-R8:** Last Sale renders as `N days` (e.g. `42 days`) in the PDF; the CSV renders the raw integer.,COVERED-DIRECT,PV-EXP-06; PV-EXP-07,C30380; C30381,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R9,requirement,"S6-R9:** On a successful download, a success toast reads **"" Velocity report exported (CSV)""** or **"" Velocity report exported (PDF)""**.",COVERED-DIRECT,PV-EXP-10,C30384,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R10,requirement,"S6-R10:** In the CSV and PDF, the **Type** column is centered, the text columns (Part #, Description, Category, Vendor) are left-aligned, and **every numeric and money column is right-aligned** — a deliberate export-only treatment that differs from the all-left-aligned on-screen table (S3-R8), because right-aligned numerics read better in a static printed/spreadsheet grid.",COVERED-DIRECT,PV-EXP-08,C30382,,,,
Parts Velocity,PV,6,Exports (CSV & PDF),S6-R11,requirement,"S6-R11:** Every export includes the per-row **Location** column whenever it is shown on screen (more than one location in scope, S2-R12 / S3-R10), in its on-screen column position. Both exports also include a ""Locations:"" line naming the location or locations the report is scoped to, or ""All locations"" when every location the user has access to is selected. In the PDF the ""Locations:"" line appears in the header area; in the CSV it appears as a leading metadata line above the column-header row. **Negative cases:**",GAP-CLOSED,PV-FILT-14,C38914,,,GAP,EXTEND PV-FILT-14 (C38914) - PV-EXP-02 (C30376) expected 3 covers the 'Locations:' line. Uncovered: the per-row Location column in both exports in its on-screen (leftmost) position.
Parts Velocity,PV,6,Exports (CSV & PDF),S6-N1,negative,"S6-N1:** If an export fails, an error toast is shown. The server-provided message is used when available; otherwise the toast reads **"" Failed to export velocity report (csv)""** or **"" Failed to export velocity report (pdf)""**. * * *",COVERED-DIRECT,PV-EXP-10,C30384,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R1,requirement,S7-R1:** The page uses the two-tone theme: white card surfaces (toolbar + table cells) on the standard soft blue-grey page background. No card border-radius (edge-to-edge table).,COVERED-DIRECT,PV-VIS-01,C30385,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R2,requirement,"S7-R2:** The toolbar background is white (dark mode: black). Internal toolbar padding is 32px top, 2rem right, 24px bottom, 2rem left.",COVERED-DIRECT,PV-VIS-02,C30386,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R3,requirement,S7-R3:** Table header cells have a white background and a 1px top border separating them from the toolbar.,COVERED-DIRECT,PV-VIS-02,C30386,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R4,requirement,S7-R4:** Table body cells have a white background.,COVERED-DIRECT,PV-VIS-02,C30386,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R5,requirement,S7-R5:** The leftmost cell in every row (header and body) has 2rem left padding; the rightmost cell has 2rem right padding.,COVERED-DIRECT,PV-VIS-02,C30386,,,,
Parts Velocity,PV,7,Visual Conformance,S7-R6,requirement,"S7-R6:** The report supports dark mode; page background, toolbar, and cells use their dark-mode equivalents. The grey â“˜ info icon uses a token that meets at least a 3:1 contrast ratio against the cell background in both light and dark mode.",COVERED-DIRECT,PV-VIS-03,C30387,,,,
