internal_id,testrail_case_id,testrail_link,report,section,title,verdict,reason,merge_group,merge_survivor,tier
SBC-EXP-03,C30161,https://shopview.testrail.io/index.php?/cases/view/30161,SBC,SBC — Exports,"CSV has twelve columns in exact order, is flat (customer then invoice rows), and follows the blank-cell rules",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBC-EXP-04,C30162,https://shopview.testrail.io/index.php?/cases/view/30162,SBC,SBC — Exports,"CSV value formats: Margin % plain number, dates mm-dd-yyyy, currency plain numbers, no color",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBC-EXP-05,C30163,https://shopview.testrail.io/index.php?/cases/view/30163,SBC,SBC — Exports,"CSV and PDF contain exactly the customers matching the active filters and sort, including the Customer filter selection",KEEP,"Exports reflect active filters — the PO stated this is ""very, very much intentional"" on the kickoff video.",,,T1
SBC-EXP-06,C30164,https://shopview.testrail.io/index.php?/cases/view/30164,SBC,SBC — Exports,CSV action shows a loading state while exporting and a CSV export failed toast on failure,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T2
SBC-EXP-07,C30165,https://shopview.testrail.io/index.php?/cases/view/30165,SBC,SBC — Exports,PDF download uses the same range-based filename map with a .pdf extension,MERGE,"Identical filename map as EXP-02 with a different extension; one case, two file types.",G-SBC-EXPNAME,SBC-EXP-02,T2
SBC-EXP-08,C30166,https://shopview.testrail.io/index.php?/cases/view/30166,SBC,SBC — Exports,PDF page is A4 landscape with 25px margins and a footer with the ShopView label and page numbers,WEAK-KEEP,A4/25px-margins/footer: px values not measurable by a manual tester without tooling.,,,T2
SBC-EXP-09,C30167,https://shopview.testrail.io/index.php?/cases/view/30167,SBC,SBC — Exports,"PDF header shows the title, organization, date range in Mon D, YYYY form and the Product Type line; location is not shown",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBC-EXP-10,C30168,https://shopview.testrail.io/index.php?/cases/view/30168,SBC,SBC — Exports,"PDF logo is embedded, scales without distortion, and falls back from the uploaded logo to the ShopView logo to none",KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBC-EXP-11,C30169,https://shopview.testrail.io/index.php?/cases/view/30169,SBC,SBC — Exports,PDF body matches the CSV's twelve flat columns with on-screen date/dash/bold rules and exact Inv. Hrs colors,KEEP,Export content/behavior contract (what is in the file / when it is refused) — distinct observable outcome.,,,T1
SBC-EXP-12,C30170,https://shopview.testrail.io/index.php?/cases/view/30170,SBC,SBC — Exports,PDF action shows a loading state while exporting and a PDF export failed toast on failure,MERGE,Same loading/failure pattern as EXP-06 with PDF wording; a two-row step table.,G-SBC-EXPTOAST,SBC-EXP-06,T2
SBC-EXP-13,C30171,https://shopview.testrail.io/index.php?/cases/view/30171,SBC,SBC — Exports,"Print fetches the report PDF and opens the native print dialog in the current tab, disabled while the table is first loading",KEEP,Print flow is spec Story 16 today — but flagged: video P25 says Print will be CUT from SBC; case dies if/when the spec updates.,,,T1
SBC-EXP-14,C30172,https://shopview.testrail.io/index.php?/cases/view/30172,SBC,SBC — Exports,"An export over 10,000 data rows is refused with the too-large toast — no file downloads and no print dialog opens",KEEP,"10,000-row export cap with the exact refusal toast — spec change-log headline item.",,,T1
SBC-EXP-15,C30173,https://shopview.testrail.io/index.php?/cases/view/30173,SBC,SBC — Exports,"Exporting with no matching customers still downloads a file with headers and a zero totals row, with no warning",WEAK-KEEP,Empty export still downloads headers+zero totals; legitimate but low value.,,,T2
SBC-PERS-01,C30174,https://shopview.testrail.io/index.php?/cases/view/30174,SBC,SBC — Saved View & Persistence,"Filters, sort and visible columns are saved and restored on the next visit, shown immediately without a default flash",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-02,C30175,https://shopview.testrail.io/index.php?/cases/view/30175,SBC,SBC — Saved View & Persistence,"Type-ahead search text, expansion state and scroll position are not saved; a reload clears all expansion",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-03,C30176,https://shopview.testrail.io/index.php?/cases/view/30176,SBC,SBC — Saved View & Persistence,A saved value that is no longer valid is discarded and that setting falls back to its default,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-04,C30177,https://shopview.testrail.io/index.php?/cases/view/30177,SBC,SBC — Saved View & Persistence,The saved view is specific to this report and does not affect any other report,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-05,C30178,https://shopview.testrail.io/index.php?/cases/view/30178,SBC,SBC — Saved View & Persistence,With no saved view every setting uses its own default,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-06,C30179,https://shopview.testrail.io/index.php?/cases/view/30179,SBC,SBC — Saved View & Persistence,"When both a saved view and a page-link range exist, the saved view wins and the link value is ignored",KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-PERS-07,C30180,https://shopview.testrail.io/index.php?/cases/view/30180,SBC,SBC — Saved View & Persistence,Customer filter restore: the all-customers state restores as all (including new customers); an id set is intersected and never forces an empty view,KEEP,Persistence/restore contract. NOTE: Stefan flagged on the kickoff that per-user-per-device persistence may be delegated to the Filters squad — re-check before execution.,,,T1
SBC-EMPTY-01,C30181,https://shopview.testrail.io/index.php?/cases/view/30181,SBC,SBC — Empty & Edge States,No matching data shows the empty-state message in the table body while the toolbar stays interactive,KEEP,Loading/empty/error state contract with exact recovery behavior.,,,T1
SBC-EMPTY-02,C30182,https://shopview.testrail.io/index.php?/cases/view/30182,SBC,SBC — Empty & Edge States,The empty-state message never appears while the table is still loading,WEAK-KEEP,No-empty-message-while-loading; a race a manual tester can rarely drive deterministically.,,,T2
SBC-EMPTY-03,C30183,https://shopview.testrail.io/index.php?/cases/view/30183,SBC,SBC — Empty & Edge States,A narrowed customer selection with no data shows the empty state but the selection is kept and the customers reappear,MERGE,Empty-state variant (selection kept); an extra scenario in EMPTY-01.,G-SBC-EMPTYSEL,SBC-EMPTY-01,T2
SBC-EMPTY-04,C30184,https://shopview.testrail.io/index.php?/cases/view/30184,SBC,SBC — Empty & Edge States,A failed data fetch shows the fetching-error toast which auto-fades after 5 seconds,KEEP,Loading/empty/error state contract with exact recovery behavior.,,,T2
SBC-VIS-01,C30185,https://shopview.testrail.io/index.php?/cases/view/30185,SBC,SBC — Visual Conformance,"Page and toolbar match the suite theme: paddings, surfaces, alignment, separator, arrow size and square corners",WEAK-KEEP,"Hex/px theme parroting (#f9fafb, 32px/24px/2rem); PO said his local visuals are broken and the video is the reference — verify once at build acceptance, not per cycle.",,,T2
SBC-VIS-02,C30186,https://shopview.testrail.io/index.php?/cases/view/30186,SBC,SBC — Visual Conformance,"Row surfaces alternate by tree level: white header/customer/totals rows, blue-grey asset/invoice rows, pinned Subtotal matching its row",WEAK-KEEP,Row-surface color assignments per tree level; verify once.,,,T2
SBC-VIS-03,C30187,https://shopview.testrail.io/index.php?/cases/view/30187,SBC,SBC — Visual Conformance,Dark mode swaps every surface for its dark equivalent while the PDF always renders in light-mode colors,WEAK-KEEP,Dark mode + PDF-stays-light; verify once per report.,,,T2
SBC-MOB-01,C30188,https://shopview.testrail.io/index.php?/cases/view/30188,SBC,SBC — Mobile,On a phone every toolbar control works on touch and below 1024px the toolbar splits into two rows,KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,,,T2
SBC-MOB-02,C30189,https://shopview.testrail.io/index.php?/cases/view/30189,SBC,SBC — Mobile,"On touch the table scrolls sideways with the Subtotal pinned, chevrons toggle, and invoice links open in the same tab",KEEP,Responsive/touch behavior at the spec-defined 1024px breakpoint.,,,T2
SBC-API-01,C30190,https://shopview.testrail.io/index.php?/cases/view/30190,SBC,SBC — API,"A customer's asset and invoice rows are fetched from the server only on first expand, and expand-all fetches at most one request per visible customer",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBC-API-02,C30191,https://shopview.testrail.io/index.php?/cases/view/30191,SBC,SBC — API,Sorting is applied on the server: a header click re-fetches the customer rows ordered by that column as a fresh first page,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBC-API-03,C30192,https://shopview.testrail.io/index.php?/cases/view/30192,SBC,SBC — API,The Customer filter's type-ahead fetches matching customers from the server per query instead of loading the full list up front,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBC-API-04,C30193,https://shopview.testrail.io/index.php?/cases/view/30193,SBC,SBC — API,Customer rows are server-paginated and the totals row is server-computed over the full filtered set,KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBC-API-05,C30194,https://shopview.testrail.io/index.php?/cases/view/30194,SBC,SBC — API,"Exports are generated on the server and the 10,000-row cap is counted server-side before any file is produced",KEEP,Server-side contract (pagination/sort/snapshot/enforcement) — placed in an API section per Rule 4; verifiable via network tab/DB; failures are real defects.,,,T1
SBR-NAV-01,C30195,https://shopview.testrail.io/index.php?/cases/view/30195,SBR,SBR — Access & Navigation,Sales By Representative appears at the bottom of the Performance group and opens the report,KEEP,Navigation/entry contract — additive placement was an explicit PO instruction on the video.,,,T2
SBR-NAV-02,C30196,https://shopview.testrail.io/index.php?/cases/view/30196,SBR,SBR — Access & Navigation,Page title and browser tab title read Sales By Representative,MERGE,Title assertions fold into the nav case (same pattern as SBC).,G-SBR-NAV,SBR-NAV-01,T2
SBR-NAV-03,C30197,https://shopview.testrail.io/index.php?/cases/view/30197,SBR,SBR — Access & Navigation,The navigation entry's padding fits the full Sales By Representative label without crowding or truncation,WEAK-KEEP,"Real known issue (video: ""Representative"" squishes) but the FIX is undecided (padding vs other); asserting the padding solution is premature.",,,T2
SBR-PERM-01,C30198,https://shopview.testrail.io/index.php?/cases/view/30198,SBR,SBR — Permissions,Every user who can see any other Performance report also sees Sales By Representative,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBR-PERM-02,C30199,https://shopview.testrail.io/index.php?/cases/view/30199,SBR,SBR — Permissions,"A user without Reports access sees no Reports navigation, no export menu, and cannot reach the Export Reports dialog",KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBR-PERM-03,C30200,https://shopview.testrail.io/index.php?/cases/view/30200,SBR,SBR — Permissions,A user without staff-administration access cannot reach the sales-rep deactivation flow,KEEP,Permission gate (positive/negative observable behavior). NOTE: Q2 permission-model discrepancy raised to Chris/dev 2026-07-28; cases stay per the shipped mixed model per user ruling.,,,T1
SBR-DATE-01,C30201,https://shopview.testrail.io/index.php?/cases/view/30201,SBR,SBR — Date Range Filter,Date range picker is in the toolbar and offers the standard presets plus Custom,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBR-DATE-02,C30202,https://shopview.testrail.io/index.php?/cases/view/30202,SBR,SBR — Date Range Filter,Custom range uses the date-picker dialog and holds the user to a 366-day maximum span,KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBR-DATE-03,C30203,https://shopview.testrail.io/index.php?/cases/view/30203,SBR,SBR — Date Range Filter,Date range defaults to This Month and changing it re-fetches the report with a loading indicator,MERGE,Default -> PERS-04; reload/loading half already covered by STATE-03.,G-SBR-DEFAULTS,SBR-PERS-04,T2
SBR-DATE-04,C30204,https://shopview.testrail.io/index.php?/cases/view/30204,SBR,SBR — Date Range Filter,"An invoice is placed in the range by its own invoice date with inclusive endpoints, and the range shows in both PDF headers",KEEP,Date-range semantics (presets/cap/anchoring) — drives every number on the report.,,,T1
SBR-TYPE-01,C30205,https://shopview.testrail.io/index.php?/cases/view/30205,SBR,SBR — Product Type Filter,Product Type dropdown offers exactly three options with Parts & Service as the default,MERGE,Options+default of the dropdown TYPE-02 exercises option-by-option.,G-SBR-TYPE,SBR-TYPE-02,T2
SBR-TYPE-02,C30206,https://shopview.testrail.io/index.php?/cases/view/30206,SBR,SBR — Product Type Filter,"Parts only includes only P invoices, Service only includes only S invoices, and Parts & Service applies no filter",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBR-TYPE-03,C30207,https://shopview.testrail.io/index.php?/cases/view/30207,SBR,SBR — Product Type Filter,Product Type is part of the contributor gate: a rep with no matching invoice disappears and every metric narrows,MERGE,"Same contributor-gate rule as STAT-03/STAT-04, applied to a different filter — one gate case with per-filter legs.",G-SBR-GATE,SBR-STAT-04,T2
SBR-STAT-01,C30208,https://shopview.testrail.io/index.php?/cases/view/30208,SBR,SBR — Invoice Status Filter,Invoice Status dropdown offers exactly four options with All Statuses as the default,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBR-STAT-02,C30209,https://shopview.testrail.io/index.php?/cases/view/30209,SBR,SBR — Invoice Status Filter,"Status filtering matches on the mapped display value: five system states collapse into Paid, Partially Paid and Unpaid",KEEP,5 system payment states -> 3 display values mapping — the spec change-log calls this the single source of truth.,,,T1
SBR-STAT-03,C30210,https://shopview.testrail.io/index.php?/cases/view/30210,SBR,SBR — Invoice Status Filter,Invoice Status is part of the contributor gate and narrows every metric,MERGE,Same contributor-gate rule as TYPE-03/STAT-04 — the composition case (STAT-04) is the survivor.,G-SBR-GATE,SBR-STAT-04,T2
SBR-STAT-04,C30211,https://shopview.testrail.io/index.php?/cases/view/30211,SBR,SBR — Invoice Status Filter,Filters compose: only invoices matching ALL active filters contribute anywhere,KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBR-STAT-05,C30212,https://shopview.testrail.io/index.php?/cases/view/30212,SBR,SBR — Invoice Status Filter,"Money columns always show invoiced amounts, never the outstanding balance",KEEP,Filter data-effect contract — changes which rows/totals appear; failures are real.,,,T1
SBR-LOC-01,C30213,https://shopview.testrail.io/index.php?/cases/view/30213,SBR,SBR — Location Filter,"Location filter is the rightmost toolbar control, a multi-select with an All Locations option",KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
SBR-LOC-02,C30214,https://shopview.testrail.io/index.php?/cases/view/30214,SBR,SBR — Location Filter,Location filter defaults to the user's currently active location only,MERGE,"Default restated: PERS-04 already asserts ""Location = your active location"".",G-SBR-DEFAULTS,SBR-PERS-04,T2
SBR-LOC-03,C30215,https://shopview.testrail.io/index.php?/cases/view/30215,SBR,SBR — Location Filter,Location selection cascades through the contributor gate and never includes an inaccessible location,KEEP,Location scoping/fallback contract — includes the accessible-locations security boundary.,,,T1
SBR-LOC-04,C30216,https://shopview.testrail.io/index.php?/cases/view/30216,SBR,SBR — Location Filter,A single-location user still sees the filter with one selectable location and unchanged behavior,WEAK-KEEP,Single-location-still-sees-filter: directly contradicted by pending video P33 (hide when <=1 location) — likely to be inverted by the spec update.,,,T2
SBR-ROW-01,C30217,https://shopview.testrail.io/index.php?/cases/view/30217,SBR,SBR — Rep Rows & Tree,Contributors only: a rep row appears if and only if the rep has at least one non-reversed invoice matching all active filters,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-ROW-02,C30218,https://shopview.testrail.io/index.php?/cases/view/30218,SBR,SBR — Rep Rows & Tree,"Row layout: 12 columns in order, chevron plus rep name in the Date cell, blank identifier cells, bold summary vs regular detail rows",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T2
SBR-ROW-03,C30219,https://shopview.testrail.io/index.php?/cases/view/30219,SBR,SBR — Rep Rows & Tree,"A toggled-off or deleted contributor still appears with credit intact, tagged (Inactive), named from the latest invoice snapshot when deleted",KEEP,Deactivated/deleted rep keeps historical credit with (Inactive) tag — protects historical data integrity.,,,T1
SBR-ROW-04,C30220,https://shopview.testrail.io/index.php?/cases/view/30220,SBR,SBR — Rep Rows & Tree,Column alignment is a hard invariant: every row renders exactly the report's column count with blanks in position,MERGE,"Restates ROW-02's layout contract as an ""invariant""; no new observable behavior.",G-SBR-ROWLAYOUT,SBR-ROW-02,T2
SBR-TREE-05,C30221,https://shopview.testrail.io/index.php?/cases/view/30221,SBR,SBR — Rep Rows & Tree,Expanding a rep loads its invoices on demand with a brief row-level loading indicator and full detail-row contents,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-TREE-06,C30222,https://shopview.testrail.io/index.php?/cases/view/30222,SBR,SBR — Rep Rows & Tree,Header chevron expands every visible rep in one action and its glyph tracks the expand/collapse state,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-TREE-07,C30223,https://shopview.testrail.io/index.php?/cases/view/30223,SBR,SBR — Rep Rows & Tree,"Each invoice appears under exactly one rep or the Unassigned row, never more than one",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-TREE-08,C30224,https://shopview.testrail.io/index.php?/cases/view/30224,SBR,SBR — Rep Rows & Tree,"Expansion survives filter and sort changes within the session, resets on reload, and a removed rep returns collapsed",KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-TREE-09,C30225,https://shopview.testrail.io/index.php?/cases/view/30225,SBR,SBR — Rep Rows & Tree,Detail rows order newest first with a numeric invoice-number tie-break where P sorts before S,KEEP,"Row-model/scope contract (who appears, where, exactly once) — data-correctness core.",,,T1
SBR-BADGE-01,C30226,https://shopview.testrail.io/index.php?/cases/view/30226,SBR,SBR — Payment Status Badge,Status column sits between Customer and Inv. Hrs and every detail row shows the mapped badge text,KEEP,Status badge mapping contract (5 states -> 3 values).,,,T2
SBR-BADGE-02,C30227,https://shopview.testrail.io/index.php?/cases/view/30227,SBR,SBR — Payment Status Badge,Badge colors use the application's canonical payment-status tokens in both light and dark mode,WEAK-KEEP,"Badge color tokens; cosmetic conformance, verify once.",,,T2
SBR-BADGE-03,C30228,https://shopview.testrail.io/index.php?/cases/view/30228,SBR,SBR — Payment Status Badge,"Badges are vertically centered, blank on summary rows, and carry their text as the accessible label",MERGE,Three residual badge attributes; fold into the badge placement/mapping case.,G-SBR-BADGE,SBR-BADGE-01,T2
SBR-CALC-01,C30229,https://shopview.testrail.io/index.php?/cases/view/30229,SBR,SBR — Inv. Hrs & Calculations,"Inv. Hrs heading is verbatim and the value is hours invoiced minus hours worked, rounded half-up to one decimal",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-02,C30230,https://shopview.testrail.io/index.php?/cases/view/30230,SBR,SBR — Inv. Hrs & Calculations,"Inv. Hrs shows +green, -red, or 0.0 default on every row type, with rollups computed from unrounded deltas",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-03,C30231,https://shopview.testrail.io/index.php?/cases/view/30231,SBR,SBR — Inv. Hrs & Calculations,"No-labor-no-time invoices show 0.0 but clocked-yet-unbilled work shows its negative delta, never suppressed",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-04,C30232,https://shopview.testrail.io/index.php?/cases/view/30232,SBR,SBR — Inv. Hrs & Calculations,"Edge: a delta that rounds to zero shows 0.0 in the default color, and negatives always use an explicit minus with one decimal",MERGE,Rounds-to-zero / explicit-minus edges of the CALC-02 formatting contract (SBC combined these in one case).,G-SBR-CALCZERO,SBR-CALC-02,T2
SBR-CALC-05,C30233,https://shopview.testrail.io/index.php?/cases/view/30233,SBR,SBR — Inv. Hrs & Calculations,"Margin % renders to one decimal with a % sign, shows an em dash when Subtotal is zero or below, and is recomputed on every rollup",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-06,C30234,https://shopview.testrail.io/index.php?/cases/view/30234,SBR,SBR — Inv. Hrs & Calculations,"Money columns use the standardized labels and definitions: Subtotal is pre-tax Labor plus Parts Invoiced, Margin is the two margins combined",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-07,C30235,https://shopview.testrail.io/index.php?/cases/view/30235,SBR,SBR — Inv. Hrs & Calculations,"Negative dollar values render in accounting parentheses on screen, in money columns only",KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-CALC-08,C30236,https://shopview.testrail.io/index.php?/cases/view/30236,SBR,SBR — Inv. Hrs & Calculations,Half-up rounding applies at each stated precision and a totals cell may differ from the eye-summed rows by one last-decimal unit — expected,KEEP,"Calculation contract with a worked example; a failure is a real, reportable money/hours bug.",,,T1
SBR-TOT-01,C30237,https://shopview.testrail.io/index.php?/cases/view/30237,SBR,SBR — Subtotal & Totals,"Subtotal is the rightmost column, pinned to the right edge, bold everywhere, on the row's own background",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T2
SBR-TOT-02,C30238,https://shopview.testrail.io/index.php?/cases/view/30238,SBR,SBR — Subtotal & Totals,"Desktop Totals row merges the four identifier columns, aggregates every metric over the full filtered set, and sticks to the bottom",KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
SBR-TOT-03,C30239,https://shopview.testrail.io/index.php?/cases/view/30239,SBR,SBR — Subtotal & Totals,Mobile shows a simplified external totals bar below the table with Totals left and the grand Subtotal right,KEEP,Totals/summary aggregation contract over the full filtered set — catches real aggregation bugs.,,,T1
SBR-TOT-04,C30240,https://shopview.testrail.io/index.php?/cases/view/30240,SBR,SBR — Subtotal & Totals,The column-header row is sticky to the top during vertical scroll and the Subtotal header is sticky in both axes,MERGE,Sticky-header mechanics of the same pinned layout TOT-01 covers.,G-SBR-STICKY,SBR-TOT-01,T2
SBR-SORT-01,C30241,https://shopview.testrail.io/index.php?/cases/view/30241,SBR,SBR — Sorting,All eight financial columns are sortable; the identifier columns are not and the Date header carries the chevron instead,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBR-SORT-02,C30242,https://shopview.testrail.io/index.php?/cases/view/30242,SBR,SBR — Sorting,"Default order is plain A to Z by display name, case-insensitive, with no active/inactive tiers",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBR-SORT-03,C30243,https://shopview.testrail.io/index.php?/cases/view/30243,SBR,SBR — Sorting,"First click sorts ascending with an indicator, second click descending, no third cleared state, and no header path back to A to Z",KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBR-SORT-04,C30244,https://shopview.testrail.io/index.php?/cases/view/30244,SBR,SBR — Sorting,Sorting reorders rep summary rows only; detail rows stay under their rep and the Unassigned row stays pinned on top,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBR-SORT-05,C30245,https://shopview.testrail.io/index.php?/cases/view/30245,SBR,SBR — Sorting,Equal sorted values keep the A to Z order as tie-break and an em-dash Margin % sorts as zero,KEEP,"Sorting contract (default/direction/null placement/scope) — spec-defined, observable, distinct.",,,T1
SBR-SORT-06,C30246,https://shopview.testrail.io/index.php?/cases/view/30246,SBR,SBR — Sorting,With only one rep row the sort affordances are present but produce no observable change,CUT,No-op assertion (sorting a single row changes nothing). Not a reportable failure; framework behavior.,,,-
SBR-LINK-01,C30247,https://shopview.testrail.io/index.php?/cases/view/30247,SBR,SBR — Links & Navigation,Invoice number on a detail row navigates the current tab to the underlying work order or parts sale,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBR-LINK-02,C30248,https://shopview.testrail.io/index.php?/cases/view/30248,SBR,SBR — Links & Navigation,Customer name on a detail row navigates the current tab to the customer's record,MERGE,Second link target of the same drilldown behavior; one case with two targets.,G-SBR-LINKS,SBR-LINK-01,T2
SBR-LINK-03,C30249,https://shopview.testrail.io/index.php?/cases/view/30249,SBR,SBR — Links & Navigation,"Browser back from a drilldown restores ALL report state including expansion and scroll, without a full reload",KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBR-LINK-04,C30250,https://shopview.testrail.io/index.php?/cases/view/30250,SBR,SBR — Links & Navigation,"Link styling: theme-primary invoice links and body-colored customer links, hover/focus underline, never browser-purple, in both modes",WEAK-KEEP,Link styling/hover/focus/never-purple; cosmetic.,,,T2
SBR-LINK-05,C30251,https://shopview.testrail.io/index.php?/cases/view/30251,SBR,SBR — Links & Navigation,An unavailable invoice or customer destination shows the standard not-found/access-denied state and back still returns,KEEP,Drill-through/link target contract — the PO walked these hyperlinks on the video as a key feature.,,,T1
SBR-DEACT-01,C30252,https://shopview.testrail.io/index.php?/cases/view/30252,SBR,SBR — Staff Deactivation,Deactivating a sales rep with no customer assignments applies silently with no dialog,MERGE,One of three no-dialog paths DEACT-07 already enumerates.,G-SBR-NODIALOG,SBR-DEACT-07,T2
SBR-DEACT-02,C30253,https://shopview.testrail.io/index.php?/cases/view/30253,SBR,SBR — Staff Deactivation,"Deactivating a rep with assignments opens the Deactivate dialog with the counted, pluralized headline and reassurance line, trapping focus",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-DEACT-03,C30254,https://shopview.testrail.io/index.php?/cases/view/30254,SBR,SBR — Staff Deactivation,"Type-YES gate: auto-focused input, case-insensitive whitespace-tolerant match, disabled-button tooltip, Enter submits",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-DEACT-04,C30255,https://shopview.testrail.io/index.php?/cases/view/30255,SBR,SBR — Staff Deactivation,Cancel and X dismiss the Deactivate dialog; Escape and clicking outside do not,KEEP,Esc must NOT close the dialog — Chris answered Q1=B on 2026-07-28; case already matches the answer.,,,T1
SBR-DEACT-05,C30256,https://shopview.testrail.io/index.php?/cases/view/30256,SBR,SBR — Staff Deactivation,"Valid submit locks the dialog, then deactivates keeping assignments",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-DEACT-06,C30257,https://shopview.testrail.io/index.php?/cases/view/30257,SBR,SBR — Staff Deactivation,"After deactivation the sales-rep toggle is unchanged, the Assignments CSV shows Rep is active? = No, and report credit stays intact",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-DEACT-07,C30258,https://shopview.testrail.io/index.php?/cases/view/30258,SBR,SBR — Staff Deactivation,"No dialog when the toggle is off, when the member is already inactive, or on reactivation — assignments resurface immediately",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
SBR-DEACT-08,C30259,https://shopview.testrail.io/index.php?/cases/view/30259,SBR,SBR — Staff Deactivation,"A server-side deactivation failure shows the canonical error toast, leaves the status unchanged, and clears the input on the next open",KEEP,Deactivation dialog flow (gate/confirm/failure) — a destructive action with a spec-defined safety flow.,,,T1
