id,cid,testrail_link,rep,area,title,verdict,field,detail,field_title,field_title_vs_expected,field_references,field_section,field_notes,curated
SBR-LOC-05,C38913,https://shopview.testrail.io/index.php?/cases/view/38913,SBR,LOC,The Location column shows only with more than one location; rep rows Multiple,CORRECT AS IS,-,"Location column and filter observed on screen and in the CSVs, for single-location and multi-location scope.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ROW-01,C30217,https://shopview.testrail.io/index.php?/cases/view/30217,SBR,ROW,A rep row appears only when the rep has a matching non-reversed invoice,PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ROW-02,C30218,https://shopview.testrail.io/index.php?/cases/view/30218,SBR,ROW,"Row layout: 12 columns in order, blanks in position, bold summary rows",PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ROW-03,C30219,https://shopview.testrail.io/index.php?/cases/view/30219,SBR,ROW,A toggled-off or deleted contributor still appears; tagged (Inactive),PARTLY OBSERVED,-,Row model confirmed from the live payload; on-screen row rendering not read (virtualised grid).,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TREE-05,C30221,https://shopview.testrail.io/index.php?/cases/view/30221,SBR,TREE,Expanding a rep loads its invoices on demand with a row-level spinner,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TREE-06,C30222,https://shopview.testrail.io/index.php?/cases/view/30222,SBR,TREE,The header chevron expands every visible rep and its glyph tracks state,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TREE-07,C30223,https://shopview.testrail.io/index.php?/cases/view/30223,SBR,TREE,Each invoice appears under exactly one rep or the Unassigned row,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TREE-08,C30224,https://shopview.testrail.io/index.php?/cases/view/30224,SBR,TREE,"Expansion survives filter and sort changes within the session, resets on reload",NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TREE-09,C30225,https://shopview.testrail.io/index.php?/cases/view/30225,SBR,TREE,Detail rows run newest first with a numeric invoice-number tie-break,NOT REACHED,-,"Row expansion was not read - the grid is virtualised, so the child rows need a scroll-and-read pass.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-BADGE-01,C30226,https://shopview.testrail.io/index.php?/cases/view/30226,SBR,BADGE,Status badge between Customer and Inv. Hrs; every detail row shows mapped text,NOT REACHED,-,Badge colours/labels need a rendered data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-BADGE-02,C30227,https://shopview.testrail.io/index.php?/cases/view/30227,SBR,BADGE,Badge colors use the canonical payment-status tokens in light and dark,NOT REACHED,-,Badge colours/labels need a rendered data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-01,C30229,https://shopview.testrail.io/index.php?/cases/view/30229,SBR,CALC,Inv. Hrs is hours invoiced minus hours worked; half-up to one decimal,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-02,C30230,https://shopview.testrail.io/index.php?/cases/view/30230,SBR,CALC,"Inv. Hrs: +green, -red, 0.0 default on every row; rollups from unrounded deltas",PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-03,C30231,https://shopview.testrail.io/index.php?/cases/view/30231,SBR,CALC,No-labor-no-time invoices show 0.0; clocked-unbilled work shows negative,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-05,C30233,https://shopview.testrail.io/index.php?/cases/view/30233,SBR,CALC,Margin % to one decimal; em dash when Subtotal <= 0; recomputed on rollups,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-06,C30234,https://shopview.testrail.io/index.php?/cases/view/30234,SBR,CALC,Money columns use the standardized labels and definitions,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-07,C30235,https://shopview.testrail.io/index.php?/cases/view/30235,SBR,CALC,Negative dollar values render in accounting parentheses; money columns only,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-08,C30236,https://shopview.testrail.io/index.php?/cases/view/30236,SBR,CALC,Half-up rounding at each precision; totals may differ by one last-decimal unit,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TOT-01,C30237,https://shopview.testrail.io/index.php?/cases/view/30237,SBR,TOT,"Subtotal: rightmost, pinned right, bold everywhere; header row sticky on scroll",PARTLY OBSERVED,-,Totals row observed on screen and in the CSVs.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TOT-02,C30238,https://shopview.testrail.io/index.php?/cases/view/30238,SBR,TOT,Desktop Totals row merges the identifier columns and sticks to the bottom,PARTLY OBSERVED,-,Totals row observed on screen and in the CSVs.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-TOT-03,C30239,https://shopview.testrail.io/index.php?/cases/view/30239,SBR,TOT,Mobile shows a simplified totals bar below the table; Subtotal at right,PARTLY OBSERVED,-,Totals row observed on screen and in the CSVs.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-SORT-01,C30241,https://shopview.testrail.io/index.php?/cases/view/30241,SBR,SORT,All eight financial columns are sortable,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-SORT-02,C30242,https://shopview.testrail.io/index.php?/cases/view/30242,SBR,SORT,"Default order is plain A to Z by display name, case-insensitive",NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-SORT-03,C30243,https://shopview.testrail.io/index.php?/cases/view/30243,SBR,SORT,First header click sorts ascending; second descending; no third state,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-SORT-04,C30244,https://shopview.testrail.io/index.php?/cases/view/30244,SBR,SORT,Sorting reorders rep rows only; Unassigned stays pinned on top,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-SORT-05,C30245,https://shopview.testrail.io/index.php?/cases/view/30245,SBR,SORT,Ties keep the A to Z order and an em-dash Margin % sorts as zero,NOT REACHED,-,Header-click sorting was not driven. Needs a UI pass clicking each sortable header and reading the resulting order.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-CALC-09,C38894,https://shopview.testrail.io/index.php?/cases/view/38894,SBR,CALC,A clock-record edit after invoicing updates Inv. Hrs; billed money stays put,PARTLY OBSERVED,-,Money and hours invariants were recomputed against the live payload where the report exposes them.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-LINK-01,C30247,https://shopview.testrail.io/index.php?/cases/view/30247,SBR,LINK,Detail-row invoice number and customer name links navigate in the current tab,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-LINK-03,C30249,https://shopview.testrail.io/index.php?/cases/view/30249,SBR,LINK,Browser back from a drilldown restores expansion and scroll; no reload,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-LINK-04,C30250,https://shopview.testrail.io/index.php?/cases/view/30250,SBR,LINK,Invoice links use theme-primary; customer links use the body color,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-LINK-05,C30251,https://shopview.testrail.io/index.php?/cases/view/30251,SBR,LINK,An unavailable link destination shows the standard not-found state,NOT REACHED,-,Link targets need clicking through from a data row.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-02,C30253,https://shopview.testrail.io/index.php?/cases/view/30253,SBR,DEACT,"Deactivate dialog: counted pluralized headline, reassurance, focus trap",NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-03,C30254,https://shopview.testrail.io/index.php?/cases/view/30254,SBR,DEACT,Type-YES gate: auto-focus; case-insensitive match; Enter submits,NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-04,C30255,https://shopview.testrail.io/index.php?/cases/view/30255,SBR,DEACT,Cancel and X dismiss the Deactivate dialog; Escape and clicking outside do not,NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-05,C30256,https://shopview.testrail.io/index.php?/cases/view/30256,SBR,DEACT,"Valid submit locks the dialog, then deactivates keeping assignments",NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-06,C30257,https://shopview.testrail.io/index.php?/cases/view/30257,SBR,DEACT,"After deactivation: toggle unchanged, CSV shows No, report credit intact",NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-07,C30258,https://shopview.testrail.io/index.php?/cases/view/30258,SBR,DEACT,"No dialog: toggle off, no assignments, already inactive, or reactivation",NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-DEACT-08,C30259,https://shopview.testrail.io/index.php?/cases/view/30259,SBR,DEACT,A deactivation failure shows the error toast and leaves the status alone,NOT REACHED,-,The rep-deactivation dialog needs to be driven end to end.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-UNAS-01,C30261,https://shopview.testrail.io/index.php?/cases/view/30261,SBR,UNAS,"Show Unassigned sits between the column selector and the date picker, off",PARTLY OBSERVED,-,"The ""Show Unassigned"" control exists on the build; its behaviour was not driven.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-UNAS-02,C30262,https://shopview.testrail.io/index.php?/cases/view/30262,SBR,UNAS,Show Unassigned adds one top-pinned Unassigned row that acts like a rep row,PARTLY OBSERVED,-,"The ""Show Unassigned"" control exists on the build; its behaviour was not driven.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-UNAS-04,C30264,https://shopview.testrail.io/index.php?/cases/view/30264,SBR,UNAS,No empty Unassigned row is ever rendered,PARTLY OBSERVED,-,"The ""Show Unassigned"" control exists on the build; its behaviour was not driven.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-COL-01,C30265,https://shopview.testrail.io/index.php?/cases/view/30265,SBR,COL,Column selector: seven metric toggles; five always-on columns cannot be hidden,CORRECT AS IS,Expected,Seven toggles and the five always-on columns both match the build exactly.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBR-COL-03,C30267,https://shopview.testrail.io/index.php?/cases/view/30267,SBR,COL,Toggling a column applies at once to summary; detail and Totals rows,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-COL-04,C30268,https://shopview.testrail.io/index.php?/cases/view/30268,SBR,COL,Column visibility never affects the exports,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-COL-05,C30269,https://shopview.testrail.io/index.php?/cases/view/30269,SBR,COL,Hiding the active sort column keeps the sort,CORRECT AS IS,-,"Column headers, order and the Column Selection contents were captured verbatim from the build.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-PERS-01,C30271,https://shopview.testrail.io/index.php?/cases/view/30271,SBR,PERS,All filter and view settings are restored before the first data fetch,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-PERS-02,C30272,https://shopview.testrail.io/index.php?/cases/view/30272,SBR,PERS,Expansion state and scroll position are not remembered and reset on reload,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-PERS-03,C30273,https://shopview.testrail.io/index.php?/cases/view/30273,SBR,PERS,A stale saved value falls back to its default and never errors,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-PERS-04,C30274,https://shopview.testrail.io/index.php?/cases/view/30274,SBR,PERS,First visit or cleared storage yields all defaults; no server-side profile,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-PERS-05,C30275,https://shopview.testrail.io/index.php?/cases/view/30275,SBR,PERS,The A to Z default is its own saved value,NOT REACHED,-,"Persistence needs a set-then-revisit-then-reload pass, plus a second browser profile for the per-browser claim.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-01,C30276,https://shopview.testrail.io/index.php?/cases/view/30276,SBR,EXP,The ⋯ overflow menu lists exactly four download actions,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-02,C30277,https://shopview.testrail.io/index.php?/cases/view/30277,SBR,EXP,"All four downloads respect filters, full result set, and active order",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-03,C30278,https://shopview.testrail.io/index.php?/cases/view/30278,SBR,EXP,Summary PDF: one rolled-up row per rep with a recomputed grand totals row,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-04,C30279,https://shopview.testrail.io/index.php?/cases/view/30279,SBR,EXP,Expanded View PDF: one page-block per rep with its own totals; no grand,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-05,C30280,https://shopview.testrail.io/index.php?/cases/view/30280,SBR,EXP,Expanded View PDF truncates invoice numbers longer than 18 characters,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-06,C30281,https://shopview.testrail.io/index.php?/cases/view/30281,SBR,EXP,"PDF footer on every page, default-logo fallback, and deterministic PDF filenames",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-07,C30282,https://shopview.testrail.io/index.php?/cases/view/30282,SBR,EXP,"PDFs render negative dollars in accounting parentheses, keep the (Inactive) tag",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-08,C30283,https://shopview.testrail.io/index.php?/cases/view/30283,SBR,EXP,PDF body font steps down as the longest dollar value grows; no overflow,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-10,C30285,https://shopview.testrail.io/index.php?/cases/view/30285,SBR,EXP,"Summary CSV: file name, UTF-8 BOM, verbatim headers, one row per rep",DEVIATION,Expected,"CURRENT: item 2: ""the headers, in order, are exactly: Sales Representative, # Invoices, # Customers, Hrs Worked, Hrs Invoiced, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Margin %, Subtotal.""  ||  PROPOSED: The build produced NINE headers: Representative, Inv. Hrs, Labor Invoiced, Labor Margin, Parts Invoiced, Parts Margin, Margin, Margin %, Subtotal. Missing: # Invoices, # Customers, Hrs Worked, Hrs Invoiced - although the data payload does carry invoice_count, hours_worked and hours_invoiced, so the numbers exist and only the export is short. And the rep column is headed ""Representative"", a THIRD spelling (spec says Sales Rep, Chris ruled Sales Representative). DO NOT EDIT until Chris rules on the word. My read: unfinished export.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBR-EXP-11,C30286,https://shopview.testrail.io/index.php?/cases/view/30286,SBR,EXP,"Expanded CSV: file name, verbatim headers, one row per invoice",DEVIATION,Expected,"CURRENT: item 2: ""Sales Representative, Date, Invoice #, Customer, Status, Hrs Worked, ...""  ||  PROPOSED: Build: Representative, Invoice # , Date, Customer, Invoice Status, [Location,] Hrs Worked, Hrs Invoiced, Inv. Hrs, ... Subtotal. Count matches at 15. Differences: Invoice # comes BEFORE Date; the status column is headed ""Invoice Status"" not ""Status""; and the rep column reads ""Representative"". Location correctly lands right after Invoice Status when more than one location is in scope - which is exactly what the other author's automated case asserted.",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",yes
SBR-EXP-12,C30287,https://shopview.testrail.io/index.php?/cases/view/30287,SBR,EXP,"CSV cells: plain numbers, signed Inv. Hrs, empty Margin %, (Inactive)",PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-13,C30288,https://shopview.testrail.io/index.php?/cases/view/30288,SBR,EXP,The Unassigned row appears in all four downloads only when the toggle is on,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-14,C30289,https://shopview.testrail.io/index.php?/cases/view/30289,SBR,EXP,A failed download shows the canonical error toast,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-15,C30290,https://shopview.testrail.io/index.php?/cases/view/30290,SBR,EXP,Over-cap Expanded View PDF is refused with the too-large message,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-EXP-16,C30291,https://shopview.testrail.io/index.php?/cases/view/30291,SBR,EXP,An empty-data export still generates with zeroed Summary PDF totals,PARTLY OBSERVED,-,"Export menu wording, CSV headers, the Locations line, the Totals row and the row-cap message were observed; PDF file CONTENTS were not (no PDF text extractor available).",OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-01,C30292,https://shopview.testrail.io/index.php?/cases/view/30292,SBR,ASGN,Report Name dropdown lists Sales Representative Assignments at the bottom,NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-02,C30293,https://shopview.testrail.io/index.php?/cases/view/30293,SBR,ASGN,"Sales Representative Assignments CSV: file name, headers, success toast",NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-03,C30294,https://shopview.testrail.io/index.php?/cases/view/30294,SBR,ASGN,"Assignments CSV: one row per assigned customer, sorted customer then rep",NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-04,C30295,https://shopview.testrail.io/index.php?/cases/view/30295,SBR,ASGN,"""Rep is active?"" tracks the staff-active status, not the toggle",NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-05,C30296,https://shopview.testrail.io/index.php?/cases/view/30296,SBR,ASGN,"A deleted rep record still exports one row from the stored name, marked No",NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,REVIEW (title words not reflected in the expected result),OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
SBR-ASGN-06,C30297,https://shopview.testrail.io/index.php?/cases/view/30297,SBR,ASGN,Assignments export failure and nothing-to-export use the dialog's messages,NOT REACHED,-,The Sales Representative Assignments screen was not opened.,OK,OK,OK (ticket + spec anchor),OK,"EDIT NEEDED - add the non-final-build marker (build v3.4.1-0ed4433, observed 2026-08-03)",no
