internal_id,cid,link,report,area,title,verdict,field_title,field_preconditions,field_steps,field_expected,field_references,field_section,field_notes,evidence,finding,recheck,build_marker
WIP-VIS-03,C30521,https://shopview.testrail.io/index.php?/cases/view/30521,WIP,WIP — Visual & Accessibility,The Total column is bold and stays pinned right on sideways scroll,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"The Total header computes to position:sticky, right:0px, font-weight:800 with class ""text-right text-weight-bold report-col-pinned sortable"" - bold and pinned to the right edge, matching its cells.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-VIS-04,C30522,https://shopview.testrail.io/index.php?/cases/view/30522,WIP,WIP — Visual & Accessibility,The Totals row stays visible while only the active tab's body scrolls,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,The Totals row renders as the last row of the table body and stays at the bottom while the rows scroll; the page itself has no second scrollbar - only the table body scrolls.,Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-VIS-05,C30523,https://shopview.testrail.io/index.php?/cases/view/30523,WIP,WIP — Visual & Accessibility,The WO # link is keyboard-focusable and opens the work order,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"The WO # is a real anchor element with an href, so it is natively keyboard-focusable and activates on Enter.",The visible focus indicator still needs a keyboard-driven screenshot. Re-run on the final build.,v3.4.1-0ed4433
WIP-VIS-06,C30524,https://shopview.testrail.io/index.php?/cases/view/30524,WIP,WIP — Visual & Accessibility,Each summary figure's info icon is keyboard-reachable and screen-read,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,"Each of the seven info icons is a real button carrying its explanation as an aria-label (data-testid wip_summary_info_total_earned and the other six), so the text is exposed to assistive technology rather than being hover-only.",Confirm the tooltip actually renders on keyboard focus with a focus-driven capture. Re-run on the final build.,v3.4.1-0ed4433
WIP-VIS-07,C30525,https://shopview.testrail.io/index.php?/cases/view/30525,WIP,WIP — Visual & Accessibility,In dark mode every table; strip; link and coloring stays legible,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip2.json · evidence/ui/wip-default-view.png,The application ships a dark mode and the report is built from the standard Quasar table and badge components used throughout it.,"NOT observed in dark mode this run - the dark-mode toggle was not driven. Re-run with dark mode on and read the table, strip, link, Inv. Hrs colours and the two-line asset cell.",v3.4.1-0ed4433
WIP-PERM-01,C30526,https://shopview.testrail.io/index.php?/cases/view/30526,WIP,WIP — Permissions,Ordinary reports access covers opening and downloading Work In Progress,VIU-Observed-PASS,OK,OK,OK,OK,OK - ticket present; the spec reference is a Story Prerequisite or context note rather than a numbered requirement,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/seed-perms.json · evidence/api/seed2.json,"The one-permission model is proven POSITIVELY with a purpose-seeded minimal subject: a Sales Representative holding just 8 atoms, including reportsPageAccess, got HTTP 200 on the WIP data endpoint AND 200 on the WIP CSV export - the same single permission covers the report and its download, and no report-specific atom exists (the entire fe-permission catalogue contains exactly one report atom, reportsPageAccess). The subject was created by temporarily reassigning an existing holder's role; the original role was restored and verified.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
WIP-PERM-02,C30527,https://shopview.testrail.io/index.php?/cases/view/30527,WIP,WIP — Permissions,Without reports access Work In Progress is absent from the navigation,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/seed-perms.json · evidence/api/seed2.json,"Proven NEGATIVELY and enforced in the back end, not just hidden: a Foreman subject (23 atoms, no reportsPageAccess) got 403 {""error"":""Access denied.""} on the WIP data endpoint AND 403 on the WIP export.",The navigation-absence half still needs a UI read as the unpermitted user. Re-run on the final build.,v3.4.1-0ed4433
WIP-API-01,C30528,https://shopview.testrail.io/index.php?/cases/view/30528,WIP,WIP — API,Nightly snapshot records one row per then-open job per calendar date,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So one row per open work order per calendar date, and the idempotent re-run cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
WIP-API-02,C30529,https://shopview.testrail.io/index.php?/cases/view/30529,WIP,WIP — API,Each snapshot row captures the WO; status; money; location and the date,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So the captured field set (work order, status, Earned, Remaining, location, organisation, date) cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
WIP-API-03,C30530,https://shopview.testrail.io/index.php?/cases/view/30530,WIP,WIP — API,Captured Earned and Remaining use the same maths as the on-screen report,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So captured Earned/Remaining equalling the on-screen figures cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
WIP-API-04,C30531,https://shopview.testrail.io/index.php?/cases/view/30531,WIP,WIP — API,Nightly snapshot spans every location with no user location filter,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So the capture spanning every location with no user-location filter cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
WIP-API-05,C30532,https://shopview.testrail.io/index.php?/cases/view/30532,WIP,WIP — API,Nightly snapshot: captured dollar values are stored to the cent,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So captured dollar values stored to the cent cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
WIP-API-06,C30533,https://shopview.testrail.io/index.php?/cases/view/30533,WIP,WIP — API,Nightly snapshot: a job with nothing approved is captured at $0.00; not skipped,EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json · evidence/api/api-probe2.json,"The WIP nightly snapshot has NO read surface on this build. The reporting API exposes only the live report (GET /api/reporting/reports/work-in-progress returns {data:{collection:[...]}} with no snapshot route), and probes for a snapshot/history endpoint returned 404. So a nothing-approved work order being captured at $0.00 rather than skipped cannot be observed by any route available to QA - it needs a developer-provided inspection route, which is exactly the dependency the case's own precondition names (""arrange the verification route with the developers""). This is a fully characterised external dependency, not an untested gap.",Re-run once the developers expose a read route for the stored WIP snapshot rows (or provide a DB/inspection route). Also re-confirm on the final build.,v3.4.1-0ed4433
IV-NAV-01,C30534,https://shopview.testrail.io/index.php?/cases/view/30534,IV,IV — Access & Display,Inventory Value appears in the reports navigation under the Parts group,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-wip.json (nav-map + docTitle) · ../evidence/nav-map.json,"Nav entry ""Inventory Value"" is live under the PARTS group heading (with Parts Velocity) and opens /reports/inventory-value.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-NAV-02,C30535,https://shopview.testrail.io/index.php?/cases/view/30535,IV,IV — Access & Display,One row per in-stock part at the selected locations valued at the resolved date,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"One row per in-stock part per location, valued as of a resolved date: 5,657 rows for one location and 9,275 for two, every row carrying qty > 0, and the payload returns an explicit as_of_date.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-NAV-03,C30536,https://shopview.testrail.io/index.php?/cases/view/30536,IV,IV — Access & Display,First visit defaults to the current calendar month and the active location,DEVIATION,OK,OK,OK,"EDIT NEEDED - the observed default location scope is ""All locations""",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (iv.*) · evidence/ui/iv-default.png,"The date-range half is right - a fresh visit reads ""This Month"". The location half is NOT: on a fresh browser profile the Location filter reads ""All locations"", not the user's currently active location, so both IV spec v3 S1-R3 and S7-R2 are missed. (This also explains why the Location column is visible by default - two locations are in scope from the first load.)",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-NAV-05,C30538,https://shopview.testrail.io/index.php?/cases/view/30538,IV,IV — Access & Display,The report is server-paginated: one page of rows at a time,DEVIATION,OK,OK,EDIT NEEDED - step 1 cannot be executed: there is no pagination control to find,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (iv.*) · evidence/ui/iv-default.png,"The server-side half is fully confirmed: the endpoint honours pagination[page] and pagination[rowsPerPage], returns different rows per page against rowsNumber 5657, and any filter/search/sort change returns the first page of the new set. BUT there is NO pagination control on the screen - no .q-pagination, no q-table__bottom, nothing - so the user cannot ""move through pages with the reports suite's standard pagination control"" as S1-R8 requires; the grid is a single virtualised scrolling list. Read: the paging UI is not built yet.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-NAV-06,C30539,https://shopview.testrail.io/index.php?/cases/view/30539,IV,IV — Access & Display,"No qualifying parts, day or location: the no-data message shows and no totals",VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"The no-data state is confirmed on the as-of branch: a range ending 2026-01-31 (before nightly recording began) returns 0 rows and zero totals, and the report renders the standard label ""Empty bays, endless possibilities. Get Going!""",Confirm the empty-location and impossible-filter branches too. Re-run on the final build.,v3.4.1-0ed4433
IV-SCOPE-01,C30540,https://shopview.testrail.io/index.php?/cases/view/30540,IV,IV — Row Scope,A part appears only if not a core charge and on-hand quantity is above zero,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Every one of the 60 sampled rows carries qty > 0, and across the whole 5,657-row list no zero-or-negative quantity appears. The core-charge exclusion is also confirmed - and a potential false alarm was closed: the row ""R134A-CORE / R134A Bottle Core"" in category ""HD-CORE / FEE"" is NOT a core charge - its catalogue record reads is_core 0 and core_charge 0 - so its presence is spec-correct.",A true is_core part with positive stock was not located to prove the exclusion directly; the evidence is that no is_core row appears. Re-run against a seeded core-charge part on the final build.,v3.4.1-0ed4433
IV-SCOPE-02,C30541,https://shopview.testrail.io/index.php?/cases/view/30541,IV,IV — Row Scope,A part stocked at two selected locations shows as two rows; never merged,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Confirmed live: with two locations in scope the same part appears once per location, never merged - e.g. W4707QP returns a Staging Heavy Duty - 9919 row and a Staging Lethbridge - 4310 row, each with its own quantity and values, and no part+location key is duplicated.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-SCOPE-05,C30544,https://shopview.testrail.io/index.php?/cases/view/30544,IV,IV — Row Scope,There is no dead-stock exclusion - a slow-moving part still appears,VIU-Observed-PASS,OK,OK,OK,OK,OK - ticket present; the spec reference is a Story Prerequisite or context note rather than a numbered requirement,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"No dead-stock exclusion exists: the 5,657-row list includes long-held stock with no movement filter of any kind, and the only scope conditions in the payload are non-core and qty > 0.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-COL-01,C30551,https://shopview.testrail.io/index.php?/cases/view/30551,IV,IV — Valuation & Columns,With every column on they appear in the fixed order with the set alignment,DEVIATION,OK,OK,OK,"EDIT NEEDED - ""Qty on Hand"" -> ""Qty"" throughout, and item 4 must describe the manual toggle",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/colsel-inventory-value.json,"The order and alignment are confirmed and the Location slot is exactly where the case says (between Vendor and Qty): the live header row reads Part #, Description, Category, Vendor, Location, Qty, Unit Cost, Unit Sell, Margin, Margin %, Total Sell, Total Cost. TWO mismatches: the build's header is ""Qty"", not ""Qty on Hand""; and item 4 is wrong about the mechanism - Location IS offered in the Column Selection panel (5th of 11 items) and toggling it off removes the column, so it is not automatic.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-COL-02,C30552,https://shopview.testrail.io/index.php?/cases/view/30552,IV,IV — Valuation & Columns,Value formats: Qty on Hand to two decimals; money as US-dollar currency,DEVIATION,OK,OK,OK,"EDIT NEEDED - ""Qty on Hand"" -> ""Qty""",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Money formatting is confirmed on screen and in the files - ""$702.02"", ""$21,762.62"", ""$0.00"", and a negative rendered ""-$25.74"" - and fractional quantities display to two decimals (""786.55"", ""48.70"", ""361.79""). The one mismatch is the header name: the build calls the column ""Qty"", not ""Qty on Hand"".",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-CALC-01,C30545,https://shopview.testrail.io/index.php?/cases/view/30545,IV,IV — Valuation & Columns,Unit Sell uses the part's fixed sell price when one is set,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"The valuation chain resolves per part rather than uniformly - unit_sell differs from unit_cost by a part-specific ratio (W4707QP $41.46 -> $94.33 = 56.05%, R134A $14.21 -> $21.86 = 35.0%, AB8724 $702.02 -> $988.80 = 29.0%), which is only consistent with a per-part resolution rather than one shop-wide markup.",Attribute a specific row to a known FIXED sell price (rather than a markup) with a seeded part. Re-run on the final build.,v3.4.1-0ed4433
IV-CALC-02,C30546,https://shopview.testrail.io/index.php?/cases/view/30546,IV,IV — Valuation & Columns,With no fixed sell price Unit Sell is the category's pricing-matrix markup,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Category-driven markups are visible in the data: every part in category HD-Fluids resolves to a markup band (R134A 35.0%, KL-HD2590 39.0%, HDEO14 45.0%) distinct from HD-Heavy Duty Shoes (56-57%), which is the pricing-matrix-by-category behaviour.",Attribute one row to a known matrix markup with a seeded part and a known matrix. Re-run on the final build.,v3.4.1-0ed4433
IV-CALC-03,C30547,https://shopview.testrail.io/index.php?/cases/view/30547,IV,IV — Valuation & Columns,"With no fixed sell price and no category, Unit Sell equals Unit Cost",EXTERNAL-DEPENDENCY,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"This case cannot be driven on this build, and the reason is now established rather than guessed: an inventory part CANNOT EXIST without a category. POST /api/inventory/parts/create rejects an empty body with category_id ""Missing required parameter"", and 0 of the 5,657 live rows have a blank Category. The no-category fallback (Unit Sell = Unit Cost, Margin $0.00, Margin % 0.0%) therefore has no producible subject. NOTE: 11 rows DO show Unit Sell equal to Unit Cost, but all of them have a category and both values are $0.00, so they are not evidence for the fallback.","Re-run if the build ever permits a category-less part, or ask a developer to create one directly. Also re-confirm on the final build.",v3.4.1-0ed4433
IV-CALC-04,C30548,https://shopview.testrail.io/index.php?/cases/view/30548,IV,IV — Valuation & Columns,Total Sell is quantity × Unit Sell and Total Cost is quantity × Unit Cost,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Proven to the cent on 60 of 60 rows: total_cost = qty x unit_cost and total_sell = qty x unit_sell, including fractional quantities (786.55 x $14.21 = $11,176.88; 48.70 x $84.67 = $4,123.43; 361.79 x $10.92 = $3,950.75). The API stores money as integer cents, so the products are rounded to the cent - a hand check on a fractional quantity can differ by under a cent and that is correct.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-CALC-05,C30549,https://shopview.testrail.io/index.php?/cases/view/30549,IV,IV — Valuation & Columns,Margin is Total Sell minus Total Cost for the whole on-hand quantity,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Proven on 60 of 60 rows: margin = total_sell - total_cost exactly, and it is the EXTENDED figure, not per-unit - W4707QP shows Margin $12,953.15 on 245 units, where the per-unit difference is only $52.87.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-CALC-06,C30550,https://shopview.testrail.io/index.php?/cases/view/30550,IV,IV — Valuation & Columns,Margin % is Margin over Total Sell to one decimal; em-dash when Sell <= 0,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"Margin % = margin / total_sell x 100 on 60 of 60 rows, and the em-dash rule is confirmed on live data: 17 rows in the CSV whose Total Sell is $0.00 show Margin % ""—"", including rows with a negative Margin rendered ""-$25.74"". CAUTION worth recording: the API carries margin_pct to two decimals (W4707QP 56.05), the screen shows ""56.0%"" and both exports show ""56.1%"" - the same row disagrees between screen and file (see STAGED-CHANGES.md).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-COL-03,C30553,https://shopview.testrail.io/index.php?/cases/view/30553,IV,IV — Valuation & Columns,Total Cost is bold and pinned far right; it stays put on sideways scroll,VIU-Observed-PASS,OK,OK,OK,OK,OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (iv.*) · evidence/ui/iv-default.png,"Total Cost is the pinned bold headline column - it stays hard against the right edge while Unit Cost, Unit Sell, Margin, Margin % and Total Sell scroll out of view underneath it (visible in iv-default.png, where only 7 of the 12 columns fit yet Total Cost is still shown).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-COL-04,C30554,https://shopview.testrail.io/index.php?/cases/view/30554,IV,IV — Valuation & Columns,On a first visit the default columns show and the rest stay available,DEVIATION,OK,OK,OK,EDIT NEEDED - items 1/2 (all twelve columns show by default) and item 4 (manual toggle),OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/ui/obs-final.json (iv.*) · evidence/ui/iv-default.png,"The first-visit default column set is WRONG in the build: on a fresh browser profile ALL TWELVE columns render - Part #, Description, Category, Vendor, Location, Qty, Unit Cost, Unit Sell, Margin, Margin %, Total Sell, Total Cost - so Margin and Total Sell are NOT hidden by default. IV spec v3 S3-R12 lists nine default columns and S3-R13/S8-R3 make Margin and Total Sell off-by-default. Read: an unbuilt default, cleanly evidenced. Item 4 is also wrong on the mechanism (Location is a toggle, not automatic).",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
IV-COL-05,C30555,https://shopview.testrail.io/index.php?/cases/view/30555,IV,IV — Valuation & Columns,"Category and Vendor show their names; an em dash (""—"") when the part has none",DEVIATION,OK,OK,OK,"EDIT NEEDED - add a note that the build makes a category mandatory, so item 2 is not currently producible",OK,OK,"EDIT NEEDED - add the Rule-49 non-final-build marker: ""Observed live on QA branch sv8582, build v3.4.1-0ed4433, 2026-08-03/04; the branch was declared NOT FINAL, so this is provisional and queued for re-check.""",evidence/api/api-wip-iv.json (iv.*) · evidence/api/api-probe3.json · api-probe5.json,"The Vendor half is confirmed at scale: 1,327 of the 5,657 rows show an em dash ""—"" for a missing vendor, and populated rows show the vendor name (""Qucastle Excavating""). The Category half is NOT observable and the reason is established: no part can exist without a category (POST /api/inventory/parts/create requires category_id) and 0 of 5,657 rows have a blank Category, so the S3-E1 em-dash branch has no producible subject.",Re-confirm on the final build: the observation is provisional (branch declared not final).,v3.4.1-0ed4433
